"ple0011","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2011","Full Time","Female","2575","0.928524993873419","0.918957253297587","0.938092734449251","2"
"No","2011","Full Time","Male","4761","0.941182838086768","0.934677511712897","0.947688164460638","2"
"No","2011","Part Time","Male","1307","0.931822339880021","0.918562418073151","0.94508226168689","2"
"No","2011","Part Time","Female","3223","0.914904100690837","0.905681237615183","0.924126963766491","2"
"No","2011","Not Working","Male","3121","0.902457847169196","0.892522934753464","0.912392759584928","2"
"No","2011","Not Working","Female","3997","0.836335592510289","0.825780926312237","0.846890258708341","2"
"Yes","2011","Full Time","Male","264","0.0588171619132323","0.0523118355393616","0.065322488287103","1"
"Yes","2011","Full Time","Female","210","0.0714750061265809","0.0619072655507492","0.0810427467024126","1"
"Yes","2011","Part Time","Male","81","0.0681776601199797","0.0549177383131102","0.0814375819268491","1"
"Yes","2011","Part Time","Female","293","0.0850958993091634","0.0758730362335095","0.0943187623848173","1"
"Yes","2011","Not Working","Male","305","0.0975421528308041","0.0876072404150724","0.107477065246536","1"
"Yes","2011","Not Working","Female","723","0.163664407489711","0.153109741291659","0.174219073687763","1"
"No","2012","Full Time","Male","","","","","2"
"No","2012","Full Time","Female","","","","","2"
"No","2012","Part Time","Male","","","","","2"
"No","2012","Part Time","Female","","","","","2"
"No","2012","Not Working","Male","","","","","2"
"No","2012","Not Working","Female","","","","","2"
"Yes","2012","Full Time","Male","","","","","1"
"Yes","2012","Full Time","Female","","","","","1"
"Yes","2012","Part Time","Male","","","","","1"
"Yes","2012","Part Time","Female","","","","","1"
"Yes","2012","Not Working","Male","","","","","1"
"Yes","2012","Not Working","Female","","","","","1"
"No","2013","Full Time","Male","4176","0.935276757391953","0.928023432000054","0.942530082783851","2"
"No","2013","Full Time","Female","2362","0.920813543660599","0.910387916609699","0.931239170711498","2"
"No","2013","Part Time","Male","1172","0.922146256106979","0.907375109494854","0.936917402719105","2"
"No","2013","Part Time","Female","3050","0.907655668223746","0.897828441475862","0.917482894971629","2"
"No","2013","Not Working","Male","2888","0.890958234066704","0.880141955578912","0.901774512554495","2"
"No","2013","Not Working","Female","3570","0.840002800380151","0.828897123419254","0.851108477341048","2"
"Yes","2013","Full Time","Male","244","0.0647232426080472","0.0574699172161488","0.0719765679999457","1"
"Yes","2013","Full Time","Female","215","0.0791864563394015","0.0687608292885017","0.0896120833903012","1"
"Yes","2013","Part Time","Male","92","0.0778537438930208","0.0630825972808954","0.0926248905051462","1"
"Yes","2013","Part Time","Female","284","0.0923443317762541","0.0825171050283707","0.102171558524138","1"
"Yes","2013","Not Working","Male","302","0.109041765933296","0.0982254874455045","0.119858044421088","1"
"Yes","2013","Not Working","Female","616","0.159997199619849","0.148891522658952","0.171102876580746","1"
"No","2014","Full Time","Male","","","","","2"
"No","2014","Full Time","Female","","","","","2"
"No","2014","Part Time","Male","","","","","2"
"No","2014","Part Time","Female","","","","","2"
"No","2014","Not Working","Male","","","","","2"
"No","2014","Not Working","Female","","","","","2"
"Yes","2014","Full Time","Male","","","","","1"
"Yes","2014","Full Time","Female","","","","","1"
"Yes","2014","Part Time","Male","","","","","1"
"Yes","2014","Part Time","Female","","","","","1"
"Yes","2014","Not Working","Male","","","","","1"
"Yes","2014","Not Working","Female","","","","","1"
"No","2015","Full Time","Male","5936","0.948138693594945","0.942647772348065","0.953629614841826","2"
"No","2015","Full Time","Female","3001","0.917618887236343","0.9081793455276","0.927058428945085","2"
"No","2015","Part Time","Male","1692","0.919123350524585","0.906566308686713","0.931680392362458","2"
"No","2015","Part Time","Female","4878","0.915350083745075","0.90787574352875","0.9228244239614","2"
"No","2015","Not Working","Male","3108","0.891802172698312","0.881423321447876","0.902181023948748","2"
"No","2015","Not Working","Female","4356","0.848153720670173","0.838271492853223","0.858035948487122","2"
"Yes","2015","Full Time","Male","329","0.0518613064050546","0.0463703851581744","0.0573522276519348","1"
"Yes","2015","Full Time","Female","258","0.0823811127636572","0.0729415710549145","0.0918206544724","1"
"Yes","2015","Part Time","Male","119","0.0808766494754146","0.0683196076375424","0.0934336913132868","1"
