"ple0011","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2011","no migration background","Rural Area","6075","0.908620604553328","0.901699761282904","0.915541447823752","2"
"No","2011","no migration background","Urban Area","10358","0.901701169125577","0.896231711109074","0.907170627142079","2"
"No","2011","direct migration background","Urban Area","1391","0.900508416749271","0.885621682954704","0.915395150543838","2"
"No","2011","direct migration background","Rural Area","415","0.893885820977767","0.865952833661751","0.921818808293783","2"
"No","2011","indirect migration background","Urban Area","619","0.943807212736809","0.926251062265285","0.961363363208333","2"
"No","2011","indirect migration background","Rural Area","126","0.928976687982902","0.88612070941917","0.971832666546635","2"
"Yes","2011","no migration background","Urban Area","1024","0.0982988308744233","0.0928293728579205","0.103768288890926","1"
"Yes","2011","no migration background","Rural Area","584","0.0913793954466719","0.0844585521762475","0.0983002387170962","1"
"Yes","2011","direct migration background","Urban Area","162","0.0994915832507287","0.0846048494561619","0.114378317045296","1"
"Yes","2011","direct migration background","Rural Area","52","0.106114179022233","0.0781811917062168","0.134047166338249","1"
"Yes","2011","indirect migration background","Urban Area","42","0.0561927872631907","0.0386366367916665","0.0737489377347149","1"
"Yes","2011","indirect migration background","Rural Area","12","","","","1"
"No","2012","no migration background","Urban Area","","","","","2"
"No","2012","no migration background","Rural Area","","","","","2"
"No","2012","direct migration background","Urban Area","","","","","2"
"No","2012","direct migration background","Rural Area","","","","","2"
"No","2012","indirect migration background","Urban Area","","","","","2"
"No","2012","indirect migration background","Rural Area","","","","","2"
"Yes","2012","no migration background","Urban Area","","","","","1"
"Yes","2012","no migration background","Rural Area","","","","","1"
"Yes","2012","direct migration background","Urban Area","","","","","1"
"Yes","2012","direct migration background","Rural Area","","","","","1"
"Yes","2012","indirect migration background","Urban Area","","","","","1"
"Yes","2012","indirect migration background","Rural Area","","","","","1"
"No","2013","no migration background","Urban Area","9428","0.896533739941839","0.890681666826969","0.902385813056709","2"
"No","2013","no migration background","Rural Area","5619","0.909854541651455","0.902699251418286","0.917009831884624","2"
"No","2013","direct migration background","Urban Area","1159","0.868730025226263","0.850373032673283","0.887087017779243","2"
"No","2013","direct migration background","Rural Area","348","0.876595757628216","0.844201709331986","0.908989805924446","2"
"No","2013","indirect migration background","Urban Area","535","0.918731516933647","0.896493836830428","0.940969197036865","2"
"No","2013","indirect migration background","Rural Area","129","0.944843747167206","0.906476908988516","0.983210585345896","2"
"Yes","2013","no migration background","Urban Area","977","0.103466260058161","0.0976141869432912","0.109318333173031","1"
"Yes","2013","no migration background","Rural Area","535","0.0901454583485445","0.0829901681153754","0.0973007485817137","1"
"Yes","2013","direct migration background","Urban Area","141","0.131269974773737","0.112912982220757","0.149626967326717","1"
"Yes","2013","direct migration background","Rural Area","48","0.123404242371784","0.0910101940755538","0.155798290668014","1"
"Yes","2013","indirect migration background","Urban Area","45","0.0812684830663534","0.059030802963135","0.103506163169572","1"
"Yes","2013","indirect migration background","Rural Area","7","","","","1"
"No","2014","no migration background","Urban Area","","","","","2"
"No","2014","no migration background","Rural Area","","","","","2"
"No","2014","direct migration background","Urban Area","","","","","2"
"No","2014","direct migration background","Rural Area","","","","","2"
"No","2014","indirect migration background","Urban Area","","","","","2"
"No","2014","indirect migration background","Rural Area","","","","","2"
"Yes","2014","no migration background","Urban Area","","","","","1"
"Yes","2014","no migration background","Rural Area","","","","","1"
"Yes","2014","direct migration background","Urban Area","","","","","1"
"Yes","2014","direct migration background","Rural Area","","","","","1"
"Yes","2014","indirect migration background","Urban Area","","","","","1"
"Yes","2014","indirect migration background","Rural Area","","","","","1"
"No","2015","no migration background","Urban Area","10777","0.90398173830635","0.89868124768463","0.909282228928071","2"
"No","2015","no migration background","Rural Area","6706","0.907948808917295","0.901338695594823","0.914558922239768","2"
"No","2015","direct migration background","Urban Area","2948","0.900116746677675","0.889777821969733","0.910455671385618","2"
"No","2015","direct migration background","Rural Area","1002","0.890150477303759","0.871586730185257","0.90871422442226","2"
"No","2015","indirect migration background","Urban Area","1258","0.947425451757331","0.935439948420463","0.9594109550942","2"
"No","2015","indirect migration background","Rural Area","280","0.930763755018492","0.902085592093671","0.959441917943314","2"
"Yes","2015","no migration background","Urban Area","1091","0.0960182616936495","0.0907177710719288","0.10131875231537","1"
"Yes","2015","no migration background","Rural Area","642","0.0920511910827048","0.0854410777602323","0.0986613044051772","1"
"Yes","2015","direct migration background","Urban Area","283","0.0998832533223246","0.0895443286143823","0.110222178030267","1"
"Yes","2015","direct migration background","Rural Area","88","0.109849522696241","0.0912857755777398","0.128413269814743","1"
"Yes","2015","indirect migration background","Urban Area","74","0.0525745482426686","0.0405890449058","0.0645600515795371","1"
"Yes","2015","indirect migration background","Rural Area","21","","","","1"
"No","2016","no migration background","Urban Area","","","","","2"
"No","2016","no migration background","Rural Area","","","","","2"
"No","2016","direct migration background","Urban Area","","","","","2"
"No","2016","direct migration background","Rural Area","","","","","2"
"No","2016","indirect migration background","Urban Area","","","","","2"
"No","2016","indirect migration background","Rural Area","","","","","2"
"Yes","2016","no migration background","Urban Area","","","","","1"
"Yes","2016","no migration background","Rural Area","","","","","1"
"Yes","2016","direct migration background","Urban Area","","","","","1"
"Yes","2016","direct migration background","Rural Area","","","","","1"
"Yes","2016","indirect migration background","Urban Area","","","","","1"
"Yes","2016","indirect migration background","Rural Area","","","","","1"
