"ple0011","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"No","2011","16-34 y.","no migration background","3327","0.971293913159005","0.965694384255116","0.976893442062893","2"
"No","2011","16-34 y.","indirect migration background","501","0.961466476680978","0.944954492153094","0.977978461208861","2"
"No","2011","35-65 y.","no migration background","8941","0.902173157551597","0.896310189290504","0.908036125812689","2"
"No","2011","35-65 y.","direct migration background","1093","0.897228855573254","0.880251917592063","0.914205793554445","2"
"No","2011","66 and older","no migration background","4165","0.860225226682008","0.850376640696436","0.87007381266758","2"
"No","2011","66 and older","direct migration background","360","0.845078243182029","0.810556196732479","0.87960028963158","2"
"No","2011","66 and older","indirect migration background","5","","","","2"
"No","2011","16-34 y.","direct migration background","353","0.959886145610496","0.939864859748573","0.97990743147242","2"
"No","2011","35-65 y.","indirect migration background","239","0.883789029701351","0.845633163916154","0.921944895486548","2"
"Yes","2011","16-34 y.","no migration background","89","0.0287060868409953","0.0231065579371066","0.034305615744884","1"
"Yes","2011","16-34 y.","direct migration background","16","","","","1"
"Yes","2011","16-34 y.","indirect migration background","21","","","","1"
"Yes","2011","35-65 y.","no migration background","922","0.0978268424484033","0.091963874187311","0.103689810709496","1"
"Yes","2011","35-65 y.","direct migration background","136","0.102771144426746","0.0857942064455546","0.119748082407937","1"
"Yes","2011","35-65 y.","indirect migration background","32","0.116210970298649","0.0780551045134524","0.154366836083846","1"
"Yes","2011","66 and older","no migration background","597","0.139774773317992","0.12992618733242","0.149623359303564","1"
"Yes","2011","66 and older","direct migration background","62","0.154921756817971","0.12039971036842","0.189443803267522","1"
"Yes","2011","66 and older","indirect migration background","1","","","","1"
"No","2012","16-34 y.","no migration background","","","","","2"
"No","2012","16-34 y.","direct migration background","","","","","2"
"No","2012","16-34 y.","indirect migration background","","","","","2"
"No","2012","35-65 y.","no migration background","","","","","2"
"No","2012","35-65 y.","direct migration background","","","","","2"
"No","2012","66 and older","no migration background","","","","","2"
"No","2012","66 and older","direct migration background","","","","","2"
"No","2012","66 and older","indirect migration background","","","","","2"
"No","2012","35-65 y.","indirect migration background","","","","","2"
"Yes","2012","16-34 y.","no migration background","","","","","1"
"Yes","2012","16-34 y.","direct migration background","","","","","1"
"Yes","2012","16-34 y.","indirect migration background","","","","","1"
"Yes","2012","35-65 y.","no migration background","","","","","1"
"Yes","2012","35-65 y.","direct migration background","","","","","1"
"Yes","2012","35-65 y.","indirect migration background","","","","","1"
"Yes","2012","66 and older","no migration background","","","","","1"
"Yes","2012","66 and older","direct migration background","","","","","1"
"Yes","2012","66 and older","indirect migration background","","","","","1"
"No","2013","16-34 y.","no migration background","2912","0.969541662011141","0.963390337828749","0.975692986193533","2"
"No","2013","16-34 y.","indirect migration background","409","0.969007577839251","0.95253183623108","0.985483319447422","2"
"No","2013","35-65 y.","no migration background","8045","0.889329825072255","0.882826640826081","0.895833009318429","2"
"No","2013","35-65 y.","direct migration background","899","0.849649276056151","0.827864132341327","0.871434419770975","2"
"No","2013","16-34 y.","direct migration background","279","0.965561060875403","0.944427152100737","0.98669496965007","2"
"No","2013","35-65 y.","indirect migration background","250","0.849245839709075","0.807777519684863","0.890714159733286","2"
"No","2013","66 and older","no migration background","4090","0.877116324291175","0.867650557501031","0.88658209108132","2"
"No","2013","66 and older","direct migration background","329","0.854772268899825","0.819159629946197","0.890384907853454","2"
"No","2013","66 and older","indirect migration background","5","","","","2"
"Yes","2013","16-34 y.","no migration background","86","0.0304583379888588","0.0243070138064671","0.0366096621712505","1"
"Yes","2013","16-34 y.","direct migration background","7","","","","1"
"Yes","2013","16-34 y.","indirect migration background","16","","","","1"
"Yes","2013","35-65 y.","no migration background","895","0.110670174927745","0.10416699068157","0.117173359173919","1"
"Yes","2013","35-65 y.","direct migration background","135","0.150350723943849","0.128565580229025","0.172135867658673","1"
"Yes","2013","35-65 y.","indirect migration background","36","0.150754160290926","0.109285840266714","0.192222480315137","1"
"Yes","2013","66 and older","no migration background","531","0.122883675708825","0.11341790891868","0.13234944249897","1"
"Yes","2013","66 and older","direct migration background","47","0.145227731100175","0.109615092146546","0.180840370053803","1"
"Yes","2013","66 and older","indirect migration background","","","","","1"
"No","2014","16-34 y.","no migration background","","","","","2"
"No","2014","16-34 y.","direct migration background","","","","","2"
"No","2014","16-34 y.","indirect migration background","","","","","2"
"No","2014","35-65 y.","no migration background","","","","","2"
"No","2014","35-65 y.","direct migration background","","","","","2"
"No","2014","35-65 y.","indirect migration background","","","","","2"
"No","2014","66 and older","no migration background","","","","","2"
"No","2014","66 and older","direct migration background","","","","","2"
"No","2014","66 and older","indirect migration background","","","","","2"
"Yes","2014","16-34 y.","no migration background","","","","","1"
"Yes","2014","16-34 y.","direct migration background","","","","","1"
"Yes","2014","16-34 y.","indirect migration background","","","","","1"
"Yes","2014","35-65 y.","no migration background","","","","","1"
"Yes","2014","35-65 y.","direct migration background","","","","","1"
"Yes","2014","66 and older","indirect migration background","","","","","1"
"Yes","2014","35-65 y.","indirect migration background","","","","","1"
"Yes","2014","66 and older","no migration background","","","","","1"
"Yes","2014","66 and older","direct migration background","","","","","1"
"No","2015","16-34 y.","indirect migration background","914","0.954850303852821","0.941702282589904","0.967998325115739","2"
"No","2015","35-65 y.","no migration background","9884","0.895772968237978","0.890053799182583","0.901492137293374","2"
"No","2015","16-34 y.","direct migration background","1044","0.974097582609787","0.964624145099785","0.983571020119788","2"
"No","2015","16-34 y.","no migration background","3597","0.971165480933637","0.965796643569136","0.976534318298139","2"
