"ple0011","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2011","lower secondary degree","Male","293","1","1","1"
"Yes","2011","lower secondary degree","Female","543","1","1","1"
"Yes","2011","secondary school degree","Male","145","1","1","1"
"Yes","2011","secondary school degree","Female","346","1","1","1"
"Yes","2011","college entrance qualification","Male","157","1","1","1"
"Yes","2011","college entrance qualification","Female","209","1","1","1"
"Yes","2011","Other degree","Male","37","1","1","1"
"Yes","2011","Other degree","Female","82","1","1","1"
"Yes","2011","no degree/no degree yet","Male","13","","",""
"Yes","2011","no degree/no degree yet","Female","25","","",""
"Yes","2012","lower secondary degree","Male","","","",""
"Yes","2012","lower secondary degree","Female","","","",""
"Yes","2012","secondary school degree","Male","","","",""
"Yes","2012","secondary school degree","Female","","","",""
"Yes","2012","college entrance qualification","Male","","","",""
"Yes","2012","college entrance qualification","Female","","","",""
"Yes","2012","Other degree","Male","","","",""
"Yes","2012","Other degree","Female","","","",""
"Yes","2012","no degree/no degree yet","Male","","","",""
"Yes","2012","no degree/no degree yet","Female","","","",""
"Yes","2013","lower secondary degree","Male","256","1","1","1"
"Yes","2013","lower secondary degree","Female","442","1","1","1"
"Yes","2013","secondary school degree","Male","167","1","1","1"
"Yes","2013","secondary school degree","Female","344","1","1","1"
"Yes","2013","college entrance qualification","Male","155","1","1","1"
"Yes","2013","college entrance qualification","Female","215","1","1","1"
"Yes","2013","Other degree","Male","42","1","1","1"
"Yes","2013","Other degree","Female","67","1","1","1"
"Yes","2013","no degree/no degree yet","Male","14","","",""
"Yes","2013","no degree/no degree yet","Female","23","","",""
"Yes","2014","lower secondary degree","Male","","","",""
"Yes","2014","lower secondary degree","Female","","","",""
"Yes","2014","secondary school degree","Male","","","",""
"Yes","2014","secondary school degree","Female","","","",""
"Yes","2014","college entrance qualification","Male","","","",""
"Yes","2014","college entrance qualification","Female","","","",""
"Yes","2014","Other degree","Male","","","",""
"Yes","2014","Other degree","Female","","","",""
"Yes","2014","no degree/no degree yet","Male","","","",""
"Yes","2014","no degree/no degree yet","Female","","","",""
"Yes","2015","lower secondary degree","Male","277","1","1","1"
"Yes","2015","lower secondary degree","Female","449","1","1","1"
"Yes","2015","secondary school degree","Male","197","1","1","1"
"Yes","2015","secondary school degree","Female","448","1","1","1"
"Yes","2015","college entrance qualification","Male","174","1","1","1"
"Yes","2015","college entrance qualification","Female","282","1","1","1"
"Yes","2015","Other degree","Male","89","1","1","1"
"Yes","2015","Other degree","Female","150","1","1","1"
"Yes","2015","no degree/no degree yet","Male","23","","",""
"Yes","2015","no degree/no degree yet","Female","50","1","1","1"
"Yes","2016","lower secondary degree","Male","","","",""
"Yes","2016","lower secondary degree","Female","","","",""
"Yes","2016","secondary school degree","Male","","","",""
"Yes","2016","secondary school degree","Female","","","",""
"Yes","2016","college entrance qualification","Male","","","",""
"Yes","2016","college entrance qualification","Female","","","",""
"Yes","2016","Other degree","Male","","","",""
"Yes","2016","Other degree","Female","","","",""
"Yes","2016","no degree/no degree yet","Male","","","",""
"Yes","2016","no degree/no degree yet","Female","","","",""
"Yes","2017","lower secondary degree","Male","292","1","1","1"
"Yes","2017","lower secondary degree","Female","401","1","1","1"
"Yes","2017","secondary school degree","Male","219","1","1","1"
"Yes","2017","secondary school degree","Female","490","1","1","1"
"Yes","2017","college entrance qualification","Male","201","1","1","1"
"Yes","2017","college entrance qualification","Female","331","1","1","1"
"Yes","2017","Other degree","Male","117","1","1","1"
"Yes","2017","Other degree","Female","170","1","1","1"
"Yes","2017","no degree/no degree yet","Male","26","","",""
"Yes","2017","no degree/no degree yet","Female","61","1","1","1"
"Yes","2018","lower secondary degree","Male","","","",""
"Yes","2018","lower secondary degree","Female","","","",""
"Yes","2018","secondary school degree","Male","","","",""
"Yes","2018","secondary school degree","Female","","","",""
"Yes","2018","college entrance qualification","Male","","","",""
"Yes","2018","college entrance qualification","Female","","","",""
"Yes","2018","Other degree","Male","","","",""
"Yes","2018","Other degree","Female","","","",""
"Yes","2018","no degree/no degree yet","Male","","","",""
"Yes","2018","no degree/no degree yet","Female","","","",""
"Yes","2019","lower secondary degree","Male","280","1","1","1"
"Yes","2019","lower secondary degree","Female","333","1","1","1"
"Yes","2019","secondary school degree","Male","235","1","1","1"
"Yes","2019","secondary school degree","Female","475","1","1","1"
"Yes","2019","college entrance qualification","Male","259","1","1","1"
"Yes","2019","college entrance qualification","Female","347","1","1","1"
"Yes","2019","Other degree","Male","110","1","1","1"
"Yes","2019","Other degree","Female","141","1","1","1"
"Yes","2019","no degree/no degree yet","Male","28","","",""
"Yes","2019","no degree/no degree yet","Female","47","1","1","1"
