"year","age_gr","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","16-34 y.","(0) in school","6.28","7","651","5","6","7","7","6.21","6.35","6","7"
"2005","16-34 y.","(1a) inadequately completed","6.48","7","40","5","6","7","7","6.13","6.83","7","7"
"2005","16-34 y.","(1b) general elementary school","6.34","7","418","5","6","7","7","6.24","6.44","7","7"
"2005","16-34 y.","(1c) basic vocational qualification","6.43","7","610","5","6","7","7","6.35","6.51","7","7"
"2005","16-34 y.","(2a) intermediate vocational","6.61","7","1148","6","6","7","7","6.57","6.65","7","7"
"2005","16-34 y.","(2b) intermediate general qualification","6.39","7","444","5","6","7","7","6.31","6.47","7","7"
"2005","16-34 y.","(2c_gen) general maturity certificate","6.31","7","658","5","6","7","7","6.25","6.37","7","7"
"2005","16-34 y.","(2c_voc) vocational maturity certificate","6.49","7","504","5","6","7","7","6.42","6.56","7","7"
"2005","16-34 y.","(3a) lower tertiary education","6.43","7","198","5","6","7","7","6.33","6.53","6","7"
"2005","16-34 y.","(3b) higher tertiary education","6.46","7","324","5","6","7","7","6.37","6.55","7","7"
"2005","35-65 y.","(0) in school","","","","","","","","","","",""
"2005","35-65 y.","(1a) inadequately completed","6.32","7","141","5","6","7","7","6.12","6.52","7","7"
"2005","35-65 y.","(1b) general elementary school","6.37","7","736","5","6","7","7","6.3","6.44","7","7"
"2005","35-65 y.","(1c) basic vocational qualification","6.48","7","3379","5","6","7","7","6.45","6.51","7","7"
"2005","35-65 y.","(2a) intermediate vocational","6.54","7","3250","6","6","7","7","6.51","6.57","7","7"
"2005","35-65 y.","(2b) intermediate general qualification","6.44","7","100","5","6","7","7","6.26","6.62","6","7"
"2005","35-65 y.","(2c_gen) general maturity certificate","6.43","7","123","5","6","7","7","6.28","6.58","7","7"
"2005","35-65 y.","(2c_voc) vocational maturity certificate","6.5","7","862","5","6","7","7","6.44","6.56","7","7"
"2005","35-65 y.","(3a) lower tertiary education","6.45","7","1155","5","6","7","7","6.4","6.5","7","7"
"2005","35-65 y.","(3b) higher tertiary education","6.44","7","1826","5","6","7","7","6.4","6.48","7","7"
"2005","66 and older","(0) in school","","","","","","","","","","",""
"2005","66 and older","(1a) inadequately completed","6.57","7","64","5","6","7","7","6.33","6.81","7","7"
"2005","66 and older","(1b) general elementary school","6.34","7","710","5","6","7","7","6.26","6.42","7","7"
"2005","66 and older","(1c) basic vocational qualification","6.47","7","1737","5","6","7","7","6.43","6.51","7","7"
"2005","66 and older","(2a) intermediate vocational","6.44","7","407","5","6","7","7","6.35","6.53","7","7"
"2005","66 and older","(2b) intermediate general qualification","6.48","7","36","5","6","7","7","6.16","6.8","6","7"
"2005","66 and older","(2c_gen) general maturity certificate","","","","","","","","","","",""
