"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","general elemantary","Female","6.36","7","1626","5","6","7","7","6.31","6.41","7","7"
"2005","general elemantary","Male","6.38","7","781","5","6","7","7","6.31","6.45","7","7"
"2005","higher education","Female","6.52","7","1856","6","6","7","7","6.48","6.56","7","7"
"2005","higher education","Male","6.4","7","2311","5","6","7","7","6.37","6.43","7","7"
"2005","higher vocational","Female","6.52","7","666","5","6","7","7","6.46","6.58","7","7"
"2005","higher vocational","Male","6.54","7","893","6","6","7","7","6.49","6.59","7","7"
"2005","in school","Female","6.36","7","338","5","6","7","7","6.27","6.45","7","7"
"2005","in school","Male","6.19","6","309","5","6","7","7","6.08","6.3","6","7"
"2005","inadequately","Female","6.24","7","134","4","6","7","7","6.02","6.46","7","7"
"2005","inadequately","Male","6.45","7","102","5","6","7","7","6.28","6.62","7","7"
"2005","middle vocational","Female","6.53","7","5383","5","6","7","7","6.51","6.55","7","7"
"2005","middle vocational","Male","6.45","7","4889","5","6","7","7","6.43","6.47","7","7"
"2005","vocational + Abi","Female","6.51","7","667","5","6","7","7","6.45","6.57","7","7"
"2005","vocational + Abi","Male","6.37","7","467","5","6","7","7","6.29","6.45","7","7"
"2006","general elemantary","Female","","","","","","","","","","",""
"2006","general elemantary","Male","","","","","","","","","","",""
"2006","higher education","Female","","","","","","","","","","",""
"2006","higher education","Male","","","","","","","","","","",""
"2006","higher vocational","Female","","","","","","","","","","",""
"2006","higher vocational","Male","","","","","","","","","","",""
"2006","in school","Female","","","","","","","","","","",""
"2006","in school","Male","","","","","","","","","","",""
"2006","inadequately","Female","","","","","","","","","","",""
"2006","inadequately","Male","","","","","","","","","","",""
"2006","middle vocational","Female","","","","","","","","","","",""
"2006","middle vocational","Male","","","","","","","","","","",""
"2006","vocational + Abi","Female","","","","","","","","","","",""
"2006","vocational + Abi","Male","","","","","","","","","","",""
"2007","general elemantary","Female","","","","","","","","","","",""
"2007","general elemantary","Male","","","","","","","","","","",""
"2007","higher education","Female","","","","","","","","","","",""
"2007","higher education","Male","","","","","","","","","","",""
"2007","higher vocational","Female","","","","","","","","","","",""
"2007","higher vocational","Male","","","","","","","","","","",""
"2007","in school","Female","","","","","","","","","","",""
"2007","in school","Male","","","","","","","","","","",""
"2007","inadequately","Female","","","","","","","","","","",""
