"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","direct migration background","general elemantary","6.35","7","568","5","6","7","7","6.27","6.43","7","7"
"2005","direct migration background","higher education","6.43","7","341","5","6","7","7","6.33","6.53","7","7"
"2005","direct migration background","higher vocational","6.62","7","133","5","6","7","7","6.49","6.75","7","7"
"2005","direct migration background","in school","6.6","7","55","5","7","7","7","6.39","6.81","7","7"
"2005","direct migration background","inadequately","6.43","7","146","5","6","7","7","6.25","6.61","7","7"
"2005","direct migration background","middle vocational","6.37","7","874","5","6","7","7","6.3","6.44","7","7"
"2005","direct migration background","vocational + Abi","6.48","7","216","5","6","7","7","6.36","6.6","7","7"
"2005","indirect migration background","general elemantary","6.25","7","182","5","6","7","7","6.12","6.38","6","7"
"2005","indirect migration background","higher education","6.41","7","69","5","6","7","7","6.25","6.57","6","7"
"2005","indirect migration background","higher vocational","6.64","7","41","6","6","7","7","6.37","6.91","7","7"
"2005","indirect migration background","in school","6.1","6","90","4","5","7","7","5.9","6.3","6","7"
"2005","indirect migration background","inadequately","","","","","","","","","","",""
"2005","indirect migration background","middle vocational","6.52","7","336","5","6","7","7","6.43","6.61","7","7"
"2005","indirect migration background","vocational + Abi","6.63","7","46","6","6","7","7","6.38","6.88","6","7"
"2005","no migration background","general elemantary","6.38","7","1657","5","6","7","7","6.33","6.43","7","7"
"2005","no migration background","higher education","6.46","7","3757","5","6","7","7","6.43","6.49","7","7"
"2005","no migration background","higher vocational","6.51","7","1385","6","6","7","7","6.47","6.55","7","7"
"2005","no migration background","in school","6.27","7","502","5","6","7","7","6.19","6.35","6","7"
"2005","no migration background","inadequately","6.23","7","81","5","6","7","7","5.96","6.5","6","7"
"2005","no migration background","middle vocational","6.5","7","9062","5","6","7","7","6.48","6.52","7","7"
"2005","no migration background","vocational + Abi","6.43","7","872","5","6","7","7","6.37","6.49","7","7"
"2006","direct migration background","general elemantary","","","","","","","","","","",""
"2006","direct migration background","higher education","","","","","","","","","","",""
"2006","direct migration background","higher vocational","","","","","","","","","","",""
"2006","direct migration background","in school","","","","","","","","","","",""
"2006","direct migration background","inadequately","","","","","","","","","","",""
"2006","direct migration background","middle vocational","","","","","","","","","","",""
"2006","direct migration background","vocational + Abi","","","","","","","","","","",""
"2006","indirect migration background","general elemantary","","","","","","","","","","",""
"2006","indirect migration background","higher education","","","","","","","","","","",""
"2006","indirect migration background","higher vocational","","","","","","","","","","",""
"2006","indirect migration background","in school","","","","","","","","","","",""
"2006","indirect migration background","inadequately","","","","","","","","","","",""
"2006","indirect migration background","middle vocational","","","","","","","","","","",""
"2006","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2006","no migration background","general elemantary","","","","","","","","","","",""
"2006","no migration background","higher education","","","","","","","","","","",""
"2006","no migration background","higher vocational","","","","","","","","","","",""
"2006","no migration background","in school","","","","","","","","","","",""
"2006","no migration background","inadequately","","","","","","","","","","",""
"2006","no migration background","middle vocational","","","","","","","","","","",""
"2006","no migration background","vocational + Abi","","","","","","","","","","",""
"2007","direct migration background","general elemantary","","","","","","","","","","",""
"2007","direct migration background","higher education","","","","","","","","","","",""
"2007","direct migration background","higher vocational","","","","","","","","","","",""
"2007","direct migration background","in school","","","","","","","","","","",""
"2007","direct migration background","inadequately","","","","","","","","","","",""
"2007","direct migration background","middle vocational","","","","","","","","","","",""
"2007","direct migration background","vocational + Abi","","","","","","","","","","",""
"2007","indirect migration background","general elemantary","","","","","","","","","","",""
"2007","indirect migration background","higher education","","","","","","","","","","",""
"2007","indirect migration background","higher vocational","","","","","","","","","","",""
"2007","indirect migration background","in school","","","","","","","","","","",""
"2007","indirect migration background","inadequately","","","","","","","","","","",""
"2007","indirect migration background","middle vocational","","","","","","","","","","",""
"2007","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2007","no migration background","general elemantary","","","","","","","","","","",""
"2007","no migration background","higher education","","","","","","","","","","",""
"2007","no migration background","higher vocational","","","","","","","","","","",""
"2007","no migration background","in school","","","","","","","","","","",""
"2007","no migration background","inadequately","","","","","","","","","","",""
"2007","no migration background","middle vocational","","","","","","","","","","",""
"2007","no migration background","vocational + Abi","","","","","","","","","","",""
"2008","direct migration background","general elemantary","","","","","","","","","","",""
"2008","direct migration background","higher education","","","","","","","","","","",""
"2008","direct migration background","higher vocational","","","","","","","","","","",""
"2008","direct migration background","in school","","","","","","","","","","",""
"2008","direct migration background","inadequately","","","","","","","","","","",""
"2008","direct migration background","middle vocational","","","","","","","","","","",""
"2008","direct migration background","vocational + Abi","","","","","","","","","","",""
"2008","indirect migration background","general elemantary","","","","","","","","","","",""
"2008","indirect migration background","higher education","","","","","","","","","","",""
"2008","indirect migration background","higher vocational","","","","","","","","","","",""
"2008","indirect migration background","in school","","","","","","","","","","",""
"2008","indirect migration background","inadequately","","","","","","","","","","",""
"2008","indirect migration background","middle vocational","","","","","","","","","","",""
"2008","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2008","no migration background","general elemantary","","","","","","","","","","",""
"2008","no migration background","higher education","","","","","","","","","","",""
"2008","no migration background","higher vocational","","","","","","","","","","",""
"2008","no migration background","in school","","","","","","","","","","",""
"2008","no migration background","inadequately","","","","","","","","","","",""
"2008","no migration background","middle vocational","","","","","","","","","","",""
"2008","no migration background","vocational + Abi","","","","","","","","","","",""
"2009","direct migration background","general elemantary","","","","","","","","","","",""
"2009","direct migration background","higher education","","","","","","","","","","",""
"2009","direct migration background","higher vocational","","","","","","","","","","",""
"2009","direct migration background","in school","","","","","","","","","","",""
"2009","direct migration background","inadequately","","","","","","","","","","",""
"2009","direct migration background","middle vocational","","","","","","","","","","",""
"2009","direct migration background","vocational + Abi","","","","","","","","","","",""
"2009","indirect migration background","general elemantary","","","","","","","","","","",""
"2009","indirect migration background","higher education","","","","","","","","","","",""
"2009","indirect migration background","higher vocational","","","","","","","","","","",""
"2009","indirect migration background","in school","","","","","","","","","","",""
"2009","indirect migration background","inadequately","","","","","","","","","","",""
"2009","indirect migration background","middle vocational","","","","","","","","","","",""
"2009","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2009","no migration background","general elemantary","","","","","","","","","","",""
"2009","no migration background","higher education","","","","","","","","","","",""
"2009","no migration background","higher vocational","","","","","","","","","","",""
"2009","no migration background","in school","","","","","","","","","","",""
"2009","no migration background","inadequately","","","","","","","","","","",""
"2009","no migration background","middle vocational","","","","","","","","","","",""
"2009","no migration background","vocational + Abi","","","","","","","","","","",""
"2010","direct migration background","general elemantary","6.27","7","325","5","6","7","7","6.16","6.38","6","7"
"2010","direct migration background","higher education","6.32","7","273","5","6","7","7","6.21","6.43","7","7"
"2010","direct migration background","higher vocational","6.44","7","85","6","6","7","7","6.22","6.66","7","7"
"2010","direct migration background","in school","","","","","","","","","","",""
"2010","direct migration background","inadequately","6.28","7","69","5","6","7","7","5.94","6.62","6","7"
"2010","direct migration background","middle vocational","6.49","7","539","5","6","7","7","6.41","6.57","7","7"
"2010","direct migration background","vocational + Abi","6.36","7","143","5","6","7","7","6.22","6.5","7","7"
"2010","indirect migration background","general elemantary","6.29","7","120","5","6","7","7","6.05","6.53","7","7"
"2010","indirect migration background","higher education","6.17","6","85","5","6","7","7","5.94","6.4","6","7"
"2010","indirect migration background","higher vocational","6.2","7","32","5","6","7","7","5.81","6.59","7","7"
"2010","indirect migration background","in school","6.6","7","43","6","6","7","7","6.42","6.78","7","7"
"2010","indirect migration background","inadequately","","","","","","","","","","",""
"2010","indirect migration background","middle vocational","6.51","7","269","5","6","7","7","6.41","6.61","7","7"
"2010","indirect migration background","vocational + Abi","6.61","7","37","6","6","7","7","6.41","6.81","7","7"
"2010","no migration background","general elemantary","6.28","7","1186","5","6","7","7","6.23","6.33","7","7"
"2010","no migration background","higher education","6.47","7","3472","6","6","7","7","6.44","6.5","7","7"
"2010","no migration background","higher vocational","6.47","7","1140","5","6","7","7","6.42","6.52","7","7"
"2010","no migration background","in school","6.34","7","220","5","6","7","7","6.22","6.46","6","7"
"2010","no migration background","inadequately","6.25","6","60","5","6","7","7","6","6.5","6","7"
"2010","no migration background","middle vocational","6.41","7","7520","5","6","7","7","6.39","6.43","7","7"
"2010","no migration background","vocational + Abi","6.37","7","764","5","6","7","7","6.31","6.43","7","7"
"2011","direct migration background","general elemantary","","","","","","","","","","",""
"2011","direct migration background","higher education","","","","","","","","","","",""
"2011","direct migration background","higher vocational","","","","","","","","","","",""
"2011","direct migration background","in school","","","","","","","","","","",""
"2011","direct migration background","inadequately","","","","","","","","","","",""
"2011","direct migration background","middle vocational","","","","","","","","","","",""
"2011","direct migration background","vocational + Abi","","","","","","","","","","",""
"2011","indirect migration background","general elemantary","","","","","","","","","","",""
"2011","indirect migration background","higher education","","","","","","","","","","",""
"2011","indirect migration background","higher vocational","","","","","","","","","","",""
"2011","indirect migration background","in school","","","","","","","","","","",""
"2011","indirect migration background","inadequately","","","","","","","","","","",""
"2011","indirect migration background","middle vocational","","","","","","","","","","",""
"2011","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2011","no migration background","general elemantary","","","","","","","","","","",""
"2011","no migration background","higher education","","","","","","","","","","",""
"2011","no migration background","higher vocational","","","","","","","","","","",""
"2011","no migration background","in school","","","","","","","","","","",""
"2011","no migration background","inadequately","","","","","","","","","","",""
"2011","no migration background","middle vocational","","","","","","","","","","",""
"2011","no migration background","vocational + Abi","","","","","","","","","","",""
"2012","direct migration background","general elemantary","","","","","","","","","","",""
"2012","direct migration background","higher education","","","","","","","","","","",""
"2012","direct migration background","higher vocational","","","","","","","","","","",""
"2012","direct migration background","in school","","","","","","","","","","",""
"2012","direct migration background","inadequately","","","","","","","","","","",""
"2012","direct migration background","middle vocational","","","","","","","","","","",""
"2012","direct migration background","vocational + Abi","","","","","","","","","","",""
"2012","indirect migration background","general elemantary","","","","","","","","","","",""
"2012","indirect migration background","higher education","","","","","","","","","","",""
"2012","indirect migration background","higher vocational","","","","","","","","","","",""
"2012","indirect migration background","in school","","","","","","","","","","",""
"2012","indirect migration background","inadequately","","","","","","","","","","",""
"2012","indirect migration background","middle vocational","","","","","","","","","","",""
"2012","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2012","no migration background","general elemantary","","","","","","","","","","",""
"2012","no migration background","higher education","","","","","","","","","","",""
"2012","no migration background","higher vocational","","","","","","","","","","",""
"2012","no migration background","in school","","","","","","","","","","",""
"2012","no migration background","inadequately","","","","","","","","","","",""
"2012","no migration background","middle vocational","","","","","","","","","","",""
"2012","no migration background","vocational + Abi","","","","","","","","","","",""
"2013","direct migration background","general elemantary","","","","","","","","","","",""
"2013","direct migration background","higher education","","","","","","","","","","",""
"2013","direct migration background","higher vocational","","","","","","","","","","",""
"2013","direct migration background","in school","","","","","","","","","","",""
"2013","direct migration background","inadequately","","","","","","","","","","",""
"2013","direct migration background","middle vocational","","","","","","","","","","",""
"2013","direct migration background","vocational + Abi","","","","","","","","","","",""
"2013","indirect migration background","general elemantary","","","","","","","","","","",""
"2013","indirect migration background","higher education","","","","","","","","","","",""
"2013","indirect migration background","higher vocational","","","","","","","","","","",""
"2013","indirect migration background","in school","","","","","","","","","","",""
"2013","indirect migration background","inadequately","","","","","","","","","","",""
"2013","indirect migration background","middle vocational","","","","","","","","","","",""
"2013","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2013","no migration background","general elemantary","","","","","","","","","","",""
"2013","no migration background","higher education","","","","","","","","","","",""
"2013","no migration background","higher vocational","","","","","","","","","","",""
"2013","no migration background","in school","","","","","","","","","","",""
"2013","no migration background","inadequately","","","","","","","","","","",""
"2013","no migration background","middle vocational","","","","","","","","","","",""
"2013","no migration background","vocational + Abi","","","","","","","","","","",""
"2014","direct migration background","general elemantary","","","","","","","","","","",""
"2014","direct migration background","higher education","","","","","","","","","","",""
"2014","direct migration background","higher vocational","","","","","","","","","","",""
"2014","direct migration background","in school","","","","","","","","","","",""
"2014","direct migration background","inadequately","","","","","","","","","","",""
"2014","direct migration background","middle vocational","","","","","","","","","","",""
"2014","direct migration background","vocational + Abi","","","","","","","","","","",""
"2014","indirect migration background","general elemantary","","","","","","","","","","",""
"2014","indirect migration background","higher education","","","","","","","","","","",""
"2014","indirect migration background","higher vocational","","","","","","","","","","",""
"2014","indirect migration background","in school","","","","","","","","","","",""
"2014","indirect migration background","inadequately","","","","","","","","","","",""
"2014","indirect migration background","middle vocational","","","","","","","","","","",""
"2014","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2014","no migration background","general elemantary","","","","","","","","","","",""
"2014","no migration background","higher education","","","","","","","","","","",""
"2014","no migration background","higher vocational","","","","","","","","","","",""
"2014","no migration background","in school","","","","","","","","","","",""
"2014","no migration background","inadequately","","","","","","","","","","",""
"2014","no migration background","middle vocational","","","","","","","","","","",""
"2014","no migration background","vocational + Abi","","","","","","","","","","",""
"2015","direct migration background","general elemantary","6.31","7","1005","5","6","7","7","6.24","6.38","7","7"
"2015","direct migration background","higher education","6.42","7","1466","5","6","7","7","6.37","6.47","7","7"
"2015","direct migration background","higher vocational","6.18","7","101","5","6","7","7","5.93","6.43","6","7"
"2015","direct migration background","in school","6.77","7","58","6","7","7","7","6.52","7.02","7","7"
"2015","direct migration background","inadequately","6.34","7","314","5","6","7","7","6.21","6.47","7","7"
"2015","direct migration background","middle vocational","6.33","7","1922","5","6","7","7","6.29","6.37","7","7"
