"year","hgtyp1hh","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","(Married) couple without C.","direct migration background","6.41","7","701","5","6","7","7","7","6.34","6.48","1","7","7","7"
"2005","(Married) couple without C.","indirect migration background","6.62","7","115","6","6","7","7","7","6.5","6.74","4","7","7","7"
"2005","(Married) couple without C.","no migration background","6.49","7","6220","5","6","7","7","7","6.47","6.51","1","7","7","7"
"2005","1-pers.-HH","direct migration background","6.42","7","213","5","6","7","7","7","6.29","6.55","1","7","7","7"
"2005","1-pers.-HH","indirect migration background","6.36","7","94","5","6","7","7","7","6.18","6.54","4","7","6","7"
"2005","1-pers.-HH","no migration background","6.48","7","2661","5","6","7","7","7","6.45","6.51","1","7","7","7"
"2005","Couple + C. GT 16 ","direct migration background","6.45","7","403","5","6","7","7","7","6.35","6.55","1","7","7","7"
"2005","Couple + C. GT 16 ","indirect migration background","6.36","7","205","5","6","7","7","7","6.23","6.49","1","7","7","7"
"2005","Couple + C. GT 16 ","no migration background","6.4","7","3036","5","6","7","7","7","6.37","6.43","1","7","7","7"
"2005","Couple + C. LE 16","direct migration background","6.39","7","534","5","6","7","7","7","6.31","6.47","1","7","7","7"
"2005","Couple + C. LE 16","indirect migration background","6.52","7","176","5","6","7","7","7","6.4","6.64","4","7","7","7"
"2005","Couple + C. LE 16","no migration background","6.48","7","3005","5","6","7","7","7","6.45","6.51","1","7","7","7"
"2005","Couple + C. LE and GT 16","direct migration background","6.41","7","284","5","6","7","7","7","6.31","6.51","3","7","7","7"
"2005","Couple + C. LE and GT 16","indirect migration background","6.37","7","126","5","6","7","7","7","6.2","6.54","3","7","6","7"
"2005","Couple + C. LE and GT 16","no migration background","6.41","7","1294","5","6","7","7","7","6.36","6.46","1","7","7","7"
"2005","Single parent","direct migration background","6.34","7","124","5","6","7","7","7","6.16","6.52","1","7","7","7"
"2005","Single parent","indirect migration background","6.18","6.65","78","5","6","7","7","7","5.95","6.41","3","7","6","7"
"2005","Single parent","no migration background","6.48","7","898","5","6","7","7","7","6.42","6.54","1","7","7","7"
"2006","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2006","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2006","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2006","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2006","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2006","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2006","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2006","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2006","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2006","Single parent","direct migration background","","","","","","","","","","","","","",""
"2006","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2006","Single parent","no migration background","","","","","","","","","","","","","",""
"2007","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2007","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2007","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2007","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2007","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2007","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2007","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2007","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2007","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2007","Single parent","direct migration background","","","","","","","","","","","","","",""
"2007","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2007","Single parent","no migration background","","","","","","","","","","","","","",""
"2008","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2008","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2008","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2008","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2008","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2008","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
