"year","hgtyp1hh","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","(Married) couple without C.","general elemantary","6.38","7","694","5","6","7","7","7","6.31","6.45","1","7","7","7"
"2005","(Married) couple without C.","higher education","6.45","7","1657","5","6","7","7","7","6.41","6.49","1","7","7","7"
"2005","(Married) couple without C.","higher vocational","6.58","7","562","6","6","7","7","7","6.51","6.65","3","7","7","7"
"2005","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"2005","(Married) couple without C.","inadequately","6.23","7","61","5","6","7","7","7","5.9","6.56","1","7","7","7"
"2005","(Married) couple without C.","middle vocational","6.5","7","3665","5","6","7","7","7","6.47","6.53","1","7","7","7"
"2005","(Married) couple without C.","vocational + Abi","6.43","7","352","5","6","7","7","7","6.34","6.52","1","7","7","7"
"2005","1-pers.-HH","general elemantary","6.39","7","432","5","6","7","7","7","6.3","6.48","2","7","7","7"
"2005","1-pers.-HH","higher education","6.46","7","561","5","6","7","7","7","6.39","6.53","1","7","7","7"
"2005","1-pers.-HH","higher vocational","6.44","7","197","5","6","7","7","7","6.32","6.56","1","7","7","7"
"2005","1-pers.-HH","in school","","","","","","","","","","","","","",""
"2005","1-pers.-HH","inadequately","","","","","","","","","","","","","",""
"2005","1-pers.-HH","middle vocational","6.51","7","1544","5","6","7","7","7","6.47","6.55","1","7","7","7"
"2005","1-pers.-HH","vocational + Abi","6.49","7","177","5","6","7","7","7","6.36","6.62","1","7","7","7"
"2005","Couple + C. GT 16 ","general elemantary","6.35","7","430","5","6","7","7","7","6.25","6.45","1","7","7","7"
"2005","Couple + C. GT 16 ","higher education","6.44","7","629","5","6","7","7","7","6.38","6.5","2","7","7","7"
"2005","Couple + C. GT 16 ","higher vocational","6.61","7","209","6","6","7","7","7","6.48","6.74","1","7","7","7"
"2005","Couple + C. GT 16 ","in school","6.24","7","267","5","6","7","7","7","6.13","6.35","1","7","6","7"
"2005","Couple + C. GT 16 ","inadequately","6.4","7","44","5","6","7","7","7","6.09","6.71","4","7","6","7"
"2005","Couple + C. GT 16 ","middle vocational","6.44","7","1772","5","6","7","7","7","6.4","6.48","1","7","7","7"
"2005","Couple + C. GT 16 ","vocational + Abi","6.2","7","173","4","6","7","7","7","6.07","6.33","3","7","7","7"
"2005","Couple + C. LE 16","general elemantary","6.38","7","275","5","6","7","7","7","6.28","6.48","3","7","7","7"
"2005","Couple + C. LE 16","higher education","6.4","7","831","5","6","7","7","7","6.34","6.46","1","7","7","7"
"2005","Couple + C. LE 16","higher vocational","6.53","7","410","6","6","7","7","7","6.45","6.61","2","7","7","7"
"2005","Couple + C. LE 16","in school","","","","","","","","","","","","","",""
