"year","e11103","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Full Time","college entrance qualification","6.44","7","2570","5","6","7","7","7","6.41","6.47","1","7","7","7"
"2005","Full Time","lower secondary degree","6.45","7","2006","5","6","7","7","7","6.41","6.49","1","7","7","7"
"2005","Full Time","no degree/no degree yet","6.31","7","56","5","6","7","7","7","6.02","6.6","1","7","7","7"
"2005","Full Time","Other degree","6.36","7","384","5","6","7","7","7","6.27","6.45","2","7","7","7"
"2005","Full Time","secondary school degree","6.51","7","2883","6","6","7","7","7","6.48","6.54","1","7","7","7"
"2005","Not Working","college entrance qualification","6.43","7","1242","5","6","7","7","7","6.38","6.48","1","7","7","7"
"2005","Not Working","lower secondary degree","6.43","7","3778","5","6","7","7","7","6.4","6.46","1","7","7","7"
"2005","Not Working","no degree/no degree yet","6.33","7","704","5","6","7","7","7","6.26","6.4","1","7","7","7"
"2005","Not Working","Other degree","6.37","7","481","5","6","7","7","7","6.28","6.46","1","7","7","7"
"2005","Not Working","secondary school degree","6.49","7","1529","5","6","7","7","7","6.45","6.53","1","7","7","7"
"2005","Part Time","college entrance qualification","6.46","7","1380","5","6","7","7","7","6.42","6.5","1","7","7","7"
"2005","Part Time","lower secondary degree","6.51","7","1311","5","6","7","7","7","6.46","6.56","1","7","7","7"
"2005","Part Time","no degree/no degree yet","6.33","7","138","5","6","7","7","7","6.19","6.47","4","7","6","7"
"2005","Part Time","Other degree","6.43","7","261","5","6","7","7","7","6.31","6.55","2","7","7","7"
"2005","Part Time","secondary school degree","6.59","7","1614","6","6","7","7","7","6.55","6.63","1","7","7","7"
"2006","Full Time","college entrance qualification","","","","","","","","","","","","","",""
"2006","Full Time","lower secondary degree","","","","","","","","","","","","","",""
"2006","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2006","Full Time","Other degree","","","","","","","","","","","","","",""
"2006","Full Time","secondary school degree","","","","","","","","","","","","","",""
"2006","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"2006","Not Working","lower secondary degree","","","","","","","","","","","","","",""
"2006","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"2006","Not Working","Other degree","","","","","","","","","","","","","",""
"2006","Not Working","secondary school degree","","","","","","","","","","","","","",""
"2006","Part Time","college entrance qualification","","","","","","","","","","","","","",""
"2006","Part Time","lower secondary degree","","","","","","","","","","","","","",""
"2006","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2006","Part Time","Other degree","","","","","","","","","","","","","",""
"2006","Part Time","secondary school degree","","","","","","","","","","","","","",""
"2007","Full Time","college entrance qualification","","","","","","","","","","","","","",""
"2007","Full Time","lower secondary degree","","","","","","","","","","","","","",""
"2007","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","Full Time","Other degree","","","","","","","","","","","","","",""
"2007","Full Time","secondary school degree","","","","","","","","","","","","","",""
"2007","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"2007","Not Working","lower secondary degree","","","","","","","","","","","","","",""
"2007","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","Not Working","Other degree","","","","","","","","","","","","","",""
"2007","Not Working","secondary school degree","","","","","","","","","","","","","",""
"2007","Part Time","college entrance qualification","","","","","","","","","","","","","",""
"2007","Part Time","lower secondary degree","","","","","","","","","","","","","",""
"2007","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","Part Time","Other degree","","","","","","","","","","","","","",""
"2007","Part Time","secondary school degree","","","","","","","","","","","","","",""
"2008","Full Time","college entrance qualification","","","","","","","","","","","","","",""
"2008","Full Time","lower secondary degree","","","","","","","","","","","","","",""
"2008","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2008","Full Time","Other degree","","","","","","","","","","","","","",""
"2008","Full Time","secondary school degree","","","","","","","","","","","","","",""
"2008","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"2008","Not Working","lower secondary degree","","","","","","","","","","","","","",""
"2008","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"2008","Not Working","Other degree","","","","","","","","","","","","","",""
"2008","Not Working","secondary school degree","","","","","","","","","","","","","",""
"2008","Part Time","college entrance qualification","","","","","","","","","","","","","",""
"2008","Part Time","lower secondary degree","","","","","","","","","","","","","",""
"2008","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2008","Part Time","Other degree","","","","","","","","","","","","","",""
"2008","Part Time","secondary school degree","","","","","","","","","","","","","",""
"2009","Full Time","college entrance qualification","","","","","","","","","","","","","",""
"2009","Full Time","lower secondary degree","","","","","","","","","","","","","",""
"2009","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2009","Full Time","Other degree","","","","","","","","","","","","","",""
"2009","Full Time","secondary school degree","","","","","","","","","","","","","",""
"2009","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"2009","Not Working","lower secondary degree","","","","","","","","","","","","","",""
"2009","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"2009","Not Working","Other degree","","","","","","","","","","","","","",""
"2009","Not Working","secondary school degree","","","","","","","","","","","","","",""
"2009","Part Time","college entrance qualification","","","","","","","","","","","","","",""
"2009","Part Time","lower secondary degree","","","","","","","","","","","","","",""
"2009","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2009","Part Time","Other degree","","","","","","","","","","","","","",""
"2009","Part Time","secondary school degree","","","","","","","","","","","","","",""
