"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","college entrance qualification","East Germany","6.49","7","1126","6","6","7","7","7","6.44","6.54","1","7","7","7"
"2005","college entrance qualification","West Germany","6.43","7","4066","5","6","7","7","7","6.4","6.46","1","7","7","7"
"2005","lower secondary degree","East Germany","6.41","7","1394","5","6","7","7","7","6.36","6.46","1","7","7","7"
"2005","lower secondary degree","West Germany","6.46","7","5701","5","6","7","7","7","6.44","6.48","1","7","7","7"
"2005","no degree/no degree yet","East Germany","6.4","7","167","5","6","7","7","7","6.26","6.54","3","7","7","7"
"2005","no degree/no degree yet","West Germany","6.32","7","731","5","6","7","7","7","6.25","6.39","1","7","7","7"
"2005","Other degree","East Germany","6.53","7","49","6","6","7","7","7","6.27","6.79","3","7","6","7"
"2005","Other degree","West Germany","6.38","7","1077","5","6","7","7","7","6.32","6.44","1","7","7","7"
"2005","secondary school degree","East Germany","6.56","7","2224","6","6","7","7","7","6.53","6.59","1","7","7","7"
"2005","secondary school degree","West Germany","6.51","7","3802","5","6","7","7","7","6.48","6.54","1","7","7","7"
"2006","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2006","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2006","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2006","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2006","Other degree","East Germany","","","","","","","","","","","","","",""
"2006","Other degree","West Germany","","","","","","","","","","","","","",""
"2006","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2006","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2007","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2007","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2007","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2007","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2007","Other degree","East Germany","","","","","","","","","","","","","",""
"2007","Other degree","West Germany","","","","","","","","","","","","","",""
"2007","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2007","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2008","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2008","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2008","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2008","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2008","Other degree","East Germany","","","","","","","","","","","","","",""
"2008","Other degree","West Germany","","","","","","","","","","","","","",""
"2008","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2008","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2009","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2009","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2009","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2009","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2009","Other degree","East Germany","","","","","","","","","","","","","",""
"2009","Other degree","West Germany","","","","","","","","","","","","","",""
"2009","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2009","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2010","college entrance qualification","East Germany","6.48","7","1021","5","6","7","7","7","6.43","6.53","1","7","7","7"
"2010","college entrance qualification","West Germany","6.42","7","3644","5","6","7","7","7","6.39","6.45","1","7","7","7"
"2010","lower secondary degree","East Germany","6.31","7","1062","5","6","7","7","7","6.25","6.37","1","7","7","7"
"2010","lower secondary degree","West Germany","6.38","7","4307","5","6","7","7","7","6.35","6.41","1","7","7","7"
"2010","no degree/no degree yet","East Germany","6.29","7","46","5","6","7","7","7","6.01","6.57","4","7","6","7"
"2010","no degree/no degree yet","West Germany","6.37","7","371","5","6","7","7","7","6.27","6.47","1","7","6","7"
"2010","Other degree","East Germany","6.54","7","38","5","6","7","7","7","6.29","6.79","4","7","6","7"
"2010","Other degree","West Germany","6.36","7","679","5","6","7","7","7","6.29","6.43","1","7","7","7"
"2010","secondary school degree","East Germany","6.41","7","1860","5","6","7","7","7","6.37","6.45","1","7","7","7"
"2010","secondary school degree","West Germany","6.44","7","3191","5","6","7","7","7","6.41","6.47","1","7","7","7"
"2011","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2011","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2011","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2011","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2011","Other degree","East Germany","","","","","","","","","","","","","",""
"2011","Other degree","West Germany","","","","","","","","","","","","","",""
"2011","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2011","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2012","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2012","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2012","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2012","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2012","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2012","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2012","Other degree","East Germany","","","","","","","","","","","","","",""
"2012","Other degree","West Germany","","","","","","","","","","","","","",""
"2012","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2012","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2013","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2013","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2013","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2013","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2013","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2013","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2013","Other degree","East Germany","","","","","","","","","","","","","",""
"2013","Other degree","West Germany","","","","","","","","","","","","","",""
"2013","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2013","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2014","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2014","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2014","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2014","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2014","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2014","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2014","Other degree","East Germany","","","","","","","","","","","","","",""
"2014","Other degree","West Germany","","","","","","","","","","","","","",""
"2014","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2014","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2015","college entrance qualification","East Germany","6.43","7","1311","6","6","7","7","7","6.38","6.48","1","7","7","7"
"2015","college entrance qualification","West Germany","6.44","7","5903","5","6","7","7","7","6.42","6.46","1","7","7","7"
"2015","lower secondary degree","East Germany","6.3","7","1128","5","6","7","7","7","6.24","6.36","1","7","7","7"
"2015","lower secondary degree","West Germany","6.37","7","5268","5","6","7","7","7","6.34","6.4","1","7","7","7"
"2015","no degree/no degree yet","East Germany","6.1","7","119","4","6","7","7","7","5.89","6.31","3","7","6","7"
"2015","no degree/no degree yet","West Germany","6.3","7","839","5","6","7","7","7","6.23","6.37","1","7","7","7"
"2015","Other degree","East Germany","6.36","7","375","5","6","7","7","7","6.24","6.48","1","7","7","7"
"2015","Other degree","West Germany","6.29","7","3651","5","6","7","7","7","6.26","6.32","1","7","7","7"
"2015","secondary school degree","East Germany","6.4","7","2353","5","6","7","7","7","6.36","6.44","1","7","7","7"
"2015","secondary school degree","West Germany","6.45","7","4853","5","6","7","7","7","6.43","6.47","1","7","7","7"
"2016","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2016","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2016","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2016","lower secondary degree","West Germany","5.65","6.48","31","3","3","7","7","7","5.29","6.01","3","7","7","7"
"2016","no degree/no degree yet","East Germany","6.49","7","282","4","7","7","7","7","6.37","6.61","1","7","7","7"
"2016","no degree/no degree yet","West Germany","6.4","7","1319","5","6","7","7","7","6.36","6.44","1","7","7","7"
"2016","Other degree","East Germany","6.73","7","410","6","7","7","7","7","6.66","6.8","1","7","7","7"
"2016","Other degree","West Germany","6.62","7","1959","6","7","7","7","7","6.59","6.65","1","7","7","7"
"2016","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2016","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2017","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2017","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2017","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2017","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2017","no degree/no degree yet","East Germany","6.89","7","106","7","7","7","7","7","6.8","6.98","4","7","7","7"
"2017","no degree/no degree yet","West Germany","6.78","7","1145","6","7","7","7","7","6.74","6.82","1","7","7","7"
"2017","Other degree","East Germany","6.86","7","135","7","7","7","7","7","6.78","6.94","4","7","7","7"
