"year","sampreg","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","East Germany","Female","6.52","7","2627","6","6","7","7","7","6.49","6.55","1","7","7","7"
"2005","East Germany","Male","6.46","7","2424","5","6","7","7","7","6.43","6.49","1","7","7","7"
"2005","West Germany","Female","6.48","7","8188","5","6","7","7","7","6.46","6.5","1","7","7","7"
"2005","West Germany","Male","6.42","7","7484","5","6","7","7","7","6.4","6.44","1","7","7","7"
"2006","East Germany","Female","","","","","","","","","","","","","",""
"2006","East Germany","Male","","","","","","","","","","","","","",""
"2006","West Germany","Female","","","","","","","","","","","","","",""
"2006","West Germany","Male","","","","","","","","","","","","","",""
"2007","East Germany","Female","","","","","","","","","","","","","",""
"2007","East Germany","Male","","","","","","","","","","","","","",""
"2007","West Germany","Female","","","","","","","","","","","","","",""
"2007","West Germany","Male","","","","","","","","","","","","","",""
"2008","East Germany","Female","","","","","","","","","","","","","",""
"2008","East Germany","Male","","","","","","","","","","","","","",""
"2008","West Germany","Female","","","","","","","","","","","","","",""
"2008","West Germany","Male","","","","","","","","","","","","","",""
"2009","East Germany","Female","","","","","","","","","","","","","",""
"2009","East Germany","Male","","","","","","","","","","","","","",""
"2009","West Germany","Female","","","","","","","","","","","","","",""
"2009","West Germany","Male","","","","","","","","","","","","","",""
"2010","East Germany","Female","6.43","7","2150","5","6","7","7","7","6.39","6.47","1","7","7","7"
"2010","East Germany","Male","6.35","7","1987","5","6","7","7","7","6.31","6.39","1","7","7","7"
"2010","West Germany","Female","6.43","7","6594","5","6","7","7","7","6.41","6.45","1","7","7","7"
"2010","West Germany","Male","6.37","7","5960","5","6","7","7","7","6.35","6.39","1","7","7","7"
"2011","East Germany","Female","","","","","","","","","","","","","",""
"2011","East Germany","Male","","","","","","","","","","","","","",""
"2011","West Germany","Female","","","","","","","","","","","","","",""
"2011","West Germany","Male","","","","","","","","","","","","","",""
"2012","East Germany","Female","","","","","","","","","","","","","",""
"2012","East Germany","Male","","","","","","","","","","","","","",""
"2012","West Germany","Female","","","","","","","","","","","","","",""
"2012","West Germany","Male","","","","","","","","","","","","","",""
"2013","East Germany","Female","","","","","","","","","","","","","",""
"2013","East Germany","Male","","","","","","","","","","","","","",""
"2013","West Germany","Female","","","","","","","","","","","","","",""
"2013","West Germany","Male","","","","","","","","","","","","","",""
"2014","East Germany","Female","","","","","","","","","","","","","",""
"2014","East Germany","Male","","","","","","","","","","","","","",""
"2014","West Germany","Female","","","","","","","","","","","","","",""
"2014","West Germany","Male","","","","","","","","","","","","","",""
"2015","East Germany","Female","6.39","7","2950","5","6","7","7","7","6.36","6.42","1","7","7","7"
"2015","East Germany","Male","6.35","7","2488","5","6","7","7","7","6.31","6.39","1","7","7","7"
"2015","West Germany","Female","6.42","7","11506","5","6","7","7","7","6.4","6.44","1","7","7","7"
"2015","West Germany","Male","6.37","7","9819","5","6","7","7","7","6.35","6.39","1","7","7","7"
"2016","East Germany","Female","6.65","7","270","6","7","7","7","7","6.55","6.75","1","7","7","7"
"2016","East Germany","Male","6.69","7","471","6","7","7","7","7","6.61","6.77","1","7","7","7"
"2016","West Germany","Female","6.32","7","1404","5","6","7","7","7","6.28","6.36","1","7","7","7"
"2016","West Germany","Male","6.63","7","2255","6","7","7","7","7","6.6","6.66","1","7","7","7"
"2017","East Germany","Female","6.89","7","125","7","7","7","7","7","6.81","6.97","4","7","7","7"
"2017","East Germany","Male","6.87","7","140","7","7","7","7","7","6.79","6.95","4","7","7","7"
"2017","West Germany","Female","6.78","7","1099","6","7","7","7","7","6.75","6.81","1","7","7","7"
"2017","West Germany","Male","6.79","7","1514","6","7","7","7","7","6.76","6.82","1","7","7","7"
"2018","East Germany","Female","6.79","7","32","6","7","7","7","7","6.61","6.97","5","7","7","7"
"2018","East Germany","Male","","","","","","","","","","","","","",""
"2018","West Germany","Female","6.85","7","194","6","7","7","7","7","6.78","6.92","5","7","7","7"
"2018","West Germany","Male","6.77","7","180","6","7","7","7","7","6.66","6.88","1","7","7","7"
"2019","East Germany","Female","","","","","","","","","","","","","",""
"2019","East Germany","Male","","","","","","","","","","","","","",""
"2019","West Germany","Female","6.74","7","131","6","7","7","7","7","6.59","6.89","1","7","7","7"
"2019","West Germany","Male","6.75","7","125","6","7","7","7","7","6.63","6.87","4","7","7","7"
