"year","e11103","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Full Time","(0) in school","","","","","","","","","","","","","",""
"2005","Full Time","(1a) inadequately completed","6.33","7","52","5","6","7","7","7","6.04","6.62","1","7","7","7"
"2005","Full Time","(1b) general elementary school","6.41","7","349","5","6","7","7","7","6.29","6.53","1","7","7","7"
"2005","Full Time","(1c) basic vocational qualification","6.45","7","1819","5","6","7","7","7","6.41","6.49","1","7","7","7"
"2005","Full Time","(2a) intermediate vocational","6.54","7","2349","6","6","7","7","7","6.51","6.57","1","7","7","7"
"2005","Full Time","(2b) intermediate general qualification","6.35","7","214","5","6","7","7","7","6.23","6.47","3","7","7","7"
"2005","Full Time","(2c_gen) general maturity certificate","6.35","7","160","5","6","7","7","7","6.23","6.47","4","7","6","7"
"2005","Full Time","(2c_voc) vocational maturity certificate","6.45","7","727","5","6","7","7","7","6.39","6.51","2","7","7","7"
"2005","Full Time","(3a) lower tertiary education","6.45","7","842","5","6","7","7","7","6.39","6.51","1","7","7","7"
"2005","Full Time","(3b) higher tertiary education","6.41","7","1392","5","6","7","7","7","6.37","6.45","1","7","7","7"
"2005","Not Working","(0) in school","6.27","7","548","5","6","7","7","7","6.19","6.35","1","7","6","7"
"2005","Not Working","(1a) inadequately completed","6.47","7","155","5","6","7","7","7","6.29","6.65","2","7","7","7"
"2005","Not Working","(1b) general elementary school","6.32","7","1166","5","6","7","7","7","6.26","6.38","1","7","7","7"
"2005","Not Working","(1c) basic vocational qualification","6.47","7","2820","5","6","7","7","7","6.44","6.5","1","7","7","7"
"2005","Not Working","(2a) intermediate vocational","6.49","7","1139","5","6","7","7","7","6.44","6.54","1","7","7","7"
"2005","Not Working","(2b) intermediate general qualification","6.38","7","210","5","6","7","7","7","6.26","6.5","3","7","7","7"
"2005","Not Working","(2c_gen) general maturity certificate","6.33","7","318","5","6","7","7","7","6.23","6.43","1","7","7","7"
"2005","Not Working","(2c_voc) vocational maturity certificate","6.48","7","378","5","6","7","7","7","6.39","6.57","1","7","7","7"
"2005","Not Working","(3a) lower tertiary education","6.43","7","462","5","6","7","7","7","6.35","6.51","2","7","7","7"
"2005","Not Working","(3b) higher tertiary education","6.5","7","540","5","6","7","7","7","6.43","6.57","2","7","7","7"
"2005","Part Time","(0) in school","6.32","7","100","5","6","7","7","7","6.17","6.47","4","7","6","7"
"2005","Part Time","(1a) inadequately completed","6.34","7","38","5","6","7","7","7","6.04","6.64","4","7","6","7"
"2005","Part Time","(1b) general elementary school","6.4","7","349","5","6","7","7","7","6.3","6.5","1","7","7","7"
"2005","Part Time","(1c) basic vocational qualification","6.52","7","1087","5","6","7","7","7","6.47","6.57","1","7","7","7"
"2005","Part Time","(2a) intermediate vocational","6.61","7","1317","6","6","7","7","7","6.57","6.65","1","7","7","7"
"2005","Part Time","(2b) intermediate general qualification","6.5","7","156","5","6","7","7","7","6.36","6.64","3","7","7","7"
"2005","Part Time","(2c_gen) general maturity certificate","6.34","7","319","5","6","7","7","7","6.26","6.42","4","7","7","7"
"2005","Part Time","(2c_voc) vocational maturity certificate","6.52","7","411","5","6","7","7","7","6.44","6.6","3","7","7","7"
"2005","Part Time","(3a) lower tertiary education","6.49","7","343","5","6","7","7","7","6.41","6.57","2","7","7","7"
"2005","Part Time","(3b) higher tertiary education","6.5","7","588","5","6","7","7","7","6.43","6.57","1","7","7","7"
"2006","Full Time","(0) in school","","","","","","","","","","","","","",""
"2006","Full Time","(1a) inadequately completed","","","","","","","","","","","","","",""
"2006","Full Time","(1b) general elementary school","","","","","","","","","","","","","",""
"2006","Full Time","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2006","Full Time","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2006","Full Time","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2006","Full Time","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2006","Full Time","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2006","Full Time","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2006","Full Time","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2006","Not Working","(0) in school","","","","","","","","","","","","","",""
"2006","Not Working","(1a) inadequately completed","","","","","","","","","","","","","",""
"2006","Not Working","(1b) general elementary school","","","","","","","","","","","","","",""
"2006","Not Working","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2006","Not Working","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2006","Not Working","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2006","Not Working","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2006","Not Working","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2006","Not Working","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2006","Not Working","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2006","Part Time","(0) in school","","","","","","","","","","","","","",""
"2006","Part Time","(1a) inadequately completed","","","","","","","","","","","","","",""
"2006","Part Time","(1b) general elementary school","","","","","","","","","","","","","",""
"2006","Part Time","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2006","Part Time","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2006","Part Time","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2006","Part Time","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
