"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","college entrance qualification","direct migration background","6.57","7","266","6","6","7","7","7","6.46","6.68","1","7","7","7"
"2005","college entrance qualification","indirect migration background","6.4","7","197","5","6","7","7","7","6.29","6.51","4","7","7","7"
"2005","college entrance qualification","no migration background","6.43","7","4729","5","6","7","7","7","6.41","6.45","1","7","7","7"
"2005","lower secondary degree","direct migration background","6.33","7","596","5","6","7","7","7","6.25","6.41","1","7","7","7"
"2005","lower secondary degree","indirect migration background","6.53","7","252","5","6","7","7","7","6.43","6.63","3","7","7","7"
"2005","lower secondary degree","no migration background","6.46","7","6247","5","6","7","7","7","6.44","6.48","1","7","7","7"
"2005","no degree/no degree yet","direct migration background","6.49","7","218","5","6","7","7","7","6.35","6.63","1","7","7","7"
"2005","no degree/no degree yet","indirect migration background","6.17","7","98","4","5","7","7","7","5.97","6.37","4","7","6","7"
"2005","no degree/no degree yet","no migration background","6.28","7","582","5","6","7","7","7","6.2","6.36","1","7","6","7"
"2005","Other degree","direct migration background","6.38","7","998","5","6","7","7","7","6.32","6.44","1","7","7","7"
"2005","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2005","Other degree","no migration background","6.43","7","110","5","6","7","7","7","6.22","6.64","1","7","7","7"
"2005","secondary school degree","direct migration background","6.47","7","241","5","6","7","7","7","6.37","6.57","3","7","7","7"
"2005","secondary school degree","indirect migration background","6.39","7","203","5","6","7","7","7","6.26","6.52","1","7","7","7"
"2005","secondary school degree","no migration background","6.53","7","5582","6","6","7","7","7","6.51","6.55","1","7","7","7"
"2006","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2006","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2006","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2006","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2006","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2006","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2006","Other degree","direct migration background","","","","","","","","","","","","","",""
"2006","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2006","Other degree","no migration background","","","","","","","","","","","","","",""
"2006","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2006","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2006","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2007","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2007","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2007","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2007","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2007","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2007","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2007","Other degree","direct migration background","","","","","","","","","","","","","",""
"2007","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2007","Other degree","no migration background","","","","","","","","","","","","","",""
"2007","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2007","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2007","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2008","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2008","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2008","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2008","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2008","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2008","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2008","Other degree","direct migration background","","","","","","","","","","","","","",""
"2008","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2008","Other degree","no migration background","","","","","","","","","","","","","",""
"2008","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2008","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2008","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2009","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2009","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2009","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2009","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2009","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2009","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2009","Other degree","direct migration background","","","","","","","","","","","","","",""
"2009","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2009","Other degree","no migration background","","","","","","","","","","","","","",""
"2009","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2009","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2009","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2010","college entrance qualification","direct migration background","6.36","7","208","5","6","7","7","7","6.22","6.5","1","7","7","7"
"2010","college entrance qualification","indirect migration background","6.32","7","181","5","6","7","7","7","6.18","6.46","2","7","7","7"
"2010","college entrance qualification","no migration background","6.44","7","4276","5","6","7","7","7","6.42","6.46","1","7","7","7"
"2010","lower secondary degree","direct migration background","6.43","7","363","5","6","7","7","7","6.33","6.53","1","7","7","7"
"2010","lower secondary degree","indirect migration background","6.36","7","181","5","6","7","7","7","6.19","6.53","1","7","7","7"
"2010","lower secondary degree","no migration background","6.37","7","4825","5","6","7","7","7","6.34","6.4","1","7","7","7"
"2010","no degree/no degree yet","direct migration background","6.3","7","87","5","6","7","7","7","6.02","6.58","1","7","6","7"
"2010","no degree/no degree yet","indirect migration background","6.66","7","49","6","6","7","7","7","6.47","6.85","4","7","7","7"
"2010","no degree/no degree yet","no migration background","6.34","7","281","5","6","7","7","7","6.23","6.45","1","7","6","7"
"2010","Other degree","direct migration background","6.37","7","606","5","6","7","7","7","6.29","6.45","1","7","7","7"
"2010","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2010","Other degree","no migration background","6.27","6","99","5","6","7","7","7","6.08","6.46","2","7","6","7"
"2010","secondary school degree","direct migration background","6.35","7","158","5","6","7","7","7","6.21","6.49","2","7","7","7"
"2010","secondary school degree","indirect migration background","6.53","7","157","6","6","7","7","7","6.39","6.67","2","7","7","7"
"2010","secondary school degree","no migration background","6.43","7","4736","5","6","7","7","7","6.4","6.46","1","7","7","7"
"2011","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2011","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2011","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2011","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2011","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2011","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2011","Other degree","direct migration background","","","","","","","","","","","","","",""
"2011","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2011","Other degree","no migration background","","","","","","","","","","","","","",""
"2011","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2011","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2011","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2012","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2012","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2012","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2012","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2012","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2012","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2012","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2012","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2012","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2012","Other degree","direct migration background","","","","","","","","","","","","","",""
"2012","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2012","Other degree","no migration background","","","","","","","","","","","","","",""
"2012","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2012","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2012","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2013","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2013","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2013","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2013","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2013","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2013","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2013","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2013","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2013","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2013","Other degree","direct migration background","","","","","","","","","","","","","",""
"2013","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2013","Other degree","no migration background","","","","","","","","","","","","","",""
"2013","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2013","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2013","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2014","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2014","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2014","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2014","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2014","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2014","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2014","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2014","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2014","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2014","Other degree","direct migration background","","","","","","","","","","","","","",""
"2014","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2014","Other degree","no migration background","","","","","","","","","","","","","",""
"2014","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2014","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2014","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2015","college entrance qualification","direct migration background","6.61","7","456","6","6","7","7","7","6.54","6.68","2","7","7","7"
"2015","college entrance qualification","indirect migration background","6.44","7","538","5","6","7","7","7","6.37","6.51","1","7","7","7"
"2015","college entrance qualification","no migration background","6.42","7","6220","5","6","7","7","7","6.4","6.44","1","7","7","7"
"2015","lower secondary degree","direct migration background","6.31","7","540","5","6","7","7","7","6.22","6.4","1","7","7","7"
"2015","lower secondary degree","indirect migration background","6.33","7","382","5","6","7","7","7","6.23","6.43","1","7","7","7"
"2015","lower secondary degree","no migration background","6.37","7","5474","5","6","7","7","7","6.34","6.4","1","7","7","7"
"2015","no degree/no degree yet","direct migration background","6.31","7","425","5","6","7","7","7","6.2","6.42","1","7","7","7"
"2015","no degree/no degree yet","indirect migration background","6.37","7","131","5","6","7","7","7","6.19","6.55","2","7","6","7"
"2015","no degree/no degree yet","no migration background","6.23","7","402","5","6","7","7","7","6.13","6.33","1","7","7","7"
"2015","Other degree","direct migration background","6.29","7","3788","5","6","7","7","7","6.26","6.32","1","7","7","7"
"2015","Other degree","indirect migration background","6.4","6.28","68","6","6","7","7","7","6.12","6.68","1","7","6","7"
"2015","Other degree","no migration background","6.29","7","170","5","6","7","7","7","6.12","6.46","1","7","6","7"
"2015","secondary school degree","direct migration background","6.46","7","404","5","6","7","7","7","6.36","6.56","1","7","7","7"
"2015","secondary school degree","indirect migration background","6.56","7","428","6","6","7","7","7","6.48","6.64","2","7","7","7"
"2015","secondary school degree","no migration background","6.43","7","6374","5","6","7","7","7","6.41","6.45","1","7","7","7"
"2016","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2016","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2016","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2016","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2016","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2016","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2016","no degree/no degree yet","direct migration background","6.55","7","1594","5","7","7","7","7","6.51","6.59","1","7","7","7"
"2016","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2016","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2016","Other degree","direct migration background","6.63","7","2365","6","7","7","7","7","6.6","6.66","1","7","7","7"
"2016","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2016","Other degree","no migration background","","","","","","","","","","","","","",""
"2016","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2016","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2016","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2017","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2017","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2017","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2017","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2017","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2017","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2017","no degree/no degree yet","direct migration background","6.79","7","1251","6","7","7","7","7","6.76","6.82","1","7","7","7"
"2017","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2017","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2017","Other degree","direct migration background","6.81","7","1445","6","7","7","7","7","6.78","6.84","1","7","7","7"
"2017","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2017","Other degree","no migration background","","","","","","","","","","","","","",""
"2017","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2017","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2017","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2018","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2018","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2018","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2018","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2018","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2018","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2018","no degree/no degree yet","direct migration background","6.73","7","175","6","7","7","7","7","6.61","6.85","1","7","7","7"
"2018","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2018","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2018","Other degree","direct migration background","6.83","7","182","6","7","7","7","7","6.76","6.9","5","7","7","7"
"2018","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2018","Other degree","no migration background","","","","","","","","","","","","","",""
"2018","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2018","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2018","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2019","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2019","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2019","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2019","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2019","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2019","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2019","no degree/no degree yet","direct migration background","6.6","7","140","5","7","7","7","7","6.44","6.76","1","7","7","7"
"2019","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2019","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2019","Other degree","direct migration background","6.88","7","89","6","7","7","7","7","6.76","7","4","7","7","7"
"2019","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2019","Other degree","no migration background","","","","","","","","","","","","","",""
