"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","college entrance qualification","East Germany","72.86","72","1116","54","63","82","90","110","72.02","73.7","40","135","71","74"
"2002","college entrance qualification","West Germany","74.77","74","4464","56","64","84","94","116","74.33","75.21","40","180","73","75"
"2002","lower secondary degree","East Germany","76.21","75","1616","60","67","85","94","113","75.52","76.9","40","150","75","76"
"2002","lower secondary degree","West Germany","75.62","75","6686","58","65","84","95","118","75.26","75.98","34","180","75","75"
"2002","no degree/no degree yet","East Germany","65.49","64","173","51","60","70","80","110","63.68","67.3","42","111","62","65"
"2002","no degree/no degree yet","West Germany","69.73","70","731","53","60","80","87","102","68.81","70.65","36","125","65","70"
"2002","Other degree","East Germany","71.4","68.43","47","53","62","80","89","150","66.08","76.72","43","150","66","80"
"2002","Other degree","West Germany","74.23","74","1276","58","65","83","92","110","73.45","75.01","39","175","72","75"
"2002","secondary school degree","East Germany","75.07","75","2423","57","64","84","95","115","74.47","75.67","36","180","73","75"
"2002","secondary school degree","West Germany","73.41","72","4228","55","62","82","93","120","72.94","73.88","36","172","70","72"
"2003","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2003","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2003","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2003","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2003","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2003","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2003","Other degree","East Germany","","","","","","","","","","","","","",""
"2003","Other degree","West Germany","","","","","","","","","","","","","",""
"2003","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2003","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2004","college entrance qualification","East Germany","73","72","1131","54","62","83","92","110","72.15","73.85","44","184","72","74"
"2004","college entrance qualification","West Germany","75.29","74","4217","57","65","85","95","117","74.83","75.75","40","210","73","75"
"2004","lower secondary degree","East Germany","76.54","75","1476","60","66","86","95","120","75.8","77.28","38","160","75","78"
"2004","lower secondary degree","West Germany","76.36","75","6026","58","65","85","95","120","75.97","76.75","32","200","75","76"
"2004","no degree/no degree yet","East Germany","63.89","61.58","186","50","55","71","80","93","62.22","65.56","40","110","60","65"
"2004","no degree/no degree yet","West Germany","69.82","70","714","52","60","80","87","107","68.82","70.82","35","120","65","70"
"2004","Other degree","East Germany","76.33","73.07","52","55","67","84","95","140","71.43","81.23","48","140","70","80"
"2004","Other degree","West Germany","74.61","74","1133","58","65","84","93","109","73.78","75.44","32","160","73","75"
"2004","secondary school degree","East Germany","75.94","75","2305","57","65","85","95","119","75.31","76.57","37","185","74","75"
"2004","secondary school degree","West Germany","74.57","73","3931","56","63","84","95","124","74.08","75.06","38","200","71","73"
"2005","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2005","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2005","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2005","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2005","Other degree","East Germany","","","","","","","","","","","","","",""
"2005","Other degree","West Germany","","","","","","","","","","","","","",""
"2005","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2005","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2006","college entrance qualification","East Germany","73.6","73","1187","55","63","82","92","110","72.79","74.41","45","125","72","74"
"2006","college entrance qualification","West Germany","75.61","75","4408","56","64","85","95","125","75.15","76.07","40","195","74","75"
"2006","lower secondary degree","East Germany","77.46","76","1474","60","67","85","95","125","76.69","78.23","38","200","76","78"
"2006","lower secondary degree","West Germany","77.28","76","6081","59","66","86","98","125","76.88","77.68","34","190","76","77"
"2006","no degree/no degree yet","East Germany","69.55","68.39","99","55","60","78","85","100","67.13","71.97","45","102","63","70"
"2006","no degree/no degree yet","West Germany","72.23","70","553","54","62","80","92","111","70.99","73.47","35","175","68","70"
"2006","Other degree","East Germany","74.31","75.06","70","57","60","80","100","115","69.55","79.07","42","170","65","78"
"2006","Other degree","West Germany","74.82","74","1129","57","65","85","94","110","73.97","75.67","38","155","73","75"
"2006","secondary school degree","East Germany","76.93","75","2342","58","65","86","98","120","76.28","77.58","37","195","75","76"
"2006","secondary school degree","West Germany","75.56","74","4080","57","64","85","96","125","75.06","76.06","33","200","73","74"
"2007","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2007","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2007","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2007","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2007","Other degree","East Germany","","","","","","","","","","","","","",""
"2007","Other degree","West Germany","","","","","","","","","","","","","",""
"2007","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2007","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2008","college entrance qualification","East Germany","74.88","75","1112","57","65","84","94","112","74.05","75.71","45","130","72","75"
"2008","college entrance qualification","West Germany","76.18","75","3992","57","65","85","96","122","75.69","76.67","40","230","75","75"
"2008","lower secondary degree","East Germany","78.4","78","1283","60","68","86","98","125","77.59","79.21","43","183","77","79"
"2008","lower secondary degree","West Germany","78.33","77","5152","60","67","88","98","130","77.89","78.77","38","204","76","78"
"2008","no degree/no degree yet","East Germany","68.09","69","102","50","60","75","82","95","65.89","70.29","45","112","64","70"
"2008","no degree/no degree yet","West Germany","72.51","72","444","54","62","82","90","110","71.13","73.89","35","150","68","71"
"2008","Other degree","East Germany","73.23","70","53","54","56","85","100","111","68.36","78.1","47","111","62","79"
"2008","Other degree","West Germany","75.34","75","891","58","65","84","94","116","74.36","76.32","38","180","74","75"
"2008","secondary school degree","East Germany","77.32","76","2095","58","65","87","98","120","76.64","78","36","180","75","77"
"2008","secondary school degree","West Germany","76.56","75","3597","57","64","85","99","129","76.01","77.11","40","185","73","75"
"2009","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2009","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2009","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2009","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2009","Other degree","East Germany","","","","","","","","","","","","","",""
"2009","Other degree","West Germany","","","","","","","","","","","","","",""
"2009","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2009","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2010","college entrance qualification","East Germany","75.69","75","1018","58","66","84","95","110","74.82","76.56","44","130","73","75"
"2010","college entrance qualification","West Germany","76.99","75","3626","57","65","86","98","128","76.46","77.52","42","250","75","75"
"2010","lower secondary degree","East Germany","78.5","78","1056","60","69","88","98","120","77.62","79.38","44","137","78","80"
"2010","lower secondary degree","West Germany","78.69","77","4262","60","67","88","100","128","78.19","79.19","39","197","77","78"
"2010","no degree/no degree yet","East Germany","73.86","75","46","55","65","85","91","103","69.59","78.13","52","110","67","79"
"2010","no degree/no degree yet","West Germany","72.62","70","373","54","61","81","93","130","71.09","74.15","35","150","66","70"
"2010","Other degree","East Germany","76.62","70","38","56","57","84","115","130","70.8","82.44","48","130","67","79"
"2010","Other degree","West Germany","75.12","75","681","57","64","85","94","120","73.95","76.29","40","165","74","76"
"2010","secondary school degree","East Germany","78.47","76","1849","59","65","90","102","125","77.73","79.21","37","160","75","78"
"2010","secondary school degree","West Germany","77.84","75","3154","58","65","86","100","140","77.24","78.44","36","217","74","75"
"2011","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2011","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2011","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2011","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
