"year","hgtyp1hh","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","(Married) couple without C.","(0) in school","","","","","","","","","","","","","",""
"2002","(Married) couple without C.","(1a) inadequately completed","71.37","70","93","56","65","80","86","115","68.97","73.77","47","115","70","75"
"2002","(Married) couple without C.","(1b) general elementary school","73.93","72","723","60","65","80","90","110","72.92","74.94","39","160","71","74"
"2002","(Married) couple without C.","(1c) basic vocational qualification","77.07","75","2774","60","68","85","95","120","76.55","77.59","44","150","75","76"
"2002","(Married) couple without C.","(2a) intermediate vocational","74.82","74","1489","57","63","84","95","115","74.05","75.59","36","169","72","74"
"2002","(Married) couple without C.","(2b) intermediate general qualification","70.24","65","82","53","58","80","96","105","66.86","73.62","40","116","62","72"
"2002","(Married) couple without C.","(2c_gen) general maturity certificate","73.34","69.17","101","55","60","84","98","106","70.38","76.3","43","115","65","75"
"2002","(Married) couple without C.","(2c_voc) vocational maturity certificate","74.25","73","457","55","63","84","95","115","72.76","75.74","42","170","70","75"
"2002","(Married) couple without C.","(3a) lower tertiary education","78.15","78","700","60","68","87","95","112","77.09","79.21","42","138","75","79"
"2002","(Married) couple without C.","(3b) higher tertiary education","76.4","76","985","58","68","85","95","110","75.52","77.28","40","140","75","77"
"2002","1-pers.-HH","(0) in school","","","","","","","","","","","","","",""
"2002","1-pers.-HH","(1a) inadequately completed","71.8","73.06","30","53","60","80","90","95","67.4","76.2","50","95","63","79"
"2002","1-pers.-HH","(1b) general elementary school","71.61","70","399","55","60","80","90","112","70.23","72.99","40","129","70","72"
"2002","1-pers.-HH","(1c) basic vocational qualification","74.08","73","945","58","65","80","91","120","73.18","74.98","39","180","71","75"
"2002","1-pers.-HH","(2a) intermediate vocational","72.63","72","662","54","63","80","90","115","71.49","73.77","40","172","70","74"
"2002","1-pers.-HH","(2b) intermediate general qualification","67.68","65.51","42","54","59","77","85","100","63.43","71.93","43","100","60","73"
"2002","1-pers.-HH","(2c_gen) general maturity certificate","72.05","70","137","53","60","80","92","180","69.32","74.78","46","180","65","72"
"2002","1-pers.-HH","(2c_voc) vocational maturity certificate","72.95","71","248","54","60","85","91","117","71.09","74.81","45","124","68","74"
"2002","1-pers.-HH","(3a) lower tertiary education","72.83","71","222","55","62","80","91","110","70.92","74.74","47","125","70","74"
"2002","1-pers.-HH","(3b) higher tertiary education","74.09","73","304","57","64","83","90","106","72.56","75.62","40","117","70","75"
"2002","Couple + C. GT 16 ","(0) in school","67.84","65","267","53","58","76","88","120","66.39","69.29","36","120","62","65"
"2002","Couple + C. GT 16 ","(1a) inadequately completed","75.76","75","57","56","65","84","96","110","72.33","79.19","50","110","72","80"
"2002","Couple + C. GT 16 ","(1b) general elementary school","73.5","71","357","55","63","82","90","115","71.97","75.03","34","175","72","75"
"2002","Couple + C. GT 16 ","(1c) basic vocational qualification","78.56","78","928","60","69","87","98","115","77.6","79.52","41","150","76","79"
"2002","Couple + C. GT 16 ","(2a) intermediate vocational","74.04","73","840","57","63","84","92","110","73.07","75.01","44","148","72","75"
"2002","Couple + C. GT 16 ","(2b) intermediate general qualification","68.55","67","229","52","60","76","85","125","66.69","70.41","44","150","63","68"
"2002","Couple + C. GT 16 ","(2c_gen) general maturity certificate","69.07","66","344","53","60","76","90","110","67.61","70.53","40","118","65","70"
"2002","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","76.2","75.62","211","55","65","86","95","127","74.04","78.36","44","128","70","76"
"2002","Couple + C. GT 16 ","(3a) lower tertiary education","78.33","78","270","58","66","88","100","110","76.49","80.17","50","120","73","78"
"2002","Couple + C. GT 16 ","(3b) higher tertiary education","76.3","75","416","60","65","85","92","110","74.95","77.65","42","124","74","77"
"2002","Couple + C. LE 16","(0) in school","","","","","","","","","","","","","",""
"2002","Couple + C. LE 16","(1a) inadequately completed","77.28","80","47","56","70","83","92","100","73.87","80.69","50","100","74","80"
"2002","Couple + C. LE 16","(1b) general elementary school","74.34","74","274","56","64","82","94","120","72.59","76.09","39","124","69","73"
"2002","Couple + C. LE 16","(1c) basic vocational qualification","78.27","79","1131","58","69","87","98","120","77.33","79.21","39","160","76","80"
"2002","Couple + C. LE 16","(2a) intermediate vocational","76.11","75","1487","57","63","85","96","125","75.27","76.95","45","180","72","75"
"2002","Couple + C. LE 16","(2b) intermediate general qualification","75.15","72","60","54","65","82","100","124","70.85","79.45","45","124","65","76"
"2002","Couple + C. LE 16","(2c_gen) general maturity certificate","72.4","70","86","55","63","84","93","96","69.38","75.42","44","105","65","74"
"2002","Couple + C. LE 16","(2c_voc) vocational maturity certificate","73.05","72","489","55","62","82","90","115","71.73","74.37","45","140","70","73"
"2002","Couple + C. LE 16","(3a) lower tertiary education","78.15","78","410","57","66","90","100","116","76.62","79.68","46","135","75","80"
"2002","Couple + C. LE 16","(3b) higher tertiary education","75.29","75","713","55","64","85","93","114","74.23","76.35","40","150","74","76"
"2002","Couple + C. LE and GT 16","(0) in school","64.45","63","249","50","57","72","80","97","63.02","65.88","39","111","60","65"
"2002","Couple + C. LE and GT 16","(1a) inadequately completed","","","","","","","","","","","","","",""
"2002","Couple + C. LE and GT 16","(1b) general elementary school","72.21","70","198","54","63","81","90","107","70.33","74.09","41","110","67","71"
"2002","Couple + C. LE and GT 16","(1c) basic vocational qualification","78.15","77","349","60","68","87","98","120","76.52","79.78","47","144","75","80"
"2002","Couple + C. LE and GT 16","(2a) intermediate vocational","74.55","72.51","422","59","63","83","94","120","73.15","75.95","45","125","71","76"
"2002","Couple + C. LE and GT 16","(2b) intermediate general qualification","68.21","67","127","53","60","75","85","99","66.01","70.41","42","110","65","70"
"2002","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","72.54","72","124","52","60","83","90","130","69.65","75.43","45","130","67","75"
"2002","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","77.58","78.84","92","55","65","88","98","116","73.92","81.24","49","135","73","82"
"2002","Couple + C. LE and GT 16","(3a) lower tertiary education","78.72","78","111","59","68","90","100","110","75.78","81.66","43","112","72","80"
"2002","Couple + C. LE and GT 16","(3b) higher tertiary education","76.38","75","196","58","66","84","95","122","74.36","78.4","48","122","72","77"
"2002","Single parent","(0) in school","66.7","65","61","57","62","70","80","110","63.99","69.41","47","110","63","68"
"2002","Single parent","(1a) inadequately completed","","","","","","","","","","","","","",""
"2002","Single parent","(1b) general elementary school","69.26","70","160","50","60","80","90","100","67.04","71.48","38","112","67","71"
"2002","Single parent","(1c) basic vocational qualification","71.29","70","260","57","60","80","90","113","69.52","73.06","44","140","70","74"
"2002","Single parent","(2a) intermediate vocational","71.03","68.19","279","53","60","78","93","122","69.18","72.88","42","137","65","69"
"2002","Single parent","(2b) intermediate general qualification","68.58","67","86","54","59","78","86","129","65.71","71.45","47","129","60","69"
"2002","Single parent","(2c_gen) general maturity certificate","67.33","67","55","55","60","75","80","110","64.25","70.41","46","110","61","67"
"2002","Single parent","(2c_voc) vocational maturity certificate","67.97","64","58","54","62","73","81","115","64.23","71.71","51","115","64","73"
"2002","Single parent","(3a) lower tertiary education","68","68.7","47","57","62","75","80","90","64.96","71.04","48","100","64","70"
"2002","Single parent","(3b) higher tertiary education","69.48","62.98","78","55","60","75","92","116","66.01","72.95","48","116","63","75"
"2003","(Married) couple without C.","(0) in school","","","","","","","","","","","","","",""
"2003","(Married) couple without C.","(1a) inadequately completed","","","","","","","","","","","","","",""
"2003","(Married) couple without C.","(1b) general elementary school","","","","","","","","","","","","","",""
"2003","(Married) couple without C.","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2003","(Married) couple without C.","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2003","(Married) couple without C.","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2003","(Married) couple without C.","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2003","(Married) couple without C.","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2003","(Married) couple without C.","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2003","(Married) couple without C.","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2003","1-pers.-HH","(0) in school","","","","","","","","","","","","","",""
"2003","1-pers.-HH","(1a) inadequately completed","","","","","","","","","","","","","",""
"2003","1-pers.-HH","(1b) general elementary school","","","","","","","","","","","","","",""
"2003","1-pers.-HH","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2003","1-pers.-HH","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2003","1-pers.-HH","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2003","1-pers.-HH","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2003","1-pers.-HH","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2003","1-pers.-HH","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2003","1-pers.-HH","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2003","Couple + C. GT 16 ","(0) in school","","","","","","","","","","","","","",""
"2003","Couple + C. GT 16 ","(1a) inadequately completed","","","","","","","","","","","","","",""
"2003","Couple + C. GT 16 ","(1b) general elementary school","","","","","","","","","","","","","",""
"2003","Couple + C. GT 16 ","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2003","Couple + C. GT 16 ","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2003","Couple + C. GT 16 ","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2003","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2003","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2003","Couple + C. GT 16 ","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2003","Couple + C. GT 16 ","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2003","Couple + C. LE 16","(0) in school","","","","","","","","","","","","","",""
"2003","Couple + C. LE 16","(1a) inadequately completed","","","","","","","","","","","","","",""
"2003","Couple + C. LE 16","(1b) general elementary school","","","","","","","","","","","","","",""
"2003","Couple + C. LE 16","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2003","Couple + C. LE 16","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2003","Couple + C. LE 16","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2003","Couple + C. LE 16","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2003","Couple + C. LE 16","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2003","Couple + C. LE 16","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2003","Couple + C. LE 16","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2003","Couple + C. LE and GT 16","(0) in school","","","","","","","","","","","","","",""
"2003","Couple + C. LE and GT 16","(1a) inadequately completed","","","","","","","","","","","","","",""
"2003","Couple + C. LE and GT 16","(1b) general elementary school","","","","","","","","","","","","","",""
"2003","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2003","Couple + C. LE and GT 16","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2003","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2003","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2003","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2003","Couple + C. LE and GT 16","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2003","Couple + C. LE and GT 16","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2003","Single parent","(0) in school","","","","","","","","","","","","","",""
"2003","Single parent","(1a) inadequately completed","","","","","","","","","","","","","",""
"2003","Single parent","(1b) general elementary school","","","","","","","","","","","","","",""
"2003","Single parent","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2003","Single parent","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2003","Single parent","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2003","Single parent","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2003","Single parent","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2003","Single parent","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2003","Single parent","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2004","(Married) couple without C.","(0) in school","","","","","","","","","","","","","",""
"2004","(Married) couple without C.","(1a) inadequately completed","73.04","72.4","80","58","65","80","94","105","70.31","75.77","38","105","70","78"
"2004","(Married) couple without C.","(1b) general elementary school","74.21","72","657","58","65","82","91","110","73.11","75.31","40","160","72","75"
"2004","(Married) couple without C.","(1c) basic vocational qualification","77.45","76","2621","60","68","86","95","120","76.9","78","38","163","76","78"
"2004","(Married) couple without C.","(2a) intermediate vocational","75.63","75","1479","57","65","85","95","115","74.85","76.41","38","142","72","75"
"2004","(Married) couple without C.","(2b) intermediate general qualification","72.19","70","87","54","60","85","95","107","69.12","75.26","45","107","64","72"
"2004","(Married) couple without C.","(2c_gen) general maturity certificate","70.5","68","130","56","60","80","87","105","68.12","72.88","40","110","63","70"
"2004","(Married) couple without C.","(2c_voc) vocational maturity certificate","75.63","75","467","54","63","86","96","124","74.12","77.14","45","172","71","75"
"2004","(Married) couple without C.","(3a) lower tertiary education","78.88","78","696","62","70","86","96","120","77.75","80.01","48","210","76","80"
"2004","(Married) couple without C.","(3b) higher tertiary education","76.52","76","958","58","66","85","95","112","75.62","77.42","44","137","75","77"
"2004","1-pers.-HH","(0) in school","","","","","","","","","","","","","",""
"2004","1-pers.-HH","(1a) inadequately completed","","","","","","","","","","","","","",""
"2004","1-pers.-HH","(1b) general elementary school","72.38","72","372","55","62","80","90","115","70.84","73.92","32","155","70","74"
"2004","1-pers.-HH","(1c) basic vocational qualification","74.61","73","895","57","65","82","93","120","73.64","75.58","40","150","71","75"
"2004","1-pers.-HH","(2a) intermediate vocational","74.07","72","615","57","64","82","90","116","72.95","75.19","46","150","72","75"
"2004","1-pers.-HH","(2b) intermediate general qualification","69.54","70","54","54","62","77","90","103","66.16","72.92","45","103","62","70"
"2004","1-pers.-HH","(2c_gen) general maturity certificate","72.16","68","134","55","60","80","95","200","69.21","75.11","47","200","64","70"
"2004","1-pers.-HH","(2c_voc) vocational maturity certificate","73.82","72","224","54","62","84","94","120","71.94","75.7","43","122","70","75"
"2004","1-pers.-HH","(3a) lower tertiary education","73.08","72","225","53","62","83","95","113","71.08","75.08","47","126","70","74"
"2004","1-pers.-HH","(3b) higher tertiary education","74.67","74","323","58","64","85","93","110","73.16","76.18","45","120","71","75"
"2004","Couple + C. GT 16 ","(0) in school","65.26","63.29","275","50","55","72","81","105","63.79","66.73","35","110","60","64"
"2004","Couple + C. GT 16 ","(1a) inadequately completed","77.87","75","55","70","72","85","90","114","74.8","80.94","47","114","75","81"
"2004","Couple + C. GT 16 ","(1b) general elementary school","76.87","75","292","59","65","85","93","200","75","78.74","40","200","71","75"
"2004","Couple + C. GT 16 ","(1c) basic vocational qualification","79.86","80","875","60","69","90","100","123","78.8","80.92","40","160","78","80"
"2004","Couple + C. GT 16 ","(2a) intermediate vocational","75.56","74","837","58","64","85","95","120","74.51","76.61","43","200","73","75"
"2004","Couple + C. GT 16 ","(2b) intermediate general qualification","69.28","68.75","201","53","58","75","90","131","67.25","71.31","45","145","64","70"
"2004","Couple + C. GT 16 ","(2c_gen) general maturity certificate","71.93","70","327","55","62","80","89","112","70.4","73.46","42","135","69","72"
"2004","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","74.77","74.04","235","55","65","85","93","120","72.81","76.73","45","139","70","74"
"2004","Couple + C. GT 16 ","(3a) lower tertiary education","75.88","75","261","55","64","88","95","120","73.99","77.77","49","120","73","80"
"2004","Couple + C. GT 16 ","(3b) higher tertiary education","77.22","76","410","60","68","86","94","110","75.84","78.6","47","138","74","78"
"2004","Couple + C. LE 16","(0) in school","","","","","","","","","","","","","",""
"2004","Couple + C. LE 16","(1a) inadequately completed","71.6","72","37","50","60","84","90","95","67.11","76.09","48","105","65","80"
"2004","Couple + C. LE 16","(1b) general elementary school","74.58","75","240","55","64","82","100","115","72.66","76.5","40","130","70","75"
"2004","Couple + C. LE 16","(1c) basic vocational qualification","79.08","80","896","60","69","89","98","120","78.05","80.11","40","150","78","80"
"2004","Couple + C. LE 16","(2a) intermediate vocational","77.03","75","1316","58","64","86","98","136","76.13","77.93","42","165","73","75"
"2004","Couple + C. LE 16","(2b) intermediate general qualification","76.38","75.27","64","54","58","84","102","119","71.87","80.89","41","119","68","80"
"2004","Couple + C. LE 16","(2c_gen) general maturity certificate","71.41","70","79","55","61","80","88","98","68.49","74.33","45","102","66","74"
"2004","Couple + C. LE 16","(2c_voc) vocational maturity certificate","73.87","72","457","56","64","81","93","115","72.52","75.22","44","163","70","74"
"2004","Couple + C. LE 16","(3a) lower tertiary education","79.15","80","328","59","68","90","100","122","77.45","80.85","47","125","76","80"
"2004","Couple + C. LE 16","(3b) higher tertiary education","75.7","75","599","56","64","85","95","110","74.52","76.88","38","150","73","76"
"2004","Couple + C. LE and GT 16","(0) in school","64.11","64","266","50","56","70","80","93","62.61","65.61","37","120","60","65"
"2004","Couple + C. LE and GT 16","(1a) inadequately completed","","","","","","","","","","","","","",""
"2004","Couple + C. LE and GT 16","(1b) general elementary school","72.04","70","161","55","62","80","90","110","69.84","74.24","40","110","65","72"
"2004","Couple + C. LE and GT 16","(1c) basic vocational qualification","78.17","77","340","60","68","89","99","125","76.49","79.85","45","130","75","80"
"2004","Couple + C. LE and GT 16","(2a) intermediate vocational","76.19","77","352","58","65","85","95","120","74.63","77.75","47","150","72","76"
"2004","Couple + C. LE and GT 16","(2b) intermediate general qualification","70.8","65","108","55","60","75","92","120","67.16","74.44","48","185","63","70"
"2004","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","70.53","70","87","55","62","80","88","95","67.81","73.25","43","95","64","72"
"2004","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","79.62","85","84","52","65","90","94","115","75.39","83.85","45","140","68","85"
"2004","Couple + C. LE and GT 16","(3a) lower tertiary education","76.17","76.22","107","60","65","82","90","125","73.36","78.98","48","125","72","79"
"2004","Couple + C. LE and GT 16","(3b) higher tertiary education","76.54","75","173","57","63","87","95","120","73.81","79.27","50","184","71","77"
"2004","Single parent","(0) in school","68.78","68","78","54","60","75","83","120","65.81","71.75","42","120","64","70"
"2004","Single parent","(1a) inadequately completed","","","","","","","","","","","","","",""
"2004","Single parent","(1b) general elementary school","71.27","70","154","52","60","80","92","120","68.95","73.59","39","120","68","75"
"2004","Single parent","(1c) basic vocational qualification","71.78","70","240","56","61","80","92","110","69.81","73.75","43","160","70","73"
"2004","Single parent","(2a) intermediate vocational","71.11","68","258","53","60","80","90","125","69.22","73","45","130","65","70"
"2004","Single parent","(2b) intermediate general qualification","70.52","68","73","58","63","79","86","132","67.26","73.78","37","132","65","72"
"2004","Single parent","(2c_gen) general maturity certificate","71.32","70","60","58","62","80","85","110","67.91","74.73","44","110","62","71"
"2004","Single parent","(2c_voc) vocational maturity certificate","68.94","65","57","54","61","73","85","115","65.45","72.43","46","115","63","72"
"2004","Single parent","(3a) lower tertiary education","67.65","67.71","48","56","60","73","80","85","63.78","71.52","48","135","65","70"
"2004","Single parent","(3b) higher tertiary education","70.64","65","66","56","60","80","90","120","67.09","74.19","51","120","65","78"
"2005","(Married) couple without C.","(0) in school","","","","","","","","","","","","","",""
