"year","bula_h","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","Baden-Württemberg","college entrance qualification","72.9","72","670","55","63","81","91","105","71.84","73.96","42","120","72","75"
"2002","Baden-Württemberg","lower secondary degree","74.62","74","1019","58","65","83","92","120","73.75","75.49","40","150","73","75"
"2002","Baden-Württemberg","no degree/no degree yet","70.43","70","142","55","62","80","85","90","68.53","72.33","48","94","66","72"
"2002","Baden-Württemberg","Other degree","73.4","72","302","58","64","80","90","110","71.84","74.96","46","112","70","75"
"2002","Baden-Württemberg","secondary school degree","73.1","73","648","55","61","81","92","120","71.89","74.31","40","148","69","73"
"2002","Bavaria","college entrance qualification","74.8","75","786","56","64","85","92","112","73.75","75.85","40","135","73","75"
"2002","Bavaria","lower secondary degree","74.84","75","1379","57","65","85","92","110","74.09","75.59","34","130","73","75"
"2002","Bavaria","no degree/no degree yet","68.29","65","79","50","59","80","88","102","65.18","71.4","39","108","61","69"
"2002","Bavaria","Other degree","73.71","73","183","55","63","85","91","112","71.64","75.78","40","118","69","75"
"2002","Bavaria","secondary school degree","72.18","71","799","55","60","80","90","110","71.17","73.19","42","150","69","71"
"2002","Berlin","college entrance qualification","72.32","71","297","52","60","82","93","105","70.49","74.15","43","140","70","75"
"2002","Berlin","lower secondary degree","75.91","74","169","56","64","83","98","125","73.31","78.51","42","160","72","76"
"2002","Berlin","no degree/no degree yet","66.01","64","39","51","60","75","81","86","62.33","69.69","44","86","60","69"
"2002","Berlin","Other degree","73.42","70","37","60","65","85","93","94","68.03","78.81","39","120","65","75"
"2002","Berlin","secondary school degree","74.23","71","278","57","63","82","100","125","72.36","76.1","43","135","69","74"
"2002","Brandenburg","college entrance qualification","74.94","72","201","60","64","85","96","115","72.94","76.94","50","125","70","75"
"2002","Brandenburg","lower secondary degree","77.92","76","284","61","68","87","95","130","76.23","79.61","41","140","75","80"
"2002","Brandenburg","no degree/no degree yet","","","","","","","","","","","","","",""
"2002","Brandenburg","Other degree","","","","","","","","","","","","","",""
"2002","Brandenburg","secondary school degree","75.55","75","428","56","65","85","98","110","74.15","76.95","46","117","72","76"
"2002","Bremen","college entrance qualification","72.53","69.79","46","58","62","85","90","99","69.03","76.03","50","99","65","76"
"2002","Bremen","lower secondary degree","77.14","74","61","55","65","82","90","180","72.02","82.26","44","180","70","80"
"2002","Bremen","no degree/no degree yet","","","","","","","","","","","","","",""
"2002","Bremen","Other degree","","","","","","","","","","","","","",""
"2002","Bremen","secondary school degree","74.02","74.54","48","53","60","85","92","100","70.2","77.84","48","100","70","82"
"2002","Hamburg","college entrance qualification","70.4","68","113","57","61","76","85","115","68.1","72.7","52","115","68","74"
"2002","Hamburg","lower secondary degree","74.08","73","90","58","64","80","90","130","70.39","77.77","44","145","71","75"
"2002","Hamburg","no degree/no degree yet","","","","","","","","","","","","","",""
"2002","Hamburg","Other degree","","","","","","","","","","","","","",""
"2002","Hamburg","secondary school degree","73.37","68.51","101","52","60","80","96","160","69.42","77.32","40","160","65","75"
"2002","Hesse","college entrance qualification","74.73","74","458","56","63","86","95","115","73.31","76.15","43","135","70","75"
"2002","Hesse","lower secondary degree","77.09","75","522","57","65","89","99","120","75.69","78.49","39","132","75","79"
"2002","Hesse","no degree/no degree yet","72.23","70","64","58","65","80","86","115","69","75.46","48","115","65","74"
"2002","Hesse","Other degree","74.75","73","144","58","65","85","92","104","72.09","77.41","43","175","70","78"
"2002","Hesse","secondary school degree","73.63","74","435","55","62","82","92","110","72.25","75.01","45","125","70","75"
"2002","Lower Saxony","college entrance qualification","77.2","78","445","58","66","85","95","120","75.75","78.65","45","170","73","78"
"2002","Lower Saxony","lower secondary degree","75.99","75","754","60","65","85","94","125","74.89","77.09","39","160","75","77"
"2002","Lower Saxony","no degree/no degree yet","68.42","67.1","86","53","60","74","88","120","65.66","71.18","46","120","63","70"
"2002","Lower Saxony","Other degree","76.35","77","92","55","70","82","92","115","73.39","79.31","50","115","70","78"
"2002","Lower Saxony","secondary school degree","74.15","72","571","56","62","83","95","120","72.84","75.46","45","170","70","74"
"2002","Mecklenburg-Western Pomerania","college entrance qualification","72.66","72","101","52","62","83","88","110","69.96","75.36","50","110","70","78"
"2002","Mecklenburg-Western Pomerania","lower secondary degree","76.6","75","131","60","70","83","95","110","74.3","78.9","51","120","75","80"
"2002","Mecklenburg-Western Pomerania","no degree/no degree yet","","","","","","","","","","","","","",""
"2002","Mecklenburg-Western Pomerania","Other degree","","","","","","","","","","","","","",""
"2002","Mecklenburg-Western Pomerania","secondary school degree","74.67","75.29","253","57","64","82","92","117","72.9","76.44","45","125","70","78"
"2002","North Rhine-Westphalia","college entrance qualification","75.54","75","1342","56","64","85","94","126","74.71","76.37","43","180","73","75"
"2002","North Rhine-Westphalia","lower secondary degree","76.48","75","1808","60","66","85","95","114","75.81","77.15","35","135","75","76"
"2002","North Rhine-Westphalia","no degree/no degree yet","69.75","70","241","55","60","79","87","100","68.15","71.35","36","125","65","70"
"2002","North Rhine-Westphalia","Other degree","74.87","75","370","60","65","84","90","103","73.47","76.27","46","160","73","78"
"2002","North Rhine-Westphalia","secondary school degree","74.28","73","1025","56","63","84","94","115","73.29","75.27","36","172","71","74"
"2002","Rhineland-Palatinate,Saarland","college entrance qualification","75.52","74","253","55","64","85","99","120","73.64","77.4","45","123","72","78"
"2002","Rhineland-Palatinate,Saarland","lower secondary degree","75.73","75","661","58","65","84","93","122","74.6","76.86","39","140","75","77"
"2002","Rhineland-Palatinate,Saarland","no degree/no degree yet","70.87","70","59","55","60","80","90","110","67.53","74.21","48","110","60","70"
