"year","e11102","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","Employed","direct migration background","73.89","74","1705","56","64","82","90","110","73.22","74.56","40","175","73","75"
"2002","Employed","indirect migration background","71.32","70","540","53","60","80","90","107","70.07","72.57","40","172","69","71"
"2002","Employed","no migration background","76.18","75","12481","58","65","85","95","120","75.91","76.45","34","180","75","75"
"2002","Not Employed","direct migration background","72.49","70","1102","55","63","80","90","110","71.66","73.32","39","160","70","72"
"2002","Not Employed","indirect migration background","66.78","65.88","237","52","58","75","82","100","65.03","68.53","36","115","62","67"
"2002","Not Employed","no migration background","73.14","72","6894","55","63","82","90","115","72.8","73.48","35","180","71","72"
"2003","Employed","direct migration background","","","","","","","","","","","","","",""
"2003","Employed","indirect migration background","","","","","","","","","","","","","",""
"2003","Employed","no migration background","","","","","","","","","","","","","",""
"2003","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2003","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2003","Not Employed","no migration background","","","","","","","","","","","","","",""
"2004","Employed","direct migration background","74.4","75","1462","56","64","83","92","111","73.66","75.14","38","163","74","75"
"2004","Employed","indirect migration background","72.46","72","537","55","62","82","90","106","71.3","73.62","43","120","70","73"
"2004","Employed","no migration background","76.69","75","11376","58","65","85","96","120","76.4","76.98","37","210","75","75"
"2004","Not Employed","direct migration background","73.53","73","1063","56","64","82","92","112","72.67","74.39","32","160","72","75"
"2004","Not Employed","indirect migration background","68.94","68","257","52","60","80","86","100","67.31","70.57","38","105","65","69"
"2004","Not Employed","no migration background","74.03","72","6800","56","64","82","92","120","73.67","74.39","32","200","72","73"
"2005","Employed","direct migration background","","","","","","","","","","","","","",""
"2005","Employed","indirect migration background","","","","","","","","","","","","","",""
"2005","Employed","no migration background","","","","","","","","","","","","","",""
"2005","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2005","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2005","Not Employed","no migration background","","","","","","","","","","","","","",""
"2006","Employed","direct migration background","75.22","75","1360","57","65","85","95","124","74.43","76.01","38","140","74","75"
"2006","Employed","indirect migration background","74.31","74","563","55","63","85","92","114","73","75.62","45","200","70","75"
"2006","Employed","no migration background","77.55","76","11442","58","65","87","99","125","77.25","77.85","37","195","75","76"
"2006","Not Employed","direct migration background","73.79","73","1022","56","64","82","92","110","72.89","74.69","35","155","72","75"
"2006","Not Employed","indirect migration background","69.78","65.77","254","52","58","80","90","175","67.82","71.74","37","175","65","70"
"2006","Not Employed","no migration background","74.79","73","7231","58","65","83","95","120","74.44","75.14","33","200","73","74"
"2007","Employed","direct migration background","","","","","","","","","","","","","",""
"2007","Employed","indirect migration background","","","","","","","","","","","","","",""
"2007","Employed","no migration background","","","","","","","","","","","","","",""
"2007","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2007","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2007","Not Employed","no migration background","","","","","","","","","","","","","",""
"2008","Employed","direct migration background","75.35","75","1107","57","65","84","94","120","74.45","76.25","38","140","74","76"
"2008","Employed","indirect migration background","75.29","75","564","55","65","85","95","110","74.05","76.53","40","130","72","76"
"2008","Employed","no migration background","78.45","77","10142","58","66","88","100","128","78.13","78.77","36","190","76","77"
"2008","Not Employed","direct migration background","74.88","74","796","55","64","84","95","130","73.81","75.95","35","180","72","75"
"2008","Not Employed","indirect migration background","68.76","68","203","50","60","76","90","110","66.62","70.9","38","158","64","69"
"2008","Not Employed","no migration background","75.31","74","6413","58","65","84","95","122","74.93","75.69","35","230","74","75"
"2009","Employed","direct migration background","","","","","","","","","","","","","",""
"2009","Employed","indirect migration background","","","","","","","","","","","","","",""
"2009","Employed","no migration background","","","","","","","","","","","","","",""
"2009","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2009","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2009","Not Employed","no migration background","","","","","","","","","","","","","",""
"2010","Employed","direct migration background","75.54","75","844","55","63","85","93","132","74.44","76.64","40","175","74","76"
"2010","Employed","indirect migration background","77","78","476","58","65","90","100","120","75.57","78.43","45","120","72","78"
"2010","Employed","no migration background","78.99","77","8944","59","66","90","102","130","78.64","79.34","37","197","76","77"
"2010","Not Employed","direct migration background","75.59","74","622","59","65","85","95","125","74.39","76.79","35","160","72","75"
"2010","Not Employed","indirect migration background","69.33","69","178","45","59","80","95","111","67.04","71.62","39","125","65","70"
"2010","Not Employed","no migration background","76.04","75","5513","58","65","85","95","126","75.62","76.46","36","250","74","75"
"2011","Employed","direct migration background","","","","","","","","","","","","","",""
"2011","Employed","indirect migration background","","","","","","","","","","","","","",""
"2011","Employed","no migration background","","","","","","","","","","","","","",""
"2011","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2011","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2011","Not Employed","no migration background","","","","","","","","","","","","","",""
"2012","Employed","direct migration background","75.93","75","1147","55","64","86","96","130","75.02","76.84","39","156","74","76"
"2012","Employed","indirect migration background","76.37","75","601","55","63","88","100","130","75.02","77.72","40","135","72","76"
"2012","Employed","no migration background","78.85","78","10595","58","66","90","100","130","78.53","79.17","39","225","76","78"
"2012","Not Employed","direct migration background","74.64","73","784","58","65","85","95","114","73.58","75.7","35","150","72","75"
"2012","Not Employed","indirect migration background","71.42","70","189","50","56","80","95","142","69.21","73.63","30","142","67","73"
"2012","Not Employed","no migration background","76.61","75","7007","58","65","85","97","130","76.23","76.99","30","190","75","75"
"2013","Employed","direct migration background","","","","","","","","","","","","","",""
"2013","Employed","indirect migration background","","","","","","","","","","","","","",""
"2013","Employed","no migration background","","","","","","","","","","","","","",""
"2013","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2013","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2013","Not Employed","no migration background","","","","","","","","","","","","","",""
"2014","Employed","direct migration background","75.98","75","3387","56","64","86","96","120","75.44","76.52","40","166","74","75"
"2014","Employed","indirect migration background","76.58","75","1255","55","64","88","98","120","75.62","77.54","40","180","74","76"
"2014","Employed","no migration background","79.24","78","12934","59","66","89","100","130","78.94","79.54","36","225","77","78"
"2014","Not Employed","direct migration background","74.63","74","1692","55","63","85","95","118","73.83","75.43","35","170","72","75"
"2014","Not Employed","indirect migration background","73.11","72","504","52","60","84","97","120","71.56","74.66","30","200","69","72"
"2014","Not Employed","no migration background","76.92","75","7070","58","65","86","99","130","76.53","77.31","30","180","75","75"
"2015","Employed","direct migration background","","","","","","","","","","","","","",""
"2015","Employed","indirect migration background","","","","","","","","","","","","","",""
"2015","Employed","no migration background","","","","","","","","","","","","","",""
"2015","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2015","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2015","Not Employed","no migration background","","","","","","","","","","","","","",""
"2016","Employed","direct migration background","76.51","75","3327","56","64","86","97","120","75.95","77.07","39","160","75","75"
"2016","Employed","indirect migration background","77.52","75","1125","57","65","90","100","125","76.45","78.59","40","190","74","76"
"2016","Employed","no migration background","79.92","79","11451","60","67","90","102","132","79.59","80.25","38","215","77","78"
"2016","Not Employed","direct migration background","75.52","75","1417","56","64","85","95","120","74.63","76.41","36","180","72","74"
"2016","Not Employed","indirect migration background","73.33","69.28","383","53","60","82","95","125","71.45","75.21","43","200","68","72"
"2016","Not Employed","no migration background","77.34","75","6211","58","65","86","100","140","76.91","77.77","30","230","75","76"
"2017","Employed","direct migration background","","","","","","","","","","","","","",""
"2017","Employed","indirect migration background","","","","","","","","","","","","","",""
"2017","Employed","no migration background","","","","","","","","","","","","","",""
"2017","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2017","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2017","Not Employed","no migration background","","","","","","","","","","","","","",""
"2018","Employed","direct migration background","76.25","75","3550","57","65","86","96","120","75.73","76.77","38","179","75","75"
"2018","Employed","indirect migration background","77.54","75","1277","56","65","90","103","130","76.52","78.56","40","181","73","75"
"2018","Employed","no migration background","80.76","79","12857","60","68","90","105","135","80.45","81.07","35","200","78","79"
"2018","Not Employed","direct migration background","75.17","74","4506","57","64","85","95","125","74.71","75.63","36","190","73","75"
"2018","Not Employed","indirect migration background","73.79","70","392","54","60","83","97","130","71.84","75.74","40","230","68","72"
"2018","Not Employed","no migration background","77.42","75","6434","58","65","87","100","130","76.98","77.86","30","195","75","76"
