"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","direct migration background","Female","67.4","65","1440","52","59","75","85","100","66.74","68.06","39","129","65","67"
"2002","direct migration background","Male","79.52","80","1367","65","71","86","95","112","78.86","80.18","40","175","79","80"
"2002","indirect migration background","Female","63.3","60","406","51","55","70","80","100","62.03","64.57","36","172","60","62"
"2002","indirect migration background","Male","76.89","76","371","63","70","85","90","110","75.55","78.23","39","150","75","78"
"2002","no migration background","Female","67.89","66","9977","53","60","75","85","105","67.64","68.14","35","170","65","65"
"2002","no migration background","Male","82.39","80","9398","67","73","90","100","124","82.12","82.66","34","180","80","81"
"2003","direct migration background","Female","","","","","","","","","","","","","",""
"2003","direct migration background","Male","","","","","","","","","","","","","",""
"2003","indirect migration background","Female","","","","","","","","","","","","","",""
"2003","indirect migration background","Male","","","","","","","","","","","","","",""
"2003","no migration background","Female","","","","","","","","","","","","","",""
"2003","no migration background","Male","","","","","","","","","","","","","",""
"2004","direct migration background","Female","68.23","67","1311","53","59","75","85","110","67.51","68.95","32","163","65","68"
"2004","direct migration background","Male","80.2","80","1214","65","73","87","95","113","79.5","80.9","45","160","80","80"
"2004","indirect migration background","Female","65.52","64","410","52","56","71","85","100","64.33","66.71","39","105","60","63"
"2004","indirect migration background","Male","76.85","76","384","63","70","85","90","110","75.66","78.04","38","120","75","80"
"2004","no migration background","Female","68.58","67","9408","54","60","75","85","110","68.32","68.84","32","200","65","66"
"2004","no migration background","Male","82.89","81","8768","67","74","90","100","125","82.6","83.18","37","210","81","82"
"2005","direct migration background","Female","","","","","","","","","","","","","",""
"2005","direct migration background","Male","","","","","","","","","","","","","",""
"2005","indirect migration background","Female","","","","","","","","","","","","","",""
"2005","indirect migration background","Male","","","","","","","","","","","","","",""
"2005","no migration background","Female","","","","","","","","","","","","","",""
"2005","no migration background","Male","","","","","","","","","","","","","",""
"2006","direct migration background","Female","68.51","67","1279","53","59","76","87","102","67.78","69.24","35","130","65","67"
"2006","direct migration background","Male","81.42","80","1103","67","73","89","97","125","80.65","82.19","50","155","80","81"
"2006","indirect migration background","Female","66.42","64","425","52","55","75","86","107","65.08","67.76","37","168","61","64"
"2006","indirect migration background","Male","79.3","79","392","63","70","89","95","115","77.84","80.76","41","200","76","80"
"2006","no migration background","Female","69.23","67","9702","54","60","76","87","112","68.96","69.5","33","200","67","67"
"2006","no migration background","Male","83.91","82","8971","68","75","92","102","125","83.62","84.2","40","195","82","83"
"2007","direct migration background","Female","","","","","","","","","","","","","",""
"2007","direct migration background","Male","","","","","","","","","","","","","",""
"2007","indirect migration background","Female","","","","","","","","","","","","","",""
"2007","indirect migration background","Male","","","","","","","","","","","","","",""
"2007","no migration background","Female","","","","","","","","","","","","","",""
"2007","no migration background","Male","","","","","","","","","","","","","",""
"2008","direct migration background","Female","68.45","67","1020","52","59","75","86","110","67.62","69.28","35","130","65","68"
"2008","direct migration background","Male","82.49","80","883","68","74","90","99","130","81.59","83.39","45","180","80","82"
"2008","indirect migration background","Female","67.76","65","396","51","57","77","88","107","66.34","69.18","38","158","62","65"
"2008","indirect migration background","Male","79.02","79","371","63","71","88","95","115","77.67","80.37","45","130","78","80"
"2008","no migration background","Female","69.72","68","8593","54","60","78","88","115","69.43","70.01","35","175","67","68"
"2008","no migration background","Male","85.02","83","7962","68","75","93","104","131","84.7","85.34","43","230","83","84"
"2009","direct migration background","Female","","","","","","","","","","","","","",""
"2009","direct migration background","Male","","","","","","","","","","","","","",""
"2009","indirect migration background","Female","","","","","","","","","","","","","",""
"2009","indirect migration background","Male","","","","","","","","","","","","","",""
"2009","no migration background","Female","","","","","","","","","","","","","",""
"2009","no migration background","Male","","","","","","","","","","","","","",""
"2010","direct migration background","Female","69.52","68","801","52","59","77","88","130","68.52","70.52","35","175","65","68"
"2010","direct migration background","Male","82.43","80","665","67","74","90","100","125","81.38","83.48","43","160","80","83"
"2010","indirect migration background","Female","69.23","65","341","51","59","80","95","110","67.62","70.84","39","120","63","66"
"2010","indirect migration background","Male","80.55","80","313","62","70","90","100","120","79.01","82.09","45","125","79","82"
"2010","no migration background","Female","70.03","68","7498","55","60","78","89","120","69.72","70.34","36","177","68","68"
"2010","no migration background","Male","85.68","83","6959","68","75","94","105","134","85.32","86.04","48","250","83","84"
"2011","direct migration background","Female","","","","","","","","","","","","","",""
"2011","direct migration background","Male","","","","","","","","","","","","","",""
"2011","indirect migration background","Female","","","","","","","","","","","","","",""
"2011","indirect migration background","Male","","","","","","","","","","","","","",""
"2011","no migration background","Female","","","","","","","","","","","","","",""
"2011","no migration background","Male","","","","","","","","","","","","","",""
"2012","direct migration background","Female","68.31","67","1069","52","58","77","88","101","67.51","69.11","35","123","66","68"
"2012","direct migration background","Male","83.42","82","862","68","74","91","100","130","82.48","84.36","45","156","81","84"
"2012","indirect migration background","Female","67.89","63","412","51","56","75","90","120","66.37","69.41","40","135","63","66"
"2012","indirect migration background","Male","81.75","80","378","65","70","90","100","134","80.27","83.23","30","142","80","82"
"2012","no migration background","Female","70.4","68","9197","55","60","78","90","120","70.1","70.7","30","199","68","69"
"2012","no migration background","Male","85.65","84","8405","68","75","94","105","131","85.33","85.97","39","225","83","84"
"2013","direct migration background","Female","","","","","","","","","","","","","",""
"2013","direct migration background","Male","","","","","","","","","","","","","",""
"2013","indirect migration background","Female","","","","","","","","","","","","","",""
"2013","indirect migration background","Male","","","","","","","","","","","","","",""
"2013","no migration background","Female","","","","","","","","","","","","","",""
"2013","no migration background","Male","","","","","","","","","","","","","",""
"2014","direct migration background","Female","68.04","65","2762","52","58","76","88","110","67.49","68.59","35","170","65","67"
"2014","direct migration background","Male","83.37","82","2317","67","74","90","100","120","82.8","83.94","45","170","82","83"
"2014","indirect migration background","Female","68.75","65","926","52","56","77","93","120","67.72","69.78","40","160","64","67"
"2014","indirect migration background","Male","81.39","80","833","63","70","90","100","120","80.3","82.48","30","200","80","82"
"2014","no migration background","Female","70.72","68","10729","54","60","79","90","120","70.43","71.01","30","180","68","69"
"2014","no migration background","Male","86.32","84","9275","69","75","94","107","136","86","86.64","39","225","84","85"
"2015","direct migration background","Female","","","","","","","","","","","","","",""
"2015","direct migration background","Male","","","","","","","","","","","","","",""
"2015","indirect migration background","Female","","","","","","","","","","","","","",""
"2015","indirect migration background","Male","","","","","","","","","","","","","",""
"2015","no migration background","Female","","","","","","","","","","","","","",""
"2015","no migration background","Male","","","","","","","","","","","","","",""
"2016","direct migration background","Female","68.89","67","2587","53","58","78","88","120","68.32","69.46","36","176","65","67"
"2016","direct migration background","Male","83.86","83","2157","68","74","91","100","120","83.24","84.48","50","180","82","83"
"2016","indirect migration background","Female","69.6","65","803","53","59","78","93","120","68.46","70.74","40","160","65","67"
"2016","indirect migration background","Male","82.76","80","705","65","70","92","107","125","81.46","84.06","48","200","80","83"
"2016","no migration background","Female","71.27","69","9479","55","60","80","90","125","70.95","71.59","30","230","69","70"
"2016","no migration background","Male","86.88","85","8183","70","75","95","108","140","86.53","87.23","38","215","84","85"
"2017","direct migration background","Female","","","","","","","","","","","","","",""
"2017","direct migration background","Male","","","","","","","","","","","","","",""
"2017","indirect migration background","Female","","","","","","","","","","","","","",""
"2017","indirect migration background","Male","","","","","","","","","","","","","",""
"2017","no migration background","Female","","","","","","","","","","","","","",""
"2017","no migration background","Male","","","","","","","","","","","","","",""
"2018","direct migration background","Female","69.64","67","3733","54","59","78","89","115","69.17","70.11","37","190","67","68"
