"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","direct migration background","73.33","73","2807","56","63","82","90","110","72.81","73.85","39","175","72","74"
"2002","indirect migration background","69.91","70","777","53","60","79","88","105","68.88","70.94","36","172","67","70"
"2002","no migration background","74.95","74","19375","57","64","84","95","117","74.74","75.16","34","180","74","74"
"2003","direct migration background","","","","","","","","","","","","","",""
"2003","indirect migration background","","","","","","","","","","","","","",""
"2003","no migration background","","","","","","","","","","","","","",""
"2004","direct migration background","74.03","74","2525","56","64","82","92","111","73.47","74.59","32","163","73","75"
"2004","indirect migration background","71.24","70","794","54","61","80","90","105","70.29","72.19","38","120","68","70"
"2004","no migration background","75.58","75","18176","57","65","85","95","120","75.36","75.8","32","210","74","75"
"2005","direct migration background","","","","","","","","","","","","","",""
"2005","indirect migration background","","","","","","","","","","","","","",""
"2005","no migration background","","","","","","","","","","","","","",""
"2006","direct migration background","74.6","74","2382","56","64","84","93","115","74","75.2","35","155","73","75"
"2006","indirect migration background","72.95","70","817","54","61","82","92","115","71.86","74.04","37","200","70","72"
"2006","no migration background","76.41","75","18673","58","65","85","97","122","76.18","76.64","33","200","75","75"
"2007","direct migration background","","","","","","","","","","","","","",""
"2007","indirect migration background","","","","","","","","","","","","","",""
"2007","no migration background","","","","","","","","","","","","","",""
"2008","direct migration background","75.16","75","1903","56","65","84","95","120","74.47","75.85","35","180","74","75"
"2008","indirect migration background","73.62","73","767","54","62","84","95","110","72.53","74.71","38","158","70","74"
"2008","no migration background","77.2","75","16555","58","65","86","98","125","76.96","77.44","35","230","75","75"
"2009","direct migration background","","","","","","","","","","","","","",""
"2009","indirect migration background","","","","","","","","","","","","","",""
"2009","no migration background","","","","","","","","","","","","","",""
"2010","direct migration background","75.56","75","1466","56","64","85","93","125","74.75","76.37","35","175","74","75"
"2010","indirect migration background","75.29","73","654","54","63","85","100","120","74.07","76.51","39","125","70","75"
"2010","no migration background","77.82","75","14457","58","65","87","100","130","77.55","78.09","36","250","75","76"
"2011","direct migration background","","","","","","","","","","","","","",""
"2011","indirect migration background","","","","","","","","","","","","","",""
"2011","no migration background","","","","","","","","","","","","","",""
"2012","direct migration background","75.43","75","1931","56","65","85","95","115","74.74","76.12","35","156","74","75"
"2012","indirect migration background","75.29","74","790","54","62","87","99","130","74.13","76.45","30","142","71","75"
"2012","no migration background","77.96","76","17602","58","65","88","100","130","77.71","78.21","30","225","75","76"
"2013","direct migration background","","","","","","","","","","","","","",""
"2013","indirect migration background","","","","","","","","","","","","","",""
"2013","no migration background","","","","","","","","","","","","","",""
"2014","direct migration background","75.49","75","5079","56","64","85","96","120","75.04","75.94","35","170","74","75"
"2014","indirect migration background","75.65","74","1759","55","63","87","98","120","74.83","76.47","30","200","73","75"
"2014","no migration background","78.34","77","20004","58","65","88","100","130","78.1","78.58","30","225","76","77"
"2015","direct migration background","","","","","","","","","","","","","",""
"2015","indirect migration background","","","","","","","","","","","","","",""
"2015","no migration background","","","","","","","","","","","","","",""
"2016","direct migration background","76.18","75","4744","56","64","86","96","120","75.71","76.65","36","180","74","75"
"2016","indirect migration background","76.49","74","1508","56","64","88","100","125","75.56","77.42","40","200","72","75"
"2016","no migration background","78.95","77","17662","58","66","89","100","135","78.69","79.21","30","230","76","77"
"2017","direct migration background","","","","","","","","","","","","","",""
"2017","indirect migration background","","","","","","","","","","","","","",""
"2017","no migration background","","","","","","","","","","","","","",""
"2018","direct migration background","75.87","75","8056","57","64","85","96","122","75.53","76.21","36","190","74","75"
"2018","indirect migration background","76.69","73","1669","55","63","87","101","130","75.78","77.6","40","230","72","75"
"2018","no migration background","79.56","78","19291","58","67","90","103","135","79.3","79.82","30","200","77","78"
