"plh0219","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","no migration background","42","0.0161121345739018","0.0122712824288327","0.0199529867189709","1"
"1 Strongly disagree","2005","16-34 y.","direct migration background","2","","","","1"
"1 Strongly disagree","2005","16-34 y.","indirect migration background","6","","","","1"
"1 Strongly disagree","2005","35-65 y.","no migration background","122","0.0154382358707996","0.0130190545319388","0.0178574172096605","1"
"1 Strongly disagree","2005","35-65 y.","direct migration background","33","0.0237681344221175","0.0159759521925794","0.0315603166516556","1"
"1 Strongly disagree","2005","35-65 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2005","66 and older","no migration background","66","0.0226171386337227","0.0176129302538023","0.0276213470136432","1"
"1 Strongly disagree","2005","66 and older","direct migration background","16","","","","1"
"1 Strongly disagree","2005","66 and older","indirect migration background","1","","","","1"
"2 on scale 1-7 ","2005","35-65 y.","indirect migration background","6","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","no migration background","131","0.0333668362522155","0.0278882739190551","0.0388453985853759","2"
"2 on scale 1-7 ","2005","16-34 y.","indirect migration background","17","","","","2"
"2 on scale 1-7 ","2005","35-65 y.","no migration background","359","0.0380861828646251","0.0343304048913108","0.0418419608379395","2"
"2 on scale 1-7 ","2005","35-65 y.","direct migration background","89","0.0607970795856151","0.0485732822891393","0.073020876882091","2"
"2 on scale 1-7 ","2005","66 and older","no migration background","159","0.0491508141913463","0.0418746016953687","0.0564270266873239","2"
"2 on scale 1-7 ","2005","66 and older","direct migration background","29","","","","2"
"2 on scale 1-7 ","2005","66 and older","indirect migration background","","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","direct migration background","13","","","","2"
"3 on scale 1-7 ","2005","16-34 y.","direct migration background","43","0.0610896898410481","0.0406616289422699","0.0815177507398263","3"
"3 on scale 1-7 ","2005","16-34 y.","no migration background","295","0.0710374837965199","0.0632010020387936","0.0788739655542463","3"
"3 on scale 1-7 ","2005","35-65 y.","indirect migration background","11","","","","3"
"3 on scale 1-7 ","2005","66 and older","no migration background","316","0.0926585910940042","0.082899431772969","0.102417750415039","3"
"3 on scale 1-7 ","2005","16-34 y.","indirect migration background","40","0.0628530881841684","0.0443791929474055","0.0813269834209313","3"
"3 on scale 1-7 ","2005","35-65 y.","no migration background","847","0.0864152357107772","0.0809018587320284","0.0919286126895261","3"
"3 on scale 1-7 ","2005","35-65 y.","direct migration background","156","0.112723191054495","0.0965453238679395","0.128901058241051","3"
"3 on scale 1-7 ","2005","66 and older","direct migration background","47","0.114422432114479","0.0817658634734552","0.147079000755502","3"
"3 on scale 1-7 ","2005","66 and older","indirect migration background","1","","","","3"
"4 on scale 1-7","2005","16-34 y.","direct migration background","108","0.226840365297107","0.191119178052834","0.26256155254138","4"
"4 on scale 1-7","2005","16-34 y.","indirect migration background","127","0.184168573434941","0.154663323066731","0.213673823803151","4"
"4 on scale 1-7","2005","35-65 y.","indirect migration background","35","0.234158768738304","0.1674923958868","0.300825141589807","4"
