"plh0219","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","in school","West Germany","5","","",""
"1 Strongly disagree","2005","in school","East Germany","1","","",""
"1 Strongly disagree","2005","inadequately","West Germany","17","","",""
"1 Strongly disagree","2005","inadequately","East Germany","","","",""
"1 Strongly disagree","2005","general elemantary","West Germany","40","0.0232511005972681","0.0167386541055877","0.0297635470889485"
"1 Strongly disagree","2005","general elemantary","East Germany","11","","",""
"1 Strongly disagree","2005","middle vocational","West Germany","110","0.0185016902362535","0.0154752290808894","0.0215281513916176"
"1 Strongly disagree","2005","middle vocational","East Germany","34","0.0187139494955327","0.0135309487743539","0.0238969502167115"
"1 Strongly disagree","2005","vocational + Abi","West Germany","6","","",""
"1 Strongly disagree","2005","vocational + Abi","East Germany","2","","",""
"1 Strongly disagree","2005","higher vocational","West Germany","14","","",""
"1 Strongly disagree","2005","higher vocational","East Germany","8","","",""
"1 Strongly disagree","2005","higher education","West Germany","25","","",""
"1 Strongly disagree","2005","higher education","East Germany","12","","",""
"2 on scale 1-7 ","2005","in school","West Germany","7","","",""
"2 on scale 1-7 ","2005","in school","East Germany","4","","",""
"2 on scale 1-7 ","2005","inadequately","West Germany","17","","",""
"2 on scale 1-7 ","2005","inadequately","East Germany","4","","",""
"2 on scale 1-7 ","2005","general elemantary","West Germany","100","0.0523770645162264","0.0427494364513325","0.0620046925811202"
"2 on scale 1-7 ","2005","general elemantary","East Germany","10","","",""
"2 on scale 1-7 ","2005","middle vocational","West Germany","264","0.0349142159786707","0.0307916394191094","0.039036792538232"
"2 on scale 1-7 ","2005","middle vocational","East Germany","96","0.0355543300229518","0.0284718417580781","0.0426368182878256"
"2 on scale 1-7 ","2005","vocational + Abi","West Germany","29","","",""
"2 on scale 1-7 ","2005","vocational + Abi","East Germany","8","","",""
"2 on scale 1-7 ","2005","higher vocational","West Germany","52","0.0457994489195285","0.0336322244173521","0.0579666734217049"
"2 on scale 1-7 ","2005","higher vocational","East Germany","16","","",""
"2 on scale 1-7 ","2005","higher education","West Germany","140","0.0597415370148176","0.0511362543851989","0.0683468196444364"
"2 on scale 1-7 ","2005","higher education","East Germany","43","0.0467766167559804","0.0350847380095087","0.0584684955024521"
"3 on scale 1-7 ","2005","in school","West Germany","40","0.084013606053351","0.0597707700920233","0.108256442014679"
"3 on scale 1-7 ","2005","in school","East Germany","7","","",""
"3 on scale 1-7 ","2005","inadequately","West Germany","24","","",""
"3 on scale 1-7 ","2005","inadequately","East Germany","1","","",""
"3 on scale 1-7 ","2005","general elemantary","West Germany","209","0.0948666274014836","0.0822034128627687","0.107529841940198"
"3 on scale 1-7 ","2005","general elemantary","East Germany","26","","",""
"3 on scale 1-7 ","2005","middle vocational","West Germany","592","0.0773036297237439","0.0713055259870277","0.0833017334604601"
"3 on scale 1-7 ","2005","middle vocational","East Germany","205","0.0852078845758117","0.0745295916988835","0.0958861774527399"
"3 on scale 1-7 ","2005","vocational + Abi","West Germany","80","0.100522255025685","0.0816187959652913","0.119425714086079"
"3 on scale 1-7 ","2005","vocational + Abi","East Germany","20","","",""
"3 on scale 1-7 ","2005","higher vocational","West Germany","85","0.0744812137409937","0.059200010368748","0.0897624171132395"
"3 on scale 1-7 ","2005","higher vocational","East Germany","34","0.0666658474136501","0.042810061608189","0.0905216332191113"
"3 on scale 1-7 ","2005","higher education","West Germany","283","0.0979378017891983","0.0871459310428959","0.108729672535501"
"3 on scale 1-7 ","2005","higher education","East Germany","116","0.092216789920394","0.0761965642817592","0.108237015559029"
"4 on scale 1-7","2005","in school","West Germany","78","0.146996109728421","0.116050964513","0.177941254943842"
"4 on scale 1-7","2005","in school","East Germany","32","0.176883844393922","0.115201045639933","0.238566643147912"
"4 on scale 1-7","2005","inadequately","West Germany","61","0.272187619598338","0.213373628187622","0.331001611009054"
"4 on scale 1-7","2005","inadequately","East Germany","2","","",""
"4 on scale 1-7","2005","general elemantary","West Germany","411","0.197886919514422","0.180669927085951","0.215103911942892"
"4 on scale 1-7","2005","general elemantary","East Germany","82","0.260886560775237","0.214347625702523","0.30742549584795"
"4 on scale 1-7","2005","middle vocational","West Germany","1505","0.201706464859166","0.192694368255846","0.210718561462486"
"4 on scale 1-7","2005","middle vocational","East Germany","488","0.190259805071465","0.175247509626963","0.205272100515966"
"4 on scale 1-7","2005","vocational + Abi","West Germany","177","0.189006714395172","0.164393847438011","0.213619581352334"
"4 on scale 1-7","2005","vocational + Abi","East Germany","19","","",""
"4 on scale 1-7","2005","higher vocational","West Germany","219","0.192878872475148","0.169914570404992","0.215843174545304"
"4 on scale 1-7","2005","higher vocational","East Germany","79","0.176181414617487","0.13974637174272","0.212616457492254"
"4 on scale 1-7","2005","higher education","West Germany","535","0.177832631458574","0.163949444802012","0.191715818115137"
"4 on scale 1-7","2005","higher education","East Germany","250","0.204403408664984","0.182074727142369","0.2267320901876"
"5 on scale 1-7","2005","in school","West Germany","109","0.216407380436379","0.180420408854605","0.252394352018154"
"5 on scale 1-7","2005","in school","East Germany","39","0.246242442946235","0.176597959933417","0.315886925959053"
"5 on scale 1-7","2005","inadequately","West Germany","39","0.189563372036737","0.137770082659965","0.241356661413508"
"5 on scale 1-7","2005","inadequately","East Germany","3","","",""
"5 on scale 1-7","2005","general elemantary","West Germany","438","0.215309958772992","0.197547132244806","0.233072785301179"
"5 on scale 1-7","2005","general elemantary","East Germany","82","0.21440260926668","0.170906532413432","0.257898686119929"
"5 on scale 1-7","2005","middle vocational","West Germany","1715","0.222168274669194","0.212832110692962","0.231504438645425"
"5 on scale 1-7","2005","middle vocational","East Germany","635","0.22819438157786","0.212143193939094","0.244245569216626"
"5 on scale 1-7","2005","vocational + Abi","West Germany","228","0.211345687335799","0.185679876154858","0.237011498516739"
"5 on scale 1-7","2005","vocational + Abi","East Germany","44","0.325977495541001","0.253796712070589","0.398158279011413"
"5 on scale 1-7","2005","higher vocational","West Germany","267","0.230285145455346","0.20578100573657","0.254789285174122"
"5 on scale 1-7","2005","higher vocational","East Germany","101","0.236323094584825","0.195694541412893","0.276951647756758"
"5 on scale 1-7","2005","higher education","West Germany","720","0.247819793438924","0.232143901426209","0.263495685451638"
"5 on scale 1-7","2005","higher education","East Germany","310","0.229226880070451","0.205953009890718","0.252500750250184"
"6 on scale 1-7","2005","in school","West Germany","138","0.240801878255218","0.203436309600783","0.278167446909654"
"6 on scale 1-7","2005","in school","East Germany","33","0.251031133770937","0.180936446913985","0.321125820627889"
"6 on scale 1-7","2005","inadequately","West Germany","26","","",""
"6 on scale 1-7","2005","inadequately","East Germany","2","","",""
"6 on scale 1-7","2005","general elemantary","West Germany","454","0.218433205207735","0.200577651417966","0.236288758997504"
"6 on scale 1-7","2005","general elemantary","East Germany","76","0.194272445652552","0.152341491050306","0.236203400254798"
"6 on scale 1-7","2005","middle vocational","West Germany","1934","0.247065473785778","0.237378920785391","0.256752026786165"
"6 on scale 1-7","2005","middle vocational","East Germany","668","0.240153718446201","0.223815366043794","0.256492070848609"
"6 on scale 1-7","2005","vocational + Abi","West Germany","268","0.266132615949374","0.238350021260661","0.293915210638087"
"6 on scale 1-7","2005","vocational + Abi","East Germany","37","0.199858284237903","0.138278931787856","0.26143763668795"
