"plh0219","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","West Germany","113","0.0217185568908315","0.0179516399654474","0.0254854738162156"
"1 Strongly disagree","2005","Not Employed","East Germany","38","0.021471523248472","0.0152661113502279","0.0276769351467161"
"1 Strongly disagree","2005","Employed","West Germany","106","0.013378356092925","0.0111145520406818","0.0156421601451681"
"1 Strongly disagree","2005","Employed","East Germany","31","0.0195323279891937","0.0145342953836407","0.0245303605947468"
"2 on scale 1-7 ","2005","Not Employed","West Germany","254","0.045487853123062","0.0401029598256775","0.0508727464204466"
"2 on scale 1-7 ","2005","Not Employed","East Germany","89","0.0475787533828827","0.0384654984606283","0.056692008305137"
"2 on scale 1-7 ","2005","Employed","West Germany","364","0.0383806928664556","0.0345952200619626","0.0421661656709485"
"2 on scale 1-7 ","2005","Employed","East Germany","96","0.0357977157983828","0.0290877983460981","0.0425076332506675"
"3 on scale 1-7 ","2005","Not Employed","West Germany","538","0.0935026602540259","0.0859789181093084","0.101026402398744"
"3 on scale 1-7 ","2005","Not Employed","East Germany","170","0.0896723102855765","0.0774407880875054","0.101903832483648"
"3 on scale 1-7 ","2005","Employed","West Germany","806","0.0812945265666357","0.0759095856448243","0.086679467488447"
"3 on scale 1-7 ","2005","Employed","East Germany","242","0.0791011511857512","0.0693534365106831","0.0888488658608194"
"4 on scale 1-7","2005","Not Employed","West Germany","1228","0.211043143688342","0.200498038810854","0.22158824856583"
"4 on scale 1-7","2005","Not Employed","East Germany","429","0.195464816181439","0.178487881791691","0.212441750571187"
"4 on scale 1-7","2005","Employed","West Germany","1810","0.186050950824602","0.178383046329782","0.193718855319422"
"4 on scale 1-7","2005","Employed","East Germany","537","0.195591808055271","0.181266003742873","0.209917612367669"
"5 on scale 1-7","2005","Not Employed","West Germany","1282","0.223599114908099","0.21283156971371","0.234366660102487"
"5 on scale 1-7","2005","Not Employed","East Germany","526","0.230205733990168","0.212183946833527","0.248227521146809"
"5 on scale 1-7","2005","Employed","West Germany","2287","0.225784443879967","0.2175460966453","0.234022791114633"
"5 on scale 1-7","2005","Employed","East Germany","700","0.230706818407604","0.215491480629103","0.245922156186104"
"6 on scale 1-7","2005","Not Employed","West Germany","1276","0.216719475919134","0.206072009297336","0.227366942540932"
"6 on scale 1-7","2005","Not Employed","East Germany","490","0.235221836602552","0.217064212977339","0.253379460227766"
"6 on scale 1-7","2005","Employed","West Germany","2658","0.261484830625472","0.252825883296914","0.270143777954029"
"6 on scale 1-7","2005","Employed","East Germany","778","0.242013280604649","0.226544508576058","0.257482052633241"
"7 Strongly agree","2005","Not Employed","West Germany","1061","0.187929195216506","0.177833581432859","0.198024809000152"
"7 Strongly agree","2005","Not Employed","East Germany","354","0.18038502630891","0.163923972449112","0.196846080168708"
