"plh0219","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","1-pers.-HH","39","0.0284403887460265","0.019812772517708","0.0370680049743451","1"
"1 Strongly disagree","2005","Not Employed","(Married) couple without C. ","63","0.0210740752413833","0.0163026814893206","0.0258454689934461","1"
"1 Strongly disagree","2005","Not Employed","Single parent ","7","","","","1"
"1 Strongly disagree","2005","Not Employed","Couple + C. LE 16 ","5","","","","1"
"1 Strongly disagree","2005","Not Employed","Couple + C. GT 16 ","19","","","","1"
"1 Strongly disagree","2005","Not Employed","Couple + C. LE and GT 16","13","","","","1"
"1 Strongly disagree","2005","Employed","1-pers.-HH","11","","","","1"
"1 Strongly disagree","2005","Employed","(Married) couple without C. ","38","0.0138523725362209","0.00999566371464109","0.0177090813578008","1"
"1 Strongly disagree","2005","Employed","Single parent ","7","","","","1"
"1 Strongly disagree","2005","Employed","Couple + C. LE 16 ","30","0.013482728013005","0.00938504510465732","0.0175804109213526","1"
"1 Strongly disagree","2005","Employed","Couple + C. GT 16 ","25","","","","1"
"1 Strongly disagree","2005","Employed","Couple + C. LE and GT 16","23","","","","1"
"2 on scale 1-7 ","2005","Not Employed","Single parent ","19","","","","2"
"2 on scale 1-7 ","2005","Employed","1-pers.-HH","54","0.0385635387652568","0.0289278193488644","0.0481992581816492","2"
"2 on scale 1-7 ","2005","Employed","Couple + C. GT 16 ","103","0.0358170414635587","0.0286267855908748","0.0430072973362426","2"
"2 on scale 1-7 ","2005","Not Employed","(Married) couple without C. ","156","0.0456624611489191","0.0387277761128131","0.052597146185025","2"
"2 on scale 1-7 ","2005","Not Employed","Couple + C. LE and GT 16","19","","","","2"
"2 on scale 1-7 ","2005","Employed","Couple + C. LE and GT 16","34","0.0332474886370444","0.0229348676015301","0.0435601096725587","2"
"2 on scale 1-7 ","2005","Not Employed","Couple + C. LE 16 ","26","","","","2"
"2 on scale 1-7 ","2005","Not Employed","1-pers.-HH","67","0.0537706469785717","0.0420632817407424","0.0654780122164009","2"
"2 on scale 1-7 ","2005","Not Employed","Couple + C. GT 16 ","38","0.0365868862962262","0.0253949753416566","0.0477787972507959","2"
"2 on scale 1-7 ","2005","Employed","(Married) couple without C. ","127","0.0379032371816768","0.031601920140479","0.0442045542228746","2"
"2 on scale 1-7 ","2005","Employed","Single parent ","21","","","","2"
"2 on scale 1-7 ","2005","Employed","Couple + C. LE 16 ","109","0.0431160036479535","0.0358991813705228","0.0503328259253842","2"
"3 on scale 1-7 ","2005","Not Employed","(Married) couple without C. ","315","0.0902857388207039","0.0807652738592205","0.0998062037821874","3"
"3 on scale 1-7 ","2005","Not Employed","Single parent ","31","0.0658682637604144","0.0412814708191833","0.0904550567016456","3"
"3 on scale 1-7 ","2005","Not Employed","Couple + C. LE 16 ","53","0.0734988807856032","0.0536802195837912","0.0933175419874151","3"
"3 on scale 1-7 ","2005","Not Employed","Couple + C. GT 16 ","97","0.108063374754117","0.0895561411880648","0.126570608320169","3"
"3 on scale 1-7 ","2005","Not Employed","Couple + C. LE and GT 16","35","0.0756058934062501","0.0533904467214557","0.0978213400910445","3"
