"plh0219","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","lower secondary degree","82","0.0265946520780831","0.0214518692031553","0.031737434953011"
"1 Strongly disagree","2005","Not Employed","secondary school degree","25","","",""
"1 Strongly disagree","2005","Not Employed","college entrance qualification","12","","",""
"1 Strongly disagree","2005","Not Employed","Other degree","16","","",""
"1 Strongly disagree","2005","Not Employed","no degree/no degree yet","14","","",""
"1 Strongly disagree","2005","Employed","lower secondary degree","50","0.0207984851217351","0.0159441367586689","0.0256528334848013"
"1 Strongly disagree","2005","Employed","secondary school degree","36","0.0117666262401691","0.00861283965906911","0.0149204128212691"
"1 Strongly disagree","2005","Employed","college entrance qualification","28","","",""
"1 Strongly disagree","2005","Employed","Other degree","15","","",""
"1 Strongly disagree","2005","Employed","no degree/no degree yet","5","","",""
"2 on scale 1-7 ","2005","Not Employed","lower secondary degree","177","0.0462784995613113","0.039563367003139","0.0529936321194836"
"2 on scale 1-7 ","2005","Not Employed","secondary school degree","50","0.039270952956443","0.0295093831396928","0.0490325227731932"
"2 on scale 1-7 ","2005","Not Employed","college entrance qualification","50","0.0425888112918354","0.0313405660333345","0.0538370565503362"
"2 on scale 1-7 ","2005","Not Employed","Other degree","31","0.0745961140084781","0.0509183175941142","0.0982739104228419"
"2 on scale 1-7 ","2005","Not Employed","no degree/no degree yet","26","","",""
"2 on scale 1-7 ","2005","Employed","lower secondary degree","111","0.0337317733019201","0.0275906546957804","0.0398728919080597"
"2 on scale 1-7 ","2005","Employed","secondary school degree","142","0.0343494615161068","0.0290229051934843","0.0396760178387294"
"2 on scale 1-7 ","2005","Employed","college entrance qualification","159","0.0453033978069318","0.0388202972145823","0.0517864983992814"
"2 on scale 1-7 ","2005","Employed","Other degree","36","0.0541463782031484","0.0366134370237578","0.0716793193825389"
"2 on scale 1-7 ","2005","Employed","no degree/no degree yet","8","","",""
"3 on scale 1-7 ","2005","Not Employed","lower secondary degree","352","0.0908583952278377","0.0816718447471696","0.100044945708506"
"3 on scale 1-7 ","2005","Not Employed","secondary school degree","138","0.100984148289202","0.0858417814859486","0.116126515092456"
"3 on scale 1-7 ","2005","Not Employed","college entrance qualification","96","0.0829802670219999","0.0676141363072242","0.0983463977367756"
"3 on scale 1-7 ","2005","Not Employed","Other degree","49","0.104230410268458","0.0766936463298808","0.131767174207035"
"3 on scale 1-7 ","2005","Not Employed","no degree/no degree yet","57","0.080937443737312","0.0608616718768459","0.101013215597778"
"3 on scale 1-7 ","2005","Employed","lower secondary degree","256","0.0768429009393881","0.0677830984059024","0.0859027034728738"
"3 on scale 1-7 ","2005","Employed","secondary school degree","307","0.0680690690010962","0.0607028719564917","0.0754352660457006"
"3 on scale 1-7 ","2005","Employed","college entrance qualification","361","0.0878010548509466","0.0789788053977478","0.0966233043041455"
"3 on scale 1-7 ","2005","Employed","Other degree","84","0.12767416346575","0.101818899123606","0.153529427807893"
"3 on scale 1-7 ","2005","Employed","no degree/no degree yet","18","","",""
"4 on scale 1-7","2005","Not Employed","lower secondary degree","833","0.218292024765993","0.205088333086153","0.231495716445833"
"4 on scale 1-7","2005","Not Employed","secondary school degree","269","0.171675650694241","0.152724392476466","0.190626908912016"
"4 on scale 1-7","2005","Not Employed","college entrance qualification","244","0.195889146764382","0.173781072339629","0.217997221189134"
"4 on scale 1-7","2005","Not Employed","Other degree","124","0.246439011593179","0.207603283356569","0.28527473982979"
"4 on scale 1-7","2005","Not Employed","no degree/no degree yet","152","0.204552926860943","0.174861336066894","0.234244517654992"
"4 on scale 1-7","2005","Employed","lower secondary degree","616","0.188057265365747","0.17476537325604","0.201349157475454"
"4 on scale 1-7","2005","Employed","secondary school degree","809","0.188193864095857","0.176762305204665","0.199625422987049"
"4 on scale 1-7","2005","Employed","college entrance qualification","719","0.183547762460715","0.171480059188558","0.195615465732872"
"4 on scale 1-7","2005","Employed","Other degree","130","0.209407960955404","0.177884716020399","0.24093120589041"
"4 on scale 1-7","2005","Employed","no degree/no degree yet","30","0.202307084081733","0.14577817050018","0.258835997663286"
