"plh0219","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","in school","Male","3","","",""
"1 Strongly disagree","2005","in school","Female","3","","",""
"1 Strongly disagree","2005","inadequately","Male","6","","",""
"1 Strongly disagree","2005","inadequately","Female","11","","",""
"1 Strongly disagree","2005","general elemantary","Male","22","","",""
"1 Strongly disagree","2005","general elemantary","Female","29","","",""
"1 Strongly disagree","2005","middle vocational","Male","79","0.0204340424127515","0.0164633549884992","0.0244047298370038"
"1 Strongly disagree","2005","middle vocational","Female","65","0.0167260461513906","0.0132944423451924","0.0201576499575887"
"1 Strongly disagree","2005","vocational + Abi","Male","3","","",""
"1 Strongly disagree","2005","vocational + Abi","Female","5","","",""
"1 Strongly disagree","2005","higher vocational","Male","14","","",""
"1 Strongly disagree","2005","higher vocational","Female","8","","",""
"1 Strongly disagree","2005","higher education","Male","19","","",""
"1 Strongly disagree","2005","higher education","Female","18","","",""
"2 on scale 1-7 ","2005","in school","Male","8","","",""
"2 on scale 1-7 ","2005","in school","Female","3","","",""
"2 on scale 1-7 ","2005","inadequately","Male","6","","",""
"2 on scale 1-7 ","2005","inadequately","Female","15","","",""
"2 on scale 1-7 ","2005","general elemantary","Male","30","0.0397987490563112","0.0260623108417286","0.0535351872708937"
"2 on scale 1-7 ","2005","general elemantary","Female","80","0.0547594595508877","0.0436841128520055","0.0658348062497699"
"2 on scale 1-7 ","2005","middle vocational","Male","188","0.0384834765710162","0.0330848008883123","0.0438821522537201"
"2 on scale 1-7 ","2005","middle vocational","Female","172","0.0317309148248986","0.0270405939203208","0.0364212357294765"
"2 on scale 1-7 ","2005","vocational + Abi","Male","21","","",""
"2 on scale 1-7 ","2005","vocational + Abi","Female","16","","",""
"2 on scale 1-7 ","2005","higher vocational","Male","38","0.0476089789751771","0.0336115171890309","0.0616064407613232"
"2 on scale 1-7 ","2005","higher vocational","Female","30","0.0495501110809141","0.0330561791964755","0.0660440429653528"
"2 on scale 1-7 ","2005","higher education","Male","129","0.0733549310037441","0.0627229677465035","0.0839868942609848"
"2 on scale 1-7 ","2005","higher education","Female","54","0.0349169355372171","0.0265677800892711","0.0432660909851631"
"3 on scale 1-7 ","2005","in school","Male","32","0.100893565357802","0.0673658059281557","0.134421324787448"
"3 on scale 1-7 ","2005","in school","Female","15","","",""
"3 on scale 1-7 ","2005","inadequately","Male","11","","",""
"3 on scale 1-7 ","2005","inadequately","Female","14","","",""
"3 on scale 1-7 ","2005","general elemantary","Male","69","0.0842105779155591","0.0646968867257945","0.103724269105324"
"3 on scale 1-7 ","2005","general elemantary","Female","166","0.0972050806253095","0.0827840725784836","0.111626088672135"
"3 on scale 1-7 ","2005","middle vocational","Male","421","0.0862840911695083","0.0784037926250416","0.094164389713975"
"3 on scale 1-7 ","2005","middle vocational","Female","376","0.0717428143764301","0.0648374501193651","0.0786481786334951"
"3 on scale 1-7 ","2005","vocational + Abi","Male","46","0.120546168812153","0.0910155274411886","0.150076810183117"
"3 on scale 1-7 ","2005","vocational + Abi","Female","54","0.0848645747901052","0.0637155143900347","0.106013635190176"
"3 on scale 1-7 ","2005","higher vocational","Male","78","0.0765202181840867","0.0590459496178662","0.0939944867503072"
"3 on scale 1-7 ","2005","higher vocational","Female","41","0.0672958158391072","0.048254223542739","0.0863374081354754"
"3 on scale 1-7 ","2005","higher education","Male","258","0.107337019407423","0.0947140761760629","0.119959962638782"
"3 on scale 1-7 ","2005","higher education","Female","141","0.0825940719314721","0.0700742731481326","0.0951138707148115"
"4 on scale 1-7","2005","in school","Male","54","0.145827882483712","0.106539855057891","0.185115909909534"
"4 on scale 1-7","2005","in school","Female","56","0.158860647807206","0.120005302496508","0.197715993117905"
"4 on scale 1-7","2005","inadequately","Male","23","","",""
"4 on scale 1-7","2005","inadequately","Female","40","0.314984217962398","0.236916169570547","0.393052266354248"
"4 on scale 1-7","2005","general elemantary","Male","157","0.167616339246921","0.141369425651939","0.193863252841903"
"4 on scale 1-7","2005","general elemantary","Female","336","0.222265088739488","0.202025205289945","0.242504972189031"
"4 on scale 1-7","2005","middle vocational","Male","1008","0.212485836327922","0.201005201765398","0.223966470890445"
"4 on scale 1-7","2005","middle vocational","Female","985","0.186887308100994","0.176456246691882","0.197318369510105"
"4 on scale 1-7","2005","vocational + Abi","Male","85","0.173192312648289","0.138871606933536","0.207513018363043"
"4 on scale 1-7","2005","vocational + Abi","Female","111","0.193484303323969","0.163505488801074","0.223463117846865"
"4 on scale 1-7","2005","higher vocational","Male","169","0.189345648928788","0.163591764977019","0.215099532880557"
"4 on scale 1-7","2005","higher vocational","Female","129","0.189275795696404","0.159502879277409","0.219048712115399"
"4 on scale 1-7","2005","higher education","Male","466","0.192104689093291","0.176039396944049","0.208169981242533"
"4 on scale 1-7","2005","higher education","Female","319","0.174137530990875","0.156889393893569","0.191385668088181"
"5 on scale 1-7","2005","in school","Male","76","0.232335053568826","0.18532286509311","0.279347242044542"
"5 on scale 1-7","2005","in school","Female","72","0.211923852137566","0.168484569576543","0.255363134698588"
"5 on scale 1-7","2005","inadequately","Male","16","","",""
"5 on scale 1-7","2005","inadequately","Female","26","","",""
"5 on scale 1-7","2005","general elemantary","Male","189","0.246410961003491","0.216130980565524","0.276690941441457"
"5 on scale 1-7","2005","general elemantary","Female","331","0.200432912774365","0.180944855067933","0.219920970480798"
"5 on scale 1-7","2005","middle vocational","Male","1180","0.231291158984157","0.219457142568283","0.243125175400031"
"5 on scale 1-7","2005","middle vocational","Female","1170","0.215739809741988","0.20473307605196","0.226746543432017"
"5 on scale 1-7","2005","vocational + Abi","Male","118","0.240962612196996","0.202174730152229","0.279750494241763"
"5 on scale 1-7","2005","vocational + Abi","Female","154","0.208898545096358","0.178047564449986","0.23974952574273"
"5 on scale 1-7","2005","higher vocational","Male","214","0.223484941909673","0.196100979834468","0.250868903984878"
"5 on scale 1-7","2005","higher vocational","Female","154","0.243616926711906","0.210991071903154","0.276242781520659"
"5 on scale 1-7","2005","higher education","Male","571","0.250034808271199","0.232375939026956","0.267693677515442"
"5 on scale 1-7","2005","higher education","Female","459","0.234615850919328","0.215342352782896","0.253889349055761"
"6 on scale 1-7","2005","in school","Male","79","0.254920735962672","0.206406291307764","0.30343518061758"
"6 on scale 1-7","2005","in school","Female","92","0.230995081821954","0.18619543834471","0.275794725299198"
"6 on scale 1-7","2005","inadequately","Male","15","","",""
"6 on scale 1-7","2005","inadequately","Female","13","","",""
"6 on scale 1-7","2005","general elemantary","Male","168","0.228799185106833","0.199282385345775","0.25831598486789"
"6 on scale 1-7","2005","general elemantary","Female","362","0.209672819086075","0.189856129340921","0.229489508831229"
"6 on scale 1-7","2005","middle vocational","Male","1172","0.232108569850311","0.220259965125446","0.243957174575177"
"6 on scale 1-7","2005","middle vocational","Female","1430","0.258759593363966","0.247040581317767","0.270478605410165"
"6 on scale 1-7","2005","vocational + Abi","Male","121","0.277038210230549","0.236448387055303","0.317628033405795"
