"plh0219","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","in school","6","","",""
"1 Strongly disagree","2005","no migration background","inadequately","7","","",""
"1 Strongly disagree","2005","no migration background","general elemantary","38","0.0293878430547454","0.021243617579491","0.0375320685299998"
"1 Strongly disagree","2005","no migration background","middle vocational","119","0.0177838830703103","0.0150589692284444","0.0205087969121763"
"1 Strongly disagree","2005","no migration background","vocational + Abi","7","","",""
"1 Strongly disagree","2005","no migration background","higher vocational","20","","",""
"1 Strongly disagree","2005","no migration background","higher education","32","0.00862658203006662","0.00567066539458894","0.0115824986655443"
"1 Strongly disagree","2005","direct migration background","in school","","","",""
"1 Strongly disagree","2005","direct migration background","inadequately","9","","",""
"1 Strongly disagree","2005","direct migration background","general elemantary","13","","",""
"1 Strongly disagree","2005","direct migration background","middle vocational","21","","",""
"1 Strongly disagree","2005","direct migration background","vocational + Abi","1","","",""
"1 Strongly disagree","2005","direct migration background","higher vocational","2","","",""
"1 Strongly disagree","2005","direct migration background","higher education","5","","",""
"1 Strongly disagree","2005","indirect migration background","in school","","","",""
"1 Strongly disagree","2005","indirect migration background","inadequately","1","","",""
"1 Strongly disagree","2005","indirect migration background","general elemantary","","","",""
"1 Strongly disagree","2005","indirect migration background","middle vocational","4","","",""
"1 Strongly disagree","2005","indirect migration background","vocational + Abi","","","",""
"1 Strongly disagree","2005","indirect migration background","higher vocational","","","",""
"1 Strongly disagree","2005","indirect migration background","higher education","","","",""
"2 on scale 1-7 ","2005","no migration background","in school","11","","",""
"2 on scale 1-7 ","2005","no migration background","inadequately","5","","",""
"2 on scale 1-7 ","2005","no migration background","general elemantary","67","0.040791768516043","0.0312531432980949","0.0503303937339911"
"2 on scale 1-7 ","2005","no migration background","middle vocational","312","0.0349712233147155","0.0311836461101054","0.0387588005193256"
"2 on scale 1-7 ","2005","no migration background","vocational + Abi","32","0.0271133737883841","0.0163335230889345","0.0378932244878337"
"2 on scale 1-7 ","2005","no migration background","higher vocational","60","0.0502067055675708","0.0386895120583077","0.061723899076834"
"2 on scale 1-7 ","2005","no migration background","higher education","154","0.0539195133838749","0.0467002781518667","0.0611387486158831"
"2 on scale 1-7 ","2005","direct migration background","in school","","","",""
"2 on scale 1-7 ","2005","direct migration background","inadequately","16","","",""
"2 on scale 1-7 ","2005","direct migration background","general elemantary","34","0.0731637147650089","0.0516916773610128","0.0946357521690051"
"2 on scale 1-7 ","2005","direct migration background","middle vocational","43","0.0447219290204187","0.030979504162545","0.0584643538782923"
"2 on scale 1-7 ","2005","direct migration background","vocational + Abi","4","","",""
"2 on scale 1-7 ","2005","direct migration background","higher vocational","8","","",""
"2 on scale 1-7 ","2005","direct migration background","higher education","26","","",""
"2 on scale 1-7 ","2005","indirect migration background","in school","","","",""
"2 on scale 1-7 ","2005","indirect migration background","inadequately","","","",""
"2 on scale 1-7 ","2005","indirect migration background","general elemantary","9","","",""
"2 on scale 1-7 ","2005","indirect migration background","middle vocational","5","","",""
"2 on scale 1-7 ","2005","indirect migration background","vocational + Abi","1","","",""
"2 on scale 1-7 ","2005","indirect migration background","higher vocational","","","",""
"2 on scale 1-7 ","2005","indirect migration background","higher education","3","","",""
"3 on scale 1-7 ","2005","no migration background","in school","33","0.0766769884526824","0.0534703756976176","0.0998836012077471"
"3 on scale 1-7 ","2005","no migration background","inadequately","8","","",""
"3 on scale 1-7 ","2005","no migration background","general elemantary","157","0.0935364120956343","0.0794950705048433","0.107577753686425"
"3 on scale 1-7 ","2005","no migration background","middle vocational","698","0.0802978784113013","0.0746949950780909","0.0859007617445118"
"3 on scale 1-7 ","2005","no migration background","vocational + Abi","74","0.0835064668475308","0.0651446942072643","0.101868239487797"
"3 on scale 1-7 ","2005","no migration background","higher vocational","103","0.0692655742128259","0.0558742704945034","0.0826568779311485"
"3 on scale 1-7 ","2005","no migration background","higher education","366","0.0974241140004621","0.0879458398922719","0.106902388108652"
"3 on scale 1-7 ","2005","direct migration background","in school","4","","",""
"3 on scale 1-7 ","2005","direct migration background","inadequately","15","","",""
"3 on scale 1-7 ","2005","direct migration background","general elemantary","66","0.0986477054068272","0.0740601899839143","0.12323522082974"
"3 on scale 1-7 ","2005","direct migration background","middle vocational","84","0.0790480259376319","0.061108861584554","0.0969871902907099"
"3 on scale 1-7 ","2005","direct migration background","vocational + Abi","24","","",""
"3 on scale 1-7 ","2005","direct migration background","higher vocational","14","","",""
"3 on scale 1-7 ","2005","direct migration background","higher education","32","0.102613418343041","0.0702628731354704","0.134963963550612"
"3 on scale 1-7 ","2005","indirect migration background","in school","10","","",""
"3 on scale 1-7 ","2005","indirect migration background","inadequately","2","","",""
"3 on scale 1-7 ","2005","indirect migration background","general elemantary","12","","",""
"3 on scale 1-7 ","2005","indirect migration background","middle vocational","15","","",""
"3 on scale 1-7 ","2005","indirect migration background","vocational + Abi","2","","",""
"3 on scale 1-7 ","2005","indirect migration background","higher vocational","2","","",""
"3 on scale 1-7 ","2005","indirect migration background","higher education","1","","",""
"4 on scale 1-7","2005","no migration background","in school","87","0.157611689212614","0.125831770670535","0.189391607754694"
"4 on scale 1-7","2005","no migration background","inadequately","14","","",""
"4 on scale 1-7","2005","no migration background","general elemantary","316","0.192406717791787","0.173398143961984","0.211415291621591"
"4 on scale 1-7","2005","no migration background","middle vocational","1744","0.198925815445952","0.190695473265807","0.207156157626098"
"4 on scale 1-7","2005","no migration background","vocational + Abi","139","0.171244480727416","0.146240373258025","0.196248588196807"
"4 on scale 1-7","2005","no migration background","higher vocational","267","0.191508954848478","0.170755834632183","0.212262075064773"
"4 on scale 1-7","2005","no migration background","higher education","708","0.183107428395729","0.170745403222072","0.195469453569385"
"4 on scale 1-7","2005","direct migration background","in school","12","","",""
"4 on scale 1-7","2005","direct migration background","inadequately","44","0.289411461510829","0.216350699816242","0.362472223205415"
"4 on scale 1-7","2005","direct migration background","general elemantary","143","0.25255234628781","0.216727035850352","0.288377656725268"
"4 on scale 1-7","2005","direct migration background","middle vocational","186","0.20936778593849","0.182316968975944","0.236418602901037"
"4 on scale 1-7","2005","direct migration background","vocational + Abi","49","0.229930276008262","0.17381458434121","0.286045967675313"
"4 on scale 1-7","2005","direct migration background","higher vocational","19","","",""
"4 on scale 1-7","2005","direct migration background","higher education","61","0.190497156664812","0.148632919788495","0.23236139354113"
"4 on scale 1-7","2005","indirect migration background","in school","11","","",""
"4 on scale 1-7","2005","indirect migration background","inadequately","5","","",""
"4 on scale 1-7","2005","indirect migration background","general elemantary","34","0.172521876653339","0.117629410309406","0.227414342997272"
"4 on scale 1-7","2005","indirect migration background","middle vocational","63","0.184004466517458","0.142572406635476","0.225436526399441"
"4 on scale 1-7","2005","indirect migration background","vocational + Abi","8","","",""
"4 on scale 1-7","2005","indirect migration background","higher vocational","12","","",""
"4 on scale 1-7","2005","indirect migration background","higher education","16","","",""
"5 on scale 1-7","2005","no migration background","in school","109","0.203123513175306","0.168033946276548","0.238213080074064"
"5 on scale 1-7","2005","no migration background","inadequately","12","","",""
"5 on scale 1-7","2005","no migration background","general elemantary","365","0.20804147420942","0.188467939960659","0.227615008458181"
"5 on scale 1-7","2005","no migration background","middle vocational","2093","0.223364881062333","0.214777674532637","0.23195208759203"
"5 on scale 1-7","2005","no migration background","vocational + Abi","212","0.244034328727631","0.215526355152082","0.272542302303179"
"5 on scale 1-7","2005","no migration background","higher vocational","329","0.226984421475467","0.204891995900241","0.249076847050693"
"5 on scale 1-7","2005","no migration background","higher education","940","0.24735339777191","0.233561988031971","0.261144807511849"
"5 on scale 1-7","2005","direct migration background","in school","12","","",""
"5 on scale 1-7","2005","direct migration background","inadequately","30","0.251479814853537","0.181580880062668","0.321378749644405"
"5 on scale 1-7","2005","direct migration background","general elemantary","111","0.226317219096036","0.191813641231623","0.260820796960449"
"5 on scale 1-7","2005","direct migration background","middle vocational","191","0.235030248018437","0.206838486452826","0.263222009584049"
"5 on scale 1-7","2005","direct migration background","vocational + Abi","50","0.158536566751923","0.109828200395547","0.207244933108299"
