"plh0219","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Schleswig-Holstein","in school","","","","","1"
"1 Strongly disagree","2005","Schleswig-Holstein","inadequately","","","","","1"
"1 Strongly disagree","2005","Schleswig-Holstein","general elemantary","4","","","","1"
"1 Strongly disagree","2005","Schleswig-Holstein","middle vocational","8","","","","1"
"1 Strongly disagree","2005","Schleswig-Holstein","vocational + Abi","1","","","","1"
"1 Strongly disagree","2005","Schleswig-Holstein","higher vocational","","","","","1"
"1 Strongly disagree","2005","Schleswig-Holstein","higher education","","","","","1"
"1 Strongly disagree","2005","Hamburg","in school","","","","","1"
"1 Strongly disagree","2005","Hamburg","inadequately","","","","","1"
"1 Strongly disagree","2005","Hamburg","general elemantary","","","","","1"
"1 Strongly disagree","2005","Hamburg","middle vocational","1","","","","1"
"1 Strongly disagree","2005","Hamburg","vocational + Abi","","","","","1"
"1 Strongly disagree","2005","Hamburg","higher vocational","","","","","1"
"1 Strongly disagree","2005","Hamburg","higher education","","","","","1"
"1 Strongly disagree","2005","Lower Saxony","in school","1","","","","1"
"1 Strongly disagree","2005","Lower Saxony","inadequately","2","","","","1"
"1 Strongly disagree","2005","Lower Saxony","general elemantary","8","","","","1"
"1 Strongly disagree","2005","Lower Saxony","middle vocational","14","","","","1"
"1 Strongly disagree","2005","Lower Saxony","vocational + Abi","1","","","","1"
"1 Strongly disagree","2005","Lower Saxony","higher vocational","2","","","","1"
"1 Strongly disagree","2005","Lower Saxony","higher education","1","","","","1"
"1 Strongly disagree","2005","Bremen","in school","","","","","1"
"1 Strongly disagree","2005","Bremen","inadequately","","","","","1"
"1 Strongly disagree","2005","Bremen","general elemantary","","","","","1"
"1 Strongly disagree","2005","Bremen","middle vocational","3","","","","1"
"1 Strongly disagree","2005","Bremen","vocational + Abi","","","","","1"
"1 Strongly disagree","2005","Bremen","higher vocational","","","","","1"
"1 Strongly disagree","2005","Bremen","higher education","1","","","","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","in school","2","","","","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","inadequately","6","","","","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","general elemantary","8","","","","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","middle vocational","34","0.0199813382017824","0.0139486995699001","0.0260139768336647","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","vocational + Abi","2","","","","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","higher vocational","3","","","","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","higher education","10","","","","1"
"1 Strongly disagree","2005","Hesse","in school","","","","","1"
"1 Strongly disagree","2005","Hesse","inadequately","2","","","","1"
"1 Strongly disagree","2005","Hesse","general elemantary","1","","","","1"
"1 Strongly disagree","2005","Hesse","middle vocational","8","","","","1"
"1 Strongly disagree","2005","Hesse","vocational + Abi","1","","","","1"
"1 Strongly disagree","2005","Hesse","higher vocational","1","","","","1"
"1 Strongly disagree","2005","Hesse","higher education","","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","in school","","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","inadequately","1","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","general elemantary","6","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","middle vocational","12","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","higher vocational","","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","higher education","","","","","1"
"1 Strongly disagree","2005","Baden-Württemberg","in school","2","","","","1"
"1 Strongly disagree","2005","Baden-Württemberg","inadequately","3","","","","1"
"1 Strongly disagree","2005","Baden-Württemberg","general elemantary","6","","","","1"
"1 Strongly disagree","2005","Baden-Württemberg","middle vocational","11","","","","1"
"1 Strongly disagree","2005","Baden-Württemberg","vocational + Abi","1","","","","1"
"1 Strongly disagree","2005","Baden-Württemberg","higher vocational","3","","","","1"
"1 Strongly disagree","2005","Baden-Württemberg","higher education","4","","","","1"
"1 Strongly disagree","2005","Bavaria","in school","","","","","1"
"1 Strongly disagree","2005","Bavaria","inadequately","3","","","","1"
"1 Strongly disagree","2005","Bavaria","general elemantary","6","","","","1"
"1 Strongly disagree","2005","Bavaria","middle vocational","18","","","","1"
"1 Strongly disagree","2005","Bavaria","vocational + Abi","","","","","1"
"1 Strongly disagree","2005","Bavaria","higher vocational","4","","","","1"
"1 Strongly disagree","2005","Bavaria","higher education","9","","","","1"
"1 Strongly disagree","2005","Berlin","in school","1","","","","1"
"1 Strongly disagree","2005","Berlin","inadequately","","","","","1"
"1 Strongly disagree","2005","Berlin","general elemantary","5","","","","1"
"1 Strongly disagree","2005","Berlin","middle vocational","3","","","","1"
"1 Strongly disagree","2005","Berlin","vocational + Abi","","","","","1"
"1 Strongly disagree","2005","Berlin","higher vocational","1","","","","1"
"1 Strongly disagree","2005","Berlin","higher education","1","","","","1"
"1 Strongly disagree","2005","Brandenburg","in school","","","","","1"
"1 Strongly disagree","2005","Brandenburg","inadequately","","","","","1"
"1 Strongly disagree","2005","Brandenburg","general elemantary","1","","","","1"
"1 Strongly disagree","2005","Brandenburg","middle vocational","4","","","","1"
"1 Strongly disagree","2005","Brandenburg","vocational + Abi","","","","","1"
"1 Strongly disagree","2005","Brandenburg","higher vocational","","","","","1"
"1 Strongly disagree","2005","Brandenburg","higher education","2","","","","1"
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","in school","","","","","1"
