"plh0219","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","in school","6","","",""
"1 Strongly disagree","2005","16-34 y.","inadequately","4","","",""
"1 Strongly disagree","2005","16-34 y.","general elemantary","12","","",""
"1 Strongly disagree","2005","16-34 y.","middle vocational","18","","",""
"1 Strongly disagree","2005","16-34 y.","vocational + Abi","1","","",""
"1 Strongly disagree","2005","16-34 y.","higher vocational","","","",""
"1 Strongly disagree","2005","16-34 y.","higher education","6","","",""
"1 Strongly disagree","2005","35-65 y.","in school","","","",""
"1 Strongly disagree","2005","35-65 y.","inadequately","9","","",""
"1 Strongly disagree","2005","35-65 y.","general elemantary","21","","",""
"1 Strongly disagree","2005","35-65 y.","middle vocational","79","0.0172115080611345","0.0139087726377523","0.0205142434845167"
"1 Strongly disagree","2005","35-65 y.","vocational + Abi","7","","",""
"1 Strongly disagree","2005","35-65 y.","higher vocational","15","","",""
"1 Strongly disagree","2005","35-65 y.","higher education","24","","",""
"1 Strongly disagree","2005","66 and older","in school","","","",""
"1 Strongly disagree","2005","66 and older","inadequately","4","","",""
"1 Strongly disagree","2005","66 and older","general elemantary","18","","",""
"1 Strongly disagree","2005","66 and older","middle vocational","47","0.0282617822933846","0.0209120523047679","0.0356115122820012"
"1 Strongly disagree","2005","66 and older","vocational + Abi","","","",""
"1 Strongly disagree","2005","66 and older","higher vocational","7","","",""
"1 Strongly disagree","2005","66 and older","higher education","7","","",""
"2 on scale 1-7 ","2005","16-34 y.","in school","11","","",""
"2 on scale 1-7 ","2005","16-34 y.","inadequately","5","","",""
"2 on scale 1-7 ","2005","16-34 y.","general elemantary","32","0.0390306771101118","0.0258946916825807","0.052166662537643"
"2 on scale 1-7 ","2005","16-34 y.","middle vocational","63","0.0276724919640882","0.0210149449925583","0.0343300389356181"
"2 on scale 1-7 ","2005","16-34 y.","vocational + Abi","15","","",""
"2 on scale 1-7 ","2005","16-34 y.","higher vocational","6","","",""
"2 on scale 1-7 ","2005","16-34 y.","higher education","16","","",""
"2 on scale 1-7 ","2005","35-65 y.","in school","","","",""
"2 on scale 1-7 ","2005","35-65 y.","inadequately","8","","",""
"2 on scale 1-7 ","2005","35-65 y.","general elemantary","37","0.0506596476357392","0.0357041757640374","0.0656151195074411"
"2 on scale 1-7 ","2005","35-65 y.","middle vocational","203","0.0321337627822472","0.0276553641056619","0.0366121614588325"
"2 on scale 1-7 ","2005","35-65 y.","vocational + Abi","20","","",""
"2 on scale 1-7 ","2005","35-65 y.","higher vocational","51","0.0512497968800389","0.0381951590118123","0.0643044347482656"
"2 on scale 1-7 ","2005","35-65 y.","higher education","135","0.0604791544761872","0.0519206866050713","0.0690376223473032"
"2 on scale 1-7 ","2005","66 and older","in school","","","",""
"2 on scale 1-7 ","2005","66 and older","inadequately","8","","",""
"2 on scale 1-7 ","2005","66 and older","general elemantary","41","0.0597106907398965","0.0426153915119445","0.0768059899678484"
"2 on scale 1-7 ","2005","66 and older","middle vocational","94","0.0496440256475237","0.0400107581575591","0.0592772931374884"
"2 on scale 1-7 ","2005","66 and older","vocational + Abi","2","","",""
"2 on scale 1-7 ","2005","66 and older","higher vocational","11","","",""
"2 on scale 1-7 ","2005","66 and older","higher education","32","0.0612256091257494","0.0429903799607776","0.0794608382907212"
"3 on scale 1-7 ","2005","16-34 y.","in school","47","0.0782709839758189","0.0576222495264012","0.0989197184252365"
"3 on scale 1-7 ","2005","16-34 y.","inadequately","4","","",""
"3 on scale 1-7 ","2005","16-34 y.","general elemantary","54","0.0603968183732005","0.0442389478689186","0.0765546888774823"
"3 on scale 1-7 ","2005","16-34 y.","middle vocational","151","0.0607923469901328","0.0510941928028623","0.0704905011774034"
"3 on scale 1-7 ","2005","16-34 y.","vocational + Abi","39","0.0711591220045452","0.0470824206199819","0.0952358233891085"
"3 on scale 1-7 ","2005","16-34 y.","higher vocational","10","","",""
"3 on scale 1-7 ","2005","16-34 y.","higher education","44","0.0821918846462044","0.0586529034081949","0.105730865884214"
"3 on scale 1-7 ","2005","35-65 y.","in school","","","",""
"3 on scale 1-7 ","2005","35-65 y.","inadequately","17","","",""
"3 on scale 1-7 ","2005","35-65 y.","general elemantary","86","0.0997761075987449","0.0793377208127232","0.120214494384767"
"3 on scale 1-7 ","2005","35-65 y.","middle vocational","471","0.0808041252196363","0.0738833444736522","0.0877249059656203"
"3 on scale 1-7 ","2005","35-65 y.","vocational + Abi","54","0.13982444869905","0.111934997167526","0.167713900230574"
"3 on scale 1-7 ","2005","35-65 y.","higher vocational","90","0.0765447727509878","0.0608046358642302","0.0922849096377454"
"3 on scale 1-7 ","2005","35-65 y.","higher education","293","0.0997707385861479","0.0890105937970728","0.110530883375223"
"3 on scale 1-7 ","2005","66 and older","in school","","","",""
"3 on scale 1-7 ","2005","66 and older","inadequately","4","","",""
