"plh0219","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","in school","6","","","","1"
"1 Strongly disagree","2005","inadequately","17","","","","1"
"1 Strongly disagree","2005","general elemantary","51","0.0263002339739171","0.0198966176076509","0.0327038503401834","1"
"1 Strongly disagree","2005","middle vocational","144","0.0185437872565483","0.0159310821889647","0.0211564923241318","1"
"1 Strongly disagree","2005","vocational + Abi","8","","","","1"
"1 Strongly disagree","2005","higher vocational","22","","","","1"
"1 Strongly disagree","2005","higher education","37","0.00882490514763546","0.00598524377150554","0.0116645665237654","1"
"2 on scale 1-7 ","2005","higher education","183","0.0565992518296546","0.0495832483757214","0.0636152552835878","2"
"2 on scale 1-7 ","2005","middle vocational","360","0.0350411687156424","0.0314799439152935","0.0386023935159913","2"
"2 on scale 1-7 ","2005","vocational + Abi","37","0.0262906222671001","0.0169783283934976","0.0356029161407026","2"
"2 on scale 1-7 ","2005","higher vocational","68","0.0483888260670005","0.0377197971239149","0.0590578550100862","2"
"2 on scale 1-7 ","2005","general elemantary","110","0.049950570060428","0.0412333844683521","0.0586677556525039","2"
"2 on scale 1-7 ","2005","inadequately","21","","","","2"
"2 on scale 1-7 ","2005","in school","11","","","","2"
"3 on scale 1-7 ","2005","higher education","399","0.0965512100878547","0.0875838012230688","0.105518618952641","3"
"3 on scale 1-7 ","2005","higher vocational","119","0.072814327523023","0.0598957599488768","0.0857328950971692","3"
"3 on scale 1-7 ","2005","vocational + Abi","100","0.100414674928351","0.082921794072754","0.117907555783948","3"
"3 on scale 1-7 ","2005","middle vocational","797","0.0788712672348353","0.0736512098249298","0.0840913246447407","3"
"3 on scale 1-7 ","2005","in school","47","0.0782709839758189","0.0576222495264012","0.0989197184252365","3"
"3 on scale 1-7 ","2005","inadequately","25","","","","3"
"3 on scale 1-7 ","2005","general elemantary","235","0.093028198281565","0.0814046917398685","0.104651704823262","3"
"4 on scale 1-7","2005","middle vocational","1993","0.199436268161851","0.191697786986979","0.207174749336723","4"
"4 on scale 1-7","2005","general elemantary","493","0.204699091643505","0.18855339962417","0.22084478366284","4"
"4 on scale 1-7","2005","vocational + Abi","196","0.184641018833478","0.162058099286149","0.207223938380808","4"
"4 on scale 1-7","2005","higher education","785","0.184272544539957","0.172500844227514","0.196044244852401","4"
"4 on scale 1-7","2005","inadequately","63","0.260630183206836","0.204859903084112","0.316400463329559","4"
"4 on scale 1-7","2005","in school","110","0.152493752281132","0.124856879947221","0.180130624615043","4"
"4 on scale 1-7","2005","higher vocational","298","0.189317585490979","0.1698396268908","0.208795544091157","4"
"5 on scale 1-7","2005","higher education","1030","0.243313461347375","0.230285471444916","0.256341451249833","5"
"5 on scale 1-7","2005","middle vocational","2350","0.223363422271678","0.215297191306513","0.231429653236843","5"
"5 on scale 1-7","2005","in school","148","0.221895334309521","0.189951686589932","0.25383898202911","5"
"5 on scale 1-7","2005","inadequately","42","0.193788528137258","0.143571832553625","0.24400522372089","5"
"5 on scale 1-7","2005","general elemantary","520","0.215211846769582","0.198766528858033","0.23165716468113","5"
"5 on scale 1-7","2005","vocational + Abi","272","0.222872120770871","0.198649803893352","0.247094437648391","5"
"5 on scale 1-7","2005","higher vocational","368","0.231572938473253","0.210599588079131","0.252546288867375","5"
"6 on scale 1-7","2005","higher education","1091","0.258058599906579","0.244773026242465","0.271344173570693","6"
"6 on scale 1-7","2005","middle vocational","2602","0.245694677026236","0.237357343692808","0.254032010359665","6"
"6 on scale 1-7","2005","vocational + Abi","305","0.259468613305721","0.233955954893282","0.28498127171816","6"
"6 on scale 1-7","2005","higher vocational","410","0.267138744100777","0.245139796514616","0.289137691686937","6"
"6 on scale 1-7","2005","inadequately","28","","","","6"
"6 on scale 1-7","2005","in school","171","0.242683479220804","0.209726284762251","0.275640673679357","6"
"6 on scale 1-7","2005","general elemantary","530","0.215820694254253","0.199358519854919","0.232282868653588","6"
"7 Strongly agree","2005","higher education","642","0.152380027140944","0.141468112628802","0.163291941653087","7"
"7 Strongly agree","2005","vocational + Abi","216","0.199100603794913","0.175858960290647","0.222342247299179","7"
"7 Strongly agree","2005","middle vocational","1996","0.199049409333209","0.191316569501238","0.206782249165179","7"
"7 Strongly agree","2005","higher vocational","269","0.172079485327642","0.153313064325685","0.1908459063296","7"
"7 Strongly agree","2005","in school","157","0.274235239235177","0.239938646064596","0.308531832405758","7"
"7 Strongly agree","2005","inadequately","42","0.225279574976988","0.172204205692675","0.278354944261301","7"
"7 Strongly agree","2005","general elemantary","460","0.19498936501675","0.179135350976444","0.210843379057056","7"
"1 Strongly disagree","2006","vocational + Abi","","","","","1"
"1 Strongly disagree","2006","higher vocational","","","","","1"
"1 Strongly disagree","2006","higher education","","","","","1"
"1 Strongly disagree","2006","in school","","","","","1"
"1 Strongly disagree","2006","inadequately","","","","","1"
"1 Strongly disagree","2006","general elemantary","","","","","1"
"1 Strongly disagree","2006","middle vocational","","","","","1"
"2 on scale 1-7 ","2006","middle vocational","","","","","2"
"2 on scale 1-7 ","2006","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2006","higher education","","","","","2"
"2 on scale 1-7 ","2006","general elemantary","","","","","2"
"2 on scale 1-7 ","2006","higher vocational","","","","","2"
"2 on scale 1-7 ","2006","in school","","","","","2"
"2 on scale 1-7 ","2006","inadequately","","","","","2"
"3 on scale 1-7 ","2006","higher education","","","","","3"
"3 on scale 1-7 ","2006","in school","","","","","3"
"3 on scale 1-7 ","2006","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2006","higher vocational","","","","","3"
"3 on scale 1-7 ","2006","inadequately","","","","","3"
"3 on scale 1-7 ","2006","middle vocational","","","","","3"
"3 on scale 1-7 ","2006","general elemantary","","","","","3"
"4 on scale 1-7","2006","higher education","","","","","4"
"4 on scale 1-7","2006","middle vocational","","","","","4"
"4 on scale 1-7","2006","vocational + Abi","","","","","4"
"4 on scale 1-7","2006","in school","","","","","4"
