"plh0219","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","lower secondary degree","","","",""
"1 Strongly disagree","2005","16-34 y.","secondary school degree","","","",""
"1 Strongly disagree","2005","16-34 y.","college entrance qualification","","","",""
"1 Strongly disagree","2005","16-34 y.","Other degree","","","",""
"1 Strongly disagree","2005","16-34 y.","no degree/no degree yet","","","",""
"1 Strongly disagree","2005","35-65 y.","lower secondary degree","62","0.0223257208095427","0.0175768184757482","0.0270746231433371"
"1 Strongly disagree","2005","35-65 y.","secondary school degree","38","0.0112774251920109","0.00794798103797193","0.0146068693460499"
"1 Strongly disagree","2005","35-65 y.","college entrance qualification","","","",""
"1 Strongly disagree","2005","35-65 y.","Other degree","","","",""
"1 Strongly disagree","2005","35-65 y.","no degree/no degree yet","","","",""
"1 Strongly disagree","2005","66 and older","lower secondary degree","58","0.0279010824597091","0.0213327476884147","0.0344694172310035"
"1 Strongly disagree","2005","66 and older","secondary school degree","","","",""
"1 Strongly disagree","2005","66 and older","college entrance qualification","","","",""
"1 Strongly disagree","2005","66 and older","Other degree","","","",""
"1 Strongly disagree","2005","66 and older","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2005","16-34 y.","lower secondary degree","40","0.0408033139519166","0.0282031947188427","0.0534034331849906"
"2 on scale 1-7 ","2005","16-34 y.","secondary school degree","47","0.0342140192640598","0.0253292211270349","0.0430988174010847"
"2 on scale 1-7 ","2005","16-34 y.","college entrance qualification","42","0.0249543162665934","0.0172580530725573","0.0326505794606294"
"2 on scale 1-7 ","2005","16-34 y.","Other degree","","","",""
"2 on scale 1-7 ","2005","16-34 y.","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2005","35-65 y.","lower secondary degree","134","0.0356331580636258","0.0296745929410366","0.0415917231862149"
"2 on scale 1-7 ","2005","35-65 y.","secondary school degree","125","0.0345967489369963","0.0288343734321806","0.0403591244418121"
"2 on scale 1-7 ","2005","35-65 y.","college entrance qualification","138","0.0525740726681457","0.0446509012323227","0.0604972441039688"
"2 on scale 1-7 ","2005","35-65 y.","Other degree","48","0.0649775537037809","0.0477348264150492","0.0822202809925126"
"2 on scale 1-7 ","2005","35-65 y.","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2005","66 and older","lower secondary degree","114","0.0468571889813438","0.0384285660111915","0.0552858119514962"
"2 on scale 1-7 ","2005","66 and older","secondary school degree","","","",""
"2 on scale 1-7 ","2005","66 and older","college entrance qualification","","","",""
"2 on scale 1-7 ","2005","66 and older","Other degree","","","",""
"2 on scale 1-7 ","2005","66 and older","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2005","16-34 y.","lower secondary degree","64","0.0626890947075319","0.0472503873351547","0.0781278020799091"
"3 on scale 1-7 ","2005","16-34 y.","secondary school degree","96","0.0520121652285591","0.0411589374510697","0.0628653930060486"
"3 on scale 1-7 ","2005","16-34 y.","college entrance qualification","123","0.0755644932893869","0.0625240670252964","0.0886049195534774"
"3 on scale 1-7 ","2005","16-34 y.","Other degree","","","",""
"3 on scale 1-7 ","2005","16-34 y.","no degree/no degree yet","50","0.0785112887951323","0.0584997991421061","0.0985227784481584"
"3 on scale 1-7 ","2005","35-65 y.","lower secondary degree","303","0.0796503393296841","0.0709474463751829","0.0883532322841852"
"3 on scale 1-7 ","2005","35-65 y.","secondary school degree","304","0.0847584992129582","0.0759765885749107","0.0935404098510057"
"3 on scale 1-7 ","2005","35-65 y.","college entrance qualification","283","0.0957180667964048","0.0852735225016596","0.10616261109115"
"3 on scale 1-7 ","2005","35-65 y.","Other degree","100","0.131898584158878","0.108227477528908","0.155569690788847"
"3 on scale 1-7 ","2005","35-65 y.","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2005","66 and older","lower secondary degree","241","0.0987804980373819","0.0868806772818122","0.110680318792952"
"3 on scale 1-7 ","2005","66 and older","secondary school degree","45","0.0961541820191927","0.0712895248041105","0.121018839234275"
"3 on scale 1-7 ","2005","66 and older","college entrance qualification","51","0.0778675380003464","0.0557722969314007","0.0999627790692922"
"3 on scale 1-7 ","2005","66 and older","Other degree","","","",""
"3 on scale 1-7 ","2005","66 and older","no degree/no degree yet","","","",""
"4 on scale 1-7","2005","16-34 y.","lower secondary degree","169","0.190234413180582","0.165236871499164","0.215231954862"
"4 on scale 1-7","2005","16-34 y.","secondary school degree","254","0.177724522027851","0.159039766680638","0.196409277375065"
"4 on scale 1-7","2005","16-34 y.","college entrance qualification","261","0.15842807804576","0.140412164584067","0.176443991507453"
"4 on scale 1-7","2005","16-34 y.","Other degree","38","0.234170157080214","0.167502658775289","0.300837655385139"
"4 on scale 1-7","2005","16-34 y.","no degree/no degree yet","123","0.171830715546635","0.143764858120921","0.199896572972349"
"4 on scale 1-7","2005","35-65 y.","lower secondary degree","745","0.198437636554425","0.185618048203878","0.211257224904971"
"4 on scale 1-7","2005","35-65 y.","secondary school degree","717","0.185148100202021","0.172901134448233","0.19739506595581"
"4 on scale 1-7","2005","35-65 y.","college entrance qualification","589","0.203489853511283","0.189197371788407","0.217782335234159"
"4 on scale 1-7","2005","35-65 y.","Other degree","176","0.225386379476735","0.196156995608412","0.254615763345057"
"4 on scale 1-7","2005","35-65 y.","no degree/no degree yet","36","0.220179243953579","0.152500478469099","0.287858009438059"
"4 on scale 1-7","2005","66 and older","lower secondary degree","535","0.217246281455818","0.200799600455006","0.23369296245663"
"4 on scale 1-7","2005","66 and older","secondary school degree","107","0.19017211065663","0.157072644524848","0.223271576788412"
"4 on scale 1-7","2005","66 and older","college entrance qualification","113","0.19177465221078","0.159311872670353","0.224237431751207"
"4 on scale 1-7","2005","66 and older","Other degree","40","0.20927747358249","0.148659929489977","0.269895017675004"
"4 on scale 1-7","2005","66 and older","no degree/no degree yet","","","",""
"5 on scale 1-7","2005","16-34 y.","lower secondary degree","237","0.235591200225939","0.208563102978896","0.262619297472983"
"5 on scale 1-7","2005","16-34 y.","secondary school degree","377","0.228193210161798","0.207681081817539","0.248705338506058"
"5 on scale 1-7","2005","16-34 y.","college entrance qualification","393","0.252067803239716","0.230644600669066","0.273491005810366"
"5 on scale 1-7","2005","16-34 y.","Other degree","33","0.244660335820958","0.176984259563722","0.312336412078194"
"5 on scale 1-7","2005","16-34 y.","no degree/no degree yet","154","0.209064785817589","0.178811032908027","0.239318538727151"
