"plh0219","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","no migration background","Urban Area","150","0.0173688121732781","0.014945014718168","0.0197926096283882","1"
"1 Strongly disagree","2005","no migration background","Rural Area","80","0.0171219237506252","0.013927690618821","0.0203161568824293","1"
"1 Strongly disagree","2005","direct migration background","Urban Area","43","0.0212424829587982","0.0148540716069945","0.0276308943106019","1"
"1 Strongly disagree","2005","direct migration background","Rural Area","8","","","","1"
"1 Strongly disagree","2005","indirect migration background","Urban Area","6","","","","1"
"1 Strongly disagree","2005","indirect migration background","Rural Area","1","","","","1"
"2 on scale 1-7 ","2005","direct migration background","Urban Area","118","0.0592402802241384","0.0487810291747456","0.0696995312735311","2"
"2 on scale 1-7 ","2005","no migration background","Urban Area","415","0.0401057493144489","0.0364655010256503","0.0437459976032475","2"
"2 on scale 1-7 ","2005","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2005","no migration background","Rural Area","234","0.0386735506370392","0.0339258538397378","0.0434212474343406","2"
"2 on scale 1-7 ","2005","direct migration background","Rural Area","13","","","","2"
"2 on scale 1-7 ","2005","indirect migration background","Urban Area","23","","","","2"
"3 on scale 1-7 ","2005","indirect migration background","Urban Area","39","0.0486780014864853","0.0329921144900066","0.0643638884829639","3"
"3 on scale 1-7 ","2005","no migration background","Urban Area","949","0.0828598876348556","0.0777453543665802","0.0879744209031309","3"
"3 on scale 1-7 ","2005","direct migration background","Rural Area","45","0.0963347130856261","0.0675638684060008","0.125105557765251","3"
"3 on scale 1-7 ","2005","direct migration background","Urban Area","201","0.100685738253185","0.0873538274938645","0.114017649012505","3"
"3 on scale 1-7 ","2005","no migration background","Rural Area","509","0.08728490838348","0.0803350220334642","0.0942347947334959","3"
"3 on scale 1-7 ","2005","indirect migration background","Rural Area","13","","","","3"
"4 on scale 1-7","2005","indirect migration background","Rural Area","15","","","","4"
"4 on scale 1-7","2005","no migration background","Rural Area","1248","0.201478899481442","0.191602503592028","0.211355295370856","4"
"4 on scale 1-7","2005","direct migration background","Urban Area","449","0.222549225452329","0.204120208393729","0.240978242510928","4"
"4 on scale 1-7","2005","indirect migration background","Urban Area","150","0.200576567224321","0.171388356255893","0.229764778192748","4"
"4 on scale 1-7","2005","no migration background","Urban Area","2067","0.18737865792314","0.180138964631043","0.194618351215237","4"
"4 on scale 1-7","2005","direct migration background","Rural Area","75","0.203431216929401","0.164177765546148","0.242684668312655","4"
"5 on scale 1-7","2005","indirect migration background","Rural Area","27","","","","5"
"5 on scale 1-7","2005","direct migration background","Rural Area","109","0.277882707021863","0.234201760386046","0.321563653657679","5"
"5 on scale 1-7","2005","indirect migration background","Urban Area","153","0.216248298378894","0.186239780915805","0.246256815841983","5"
"5 on scale 1-7","2005","no migration background","Urban Area","2579","0.229875383667259","0.2220691287374","0.237681638597118","5"
"5 on scale 1-7","2005","no migration background","Rural Area","1523","0.218661799374033","0.208484173213261","0.228839425534806","5"
"5 on scale 1-7","2005","direct migration background","Urban Area","404","0.216202453721919","0.197964129274777","0.234440778169062","5"
"6 on scale 1-7","2005","indirect migration background","Rural Area","28","","","","6"
"6 on scale 1-7","2005","direct migration background","Urban Area","411","0.2016019783662","0.183826970603347","0.219376986129053","6"
"6 on scale 1-7","2005","indirect migration background","Urban Area","187","0.250361299543837","0.218783014506919","0.281939584580754","6"
"6 on scale 1-7","2005","no migration background","Urban Area","2866","0.247609062482587","0.239601118259123","0.255617006706051","6"
"6 on scale 1-7","2005","direct migration background","Rural Area","80","0.174788962829437","0.137755278093739","0.211822647565135","6"
"6 on scale 1-7","2005","no migration background","Rural Area","1630","0.254862892319304","0.244132591280212","0.265593193358395","6"
"7 Strongly agree","2005","indirect migration background","Rural Area","23","","","","7"
"7 Strongly agree","2005","indirect migration background","Urban Area","165","0.241221389559401","0.210036487117662","0.272406292001141","7"
"7 Strongly agree","2005","direct migration background","Urban Area","331","0.178477841023431","0.1615128173037","0.195442864743162","7"
"7 Strongly agree","2005","direct migration background","Rural Area","74","0.201012559363603","0.161933960734375","0.240091157992831","7"
"7 Strongly agree","2005","no migration background","Urban Area","2134","0.194802446804431","0.187454526780468","0.202150366828395","7"
"7 Strongly agree","2005","no migration background","Rural Area","1112","0.181916026054076","0.172417090758048","0.191414961350105","7"
"1 Strongly disagree","2006","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2006","direct migration background","Urban Area","","","","","1"
"1 Strongly disagree","2006","direct migration background","Rural Area","","","","","1"
"1 Strongly disagree","2006","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2006","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2006","no migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2006","no migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","direct migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","direct migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","indirect migration background","Urban Area","","","","","2"
"3 on scale 1-7 ","2006","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","indirect migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","no migration background","Urban Area","","","","","3"
"4 on scale 1-7","2006","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2006","no migration background","Urban Area","","","","","4"
"4 on scale 1-7","2006","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2006","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2006","direct migration background","Rural Area","","","","","4"
"4 on scale 1-7","2006","direct migration background","Urban Area","","","","","4"
"5 on scale 1-7","2006","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2006","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2006","direct migration background","Urban Area","","","","","5"
"5 on scale 1-7","2006","direct migration background","Rural Area","","","","","5"
"5 on scale 1-7","2006","no migration background","Urban Area","","","","","5"
"5 on scale 1-7","2006","no migration background","Rural Area","","","","","5"
"6 on scale 1-7","2006","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2006","direct migration background","Urban Area","","","","","6"
"6 on scale 1-7","2006","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2006","direct migration background","Rural Area","","","","","6"
"6 on scale 1-7","2006","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2006","no migration background","Urban Area","","","","","6"
"7 Strongly agree","2006","indirect migration background","Rural Area","","","","","7"
"7 Strongly agree","2006","direct migration background","Urban Area","","","","","7"
"7 Strongly agree","2006","direct migration background","Rural Area","","","","","7"
"7 Strongly agree","2006","indirect migration background","Urban Area","","","","","7"
"7 Strongly agree","2006","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2006","no migration background","Rural Area","","","","","7"
"1 Strongly disagree","2007","no migration background","Urban Area","","","","","1"
"1 Strongly disagree","2007","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2007","direct migration background","Urban Area","","","","","1"
"1 Strongly disagree","2007","direct migration background","Rural Area","","","","","1"
"1 Strongly disagree","2007","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2007","indirect migration background","Rural Area","","","","","1"
"2 on scale 1-7 ","2007","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","indirect migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","direct migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","no migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","direct migration background","Rural Area","","","","","2"
"3 on scale 1-7 ","2007","direct migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","no migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","direct migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","indirect migration background","Urban Area","","","","","3"
"4 on scale 1-7","2007","no migration background","Urban Area","","","","","4"
"4 on scale 1-7","2007","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2007","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2007","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2007","direct migration background","Urban Area","","","","","4"
"4 on scale 1-7","2007","direct migration background","Rural Area","","","","","4"
"5 on scale 1-7","2007","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2007","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2007","direct migration background","Urban Area","","","","","5"
"5 on scale 1-7","2007","direct migration background","Rural Area","","","","","5"
"5 on scale 1-7","2007","no migration background","Urban Area","","","","","5"
"5 on scale 1-7","2007","no migration background","Rural Area","","","","","5"
"6 on scale 1-7","2007","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2007","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2007","direct migration background","Rural Area","","","","","6"
"6 on scale 1-7","2007","no migration background","Urban Area","","","","","6"
"6 on scale 1-7","2007","direct migration background","Urban Area","","","","","6"
"6 on scale 1-7","2007","no migration background","Rural Area","","","","","6"
"7 Strongly agree","2007","indirect migration background","Rural Area","","","","","7"
"7 Strongly agree","2007","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2007","no migration background","Rural Area","","","","","7"
"7 Strongly agree","2007","direct migration background","Urban Area","","","","","7"
"7 Strongly agree","2007","direct migration background","Rural Area","","","","","7"
"7 Strongly agree","2007","indirect migration background","Urban Area","","","","","7"
"1 Strongly disagree","2008","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2008","direct migration background","Urban Area","","","","","1"
"1 Strongly disagree","2008","direct migration background","Rural Area","","","","","1"
"1 Strongly disagree","2008","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2008","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2008","no migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2008","direct migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","indirect migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","direct migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","no migration background","Urban Area","","","","","2"
"3 on scale 1-7 ","2008","direct migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","no migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","direct migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","indirect migration background","Urban Area","","","","","3"
"4 on scale 1-7","2008","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2008","direct migration background","Urban Area","","","","","4"
"4 on scale 1-7","2008","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2008","direct migration background","Rural Area","","","","","4"
"4 on scale 1-7","2008","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2008","no migration background","Urban Area","","","","","4"
"5 on scale 1-7","2008","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2008","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2008","direct migration background","Urban Area","","","","","5"
"5 on scale 1-7","2008","direct migration background","Rural Area","","","","","5"
"5 on scale 1-7","2008","no migration background","Rural Area","","","","","5"
"5 on scale 1-7","2008","no migration background","Urban Area","","","","","5"
"6 on scale 1-7","2008","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2008","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2008","direct migration background","Urban Area","","","","","6"
"6 on scale 1-7","2008","direct migration background","Rural Area","","","","","6"
"6 on scale 1-7","2008","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2008","no migration background","Urban Area","","","","","6"
"7 Strongly agree","2008","indirect migration background","Rural Area","","","","","7"
"7 Strongly agree","2008","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2008","direct migration background","Urban Area","","","","","7"
"7 Strongly agree","2008","direct migration background","Rural Area","","","","","7"
"7 Strongly agree","2008","indirect migration background","Urban Area","","","","","7"
"7 Strongly agree","2008","no migration background","Rural Area","","","","","7"
"1 Strongly disagree","2009","no migration background","Rural Area","71","0.0128162563770266","0.00991548107215306","0.0157170316819001","1"
"1 Strongly disagree","2009","direct migration background","Urban Area","21","","","","1"
"1 Strongly disagree","2009","direct migration background","Rural Area","6","","","","1"
"1 Strongly disagree","2009","indirect migration background","Urban Area","4","","","","1"
"1 Strongly disagree","2009","indirect migration background","Rural Area","","","","","1"
