"plh0219","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","lower secondary degree","37","0.0248697386813308","0.0180583891858238","0.0316810881768377"
"1 Strongly disagree","2005","Full Time","secondary school degree","24","","",""
"1 Strongly disagree","2005","Full Time","college entrance qualification","18","","",""
"1 Strongly disagree","2005","Full Time","Other degree","9","","",""
"1 Strongly disagree","2005","Full Time","no degree/no degree yet","3","","",""
"1 Strongly disagree","2005","Part Time","lower secondary degree","13","","",""
"1 Strongly disagree","2005","Part Time","secondary school degree","12","","",""
"1 Strongly disagree","2005","Part Time","college entrance qualification","10","","",""
"1 Strongly disagree","2005","Part Time","Other degree","6","","",""
"1 Strongly disagree","2005","Part Time","no degree/no degree yet","2","","",""
"1 Strongly disagree","2005","Not Working","lower secondary degree","82","0.0265946520780831","0.0214518692031553","0.031737434953011"
"1 Strongly disagree","2005","Not Working","secondary school degree","25","","",""
"1 Strongly disagree","2005","Not Working","college entrance qualification","12","","",""
"1 Strongly disagree","2005","Not Working","Other degree","16","","",""
"1 Strongly disagree","2005","Not Working","no degree/no degree yet","14","","",""
"2 on scale 1-7 ","2005","Full Time","lower secondary degree","76","0.0413182522570922","0.0326131387632248","0.0500233657509596"
"2 on scale 1-7 ","2005","Full Time","secondary school degree","99","0.0407902710521544","0.033564863616144","0.0480156784881648"
"2 on scale 1-7 ","2005","Full Time","college entrance qualification","119","0.0521780887523047","0.0435819283959149","0.0607742491086945"
"2 on scale 1-7 ","2005","Full Time","Other degree","23","","",""
"2 on scale 1-7 ","2005","Full Time","no degree/no degree yet","2","","",""
"2 on scale 1-7 ","2005","Part Time","lower secondary degree","35","0.0218687781494678","0.0139548519895662","0.0297827043093694"
"2 on scale 1-7 ","2005","Part Time","secondary school degree","43","0.0221100082194537","0.0149319822542526","0.0292880341846547"
"2 on scale 1-7 ","2005","Part Time","college entrance qualification","40","0.0336232767044715","0.0241196949036301","0.043126858505313"
"2 on scale 1-7 ","2005","Part Time","Other degree","13","","",""
"2 on scale 1-7 ","2005","Part Time","no degree/no degree yet","6","","",""
"2 on scale 1-7 ","2005","Not Working","lower secondary degree","177","0.0462784995613113","0.039563367003139","0.0529936321194836"
"2 on scale 1-7 ","2005","Not Working","secondary school degree","50","0.039270952956443","0.0295093831396928","0.0490325227731932"
"2 on scale 1-7 ","2005","Not Working","college entrance qualification","50","0.0425888112918354","0.0313405660333345","0.0538370565503362"
"2 on scale 1-7 ","2005","Not Working","Other degree","31","0.0745961140084781","0.0509183175941142","0.0982739104228419"
"2 on scale 1-7 ","2005","Not Working","no degree/no degree yet","26","","",""
"3 on scale 1-7 ","2005","Full Time","lower secondary degree","171","0.086226610764249","0.073949218042699","0.0985040034857989"
"3 on scale 1-7 ","2005","Full Time","secondary school degree","213","0.0750423868857619","0.0654186997911073","0.0846660739804165"
"3 on scale 1-7 ","2005","Full Time","college entrance qualification","253","0.0938732859739352","0.0825996883491731","0.105146883598697"
"3 on scale 1-7 ","2005","Full Time","Other degree","53","0.145570876216425","0.110204409063409","0.180937343369441"
"3 on scale 1-7 ","2005","Full Time","no degree/no degree yet","7","","",""
"3 on scale 1-7 ","2005","Part Time","lower secondary degree","85","0.0621695716093897","0.0491038839898171","0.0752352592289624"
"3 on scale 1-7 ","2005","Part Time","secondary school degree","94","0.054817691500426","0.0437059089096142","0.0659294740912379"
"3 on scale 1-7 ","2005","Part Time","college entrance qualification","108","0.0774843154597204","0.0633885764753531","0.0915800544440876"
"3 on scale 1-7 ","2005","Part Time","Other degree","31","0.102701069880081","0.0656590810087273","0.139743058751434"
"3 on scale 1-7 ","2005","Part Time","no degree/no degree yet","11","","",""
"3 on scale 1-7 ","2005","Not Working","lower secondary degree","352","0.0908583952278377","0.0816718447471696","0.100044945708506"
"3 on scale 1-7 ","2005","Not Working","secondary school degree","138","0.100984148289202","0.0858417814859486","0.116126515092456"
"3 on scale 1-7 ","2005","Not Working","college entrance qualification","96","0.0829802670219999","0.0676141363072242","0.0983463977367756"
