"plh0219","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","in school","","","",""
"1 Strongly disagree","2005","Full Time","inadequately","5","","",""
"1 Strongly disagree","2005","Full Time","general elemantary","11","","",""
"1 Strongly disagree","2005","Full Time","middle vocational","43","0.0154501403864989","0.0115333739286231","0.0193669068443748"
"1 Strongly disagree","2005","Full Time","vocational + Abi","3","","",""
"1 Strongly disagree","2005","Full Time","higher vocational","12","","",""
"1 Strongly disagree","2005","Full Time","higher education","17","","",""
"1 Strongly disagree","2005","Part Time","in school","","","",""
"1 Strongly disagree","2005","Part Time","inadequately","3","","",""
"1 Strongly disagree","2005","Part Time","general elemantary","5","","",""
"1 Strongly disagree","2005","Part Time","middle vocational","23","","",""
"1 Strongly disagree","2005","Part Time","vocational + Abi","4","","",""
"1 Strongly disagree","2005","Part Time","higher vocational","2","","",""
"1 Strongly disagree","2005","Part Time","higher education","8","","",""
"1 Strongly disagree","2005","Not Working","in school","6","","",""
"1 Strongly disagree","2005","Not Working","inadequately","9","","",""
"1 Strongly disagree","2005","Not Working","general elemantary","35","0.0302599415880997","0.0211085472072055","0.0394113359689938"
"1 Strongly disagree","2005","Not Working","middle vocational","78","0.0235649231771577","0.0188200168435628","0.0283098295107527"
"1 Strongly disagree","2005","Not Working","vocational + Abi","1","","",""
"1 Strongly disagree","2005","Not Working","higher vocational","8","","",""
"1 Strongly disagree","2005","Not Working","higher education","12","","",""
"2 on scale 1-7 ","2005","Full Time","in school","","","",""
"2 on scale 1-7 ","2005","Full Time","inadequately","2","","",""
"2 on scale 1-7 ","2005","Full Time","general elemantary","24","","",""
"2 on scale 1-7 ","2005","Full Time","middle vocational","132","0.036201120248115","0.0302691793098898","0.0421330611863402"
"2 on scale 1-7 ","2005","Full Time","vocational + Abi","20","","",""
"2 on scale 1-7 ","2005","Full Time","higher vocational","31","0.0513529740694068","0.0357531375860181","0.0669528105527955"
"2 on scale 1-7 ","2005","Full Time","higher education","110","0.061275875061062","0.0513394124996741","0.07121233762245"
"2 on scale 1-7 ","2005","Part Time","in school","5","","",""
