"plh0219","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Urban Area","West Germany","170","0.0172057896152163","0.0148871710865734","0.0195244081438592"
"1 Strongly disagree","2005","Urban Area","East Germany","29","","",""
"1 Strongly disagree","2005","Rural Area","West Germany","49","0.0147659910931312","0.0108055717021224","0.01872641048414"
"1 Strongly disagree","2005","Rural Area","East Germany","40","0.0194395472656134","0.0147175386326634","0.0241615558985633"
"2 on scale 1-7 ","2005","Urban Area","West Germany","498","0.043073198428361","0.0394532396642877","0.0466931571924344"
"2 on scale 1-7 ","2005","Urban Area","East Germany","58","0.0395625427242271","0.0304479167214931","0.0486771687269611"
"2 on scale 1-7 ","2005","Rural Area","West Germany","120","0.0349390922404827","0.0289097026004572","0.0409684818805081"
"2 on scale 1-7 ","2005","Rural Area","East Germany","127","0.0420590587325694","0.0351939778429822","0.0489241396221567"
"3 on scale 1-7 ","2005","Urban Area","West Germany","1034","0.0838977959129218","0.0789545986346286","0.0888409931912149"
"3 on scale 1-7 ","2005","Urban Area","East Germany","155","0.0854391587810053","0.0723685145659874","0.0985098029960233"
"3 on scale 1-7 ","2005","Rural Area","West Germany","310","0.0930177186037566","0.0834804849394615","0.102554952268052"
"3 on scale 1-7 ","2005","Rural Area","East Germany","257","0.0830769379084711","0.0736373463072759","0.0925165295096664"
"4 on scale 1-7","2005","Urban Area","West Germany","2328","0.19379217692673","0.186744397104347","0.200839956749112"
"4 on scale 1-7","2005","Urban Area","East Germany","338","0.191544494850801","0.17314418616377","0.209944803537833"
"4 on scale 1-7","2005","Rural Area","West Germany","710","0.20225635506067","0.189067018680608","0.215445691440732"
"4 on scale 1-7","2005","Rural Area","East Germany","628","0.197747828057801","0.184125296312097","0.211370359803506"
"5 on scale 1-7","2005","Urban Area","West Germany","2732","0.22676024059269","0.219294012622263","0.234226468563117"
"5 on scale 1-7","2005","Urban Area","East Germany","404","0.229874068635858","0.210200276654687","0.249547860617028"
"5 on scale 1-7","2005","Rural Area","West Germany","837","0.219026724880734","0.205446504407251","0.232606945354217"
"5 on scale 1-7","2005","Rural Area","East Germany","822","0.230813770587984","0.216402803546525","0.245224737629443"
"6 on scale 1-7","2005","Urban Area","West Germany","3025","0.242287555511219","0.234647817467838","0.2499272935546"
"6 on scale 1-7","2005","Urban Area","East Germany","439","0.223281451168892","0.2038090112889","0.242753891048884"
"6 on scale 1-7","2005","Rural Area","West Germany","909","0.249686651207456","0.235474520968398","0.263898781446514"
"6 on scale 1-7","2005","Rural Area","East Germany","829","0.247594507502762","0.23283258236511","0.262356432640413"
"7 Strongly agree","2005","Urban Area","West Germany","2296","0.192983243012862","0.185946660580809","0.200019825444915"
"7 Strongly agree","2005","Urban Area","East Germany","334","0.208121876137323","0.189139514231535","0.227104238043111"
"7 Strongly agree","2005","Rural Area","West Germany","628","0.18630746691377","0.173522916039043","0.199092017788497"
"7 Strongly agree","2005","Rural Area","East Germany","581","0.179268349944799","0.16614940473993","0.192387295149668"
"1 Strongly disagree","2006","Urban Area","West Germany","","","",""
"1 Strongly disagree","2006","Urban Area","East Germany","","","",""
"1 Strongly disagree","2006","Rural Area","West Germany","","","",""
"1 Strongly disagree","2006","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2006","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2006","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2006","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2006","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2006","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2006","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2006","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2006","Rural Area","East Germany","","","",""
"4 on scale 1-7","2006","Urban Area","West Germany","","","",""
"4 on scale 1-7","2006","Urban Area","East Germany","","","",""
"4 on scale 1-7","2006","Rural Area","West Germany","","","",""
"4 on scale 1-7","2006","Rural Area","East Germany","","","",""
"5 on scale 1-7","2006","Urban Area","West Germany","","","",""
"5 on scale 1-7","2006","Urban Area","East Germany","","","",""
"5 on scale 1-7","2006","Rural Area","West Germany","","","",""
"5 on scale 1-7","2006","Rural Area","East Germany","","","",""
"6 on scale 1-7","2006","Urban Area","West Germany","","","",""
"6 on scale 1-7","2006","Urban Area","East Germany","","","",""
"6 on scale 1-7","2006","Rural Area","West Germany","","","",""
"6 on scale 1-7","2006","Rural Area","East Germany","","","",""
"7 Strongly agree","2006","Urban Area","West Germany","","","",""
"7 Strongly agree","2006","Urban Area","East Germany","","","",""
"7 Strongly agree","2006","Rural Area","West Germany","","","",""
"7 Strongly agree","2006","Rural Area","East Germany","","","",""
"1 Strongly disagree","2007","Urban Area","West Germany","","","",""
"1 Strongly disagree","2007","Urban Area","East Germany","","","",""
"1 Strongly disagree","2007","Rural Area","West Germany","","","",""
"1 Strongly disagree","2007","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2007","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2007","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2007","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2007","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2007","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2007","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2007","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2007","Rural Area","East Germany","","","",""
"4 on scale 1-7","2007","Urban Area","West Germany","","","",""
"4 on scale 1-7","2007","Urban Area","East Germany","","","",""
"4 on scale 1-7","2007","Rural Area","West Germany","","","",""
"4 on scale 1-7","2007","Rural Area","East Germany","","","",""
"5 on scale 1-7","2007","Urban Area","West Germany","","","",""
"5 on scale 1-7","2007","Urban Area","East Germany","","","",""
"5 on scale 1-7","2007","Rural Area","West Germany","","","",""
"5 on scale 1-7","2007","Rural Area","East Germany","","","",""
"6 on scale 1-7","2007","Urban Area","West Germany","","","",""
"6 on scale 1-7","2007","Urban Area","East Germany","","","",""
"6 on scale 1-7","2007","Rural Area","West Germany","","","",""
"6 on scale 1-7","2007","Rural Area","East Germany","","","",""
"7 Strongly agree","2007","Urban Area","West Germany","","","",""
"7 Strongly agree","2007","Urban Area","East Germany","","","",""
"7 Strongly agree","2007","Rural Area","West Germany","","","",""
"7 Strongly agree","2007","Rural Area","East Germany","","","",""
"1 Strongly disagree","2008","Urban Area","West Germany","","","",""
"1 Strongly disagree","2008","Urban Area","East Germany","","","",""
"1 Strongly disagree","2008","Rural Area","West Germany","","","",""
"1 Strongly disagree","2008","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2008","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2008","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2008","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2008","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2008","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2008","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2008","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2008","Rural Area","East Germany","","","",""
"4 on scale 1-7","2008","Urban Area","West Germany","","","",""
"4 on scale 1-7","2008","Urban Area","East Germany","","","",""
"4 on scale 1-7","2008","Rural Area","West Germany","","","",""
"4 on scale 1-7","2008","Rural Area","East Germany","","","",""
"5 on scale 1-7","2008","Urban Area","West Germany","","","",""
"5 on scale 1-7","2008","Urban Area","East Germany","","","",""
"5 on scale 1-7","2008","Rural Area","West Germany","","","",""
"5 on scale 1-7","2008","Rural Area","East Germany","","","",""
"6 on scale 1-7","2008","Urban Area","West Germany","","","",""
"6 on scale 1-7","2008","Urban Area","East Germany","","","",""
