"plh0219","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","in school","Urban Area","5","","","","1"
"1 Strongly disagree","2005","in school","Rural Area","1","","","","1"
"1 Strongly disagree","2005","inadequately","Urban Area","12","","","","1"
"1 Strongly disagree","2005","inadequately","Rural Area","5","","","","1"
"1 Strongly disagree","2005","general elemantary","Urban Area","32","0.0209465903293224","0.0140093999538527","0.0278837807047922","1"
"1 Strongly disagree","2005","general elemantary","Rural Area","19","","","","1"
"1 Strongly disagree","2005","middle vocational","Urban Area","101","0.0208322190267617","0.0173676091265911","0.0242968289269322","1"
"1 Strongly disagree","2005","middle vocational","Rural Area","43","0.0141230713499024","0.0103281474651147","0.0179179952346901","1"
"1 Strongly disagree","2005","vocational + Abi","Urban Area","5","","","","1"
"1 Strongly disagree","2005","vocational + Abi","Rural Area","3","","","","1"
"1 Strongly disagree","2005","higher vocational","Urban Area","15","","","","1"
"1 Strongly disagree","2005","higher vocational","Rural Area","7","","","","1"
"1 Strongly disagree","2005","higher education","Urban Area","27","","","","1"
"1 Strongly disagree","2005","higher education","Rural Area","10","","","","1"
"2 on scale 1-7 ","2005","general elemantary","Rural Area","35","0.0551765350000196","0.0389650367917113","0.071388033208328","2"
"2 on scale 1-7 ","2005","middle vocational","Urban Area","235","0.0366729488952231","0.0321134426731478","0.0412324551172985","2"
"2 on scale 1-7 ","2005","middle vocational","Rural Area","125","0.0318889503755914","0.026238151602907","0.0375397491482759","2"
"2 on scale 1-7 ","2005","vocational + Abi","Urban Area","30","0.0287252291214952","0.0176196551931541","0.0398308030498363","2"
"2 on scale 1-7 ","2005","higher vocational","Urban Area","44","0.0519423671661225","0.0381815702549195","0.0657031640773255","2"
"2 on scale 1-7 ","2005","higher vocational","Rural Area","24","","","","2"
"2 on scale 1-7 ","2005","higher education","Urban Area","141","0.0606733532145905","0.0520847317348672","0.0692619746943138","2"
"2 on scale 1-7 ","2005","higher education","Rural Area","42","0.0450993088104091","0.0333529693818141","0.056845648239004","2"
"2 on scale 1-7 ","2005","in school","Urban Area","5","","","","2"
"2 on scale 1-7 ","2005","in school","Rural Area","6","","","","2"
"2 on scale 1-7 ","2005","inadequately","Urban Area","16","","","","2"
"2 on scale 1-7 ","2005","inadequately","Rural Area","5","","","","2"
"2 on scale 1-7 ","2005","general elemantary","Urban Area","75","0.047536198143238","0.0372285350923646","0.0578438611941115","2"
"2 on scale 1-7 ","2005","vocational + Abi","Rural Area","7","","","","2"
"3 on scale 1-7 ","2005","general elemantary","Urban Area","163","0.0956437365305328","0.0813967900145331","0.109890683046532","3"
"3 on scale 1-7 ","2005","general elemantary","Rural Area","72","0.0873668040738428","0.0673178389293593","0.107415769218326","3"
"3 on scale 1-7 ","2005","middle vocational","Urban Area","526","0.0776679250008684","0.0711752670258967","0.08416058297584","3"
"3 on scale 1-7 ","2005","in school","Urban Area","38","0.0853239105389134","0.0595411830058671","0.11110663807196","3"
"3 on scale 1-7 ","2005","in school","Rural Area","9","","","","3"
"3 on scale 1-7 ","2005","inadequately","Urban Area","19","","","","3"
"3 on scale 1-7 ","2005","inadequately","Rural Area","6","","","","3"
"3 on scale 1-7 ","2005","middle vocational","Rural Area","271","0.0811958434901021","0.0724115767326889","0.0899801102475152","3"
"3 on scale 1-7 ","2005","vocational + Abi","Urban Area","70","0.0947135729771936","0.0752448566387722","0.114182289315615","3"
"3 on scale 1-7 ","2005","vocational + Abi","Rural Area","30","0.122106774244736","0.0826868412109252","0.161526707278547","3"
"3 on scale 1-7 ","2005","higher vocational","Urban Area","69","0.0614308210002566","0.0465409254595669","0.0763207165409462","3"
"3 on scale 1-7 ","2005","higher vocational","Rural Area","50","0.0970502927336855","0.0724221418810158","0.121678443586355","3"
"3 on scale 1-7 ","2005","higher education","Urban Area","281","0.092779068408186","0.0823415398360617","0.10321659698031","3"
"3 on scale 1-7 ","2005","higher education","Rural Area","118","0.107198813148767","0.0896878163965544","0.124709809900979","3"
"4 on scale 1-7","2005","middle vocational","Urban Area","1284","0.196141642017497","0.186509282421804","0.20577400161319","4"
"4 on scale 1-7","2005","general elemantary","Rural Area","153","0.194780059836646","0.166661044194658","0.222899075478633","4"
"4 on scale 1-7","2005","higher education","Rural Area","248","0.205623362753201","0.182746948113599","0.228499777392803","4"
"4 on scale 1-7","2005","middle vocational","Rural Area","709","0.205800716686108","0.192798562011244","0.218802871360972","4"
"4 on scale 1-7","2005","vocational + Abi","Urban Area","151","0.190338945068083","0.164238154807902","0.216439735328263","4"
