"plh0219","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","1-pers.-HH","in school","","","","","1"
"1 Strongly disagree","2005","1-pers.-HH","inadequately","","","","","1"
"1 Strongly disagree","2005","1-pers.-HH","general elemantary","13","","","","1"
"1 Strongly disagree","2005","1-pers.-HH","middle vocational","29","","","","1"
"1 Strongly disagree","2005","1-pers.-HH","vocational + Abi","","","","","1"
"1 Strongly disagree","2005","1-pers.-HH","higher vocational","3","","","","1"
"1 Strongly disagree","2005","1-pers.-HH","higher education","5","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","in school","","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","inadequately","3","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","general elemantary","18","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","middle vocational","59","0.0202135019685875","0.0156448736181929","0.0247821303189821","1"
"1 Strongly disagree","2005","(Married) couple without C. ","vocational + Abi","1","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","higher vocational","10","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","higher education","10","","","","1"
"1 Strongly disagree","2005","Single parent ","in school","1","","","","1"
"1 Strongly disagree","2005","Single parent ","inadequately","1","","","","1"
"1 Strongly disagree","2005","Single parent ","general elemantary","4","","","","1"
"1 Strongly disagree","2005","Single parent ","middle vocational","7","","","","1"
"1 Strongly disagree","2005","Single parent ","vocational + Abi","1","","","","1"
"1 Strongly disagree","2005","Single parent ","higher vocational","","","","","1"
"1 Strongly disagree","2005","Single parent ","higher education","","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","in school","","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","inadequately","3","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","general elemantary","4","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","middle vocational","16","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","vocational + Abi","2","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","higher vocational","4","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","higher education","6","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","in school","","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","inadequately","5","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","general elemantary","5","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","middle vocational","17","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","vocational + Abi","2","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","higher vocational","2","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","higher education","11","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","in school","5","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","inadequately","2","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","general elemantary","6","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","middle vocational","13","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","vocational + Abi","2","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","higher vocational","3","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","higher education","4","","","","1"
"2 on scale 1-7 ","2005","(Married) couple without C. ","higher education","83","0.0586646977618186","0.0473464677223962","0.069982927801241","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","in school","3","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","general elemantary","12","","","","2"
"2 on scale 1-7 ","2005","Single parent ","in school","1","","","","2"
"2 on scale 1-7 ","2005","Single parent ","inadequately","1","","","","2"
"2 on scale 1-7 ","2005","Single parent ","general elemantary","9","","","","2"
"2 on scale 1-7 ","2005","Single parent ","middle vocational","16","","","","2"
"2 on scale 1-7 ","2005","Single parent ","vocational + Abi","3","","","","2"
"2 on scale 1-7 ","2005","Single parent ","higher vocational","2","","","","2"
"2 on scale 1-7 ","2005","Single parent ","higher education","6","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","in school","","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","inadequately","4","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","higher vocational","18","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","higher education","33","0.0655995036743554","0.0487966953723586","0.0824023119763521","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","in school","6","","","","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","inadequately","3","","","","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","general elemantary","13","","","","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","middle vocational","69","0.0359034727300079","0.027243386604504","0.0445635588555119","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","vocational + Abi","9","","","","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","higher vocational","12","","","","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","higher education","24","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","inadequately","3","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","middle vocational","19","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","vocational + Abi","2","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","higher vocational","3","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","in school","1","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","inadequately","2","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","general elemantary","23","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","middle vocational","59","0.0418602575078823","0.0318611290732147","0.05185938594255","2"
"2 on scale 1-7 ","2005","1-pers.-HH","vocational + Abi","2","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","higher vocational","9","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","higher education","25","","","","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","in school","","","","","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","inadequately","4","","","","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","general elemantary","28","","","","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","middle vocational","132","0.0350848485685121","0.0291116948579695","0.0410580022790547","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","vocational + Abi","12","","","","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","higher vocational","23","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","general elemantary","16","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","middle vocational","54","0.0281572983973788","0.0205864960908269","0.0357281007039306","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","vocational + Abi","9","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","higher education","7","","","","2"
"3 on scale 1-7 ","2005","(Married) couple without C. ","inadequately","11","","","","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","in school","","","","","3"
"3 on scale 1-7 ","2005","Single parent ","vocational + Abi","5","","","","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","general elemantary","68","0.0891950851940151","0.0679434568415353","0.110446713546495","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","middle vocational","322","0.0904126277327738","0.0811029192558816","0.0997223362096661","3"
"3 on scale 1-7 ","2005","Single parent ","inadequately","2","","","","3"
"3 on scale 1-7 ","2005","Single parent ","general elemantary","16","","","","3"
"3 on scale 1-7 ","2005","Single parent ","in school","7","","","","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","vocational + Abi","31","0.0933605917827812","0.0629674319914509","0.123753751574112","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","higher education","163","0.104589195752688","0.0898500436132767","0.119328347892099","3"
"3 on scale 1-7 ","2005","1-pers.-HH","in school","1","","","","3"
"3 on scale 1-7 ","2005","1-pers.-HH","inadequately","1","","","","3"
"3 on scale 1-7 ","2005","1-pers.-HH","general elemantary","47","0.114832695543218","0.0846634182591302","0.145001972827306","3"
"3 on scale 1-7 ","2005","1-pers.-HH","middle vocational","133","0.0849546939705087","0.0710339719794428","0.0988754159615746","3"
"3 on scale 1-7 ","2005","1-pers.-HH","vocational + Abi","14","","","","3"
"3 on scale 1-7 ","2005","1-pers.-HH","higher education","45","0.0698624826964705","0.0487306202218235","0.0909943451711175","3"
"3 on scale 1-7 ","2005","Single parent ","middle vocational","28","","","","3"
"3 on scale 1-7 ","2005","Single parent ","higher vocational","3","","","","3"
"3 on scale 1-7 ","2005","Single parent ","higher education","6","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","in school","1","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","inadequately","","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","middle vocational","130","0.0615405159735032","0.0505419324865531","0.0725390994604533","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","higher vocational","32","0.100330699790551","0.071249351755342","0.12941204782576","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","higher education","80","0.110899070209118","0.0895880348134867","0.132210105604749","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","in school","17","","","","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","inadequately","3","","","","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","general elemantary","45","0.112608925530395","0.0826956907019906","0.1425221603588","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","middle vocational","126","0.0780998912700702","0.0656099363480823","0.090589846192058","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","vocational + Abi","15","","","","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","higher education","74","0.108061490909854","0.0837995409154494","0.132323440904259","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","in school","19","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","inadequately","6","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","general elemantary","16","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","middle vocational","38","0.0609887135756934","0.0427175785819336","0.0792598485694531","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","vocational + Abi","2","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","higher vocational","6","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","higher education","26","","","","3"
"3 on scale 1-7 ","2005","1-pers.-HH","higher vocational","14","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","general elemantary","24","","","","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","higher vocational","17","","","","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","higher vocational","46","0.0688078344570556","0.047805402170984","0.0898102667431272","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","vocational + Abi","29","","","","3"
"4 on scale 1-7","2005","(Married) couple without C. ","higher education","310","0.187040435397465","0.16825937325515","0.20582149753978","4"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","inadequately","3","","","","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","higher education","169","0.17607597627441","0.150226086160986","0.201925866387833","4"
"4 on scale 1-7","2005","Single parent ","vocational + Abi","5","","","","4"
"4 on scale 1-7","2005","Single parent ","middle vocational","97","0.199224450824486","0.165283891421099","0.233165010227872","4"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","in school","40","0.113072658524644","0.0741274479906591","0.152017869058629","4"
"4 on scale 1-7","2005","Single parent ","general elemantary","35","0.18886941881706","0.135677870361207","0.242060967272913","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","higher vocational","75","0.192847222782753","0.15465800791328","0.231036437652226","4"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","vocational + Abi","12","","","","4"
"4 on scale 1-7","2005","Single parent ","higher vocational","11","","","","4"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","general elemantary","43","0.213981717009913","0.162628257387819","0.265335176632008","4"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","middle vocational","115","0.171281608399571","0.142516617659375","0.200046599139766","4"
"4 on scale 1-7","2005","Single parent ","in school","21","","","","4"
"4 on scale 1-7","2005","Single parent ","inadequately","7","","","","4"
"4 on scale 1-7","2005","Single parent ","higher education","19","","","","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","in school","","","","","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","higher education","112","0.191434268403743","0.160688151412691","0.222180385394795","4"
"4 on scale 1-7","2005","1-pers.-HH","in school","","","","","4"
"4 on scale 1-7","2005","1-pers.-HH","inadequately","6","","","","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","inadequately","10","","","","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","general elemantary","58","0.222003595575293","0.172704884284422","0.271302306866164","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","middle vocational","348","0.192093244581378","0.1740636861164","0.210122803046356","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","vocational + Abi","56","0.214172097211738","0.168795864713126","0.259548329710351","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","in school","47","0.169289891874349","0.124392516324053","0.214187267424645","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","inadequately","10","","","","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","general elemantary","84","0.197009180726305","0.159371923481653","0.234646437970958","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","middle vocational","365","0.216580683346626","0.197407213231531","0.235754153461721","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","vocational + Abi","29","","","","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","higher vocational","39","0.154541062632229","0.105535751059497","0.203546374204961","4"
"4 on scale 1-7","2005","1-pers.-HH","general elemantary","89","0.201838080360556","0.16385707115676","0.239819089564351","4"
"4 on scale 1-7","2005","1-pers.-HH","middle vocational","276","0.195609862353453","0.175804831924197","0.215414892782709","4"
"4 on scale 1-7","2005","1-pers.-HH","vocational + Abi","30","0.191272501653539","0.133331122010836","0.249213881296243","4"
"4 on scale 1-7","2005","1-pers.-HH","higher vocational","36","0.183583821148416","0.129522334816152","0.23764530748068","4"
"4 on scale 1-7","2005","1-pers.-HH","higher education","99","0.181186463802178","0.149256563069026","0.213116364535331","4"
"4 on scale 1-7","2005","(Married) couple without C. ","in school","1","","","","4"
"4 on scale 1-7","2005","(Married) couple without C. ","inadequately","21","","","","4"
"4 on scale 1-7","2005","(Married) couple without C. ","general elemantary","152","0.20801457815039","0.177751399101023","0.238277757199757","4"
"4 on scale 1-7","2005","(Married) couple without C. ","middle vocational","734","0.202931331648883","0.189874982771708","0.215987680526057","4"
"4 on scale 1-7","2005","(Married) couple without C. ","vocational + Abi","59","0.166412988038673","0.127504367086537","0.205321608990809","4"
"4 on scale 1-7","2005","(Married) couple without C. ","higher vocational","112","0.199758117874943","0.166584422763348","0.232931812986539","4"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","higher vocational","17","","","","4"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","higher education","56","0.190678189887629","0.145387357556643","0.235969022218615","4"
"5 on scale 1-7","2005","Couple + C. LE 16 ","higher vocational","103","0.265697611600736","0.22294255769778","0.308452665503691","5"
"5 on scale 1-7","2005","Couple + C. LE 16 ","higher education","206","0.25050159965453","0.2210942644065","0.27990893490256","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","in school","67","0.249062004243014","0.197285053189415","0.300838955296613","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","inadequately","8","","","","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","general elemantary","98","0.260874990224995","0.219322733387083","0.302427247062907","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","middle vocational","411","0.222778232087349","0.203409438203267","0.242147025971431","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","vocational + Abi","37","0.217789249616123","0.15628499650204","0.279293502730206","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","in school","56","0.221423836461826","0.17036228926592","0.272485383657731","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","inadequately","6","","","","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","general elemantary","66","0.246084734461665","0.19214998642104","0.300019482502289","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","middle vocational","151","0.189954517179334","0.160005339744638","0.219903694614029","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","vocational + Abi","16","","","","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","higher vocational","22","","","","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","higher education","82","0.282765408897131","0.230844423857468","0.334686393936793","5"
"5 on scale 1-7","2005","1-pers.-HH","in school","1","","","","5"
"5 on scale 1-7","2005","1-pers.-HH","inadequately","5","","","","5"
"5 on scale 1-7","2005","1-pers.-HH","general elemantary","84","0.192606171358736","0.155289984691366","0.229922358026106","5"
"5 on scale 1-7","2005","1-pers.-HH","middle vocational","339","0.224003071768934","0.203186761155022","0.244819382382846","5"
"5 on scale 1-7","2005","1-pers.-HH","vocational + Abi","42","0.212141965710154","0.15191392486315","0.272370006557157","5"
"5 on scale 1-7","2005","1-pers.-HH","higher vocational","48","0.212664288451529","0.155524025212696","0.269804551690361","5"
"5 on scale 1-7","2005","1-pers.-HH","higher education","137","0.245518016306356","0.209839375023597","0.281196657589116","5"
"5 on scale 1-7","2005","(Married) couple without C. ","in school","2","","","","5"
"5 on scale 1-7","2005","(Married) couple without C. ","inadequately","11","","","","5"
"5 on scale 1-7","2005","(Married) couple without C. ","general elemantary","147","0.213830833227098","0.183260354837211","0.244401311616985","5"
"5 on scale 1-7","2005","(Married) couple without C. ","middle vocational","820","0.214659643565311","0.201330461986615","0.227988825144007","5"
"5 on scale 1-7","2005","(Married) couple without C. ","higher education","406","0.236664948262824","0.216193786138443","0.257136110387204","5"
"5 on scale 1-7","2005","Single parent ","in school","14","","","","5"
"5 on scale 1-7","2005","Single parent ","inadequately","2","","","","5"
"5 on scale 1-7","2005","Single parent ","general elemantary","49","0.210174676311529","0.154804979655397","0.26554437296766","5"
"5 on scale 1-7","2005","Single parent ","middle vocational","127","0.220051341823783","0.184847724365425","0.25525495928214","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","higher vocational","49","0.217632939961","0.161690353603556","0.273575526318444","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","higher education","151","0.22874690421277","0.195922349671817","0.261571458753723","5"
"5 on scale 1-7","2005","Single parent ","vocational + Abi","8","","","","5"
"5 on scale 1-7","2005","Single parent ","higher vocational","11","","","","5"
"5 on scale 1-7","2005","Single parent ","higher education","27","","","","5"
