"plb0050","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2001","indirect migration background","higher education","16","","","","2"
"No","2001","indirect migration background","inadequately","4","","","","2"
"No","2001","indirect migration background","middle vocational","101","0.484430701856565","0.416998674509541","0.551862729203588","2"
"No","2001","indirect migration background","higher vocational","10","","","","2"
"No","2001","indirect migration background","general elemantary","76","0.526621026619326","0.443914905592002","0.609327147646651","2"
"No","2001","indirect migration background","vocational + Abi","14","","","","2"
"No","2001","no migration background","in school","51","0.847358104738763","0.75783758086654","0.936878628610986","2"
"No","2001","no migration background","general elemantary","445","0.559769480414509","0.524170917031306","0.595368043797712","2"
"No","2001","no migration background","higher vocational","478","0.476150146465457","0.444992482494696","0.507307810436219","2"
"No","2001","direct migration background","in school","5","","","","2"
"No","2001","direct migration background","middle vocational","318","0.524084448820522","0.48580860256348","0.562360295077565","2"
"No","2001","direct migration background","vocational + Abi","74","0.478609193386198","0.400717391527533","0.556500995244863","2"
"No","2001","direct migration background","higher vocational","54","0.524109125735916","0.429480888192068","0.618737363279765","2"
"No","2001","direct migration background","higher education","103","0.414939923285882","0.351263741186566","0.478616105385197","2"
"No","2001","indirect migration background","in school","3","","","","2"
"No","2001","no migration background","inadequately","18","","","","2"
"No","2001","no migration background","middle vocational","2960","0.504110895688327","0.491205655344373","0.517016136032282","2"
"No","2001","no migration background","higher education","913","0.411699703663565","0.391564939048882","0.431834468278249","2"
"No","2001","direct migration background","inadequately","26","","","","2"
"No","2001","no migration background","vocational + Abi","236","0.449761895732979","0.406880443980795","0.492643347485164","2"
"No","2001","direct migration background","general elemantary","163","0.505292650946263","0.454621827520707","0.555963474371818","2"
"Yes","2001","no migration background","in school","11","","","","1"
"Yes","2001","no migration background","inadequately","14","","","","1"
"Yes","2001","no migration background","general elemantary","302","0.440230519585491","0.404631956202288","0.475829082968694","1"
"Yes","2001","no migration background","middle vocational","2806","0.495889104311673","0.482983863967718","0.508794344655627","1"
"Yes","2001","no migration background","vocational + Abi","281","0.550238104267021","0.507356652514836","0.593119556019205","1"
"Yes","2001","no migration background","higher vocational","509","0.523849853534543","0.492692189563781","0.555007517505304","1"
"Yes","2001","no migration background","higher education","1382","0.588300296336435","0.568165531721751","0.608435060951118","1"
"Yes","2001","direct migration background","in school","1","","","","1"
"Yes","2001","direct migration background","inadequately","40","0.56854744879977","0.44905897845285","0.68803591914669","1"
"Yes","2001","direct migration background","general elemantary","211","0.494707349053737","0.444036525628182","0.545378172479293","1"
"Yes","2001","direct migration background","middle vocational","336","0.475915551179478","0.437639704922435","0.51419139743652","1"
"Yes","2001","direct migration background","vocational + Abi","84","0.521390806613802","0.443499004755137","0.599282608472467","1"
"Yes","2001","direct migration background","higher vocational","53","0.475890874264084","0.381262636720235","0.570519111807932","1"
"Yes","2001","direct migration background","higher education","127","0.585060076714119","0.521383894614803","0.648736258813434","1"
"Yes","2001","indirect migration background","in school","1","","","","1"
"Yes","2001","indirect migration background","inadequately","","","","","1"
"Yes","2001","indirect migration background","general elemantary","64","0.473378973380674","0.390672852353349","0.556085094407998","1"
"Yes","2001","indirect migration background","middle vocational","110","0.515569298143436","0.448137270796412","0.583001325490459","1"
"Yes","2001","indirect migration background","vocational + Abi","13","","","","1"
"Yes","2001","indirect migration background","higher vocational","17","","","","1"
"Yes","2001","indirect migration background","higher education","28","","","","1"
"No","2002","indirect migration background","higher education","","","","","2"
"No","2002","indirect migration background","vocational + Abi","","","","","2"
"No","2002","indirect migration background","middle vocational","","","","","2"
"No","2002","indirect migration background","higher vocational","","","","","2"
"No","2002","indirect migration background","inadequately","","","","","2"
"No","2002","indirect migration background","general elemantary","","","","","2"
"No","2002","direct migration background","higher vocational","","","","","2"
"No","2002","indirect migration background","in school","","","","","2"
"No","2002","direct migration background","higher education","","","","","2"
"No","2002","direct migration background","middle vocational","","","","","2"
"No","2002","direct migration background","vocational + Abi","","","","","2"
"No","2002","no migration background","in school","","","","","2"
"No","2002","no migration background","general elemantary","","","","","2"
"No","2002","no migration background","middle vocational","","","","","2"
"No","2002","no migration background","higher vocational","","","","","2"
"No","2002","direct migration background","in school","","","","","2"
"No","2002","direct migration background","inadequately","","","","","2"
"No","2002","direct migration background","general elemantary","","","","","2"
"No","2002","no migration background","inadequately","","","","","2"
"No","2002","no migration background","higher education","","","","","2"
"No","2002","no migration background","vocational + Abi","","","","","2"
"Yes","2002","no migration background","in school","","","","","1"
"Yes","2002","no migration background","inadequately","","","","","1"
"Yes","2002","no migration background","general elemantary","","","","","1"
"Yes","2002","no migration background","middle vocational","","","","","1"
"Yes","2002","no migration background","vocational + Abi","","","","","1"
"Yes","2002","no migration background","higher vocational","","","","","1"
"Yes","2002","no migration background","higher education","","","","","1"
"Yes","2002","direct migration background","in school","","","","","1"
"Yes","2002","direct migration background","inadequately","","","","","1"
"Yes","2002","direct migration background","general elemantary","","","","","1"
"Yes","2002","direct migration background","middle vocational","","","","","1"
"Yes","2002","direct migration background","vocational + Abi","","","","","1"
"Yes","2002","direct migration background","higher vocational","","","","","1"
"Yes","2002","direct migration background","higher education","","","","","1"
"Yes","2002","indirect migration background","in school","","","","","1"
"Yes","2002","indirect migration background","inadequately","","","","","1"
"Yes","2002","indirect migration background","general elemantary","","","","","1"
"Yes","2002","indirect migration background","middle vocational","","","","","1"
"Yes","2002","indirect migration background","vocational + Abi","","","","","1"
"Yes","2002","indirect migration background","higher vocational","","","","","1"
"Yes","2002","indirect migration background","higher education","","","","","1"
"No","2003","indirect migration background","higher education","","","","","2"
"No","2003","indirect migration background","inadequately","","","","","2"
"No","2003","indirect migration background","middle vocational","","","","","2"
"No","2003","indirect migration background","general elemantary","","","","","2"
"No","2003","indirect migration background","vocational + Abi","","","","","2"
"No","2003","indirect migration background","higher vocational","","","","","2"
"No","2003","direct migration background","vocational + Abi","","","","","2"
"No","2003","direct migration background","higher education","","","","","2"
"No","2003","direct migration background","middle vocational","","","","","2"
"No","2003","direct migration background","higher vocational","","","","","2"
"No","2003","indirect migration background","in school","","","","","2"
"No","2003","no migration background","in school","","","","","2"
"No","2003","no migration background","inadequately","","","","","2"
"No","2003","no migration background","general elemantary","","","","","2"
"No","2003","no migration background","middle vocational","","","","","2"
"No","2003","no migration background","higher vocational","","","","","2"
"No","2003","no migration background","higher education","","","","","2"
"No","2003","direct migration background","in school","","","","","2"
"No","2003","direct migration background","inadequately","","","","","2"
"No","2003","direct migration background","general elemantary","","","","","2"
"No","2003","no migration background","vocational + Abi","","","","","2"
"Yes","2003","no migration background","in school","","","","","1"
"Yes","2003","no migration background","inadequately","","","","","1"
"Yes","2003","no migration background","general elemantary","","","","","1"
"Yes","2003","no migration background","middle vocational","","","","","1"
"Yes","2003","no migration background","vocational + Abi","","","","","1"
"Yes","2003","no migration background","higher vocational","","","","","1"
"Yes","2003","no migration background","higher education","","","","","1"
"Yes","2003","direct migration background","in school","","","","","1"
"Yes","2003","direct migration background","inadequately","","","","","1"
"Yes","2003","direct migration background","general elemantary","","","","","1"
"Yes","2003","direct migration background","middle vocational","","","","","1"
"Yes","2003","direct migration background","vocational + Abi","","","","","1"
"Yes","2003","direct migration background","higher vocational","","","","","1"
"Yes","2003","direct migration background","higher education","","","","","1"
"Yes","2003","indirect migration background","in school","","","","","1"
"Yes","2003","indirect migration background","inadequately","","","","","1"
"Yes","2003","indirect migration background","general elemantary","","","","","1"
"Yes","2003","indirect migration background","middle vocational","","","","","1"
"Yes","2003","indirect migration background","vocational + Abi","","","","","1"
"Yes","2003","indirect migration background","higher vocational","","","","","1"
"Yes","2003","indirect migration background","higher education","","","","","1"
"No","2004","indirect migration background","higher education","","","","","2"
"No","2004","indirect migration background","middle vocational","","","","","2"
"No","2004","indirect migration background","inadequately","","","","","2"
"No","2004","indirect migration background","general elemantary","","","","","2"
"No","2004","indirect migration background","higher vocational","","","","","2"
"No","2004","indirect migration background","vocational + Abi","","","","","2"
"No","2004","direct migration background","middle vocational","","","","","2"
"No","2004","direct migration background","vocational + Abi","","","","","2"
"No","2004","direct migration background","higher vocational","","","","","2"
"No","2004","direct migration background","higher education","","","","","2"
"No","2004","indirect migration background","in school","","","","","2"
"No","2004","no migration background","in school","","","","","2"
"No","2004","no migration background","inadequately","","","","","2"
"No","2004","no migration background","general elemantary","","","","","2"
"No","2004","no migration background","middle vocational","","","","","2"
"No","2004","no migration background","higher vocational","","","","","2"
"No","2004","no migration background","higher education","","","","","2"
"No","2004","direct migration background","in school","","","","","2"
"No","2004","direct migration background","inadequately","","","","","2"
"No","2004","direct migration background","general elemantary","","","","","2"
"No","2004","no migration background","vocational + Abi","","","","","2"
"Yes","2004","indirect migration background","general elemantary","","","","","1"
"Yes","2004","indirect migration background","middle vocational","","","","","1"
"Yes","2004","indirect migration background","vocational + Abi","","","","","1"
"Yes","2004","indirect migration background","higher vocational","","","","","1"
"Yes","2004","indirect migration background","higher education","","","","","1"
"Yes","2004","no migration background","in school","","","","","1"
"Yes","2004","no migration background","inadequately","","","","","1"
"Yes","2004","no migration background","general elemantary","","","","","1"
"Yes","2004","no migration background","middle vocational","","","","","1"
"Yes","2004","no migration background","vocational + Abi","","","","","1"
"Yes","2004","no migration background","higher vocational","","","","","1"
"Yes","2004","no migration background","higher education","","","","","1"
"Yes","2004","direct migration background","in school","","","","","1"
"Yes","2004","direct migration background","inadequately","","","","","1"
"Yes","2004","direct migration background","general elemantary","","","","","1"
"Yes","2004","direct migration background","middle vocational","","","","","1"
"Yes","2004","direct migration background","vocational + Abi","","","","","1"
"Yes","2004","direct migration background","higher vocational","","","","","1"
"Yes","2004","direct migration background","higher education","","","","","1"
"Yes","2004","indirect migration background","in school","","","","","1"
"Yes","2004","indirect migration background","inadequately","","","","","1"
"No","2005","indirect migration background","higher education","","","","","2"
"No","2005","indirect migration background","inadequately","","","","","2"
"No","2005","indirect migration background","vocational + Abi","","","","","2"
"No","2005","indirect migration background","general elemantary","","","","","2"
"No","2005","indirect migration background","middle vocational","","","","","2"
"No","2005","indirect migration background","higher vocational","","","","","2"
"No","2005","direct migration background","vocational + Abi","","","","","2"
"No","2005","indirect migration background","in school","","","","","2"
"No","2005","direct migration background","middle vocational","","","","","2"
"No","2005","direct migration background","higher vocational","","","","","2"
"No","2005","direct migration background","higher education","","","","","2"
"No","2005","no migration background","higher vocational","","","","","2"
"No","2005","no migration background","higher education","","","","","2"
"No","2005","direct migration background","in school","","","","","2"
"No","2005","direct migration background","inadequately","","","","","2"
"No","2005","direct migration background","general elemantary","","","","","2"
"No","2005","no migration background","in school","","","","","2"
"No","2005","no migration background","inadequately","","","","","2"
"No","2005","no migration background","general elemantary","","","","","2"
"No","2005","no migration background","middle vocational","","","","","2"
"No","2005","no migration background","vocational + Abi","","","","","2"
"Yes","2005","indirect migration background","general elemantary","","","","","1"
"Yes","2005","indirect migration background","middle vocational","","","","","1"
"Yes","2005","indirect migration background","vocational + Abi","","","","","1"
"Yes","2005","indirect migration background","higher vocational","","","","","1"
"Yes","2005","indirect migration background","higher education","","","","","1"
"Yes","2005","no migration background","in school","","","","","1"
"Yes","2005","no migration background","inadequately","","","","","1"
"Yes","2005","no migration background","general elemantary","","","","","1"
"Yes","2005","no migration background","middle vocational","","","","","1"
"Yes","2005","no migration background","vocational + Abi","","","","","1"
"Yes","2005","no migration background","higher vocational","","","","","1"
"Yes","2005","no migration background","higher education","","","","","1"
"Yes","2005","direct migration background","in school","","","","","1"
"Yes","2005","direct migration background","inadequately","","","","","1"
"Yes","2005","direct migration background","general elemantary","","","","","1"
"Yes","2005","direct migration background","middle vocational","","","","","1"
"Yes","2005","direct migration background","vocational + Abi","","","","","1"
"Yes","2005","direct migration background","higher vocational","","","","","1"
"Yes","2005","direct migration background","higher education","","","","","1"
"Yes","2005","indirect migration background","in school","","","","","1"
"Yes","2005","indirect migration background","inadequately","","","","","1"
"No","2006","indirect migration background","higher education","25","","","","2"
"No","2006","indirect migration background","inadequately","1","","","","2"
"No","2006","indirect migration background","middle vocational","105","0.461490173444823","0.39606065788773","0.526919689001915","2"
"No","2006","indirect migration background","general elemantary","60","0.642081673888991","0.543586602345314","0.740576745432667","2"
"No","2006","indirect migration background","vocational + Abi","14","","","","2"
"No","2006","indirect migration background","higher vocational","18","","","","2"
"No","2006","direct migration background","vocational + Abi","65","0.45425740692449","0.373215617149279","0.535299196699701","2"
"No","2006","direct migration background","higher education","108","0.509895690042603","0.445290247697404","0.574501132387802","2"
"No","2006","direct migration background","middle vocational","246","0.520670107178108","0.476837591427024","0.564502622929192","2"
"No","2006","direct migration background","higher vocational","50","0.641150854736676","0.53918031947098","0.743121390002371","2"
"No","2006","indirect migration background","in school","4","","","","2"
"No","2006","no migration background","higher vocational","467","0.512168856910312","0.48021483645591","0.544122877364714","2"
"No","2006","no migration background","higher education","1127","0.400046795960191","0.382145179557433","0.417948412362948","2"
"No","2006","direct migration background","in school","4","","","","2"
"No","2006","direct migration background","inadequately","10","","","","2"
"No","2006","direct migration background","general elemantary","105","0.529924878506839","0.464709860293616","0.595139896720063","2"
"No","2006","no migration background","in school","26","","","","2"
"No","2006","no migration background","inadequately","27","","","","2"
"No","2006","no migration background","general elemantary","334","0.570439171792783","0.530153454558371","0.610724889027196","2"
"No","2006","no migration background","middle vocational","2723","0.510320734284212","0.496724570288326","0.523916898280097","2"
"No","2006","no migration background","vocational + Abi","328","0.533038157873726","0.494684105304396","0.571392210443056","2"
"Yes","2006","indirect migration background","general elemantary","31","0.357918326111009","0.259423254567333","0.456413397654686","1"
"Yes","2006","indirect migration background","middle vocational","118","0.538509826555177","0.473080310998085","0.60393934211227","1"
