"plb0050","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2001","Full Time","Male","2585","0.441194233348568","0.428480248331664","0.453908218365472","2"
"No","2001","Not Working","Male","50","0.698903183890297","0.591439762830112","0.806366604950481","2"
"No","2001","Full Time","Female","1310","0.445494135512805","0.427288263534108","0.463700007491502","2"
"No","2001","Not Working","Female","109","0.742561229135657","0.671149432990291","0.813973025281023","2"
"No","2001","Part Time","Male","494","0.527826752041696","0.495912802654628","0.559740701428764","2"
"No","2001","Part Time","Female","1550","0.603258794762956","0.584550959375989","0.621966630149923","2"
"Yes","2001","Full Time","Male","3274","0.558805766651432","0.546091781634528","0.571519751668336","1"
"Yes","2001","Full Time","Female","1553","0.554505864487195","0.536299992508498","0.572711736465892","1"
"Yes","2001","Part Time","Male","446","0.472173247958304","0.440259298571236","0.504087197345372","1"
"Yes","2001","Part Time","Female","1077","0.396741205237044","0.378033369850077","0.415449040624011","1"
"Yes","2001","Not Working","Male","20","","","","1"
"Yes","2001","Not Working","Female","35","0.257438770864343","0.186026974718977","0.328850567009709","1"
"No","2002","Full Time","Male","","","","","2"
"No","2002","Full Time","Female","","","","","2"
"No","2002","Not Working","Male","","","","","2"
"No","2002","Not Working","Female","","","","","2"
"No","2002","Part Time","Male","","","","","2"
"No","2002","Part Time","Female","","","","","2"
"Yes","2002","Full Time","Male","","","","","1"
"Yes","2002","Full Time","Female","","","","","1"
"Yes","2002","Part Time","Male","","","","","1"
"Yes","2002","Part Time","Female","","","","","1"
"Yes","2002","Not Working","Male","","","","","1"
"Yes","2002","Not Working","Female","","","","","1"
"No","2003","Full Time","Male","","","","","2"
"No","2003","Full Time","Female","","","","","2"
"No","2003","Not Working","Male","","","","","2"
"No","2003","Not Working","Female","","","","","2"
"No","2003","Part Time","Male","","","","","2"
"No","2003","Part Time","Female","","","","","2"
"Yes","2003","Full Time","Male","","","","","1"
"Yes","2003","Full Time","Female","","","","","1"
"Yes","2003","Part Time","Male","","","","","1"
"Yes","2003","Part Time","Female","","","","","1"
"Yes","2003","Not Working","Male","","","","","1"
"Yes","2003","Not Working","Female","","","","","1"
"No","2004","Full Time","Male","","","","","2"
"No","2004","Full Time","Female","","","","","2"
"No","2004","Not Working","Male","","","","","2"
"No","2004","Not Working","Female","","","","","2"
"No","2004","Part Time","Male","","","","","2"
"No","2004","Part Time","Female","","","","","2"
"Yes","2004","Full Time","Male","","","","","1"
"Yes","2004","Full Time","Female","","","","","1"
"Yes","2004","Part Time","Male","","","","","1"
"Yes","2004","Part Time","Female","","","","","1"
"Yes","2004","Not Working","Male","","","","","1"
"Yes","2004","Not Working","Female","","","","","1"
"No","2005","Full Time","Male","","","","","2"
"No","2005","Full Time","Female","","","","","2"
"No","2005","Not Working","Male","","","","","2"
"No","2005","Not Working","Female","","","","","2"
"No","2005","Part Time","Male","","","","","2"
"No","2005","Part Time","Female","","","","","2"
"Yes","2005","Full Time","Male","","","","","1"
"Yes","2005","Full Time","Female","","","","","1"
"Yes","2005","Part Time","Male","","","","","1"
"Yes","2005","Part Time","Female","","","","","1"
"Yes","2005","Not Working","Male","","","","","1"
"Yes","2005","Not Working","Female","","","","","1"
"No","2006","Not Working","Male","67","0.72550741740772","0.630638299335587","0.820376535479854","2"
"No","2006","Full Time","Male","2398","0.451816865059138","0.438539376495506","0.46509435362277","2"
"No","2006","Full Time","Female","1182","0.434755065105159","0.416122006405228","0.45338812380509","2"
"No","2006","Not Working","Female","73","0.713816494109247","0.629734657212933","0.79789833100556","2"
"No","2006","Part Time","Male","553","0.636111448526371","0.604765991708358","0.667456905344384","2"
"No","2006","Part Time","Female","1666","0.582143034622789","0.564226431895052","0.600059637350525","2"
"Yes","2006","Full Time","Male","2999","0.548183134940862","0.53490564637723","0.561460623504494","1"
"Yes","2006","Full Time","Female","1537","0.565244934894841","0.54661187619491","0.583877993594772","1"
"Yes","2006","Part Time","Male","352","0.363888551473629","0.332543094655616","0.395234008291642","1"
"Yes","2006","Part Time","Female","1245","0.417856965377211","0.399940362649475","0.435773568104948","1"
"Yes","2006","Not Working","Male","18","","","","1"
"Yes","2006","Not Working","Female","38","0.286183505890753","0.20210166899444","0.370265342787067","1"
"No","2007","Not Working","Male","","","","","2"
"No","2007","Not Working","Female","","","","","2"
"No","2007","Full Time","Male","","","","","2"
"No","2007","Full Time","Female","","","","","2"
"No","2007","Part Time","Male","","","","","2"
"No","2007","Part Time","Female","","","","","2"
"Yes","2007","Full Time","Male","","","","","1"
"Yes","2007","Full Time","Female","","","","","1"
"Yes","2007","Part Time","Male","","","","","1"
"Yes","2007","Part Time","Female","","","","","1"
"Yes","2007","Not Working","Male","","","","","1"
"Yes","2007","Not Working","Female","","","","","1"
"No","2008","Not Working","Male","","","","","2"
"No","2008","Not Working","Female","","","","","2"
"No","2008","Full Time","Male","","","","","2"
"No","2008","Full Time","Female","","","","","2"
"No","2008","Part Time","Male","","","","","2"
"No","2008","Part Time","Female","","","","","2"
"Yes","2008","Part Time","Male","","","","","1"
"Yes","2008","Part Time","Female","","","","","1"
"Yes","2008","Full Time","Male","","","","","1"
"Yes","2008","Full Time","Female","","","","","1"
"Yes","2008","Not Working","Male","","","","","1"
"Yes","2008","Not Working","Female","","","","","1"
"No","2009","Full Time","Male","","","","","2"
"No","2009","Not Working","Male","","","","","2"
"No","2009","Not Working","Female","","","","","2"
"No","2009","Full Time","Female","","","","","2"
"No","2009","Part Time","Male","","","","","2"
"No","2009","Part Time","Female","","","","","2"
"Yes","2009","Part Time","Male","","","","","1"
"Yes","2009","Part Time","Female","","","","","1"
"Yes","2009","Full Time","Male","","","","","1"
"Yes","2009","Full Time","Female","","","","","1"
"Yes","2009","Not Working","Male","","","","","1"
"Yes","2009","Not Working","Female","","","","","1"
"No","2010","Full Time","Male","","","","","2"
"No","2010","Full Time","Female","","","","","2"
"No","2010","Not Working","Male","","","","","2"
"No","2010","Not Working","Female","","","","","2"
"No","2010","Part Time","Male","","","","","2"
"No","2010","Part Time","Female","","","","","2"
"Yes","2010","Part Time","Male","","","","","1"
"Yes","2010","Part Time","Female","","","","","1"
"Yes","2010","Full Time","Male","","","","","1"
"Yes","2010","Full Time","Female","","","","","1"
"Yes","2010","Not Working","Male","","","","","1"
"Yes","2010","Not Working","Female","","","","","1"
"No","2011","Full Time","Male","2000","0.421313432588441","0.407207547372048","0.435419317804834","2"
"No","2011","Full Time","Female","1083","0.421327398721553","0.402358709640017","0.440296087803089","2"
"No","2011","Not Working","Male","21","","","","2"
"No","2011","Not Working","Female","70","0.669217412024985","0.580483189243716","0.757951634806254","2"
"No","2011","Part Time","Male","493","0.574282848626411","0.541236585076901","0.60732911217592","2"
"No","2011","Part Time","Female","1517","0.543890326158878","0.525432006330655","0.562348645987102","2"
"Yes","2011","Part Time","Male","367","0.425717151373589","0.39267088782408","0.458763414923099","1"
"Yes","2011","Part Time","Female","1280","0.456109673841122","0.437651354012898","0.474567993669345","1"
"Yes","2011","Not Working","Male","28","","","","1"
"Yes","2011","Full Time","Male","2707","0.578686567411559","0.564580682195166","0.592792452627952","1"
"Yes","2011","Full Time","Female","1520","0.578672601278447","0.559703912196911","0.597641290359983","1"
"Yes","2011","Not Working","Female","38","0.330782587975015","0.242048365193746","0.419516810756285","1"
"No","2012","Full Time","Male","","","","","2"
"No","2012","Full Time","Female","","","","","2"
"No","2012","Not Working","Male","","","","","2"
"No","2012","Not Working","Female","","","","","2"
"No","2012","Part Time","Male","","","","","2"
"No","2012","Part Time","Female","","","","","2"
"Yes","2012","Part Time","Male","","","","","1"
"Yes","2012","Part Time","Female","","","","","1"
"Yes","2012","Not Working","Male","","","","","1"
"Yes","2012","Not Working","Female","","","","","1"
"Yes","2012","Full Time","Male","","","","","1"
"Yes","2012","Full Time","Female","","","","","1"
"No","2013","Full Time","Male","","","","","2"
"No","2013","Full Time","Female","","","","","2"
"No","2013","Part Time","Male","","","","","2"
"No","2013","Part Time","Female","","","","","2"
"No","2013","Not Working","Male","","","","","2"
"No","2013","Not Working","Female","","","","","2"
"Yes","2013","Part Time","Male","","","","","1"
"Yes","2013","Part Time","Female","","","","","1"
"Yes","2013","Not Working","Male","","","","","1"
"Yes","2013","Not Working","Female","","","","","1"
"Yes","2013","Full Time","Male","","","","","1"
"Yes","2013","Full Time","Female","","","","","1"
"No","2014","Full Time","Male","","","","","2"
"No","2014","Full Time","Female","","","","","2"
"No","2014","Part Time","Male","","","","","2"
"No","2014","Part Time","Female","","","","","2"
"No","2014","Not Working","Male","","","","","2"
"No","2014","Not Working","Female","","","","","2"
"Yes","2014","Part Time","Male","","","","","1"
"Yes","2014","Part Time","Female","","","","","1"
"Yes","2014","Full Time","Male","","","","","1"
"Yes","2014","Not Working","Male","","","","","1"
"Yes","2014","Not Working","Female","","","","","1"
"Yes","2014","Full Time","Female","","","","","1"
"No","2015","Full Time","Male","","","","","2"
"No","2015","Full Time","Female","","","","","2"
"No","2015","Part Time","Male","","","","","2"
"No","2015","Part Time","Female","","","","","2"
"No","2015","Not Working","Male","","","","","2"
"No","2015","Not Working","Female","","","","","2"
"Yes","2015","Part Time","Male","","","","","1"
"Yes","2015","Part Time","Female","","","","","1"
"Yes","2015","Full Time","Male","","","","","1"
"Yes","2015","Full Time","Female","","","","","1"
"Yes","2015","Not Working","Male","","","","","1"
"Yes","2015","Not Working","Female","","","","","1"
"No","2016","Full Time","Male","2322","0.41288286119937","0.399817346571392","0.425948375827347","2"
"No","2016","Full Time","Female","1221","0.402009867740598","0.384352704609285","0.419667030871911","2"
"No","2016","Part Time","Male","635","0.552366108735708","0.523576830673786","0.581155386797631","2"
"No","2016","Part Time","Female","2223","0.549359759971732","0.534007591465898","0.564711928477566","2"
"No","2016","Not Working","Male","80","0.709856848125652","0.62899438681717","0.790719309434134","2"
"No","2016","Not Working","Female","134","0.626634842579265","0.560582436242152","0.692687248916378","2"
"Yes","2016","Part Time","Male","511","0.447633891264291","0.418844613202369","0.476423169326214","1"
