"plb0050","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2001","no migration background","(0) in school","11","","",""
"Yes","2001","no migration background","(1a) inadequately completed","15","","",""
"Yes","2001","no migration background","(1b) general elementary school","194","0.452354976302991","0.407452907530743","0.497257045075239"
"Yes","2001","no migration background","(1c) basic vocational qualification","1333","0.489614070289365","0.470988061523198","0.508240079055531"
"Yes","2001","no migration background","(2b) intermediate general qualification","114","0.420560812301565","0.363349302672935","0.477772321930194"
"Yes","2001","no migration background","(2a) intermediate vocational","1719","0.509023391102981","0.492377933363773","0.525668848842189"
"Yes","2001","no migration background","(2c_gen) general maturity certificate","122","0.391338611137339","0.335360158264761","0.447317064009917"
"Yes","2001","no migration background","(2c_voc) vocational maturity certificate","413","0.578258164250753","0.542385252430087","0.614131076071419"
"Yes","2001","no migration background","(3a) lower tertiary education","638","0.601379962564748","0.57179341703082","0.630966508098675"
"Yes","2001","no migration background","(3b) higher tertiary education","744","0.577786070817371","0.550328485670841","0.605243655963901"
"Yes","2001","direct migration background","(0) in school","1","","",""
"Yes","2001","direct migration background","(1a) inadequately completed","43","0.557112390115758","0.442376307786608","0.671848472444908"
"Yes","2001","direct migration background","(1b) general elementary school","188","0.494716717600737","0.44101703332931","0.548416401872165"
"Yes","2001","direct migration background","(1c) basic vocational qualification","274","0.486492252895553","0.443859576843894","0.529124928947212"
"Yes","2001","direct migration background","(2b) intermediate general qualification","24","","",""
"Yes","2001","direct migration background","(2a) intermediate vocational","52","0.460809944279364","0.363598082128141","0.558021806430586"
"Yes","2001","direct migration background","(2c_gen) general maturity certificate","37","0.48460546558445","0.372247115500301","0.596963815668598"
"Yes","2001","direct migration background","(2c_voc) vocational maturity certificate","106","0.501885589045947","0.433273613619414","0.570497564472479"
"Yes","2001","direct migration background","(3a) lower tertiary education","25","","",""
"Yes","2001","direct migration background","(3b) higher tertiary education","102","0.619936264010849","0.548426853940924","0.691445674080774"
"Yes","2001","indirect migration background","(0) in school","1","","",""
"Yes","2001","indirect migration background","(1a) inadequately completed","1","","",""
"Yes","2001","indirect migration background","(1b) general elementary school","35","0.384824895185777","0.283740517084237","0.485909273287317"
"Yes","2001","indirect migration background","(1c) basic vocational qualification","55","0.50518490722714","0.410005759646344","0.600364054807935"
"Yes","2001","indirect migration background","(2b) intermediate general qualification","29","","",""
"Yes","2001","indirect migration background","(2a) intermediate vocational","50","0.533294915471582","0.430792905272362","0.635796925670802"
"Yes","2001","indirect migration background","(2c_gen) general maturity certificate","14","","",""
"Yes","2001","indirect migration background","(2c_voc) vocational maturity certificate","20","","",""
"Yes","2001","indirect migration background","(3a) lower tertiary education","7","","",""
"Yes","2001","indirect migration background","(3b) higher tertiary education","21","","",""
"No","2001","no migration background","(0) in school","51","0.847358104738763","0.75783758086654","0.936878628610986"
"No","2001","no migration background","(1a) inadequately completed","18","","",""
"No","2001","no migration background","(1b) general elementary school","278","0.547645023697009","0.502742954924761","0.592547092469257"
"No","2001","no migration background","(1c) basic vocational qualification","1434","0.510385929710635","0.491759920944469","0.529011938476802"
"No","2001","no migration background","(2b) intermediate general qualification","172","0.579439187698435","0.522227678069806","0.636650697327065"
"No","2001","no migration background","(2a) intermediate vocational","1746","0.490976608897019","0.474331151157811","0.507622066636227"
"No","2001","no migration background","(2c_gen) general maturity certificate","170","0.608661388862661","0.552682935990083","0.664639841735239"
"No","2001","no migration background","(2c_voc) vocational maturity certificate","315","0.421741835749247","0.385868923928581","0.457614747569913"
"No","2001","no migration background","(3a) lower tertiary education","414","0.398620037435252","0.369033491901325","0.42820658296918"
"No","2001","no migration background","(3b) higher tertiary education","499","0.422213929182629","0.394756344036099","0.449671514329159"
"No","2001","direct migration background","(0) in school","5","","",""
"No","2001","direct migration background","(1a) inadequately completed","29","","",""
"No","2001","direct migration background","(1b) general elementary school","145","0.505283282399263","0.451583598127835","0.55898296667069"
"No","2001","direct migration background","(1c) basic vocational qualification","254","0.513507747104447","0.470875071052788","0.556140423156106"
"No","2001","direct migration background","(2b) intermediate general qualification","19","","",""
"No","2001","direct migration background","(2a) intermediate vocational","49","0.539190055720636","0.441978193569414","0.636401917871859"
"No","2001","direct migration background","(2c_gen) general maturity certificate","39","0.51539453441555","0.403036184331402","0.627752884499699"
"No","2001","direct migration background","(2c_voc) vocational maturity certificate","98","0.498114410954053","0.429502435527521","0.566726386380586"
"No","2001","direct migration background","(3a) lower tertiary education","28","","",""
"No","2001","direct migration background","(3b) higher tertiary education","75","0.380063735989151","0.308554325919226","0.451573146059077"
"No","2001","indirect migration background","(0) in school","3","","",""
"No","2001","indirect migration background","(1a) inadequately completed","3","","",""
"No","2001","indirect migration background","(1b) general elementary school","54","0.615175104814223","0.514090726712683","0.716259482915763"
"No","2001","indirect migration background","(1c) basic vocational qualification","51","0.49481509277286","0.399635945192065","0.589994240353656"
"No","2001","indirect migration background","(2b) intermediate general qualification","23","","",""
"No","2001","indirect migration background","(2a) intermediate vocational","41","0.466705084528418","0.364203074329198","0.569207094727638"
"No","2001","indirect migration background","(2c_gen) general maturity certificate","17","","",""
"No","2001","indirect migration background","(2c_voc) vocational maturity certificate","16","","",""
"No","2001","indirect migration background","(3a) lower tertiary education","5","","",""
"No","2001","indirect migration background","(3b) higher tertiary education","11","","",""
"Yes","2002","no migration background","(0) in school","","","",""
"Yes","2002","no migration background","(1a) inadequately completed","","","",""
"Yes","2002","no migration background","(1b) general elementary school","","","",""
"Yes","2002","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2002","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2002","no migration background","(2a) intermediate vocational","","","",""
"Yes","2002","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2002","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2002","no migration background","(3a) lower tertiary education","","","",""
"Yes","2002","no migration background","(3b) higher tertiary education","","","",""
"Yes","2002","direct migration background","(0) in school","","","",""
"Yes","2002","direct migration background","(1a) inadequately completed","","","",""
"Yes","2002","direct migration background","(1b) general elementary school","","","",""
"Yes","2002","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2002","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2002","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2002","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2002","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2002","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2002","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2002","indirect migration background","(0) in school","","","",""
"Yes","2002","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2002","indirect migration background","(1b) general elementary school","","","",""
"Yes","2002","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2002","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2002","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2002","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2002","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2002","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2002","indirect migration background","(3b) higher tertiary education","","","",""
"No","2002","no migration background","(0) in school","","","",""
"No","2002","no migration background","(1a) inadequately completed","","","",""
"No","2002","no migration background","(1b) general elementary school","","","",""
"No","2002","no migration background","(1c) basic vocational qualification","","","",""
"No","2002","no migration background","(2b) intermediate general qualification","","","",""
"No","2002","no migration background","(2a) intermediate vocational","","","",""
"No","2002","no migration background","(2c_gen) general maturity certificate","","","",""
"No","2002","no migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2002","no migration background","(3a) lower tertiary education","","","",""
"No","2002","no migration background","(3b) higher tertiary education","","","",""
"No","2002","direct migration background","(0) in school","","","",""
"No","2002","direct migration background","(1a) inadequately completed","","","",""
"No","2002","direct migration background","(1b) general elementary school","","","",""
"No","2002","direct migration background","(1c) basic vocational qualification","","","",""
"No","2002","direct migration background","(2b) intermediate general qualification","","","",""
"No","2002","direct migration background","(2a) intermediate vocational","","","",""
"No","2002","direct migration background","(2c_gen) general maturity certificate","","","",""
"No","2002","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2002","direct migration background","(3a) lower tertiary education","","","",""
"No","2002","direct migration background","(3b) higher tertiary education","","","",""
"No","2002","indirect migration background","(0) in school","","","",""
"No","2002","indirect migration background","(1a) inadequately completed","","","",""
"No","2002","indirect migration background","(1b) general elementary school","","","",""
"No","2002","indirect migration background","(1c) basic vocational qualification","","","",""
"No","2002","indirect migration background","(2b) intermediate general qualification","","","",""
"No","2002","indirect migration background","(2a) intermediate vocational","","","",""
"No","2002","indirect migration background","(2c_gen) general maturity certificate","","","",""
"No","2002","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2002","indirect migration background","(3a) lower tertiary education","","","",""
"No","2002","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2003","no migration background","(0) in school","","","",""
"Yes","2003","no migration background","(1a) inadequately completed","","","",""
"Yes","2003","no migration background","(1b) general elementary school","","","",""
"Yes","2003","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2003","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2003","no migration background","(2a) intermediate vocational","","","",""
"Yes","2003","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2003","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2003","no migration background","(3a) lower tertiary education","","","",""
"Yes","2003","no migration background","(3b) higher tertiary education","","","",""
"Yes","2003","direct migration background","(0) in school","","","",""
"Yes","2003","direct migration background","(1a) inadequately completed","","","",""
"Yes","2003","direct migration background","(1b) general elementary school","","","",""
"Yes","2003","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2003","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2003","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2003","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2003","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2003","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2003","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2003","indirect migration background","(0) in school","","","",""
"Yes","2003","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2003","indirect migration background","(1b) general elementary school","","","",""
"Yes","2003","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2003","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2003","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2003","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2003","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2003","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2003","indirect migration background","(3b) higher tertiary education","","","",""
"No","2003","no migration background","(0) in school","","","",""
"No","2003","no migration background","(1a) inadequately completed","","","",""
"No","2003","no migration background","(1b) general elementary school","","","",""
"No","2003","no migration background","(1c) basic vocational qualification","","","",""
"No","2003","no migration background","(2b) intermediate general qualification","","","",""
"No","2003","no migration background","(2a) intermediate vocational","","","",""
"No","2003","no migration background","(2c_gen) general maturity certificate","","","",""
"No","2003","no migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2003","no migration background","(3a) lower tertiary education","","","",""
"No","2003","no migration background","(3b) higher tertiary education","","","",""
"No","2003","direct migration background","(0) in school","","","",""
"No","2003","direct migration background","(1a) inadequately completed","","","",""
"No","2003","direct migration background","(1b) general elementary school","","","",""
"No","2003","direct migration background","(1c) basic vocational qualification","","","",""
"No","2003","direct migration background","(2b) intermediate general qualification","","","",""
"No","2003","direct migration background","(2a) intermediate vocational","","","",""
"No","2003","direct migration background","(2c_gen) general maturity certificate","","","",""
"No","2003","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2003","direct migration background","(3a) lower tertiary education","","","",""
"No","2003","direct migration background","(3b) higher tertiary education","","","",""
"No","2003","indirect migration background","(0) in school","","","",""
"No","2003","indirect migration background","(1a) inadequately completed","","","",""
"No","2003","indirect migration background","(1b) general elementary school","","","",""
"No","2003","indirect migration background","(1c) basic vocational qualification","","","",""
"No","2003","indirect migration background","(2b) intermediate general qualification","","","",""
"No","2003","indirect migration background","(2a) intermediate vocational","","","",""
"No","2003","indirect migration background","(2c_gen) general maturity certificate","","","",""
"No","2003","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2003","indirect migration background","(3a) lower tertiary education","","","",""
"No","2003","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2004","no migration background","(0) in school","","","",""
"Yes","2004","no migration background","(1a) inadequately completed","","","",""
"Yes","2004","no migration background","(1b) general elementary school","","","",""
"Yes","2004","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2004","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2004","no migration background","(2a) intermediate vocational","","","",""
"Yes","2004","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2004","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2004","no migration background","(3a) lower tertiary education","","","",""
"Yes","2004","no migration background","(3b) higher tertiary education","","","",""
"Yes","2004","direct migration background","(0) in school","","","",""
"Yes","2004","direct migration background","(1a) inadequately completed","","","",""
"Yes","2004","direct migration background","(1b) general elementary school","","","",""
"Yes","2004","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2004","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2004","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2004","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2004","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2004","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2004","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2004","indirect migration background","(0) in school","","","",""
"Yes","2004","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2004","indirect migration background","(1b) general elementary school","","","",""
"Yes","2004","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2004","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2004","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2004","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2004","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2004","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2004","indirect migration background","(3b) higher tertiary education","","","",""
"No","2004","no migration background","(0) in school","","","",""
"No","2004","no migration background","(1a) inadequately completed","","","",""
"No","2004","no migration background","(1b) general elementary school","","","",""
"No","2004","no migration background","(1c) basic vocational qualification","","","",""
"No","2004","no migration background","(2b) intermediate general qualification","","","",""
"No","2004","no migration background","(2a) intermediate vocational","","","",""
"No","2004","no migration background","(2c_gen) general maturity certificate","","","",""
"No","2004","no migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2004","no migration background","(3a) lower tertiary education","","","",""
"No","2004","no migration background","(3b) higher tertiary education","","","",""
"No","2004","direct migration background","(0) in school","","","",""
"No","2004","direct migration background","(1a) inadequately completed","","","",""
"No","2004","direct migration background","(1b) general elementary school","","","",""
"No","2004","direct migration background","(1c) basic vocational qualification","","","",""
"No","2004","direct migration background","(2b) intermediate general qualification","","","",""
"No","2004","direct migration background","(2a) intermediate vocational","","","",""
"No","2004","direct migration background","(2c_gen) general maturity certificate","","","",""
"No","2004","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2004","direct migration background","(3a) lower tertiary education","","","",""
"No","2004","direct migration background","(3b) higher tertiary education","","","",""
"No","2004","indirect migration background","(0) in school","","","",""
"No","2004","indirect migration background","(1a) inadequately completed","","","",""
"No","2004","indirect migration background","(1b) general elementary school","","","",""
"No","2004","indirect migration background","(1c) basic vocational qualification","","","",""
"No","2004","indirect migration background","(2b) intermediate general qualification","","","",""
"No","2004","indirect migration background","(2a) intermediate vocational","","","",""
"No","2004","indirect migration background","(2c_gen) general maturity certificate","","","",""
"No","2004","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2004","indirect migration background","(3a) lower tertiary education","","","",""
"No","2004","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2005","no migration background","(0) in school","","","",""
"Yes","2005","no migration background","(1a) inadequately completed","","","",""
"Yes","2005","no migration background","(1b) general elementary school","","","",""
"Yes","2005","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2005","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2005","no migration background","(2a) intermediate vocational","","","",""
"Yes","2005","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2005","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","no migration background","(3a) lower tertiary education","","","",""
"Yes","2005","no migration background","(3b) higher tertiary education","","","",""
"Yes","2005","direct migration background","(0) in school","","","",""
"Yes","2005","direct migration background","(1a) inadequately completed","","","",""
"Yes","2005","direct migration background","(1b) general elementary school","","","",""
"Yes","2005","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2005","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2005","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2005","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2005","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2005","indirect migration background","(0) in school","","","",""
"Yes","2005","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2005","indirect migration background","(1b) general elementary school","","","",""
"Yes","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2005","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2005","indirect migration background","(3b) higher tertiary education","","","",""
"No","2005","no migration background","(0) in school","","","",""
"No","2005","no migration background","(1a) inadequately completed","","","",""
"No","2005","no migration background","(1b) general elementary school","","","",""
"No","2005","no migration background","(1c) basic vocational qualification","","","",""
"No","2005","no migration background","(2b) intermediate general qualification","","","",""
"No","2005","no migration background","(2a) intermediate vocational","","","",""
"No","2005","no migration background","(2c_gen) general maturity certificate","","","",""
"No","2005","no migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2005","no migration background","(3a) lower tertiary education","","","",""
"No","2005","no migration background","(3b) higher tertiary education","","","",""
"No","2005","direct migration background","(0) in school","","","",""
"No","2005","direct migration background","(1a) inadequately completed","","","",""
"No","2005","direct migration background","(1b) general elementary school","","","",""
"No","2005","direct migration background","(1c) basic vocational qualification","","","",""
"No","2005","direct migration background","(2b) intermediate general qualification","","","",""
"No","2005","direct migration background","(2a) intermediate vocational","","","",""
"No","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"No","2005","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2005","direct migration background","(3a) lower tertiary education","","","",""
"No","2005","direct migration background","(3b) higher tertiary education","","","",""
"No","2005","indirect migration background","(0) in school","","","",""
"No","2005","indirect migration background","(1a) inadequately completed","","","",""
"No","2005","indirect migration background","(1b) general elementary school","","","",""
"No","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"No","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"No","2005","indirect migration background","(2a) intermediate vocational","","","",""
"No","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"No","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2005","indirect migration background","(3a) lower tertiary education","","","",""
"No","2005","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2006","no migration background","(0) in school","4","","",""
"Yes","2006","no migration background","(1a) inadequately completed","11","","",""
"Yes","2006","no migration background","(1b) general elementary school","120","0.431847903138228","0.378485938752159","0.485209867524297"
"Yes","2006","no migration background","(1c) basic vocational qualification","1041","0.47236957830985","0.451621084593692","0.493118072026007"
"Yes","2006","no migration background","(2b) intermediate general qualification","130","0.413190812031083","0.354347686679838","0.472033937382329"
"Yes","2006","no migration background","(2a) intermediate vocational","1607","0.501430418818935","0.484440554222659","0.518420283415212"
"Yes","2006","no migration background","(2c_gen) general maturity certificate","116","0.444926843740953","0.385976521365237","0.503877166116669"
"Yes","2006","no migration background","(2c_voc) vocational maturity certificate","471","0.508987120684864","0.476032084181859","0.541942157187869"
"Yes","2006","no migration background","(3a) lower tertiary education","658","0.5920291320569","0.563221119060843","0.620837145052958"
"Yes","2006","no migration background","(3b) higher tertiary education","1092","0.605335850409799","0.582494214332932","0.628177486486666"
"Yes","2006","direct migration background","(0) in school","","","",""
"Yes","2006","direct migration background","(1a) inadequately completed","22","","",""
"Yes","2006","direct migration background","(1b) general elementary school","107","0.453273355550212","0.384453259001032","0.522093452099391"
"Yes","2006","direct migration background","(1c) basic vocational qualification","193","0.487106476583155","0.436784922434026","0.537428030732285"
"Yes","2006","direct migration background","(2b) intermediate general qualification","13","","",""
"Yes","2006","direct migration background","(2a) intermediate vocational","46","0.50869614947498","0.407634013412774","0.609758285537187"
"Yes","2006","direct migration background","(2c_gen) general maturity certificate","22","","",""
"Yes","2006","direct migration background","(2c_voc) vocational maturity certificate","101","0.521174848491288","0.449575760645889","0.592773936336687"
"Yes","2006","direct migration background","(3a) lower tertiary education","28","","",""
"Yes","2006","direct migration background","(3b) higher tertiary education","94","0.454293576627083","0.383120293876221","0.525466859377944"
"Yes","2006","indirect migration background","(0) in school","","","",""
"Yes","2006","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2006","indirect migration background","(1b) general elementary school","12","","",""
"Yes","2006","indirect migration background","(1c) basic vocational qualification","49","0.492230243883574","0.393750240287345","0.590710247479802"
"Yes","2006","indirect migration background","(2b) intermediate general qualification","20","","",""
"Yes","2006","indirect migration background","(2a) intermediate vocational","57","0.569287251409924","0.473658371024887","0.664916131794962"
"Yes","2006","indirect migration background","(2c_gen) general maturity certificate","19","","",""
"Yes","2006","indirect migration background","(2c_voc) vocational maturity certificate","29","","",""
"Yes","2006","indirect migration background","(3a) lower tertiary education","15","","",""
"Yes","2006","indirect migration background","(3b) higher tertiary education","26","","",""
"No","2006","no migration background","(0) in school","28","","",""
"No","2006","no migration background","(1a) inadequately completed","22","","",""
"No","2006","no migration background","(1b) general elementary school","211","0.568152096861772","0.514790132475703","0.621514061247841"
"No","2006","no migration background","(1c) basic vocational qualification","1183","0.52763042169015","0.506881927973993","0.548378915406308"
"No","2006","no migration background","(2b) intermediate general qualification","139","0.586809187968916","0.527966062617671","0.645652313320162"
"No","2006","no migration background","(2a) intermediate vocational","1720","0.498569581181065","0.481579716584789","0.515559445777341"
