"plb0050","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Yes","2001","16-34 y.","lower secondary degree","417","0.406127041893335","0.375869366194504","0.436384717592167"
"Yes","2001","16-34 y.","secondary school degree","749","0.467750335196654","0.443594427233108","0.4919062431602"
"Yes","2001","16-34 y.","college entrance qualification","619","0.527847936641032","0.498753352862118","0.556942520419947"
"Yes","2001","16-34 y.","Other degree","67","0.446747888481593","0.366380062959943","0.527115714003243"
"Yes","2001","16-34 y.","no degree/no degree yet","25","","",""
"Yes","2001","35-65 y.","lower secondary degree","1444","0.511598867162159","0.493304742427661","0.529892991896657"
"Yes","2001","35-65 y.","secondary school degree","1522","0.545090064648222","0.526795272181807","0.563384857114638"
"Yes","2001","35-65 y.","college entrance qualification","1153","0.593727087011489","0.571860874224029","0.615593299798948"
"Yes","2001","35-65 y.","Other degree","333","0.533445799187061","0.493326709488199","0.573564888885924"
"Yes","2001","35-65 y.","no degree/no degree yet","47","0.549742212208408","0.442058176265059","0.657426248151758"
"Yes","2001","66 and older","lower secondary degree","6","","",""
"Yes","2001","66 and older","secondary school degree","2","","",""
"Yes","2001","66 and older","college entrance qualification","3","","",""
"Yes","2001","66 and older","Other degree","1","","",""
"Yes","2001","66 and older","no degree/no degree yet","","","",""
"No","2001","16-34 y.","lower secondary degree","595","0.593872958106665","0.563615282407833","0.624130633805496"
"No","2001","16-34 y.","secondary school degree","890","0.532249664803346","0.5080937568398","0.556405572766891"
"No","2001","16-34 y.","college entrance qualification","512","0.472152063358968","0.443057479580053","0.501246647137882"
"No","2001","16-34 y.","Other degree","80","0.553252111518407","0.472884285996757","0.633619937040057"
"No","2001","16-34 y.","no degree/no degree yet","75","0.765981001583778","0.682999240352829","0.848962762814727"
"No","2001","35-65 y.","lower secondary degree","1424","0.488401132837841","0.470107008103344","0.506695257572339"
"No","2001","35-65 y.","secondary school degree","1324","0.454909935351778","0.436615142885362","0.473204727818193"
"No","2001","35-65 y.","college entrance qualification","785","0.406272912988511","0.384406700201052","0.428139125775971"
"No","2001","35-65 y.","Other degree","261","0.466554200812939","0.426435111114076","0.506673290511801"
"No","2001","35-65 y.","no degree/no degree yet","35","0.450257787791592","0.342573751848242","0.557941823734941"
"No","2001","66 and older","lower secondary degree","40","0.835907127016744","0.728880201824576","0.942934052208911"
"No","2001","66 and older","secondary school degree","13","","",""
"No","2001","66 and older","college entrance qualification","23","","",""
"No","2001","66 and older","Other degree","3","","",""
"No","2001","66 and older","no degree/no degree yet","","","",""
"Yes","2002","16-34 y.","lower secondary degree","","","",""
"Yes","2002","16-34 y.","secondary school degree","","","",""
"Yes","2002","16-34 y.","college entrance qualification","","","",""
"Yes","2002","16-34 y.","Other degree","","","",""
"Yes","2002","16-34 y.","no degree/no degree yet","","","",""
"Yes","2002","35-65 y.","lower secondary degree","","","",""
"Yes","2002","35-65 y.","secondary school degree","","","",""
"Yes","2002","35-65 y.","college entrance qualification","","","",""
"Yes","2002","35-65 y.","Other degree","","","",""
"Yes","2002","35-65 y.","no degree/no degree yet","","","",""
"Yes","2002","66 and older","lower secondary degree","","","",""
"Yes","2002","66 and older","secondary school degree","","","",""
"Yes","2002","66 and older","college entrance qualification","","","",""
"Yes","2002","66 and older","Other degree","","","",""
"Yes","2002","66 and older","no degree/no degree yet","","","",""
"No","2002","16-34 y.","lower secondary degree","","","",""
"No","2002","16-34 y.","secondary school degree","","","",""
"No","2002","16-34 y.","college entrance qualification","","","",""
"No","2002","16-34 y.","Other degree","","","",""
"No","2002","16-34 y.","no degree/no degree yet","","","",""
"No","2002","35-65 y.","lower secondary degree","","","",""
"No","2002","35-65 y.","secondary school degree","","","",""
"No","2002","35-65 y.","college entrance qualification","","","",""
"No","2002","35-65 y.","Other degree","","","",""
"No","2002","35-65 y.","no degree/no degree yet","","","",""
"No","2002","66 and older","lower secondary degree","","","",""
"No","2002","66 and older","secondary school degree","","","",""
"No","2002","66 and older","college entrance qualification","","","",""
"No","2002","66 and older","Other degree","","","",""
"No","2002","66 and older","no degree/no degree yet","","","",""
"Yes","2003","16-34 y.","lower secondary degree","","","",""
"Yes","2003","16-34 y.","secondary school degree","","","",""
"Yes","2003","16-34 y.","college entrance qualification","","","",""
"Yes","2003","16-34 y.","Other degree","","","",""
"Yes","2003","16-34 y.","no degree/no degree yet","","","",""
"Yes","2003","35-65 y.","lower secondary degree","","","",""
"Yes","2003","35-65 y.","secondary school degree","","","",""
"Yes","2003","35-65 y.","college entrance qualification","","","",""
"Yes","2003","35-65 y.","Other degree","","","",""
"Yes","2003","35-65 y.","no degree/no degree yet","","","",""
"Yes","2003","66 and older","lower secondary degree","","","",""
"Yes","2003","66 and older","secondary school degree","","","",""
"Yes","2003","66 and older","college entrance qualification","","","",""
"Yes","2003","66 and older","Other degree","","","",""
"Yes","2003","66 and older","no degree/no degree yet","","","",""
"No","2003","16-34 y.","lower secondary degree","","","",""
"No","2003","16-34 y.","secondary school degree","","","",""
"No","2003","16-34 y.","college entrance qualification","","","",""
"No","2003","16-34 y.","Other degree","","","",""
"No","2003","16-34 y.","no degree/no degree yet","","","",""
"No","2003","35-65 y.","lower secondary degree","","","",""
"No","2003","35-65 y.","secondary school degree","","","",""
"No","2003","35-65 y.","college entrance qualification","","","",""
"No","2003","35-65 y.","Other degree","","","",""
"No","2003","35-65 y.","no degree/no degree yet","","","",""
"No","2003","66 and older","lower secondary degree","","","",""
"No","2003","66 and older","secondary school degree","","","",""
"No","2003","66 and older","college entrance qualification","","","",""
"No","2003","66 and older","Other degree","","","",""
"No","2003","66 and older","no degree/no degree yet","","","",""
"Yes","2004","16-34 y.","lower secondary degree","","","",""
"Yes","2004","16-34 y.","secondary school degree","","","",""
"Yes","2004","16-34 y.","college entrance qualification","","","",""
"Yes","2004","16-34 y.","Other degree","","","",""
"Yes","2004","16-34 y.","no degree/no degree yet","","","",""
"Yes","2004","35-65 y.","lower secondary degree","","","",""
"Yes","2004","35-65 y.","secondary school degree","","","",""
"Yes","2004","35-65 y.","college entrance qualification","","","",""
"Yes","2004","35-65 y.","Other degree","","","",""
"Yes","2004","35-65 y.","no degree/no degree yet","","","",""
"Yes","2004","66 and older","lower secondary degree","","","",""
"Yes","2004","66 and older","secondary school degree","","","",""
"Yes","2004","66 and older","college entrance qualification","","","",""
"Yes","2004","66 and older","Other degree","","","",""
"Yes","2004","66 and older","no degree/no degree yet","","","",""
"No","2004","16-34 y.","lower secondary degree","","","",""
"No","2004","16-34 y.","secondary school degree","","","",""
"No","2004","16-34 y.","college entrance qualification","","","",""
"No","2004","16-34 y.","Other degree","","","",""
"No","2004","16-34 y.","no degree/no degree yet","","","",""
"No","2004","35-65 y.","lower secondary degree","","","",""
"No","2004","35-65 y.","secondary school degree","","","",""
"No","2004","35-65 y.","college entrance qualification","","","",""
"No","2004","35-65 y.","Other degree","","","",""
"No","2004","35-65 y.","no degree/no degree yet","","","",""
"No","2004","66 and older","lower secondary degree","","","",""
"No","2004","66 and older","secondary school degree","","","",""
"No","2004","66 and older","college entrance qualification","","","",""
"No","2004","66 and older","Other degree","","","",""
"No","2004","66 and older","no degree/no degree yet","","","",""
"Yes","2005","16-34 y.","lower secondary degree","","","",""
"Yes","2005","16-34 y.","secondary school degree","","","",""
"Yes","2005","16-34 y.","college entrance qualification","","","",""
"Yes","2005","16-34 y.","Other degree","","","",""
"Yes","2005","16-34 y.","no degree/no degree yet","","","",""
"Yes","2005","35-65 y.","lower secondary degree","","","",""
"Yes","2005","35-65 y.","secondary school degree","","","",""
"Yes","2005","35-65 y.","college entrance qualification","","","",""
"Yes","2005","35-65 y.","Other degree","","","",""
"Yes","2005","35-65 y.","no degree/no degree yet","","","",""
"Yes","2005","66 and older","lower secondary degree","","","",""
"Yes","2005","66 and older","secondary school degree","","","",""
"Yes","2005","66 and older","college entrance qualification","","","",""
"Yes","2005","66 and older","Other degree","","","",""
"Yes","2005","66 and older","no degree/no degree yet","","","",""
"No","2005","16-34 y.","lower secondary degree","","","",""
"No","2005","16-34 y.","secondary school degree","","","",""
"No","2005","16-34 y.","college entrance qualification","","","",""
"No","2005","16-34 y.","Other degree","","","",""
"No","2005","16-34 y.","no degree/no degree yet","","","",""
"No","2005","35-65 y.","lower secondary degree","","","",""
"No","2005","35-65 y.","secondary school degree","","","",""
"No","2005","35-65 y.","college entrance qualification","","","",""
"No","2005","35-65 y.","Other degree","","","",""
"No","2005","35-65 y.","no degree/no degree yet","","","",""
"No","2005","66 and older","lower secondary degree","","","",""
"No","2005","66 and older","secondary school degree","","","",""
"No","2005","66 and older","college entrance qualification","","","",""
"No","2005","66 and older","Other degree","","","",""
"No","2005","66 and older","no degree/no degree yet","","","",""
"Yes","2006","16-34 y.","lower secondary degree","230","0.403206452121975","0.363791100584742","0.442621803659208"
"Yes","2006","16-34 y.","secondary school degree","519","0.477770528369487","0.448901010059509","0.506640046679465"
"Yes","2006","16-34 y.","college entrance qualification","535","0.516655539171538","0.486240552482445","0.54707052586063"
"Yes","2006","16-34 y.","Other degree","39","0.39641952203777","0.298056605490155","0.494782438585385"
"Yes","2006","16-34 y.","no degree/no degree yet","8","","",""
"Yes","2006","35-65 y.","lower secondary degree","1165","0.496590224189382","0.476392391649018","0.516788056729746"
"Yes","2006","35-65 y.","secondary school degree","1624","0.529121747220469","0.511668464524387","0.546575029916552"
"Yes","2006","35-65 y.","college entrance qualification","1667","0.585932665805362","0.567496368359971","0.604368963250753"
"Yes","2006","35-65 y.","Other degree","254","0.484495247300153","0.440200241912319","0.528790252687988"
"Yes","2006","35-65 y.","no degree/no degree yet","30","0.495478818284338","0.364528569989785","0.626429066578891"
"Yes","2006","66 and older","lower secondary degree","6","","",""
"Yes","2006","66 and older","secondary school degree","6","","",""
"Yes","2006","66 and older","college entrance qualification","12","","",""
"Yes","2006","66 and older","Other degree","","","",""
"Yes","2006","66 and older","no degree/no degree yet","","","",""
"No","2006","16-34 y.","lower secondary degree","365","0.596793547878025","0.557378196340792","0.636208899415257"
"No","2006","16-34 y.","secondary school degree","631","0.522229471630513","0.493359953320535","0.551098989940491"
"No","2006","16-34 y.","college entrance qualification","502","0.483344460828462","0.452929474139369","0.513759447517555"
"No","2006","16-34 y.","Other degree","56","0.60358047796223","0.505217561414615","0.701943394509845"
"No","2006","16-34 y.","no degree/no degree yet","45","0.847370119447203","0.75054980001054","0.944190438883866"
"No","2006","35-65 y.","lower secondary degree","1189","0.503409775810618","0.483211943270254","0.523607608350982"
"No","2006","35-65 y.","secondary school degree","1518","0.470878252779531","0.453424970083448","0.488331535475613"
"No","2006","35-65 y.","college entrance qualification","1075","0.414067334194638","0.395631036749247","0.432503631640029"
"No","2006","35-65 y.","Other degree","235","0.515504752699847","0.471209747312012","0.559799758087681"
"No","2006","35-65 y.","no degree/no degree yet","26","","",""
"No","2006","66 and older","lower secondary degree","71","0.911815058389631","0.848478665732502","0.975151451046759"
"No","2006","66 and older","secondary school degree","33","0.883938425549383","0.78341413352732","0.984462717571445"
"No","2006","66 and older","college entrance qualification","45","0.741391136505275","0.627718466554006","0.855063806456544"
"No","2006","66 and older","Other degree","7","","",""
"No","2006","66 and older","no degree/no degree yet","3","","",""
"Yes","2007","16-34 y.","lower secondary degree","","","",""
"Yes","2007","16-34 y.","secondary school degree","","","",""
"Yes","2007","16-34 y.","college entrance qualification","","","",""
"Yes","2007","16-34 y.","Other degree","","","",""
"Yes","2007","16-34 y.","no degree/no degree yet","","","",""
"Yes","2007","35-65 y.","lower secondary degree","","","",""
"Yes","2007","35-65 y.","secondary school degree","","","",""
"Yes","2007","35-65 y.","college entrance qualification","","","",""
"Yes","2007","35-65 y.","Other degree","","","",""
"Yes","2007","35-65 y.","no degree/no degree yet","","","",""
"Yes","2007","66 and older","lower secondary degree","","","",""
"Yes","2007","66 and older","secondary school degree","","","",""
"Yes","2007","66 and older","college entrance qualification","","","",""
"Yes","2007","66 and older","Other degree","","","",""
"Yes","2007","66 and older","no degree/no degree yet","","","",""
"No","2007","16-34 y.","lower secondary degree","","","",""
"No","2007","16-34 y.","secondary school degree","","","",""
"No","2007","16-34 y.","college entrance qualification","","","",""
"No","2007","16-34 y.","Other degree","","","",""
"No","2007","16-34 y.","no degree/no degree yet","","","",""
"No","2007","35-65 y.","lower secondary degree","","","",""
"No","2007","35-65 y.","secondary school degree","","","",""
"No","2007","35-65 y.","college entrance qualification","","","",""
"No","2007","35-65 y.","Other degree","","","",""
"No","2007","35-65 y.","no degree/no degree yet","","","",""
"No","2007","66 and older","lower secondary degree","","","",""
"No","2007","66 and older","secondary school degree","","","",""
"No","2007","66 and older","college entrance qualification","","","",""
"No","2007","66 and older","Other degree","","","",""
"No","2007","66 and older","no degree/no degree yet","","","",""
"Yes","2008","16-34 y.","lower secondary degree","","","",""
"Yes","2008","16-34 y.","secondary school degree","","","",""
"Yes","2008","16-34 y.","college entrance qualification","","","",""
"Yes","2008","16-34 y.","Other degree","","","",""
"Yes","2008","16-34 y.","no degree/no degree yet","","","",""
"Yes","2008","35-65 y.","lower secondary degree","","","",""
"Yes","2008","35-65 y.","secondary school degree","","","",""
"Yes","2008","35-65 y.","college entrance qualification","","","",""
"Yes","2008","35-65 y.","Other degree","","","",""
"Yes","2008","35-65 y.","no degree/no degree yet","","","",""
"Yes","2008","66 and older","lower secondary degree","","","",""
"Yes","2008","66 and older","secondary school degree","","","",""
"Yes","2008","66 and older","college entrance qualification","","","",""
"Yes","2008","66 and older","Other degree","","","",""
"Yes","2008","66 and older","no degree/no degree yet","","","",""
"No","2008","16-34 y.","lower secondary degree","","","",""
"No","2008","16-34 y.","secondary school degree","","","",""
"No","2008","16-34 y.","college entrance qualification","","","",""
"No","2008","16-34 y.","Other degree","","","",""
"No","2008","16-34 y.","no degree/no degree yet","","","",""
"No","2008","35-65 y.","lower secondary degree","","","",""
"No","2008","35-65 y.","secondary school degree","","","",""
