"plh0217","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","in school","","","",""
"1 Strongly disagree","2005","no migration background","inadequately","","","",""
"1 Strongly disagree","2005","no migration background","general elemantary","","","",""
"1 Strongly disagree","2005","no migration background","middle vocational","68","0.0105173783173558","0.00841376514558687","0.0126209914891248"
"1 Strongly disagree","2005","no migration background","vocational + Abi","","","",""
"1 Strongly disagree","2005","no migration background","higher vocational","","","",""
"1 Strongly disagree","2005","no migration background","higher education","","","",""
"1 Strongly disagree","2005","direct migration background","in school","","","",""
"1 Strongly disagree","2005","direct migration background","inadequately","","","",""
"1 Strongly disagree","2005","direct migration background","general elemantary","","","",""
"1 Strongly disagree","2005","direct migration background","middle vocational","","","",""
"1 Strongly disagree","2005","direct migration background","vocational + Abi","","","",""
"1 Strongly disagree","2005","direct migration background","higher vocational","","","",""
"1 Strongly disagree","2005","direct migration background","higher education","","","",""
"1 Strongly disagree","2005","indirect migration background","in school","","","",""
"1 Strongly disagree","2005","indirect migration background","inadequately","","","",""
"1 Strongly disagree","2005","indirect migration background","general elemantary","","","",""
"1 Strongly disagree","2005","indirect migration background","middle vocational","","","",""
"1 Strongly disagree","2005","indirect migration background","vocational + Abi","","","",""
"1 Strongly disagree","2005","indirect migration background","higher vocational","","","",""
"1 Strongly disagree","2005","indirect migration background","higher education","","","",""
"2 on scale 1-7 ","2005","no migration background","in school","","","",""
"2 on scale 1-7 ","2005","no migration background","inadequately","","","",""
"2 on scale 1-7 ","2005","no migration background","general elemantary","31","0.0181709232471838","0.0117338747646816","0.0246079717296859"
"2 on scale 1-7 ","2005","no migration background","middle vocational","221","0.0241523337888588","0.0209865692296279","0.0273180983480898"
"2 on scale 1-7 ","2005","no migration background","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","no migration background","higher vocational","31","0.0226893402606559","0.0148440810422587","0.0305345994790532"
"2 on scale 1-7 ","2005","no migration background","higher education","78","0.0203327826145882","0.0158209848509086","0.0248445803782678"
"2 on scale 1-7 ","2005","direct migration background","in school","","","",""
"2 on scale 1-7 ","2005","direct migration background","inadequately","","","",""
"2 on scale 1-7 ","2005","direct migration background","general elemantary","","","",""
"2 on scale 1-7 ","2005","direct migration background","middle vocational","","","",""
"2 on scale 1-7 ","2005","direct migration background","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","direct migration background","higher vocational","","","",""
"2 on scale 1-7 ","2005","direct migration background","higher education","","","",""
"2 on scale 1-7 ","2005","indirect migration background","in school","","","",""
"2 on scale 1-7 ","2005","indirect migration background","inadequately","","","",""
"2 on scale 1-7 ","2005","indirect migration background","general elemantary","","","",""
"2 on scale 1-7 ","2005","indirect migration background","middle vocational","","","",""
"2 on scale 1-7 ","2005","indirect migration background","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","indirect migration background","higher vocational","","","",""
"2 on scale 1-7 ","2005","indirect migration background","higher education","","","",""
"3 on scale 1-7 ","2005","no migration background","in school","","","",""
"3 on scale 1-7 ","2005","no migration background","inadequately","","","",""
"3 on scale 1-7 ","2005","no migration background","general elemantary","77","0.0465057676682765","0.0363574796970506","0.0566540556395024"
"3 on scale 1-7 ","2005","no migration background","middle vocational","475","0.0543928298744643","0.0497161864993852","0.0590694732495434"
"3 on scale 1-7 ","2005","no migration background","vocational + Abi","39","0.0388485101762103","0.0260230500590808","0.0516739702933398"
"3 on scale 1-7 ","2005","no migration background","higher vocational","67","0.0543047950276006","0.0423656087318218","0.0662439813233795"
"3 on scale 1-7 ","2005","no migration background","higher education","192","0.0573325573855802","0.0499007945939139","0.0647643201772466"
"3 on scale 1-7 ","2005","direct migration background","in school","","","",""
"3 on scale 1-7 ","2005","direct migration background","inadequately","","","",""
"3 on scale 1-7 ","2005","direct migration background","general elemantary","34","0.0546178493982928","0.0358644701689668","0.0733712286276188"
"3 on scale 1-7 ","2005","direct migration background","middle vocational","57","0.0668823693732323","0.0502535060064423","0.0835112327400222"
"3 on scale 1-7 ","2005","direct migration background","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","direct migration background","higher vocational","","","",""
"3 on scale 1-7 ","2005","direct migration background","higher education","","","",""
"3 on scale 1-7 ","2005","indirect migration background","in school","","","",""
"3 on scale 1-7 ","2005","indirect migration background","inadequately","","","",""
"3 on scale 1-7 ","2005","indirect migration background","general elemantary","","","",""
"3 on scale 1-7 ","2005","indirect migration background","middle vocational","","","",""
"3 on scale 1-7 ","2005","indirect migration background","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","indirect migration background","higher vocational","","","",""
"3 on scale 1-7 ","2005","indirect migration background","higher education","","","",""
"4 on scale 1-7","2005","no migration background","in school","57","0.122090482347522","0.093508088039348","0.150672876655695"
"4 on scale 1-7","2005","no migration background","inadequately","","","",""
"4 on scale 1-7","2005","no migration background","general elemantary","192","0.110472355205594","0.0953650546401998","0.125579655770989"
"4 on scale 1-7","2005","no migration background","middle vocational","1146","0.121946567651251","0.115198905793516","0.128694229508985"
"4 on scale 1-7","2005","no migration background","vocational + Abi","109","0.113005259337727","0.0919916962077959","0.134018822467659"
"4 on scale 1-7","2005","no migration background","higher vocational","155","0.125415163601854","0.107966746192485","0.142863581011223"
"4 on scale 1-7","2005","no migration background","higher education","467","0.116617845502014","0.106357340278124","0.126878350725903"
"4 on scale 1-7","2005","direct migration background","in school","","","",""
"4 on scale 1-7","2005","direct migration background","inadequately","","","",""
"4 on scale 1-7","2005","direct migration background","general elemantary","76","0.141958844850049","0.113155440125888","0.17076224957421"
"4 on scale 1-7","2005","direct migration background","middle vocational","114","0.160760354973675","0.13631079675491","0.185209913192439"
"4 on scale 1-7","2005","direct migration background","vocational + Abi","","","",""
"4 on scale 1-7","2005","direct migration background","higher vocational","","","",""
"4 on scale 1-7","2005","direct migration background","higher education","41","0.106629129170531","0.0736277357576274","0.139630522583436"
"4 on scale 1-7","2005","indirect migration background","in school","","","",""
"4 on scale 1-7","2005","indirect migration background","inadequately","","","",""
"4 on scale 1-7","2005","indirect migration background","general elemantary","34","0.112228520306208","0.0663705731053605","0.158086467507056"
"4 on scale 1-7","2005","indirect migration background","middle vocational","44","0.119510423656234","0.0848767832832507","0.154144064029217"
"4 on scale 1-7","2005","indirect migration background","vocational + Abi","","","",""
"4 on scale 1-7","2005","indirect migration background","higher vocational","","","",""
"4 on scale 1-7","2005","indirect migration background","higher education","","","",""
"5 on scale 1-7","2005","no migration background","in school","121","0.235766441870655","0.198708024398862","0.272824859342448"
"5 on scale 1-7","2005","no migration background","inadequately","","","",""
"5 on scale 1-7","2005","no migration background","general elemantary","329","0.203561876426995","0.18415728149138","0.222966471362611"
"5 on scale 1-7","2005","no migration background","middle vocational","1904","0.204354443692327","0.196039488530423","0.212669398854232"
"5 on scale 1-7","2005","no migration background","vocational + Abi","188","0.218237641980798","0.190822401710474","0.245652882251121"
"5 on scale 1-7","2005","no migration background","higher vocational","301","0.202793926999654","0.181610665972372","0.223977188026936"
"5 on scale 1-7","2005","no migration background","higher education","790","0.209655922026152","0.196643036869763","0.222668807182541"
"5 on scale 1-7","2005","direct migration background","in school","","","",""
"5 on scale 1-7","2005","direct migration background","inadequately","35","0.215713535146593","0.149447148305062","0.281979921988124"
"5 on scale 1-7","2005","direct migration background","general elemantary","112","0.192740944991016","0.16018712230785","0.225294767674182"
"5 on scale 1-7","2005","direct migration background","middle vocational","167","0.196556721777689","0.170104624980607","0.223008818574772"
"5 on scale 1-7","2005","direct migration background","vocational + Abi","41","0.18619824643086","0.1344059308804","0.237990561981321"
"5 on scale 1-7","2005","direct migration background","higher vocational","","","",""
"5 on scale 1-7","2005","direct migration background","higher education","70","0.21348238278041","0.169668302415277","0.257296463145544"
"5 on scale 1-7","2005","indirect migration background","in school","","","",""
"5 on scale 1-7","2005","indirect migration background","inadequately","","","",""
"5 on scale 1-7","2005","indirect migration background","general elemantary","","","",""
"5 on scale 1-7","2005","indirect migration background","middle vocational","80","0.226371715302175","0.181692000606741","0.27105142999761"
"5 on scale 1-7","2005","indirect migration background","vocational + Abi","","","",""
"5 on scale 1-7","2005","indirect migration background","higher vocational","","","",""
"5 on scale 1-7","2005","indirect migration background","higher education","","","",""
"6 on scale 1-7","2005","no migration background","in school","175","0.336025048406529","0.294787342511885","0.377262754301174"
"6 on scale 1-7","2005","no migration background","inadequately","","","",""
"6 on scale 1-7","2005","no migration background","general elemantary","524","0.299726705867455","0.277647835944441","0.321805575790469"
"6 on scale 1-7","2005","no migration background","middle vocational","2886","0.311599615406831","0.30204909456793","0.321150136245731"
"6 on scale 1-7","2005","no migration background","vocational + Abi","322","0.364881841541612","0.332930195317206","0.396833487766018"
"6 on scale 1-7","2005","no migration background","higher vocational","500","0.357494850861431","0.332245323816471","0.38274437790639"
"6 on scale 1-7","2005","no migration background","higher education","1424","0.373006041128375","0.357546324144464","0.388465758112285"
"6 on scale 1-7","2005","direct migration background","in school","","","",""
