"plh0217","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","Urban Area","54","0.0141788725303157","0.0109663876828886","0.0173913573777427","1"
"1 Strongly disagree","2005","Not Employed","Rural Area","28","","","","1"
"1 Strongly disagree","2005","Employed","Urban Area","47","0.00523973604276203","0.00371750698592371","0.00676196509960036","1"
"1 Strongly disagree","2005","Employed","Rural Area","34","0.0137723971390037","0.0102435371711044","0.0173012571069029","1"
"2 on scale 1-7 ","2005","Not Employed","Rural Area","52","0.0229261196437648","0.0172255523113378","0.0286266869761919","2"
"2 on scale 1-7 ","2005","Employed","Urban Area","182","0.0217055601922172","0.0186330991810361","0.0247780212033983","2"
"2 on scale 1-7 ","2005","Employed","Rural Area","92","0.0201297212606195","0.015877221943044","0.024382220578195","2"
"2 on scale 1-7 ","2005","Not Employed","Urban Area","142","0.0275612789563127","0.0231128978942","0.0320096600184253","2"
"3 on scale 1-7 ","2005","Not Employed","Rural Area","126","0.0474027413250282","0.0393090713218632","0.0554964113281933","3"
"3 on scale 1-7 ","2005","Employed","Urban Area","448","0.0532832744485042","0.048547712019116","0.0580188368778924","3"
"3 on scale 1-7 ","2005","Employed","Rural Area","237","0.0622604393542343","0.0549441935324452","0.0695766851760234","3"
"3 on scale 1-7 ","2005","Not Employed","Urban Area","259","0.051219884772294","0.0452299338557974","0.0572098356887905","3"
"4 on scale 1-7","2005","Employed","Rural Area","568","0.138591875091703","0.128129881570718","0.149053868612687","4"
"4 on scale 1-7","2005","Not Employed","Rural Area","317","0.116342721426188","0.104130332146386","0.128555110705991","4"
"4 on scale 1-7","2005","Employed","Urban Area","1081","0.120767835496881","0.113897253716453","0.127638417277309","4"
"4 on scale 1-7","2005","Not Employed","Urban Area","649","0.117025556678793","0.108291105881263","0.125760007476323","4"
"5 on scale 1-7","2005","Employed","Urban Area","1851","0.212450724924509","0.203826222171458","0.221075227677559","5"
"5 on scale 1-7","2005","Not Employed","Rural Area","564","0.198368682369743","0.183180248565552","0.213557116173934","5"
"5 on scale 1-7","2005","Not Employed","Urban Area","1039","0.196537735067192","0.185740143545976","0.207335326588409","5"
"5 on scale 1-7","2005","Employed","Rural Area","880","0.207863917850451","0.195577351454531","0.220150484246372","5"
"6 on scale 1-7","2005","Employed","Urban Area","2980","0.336237558729902","0.326276728513837","0.346198388945966","6"
"6 on scale 1-7","2005","Employed","Rural Area","1385","0.311859627677497","0.297832809205156","0.325886446149838","6"
"6 on scale 1-7","2005","Not Employed","Rural Area","901","0.319841852537563","0.302076996225508","0.337606708849618","6"
"6 on scale 1-7","2005","Not Employed","Urban Area","1573","0.288781967179988","0.276467727760695","0.301096206599281","6"
"7 Strongly agree","2005","Employed","Rural Area","994","0.245522021626492","0.23249006609658","0.258553977156403","7"
"7 Strongly agree","2005","Not Employed","Rural Area","660","0.280722830589778","0.263607862033767","0.297837799145789","7"
"7 Strongly agree","2005","Employed","Urban Area","2052","0.250315310165225","0.241181560256584","0.259449060073866","7"
"7 Strongly agree","2005","Not Employed","Urban Area","1487","0.304694704815104","0.292188043190545","0.317201366439664","7"
"1 Strongly disagree","2006","Not Employed","Urban Area","","","","","1"
"1 Strongly disagree","2006","Not Employed","Rural Area","","","","","1"
"1 Strongly disagree","2006","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2006","Employed","Rural Area","","","","","1"
"2 on scale 1-7 ","2006","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Urban Area","","","","","2"
"3 on scale 1-7 ","2006","Not Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","Employed","Urban Area","","","","","3"
"4 on scale 1-7","2006","Not Employed","Rural Area","","","","","4"
"4 on scale 1-7","2006","Employed","Urban Area","","","","","4"
"4 on scale 1-7","2006","Employed","Rural Area","","","","","4"
"4 on scale 1-7","2006","Not Employed","Urban Area","","","","","4"
"5 on scale 1-7","2006","Employed","Urban Area","","","","","5"
"5 on scale 1-7","2006","Not Employed","Rural Area","","","","","5"
"5 on scale 1-7","2006","Employed","Rural Area","","","","","5"
"5 on scale 1-7","2006","Not Employed","Urban Area","","","","","5"
"6 on scale 1-7","2006","Employed","Urban Area","","","","","6"
"6 on scale 1-7","2006","Not Employed","Rural Area","","","","","6"
"6 on scale 1-7","2006","Employed","Rural Area","","","","","6"
"6 on scale 1-7","2006","Not Employed","Urban Area","","","","","6"
"7 Strongly agree","2006","Not Employed","Rural Area","","","","","7"
"7 Strongly agree","2006","Employed","Urban Area","","","","","7"
"7 Strongly agree","2006","Employed","Rural Area","","","","","7"
"7 Strongly agree","2006","Not Employed","Urban Area","","","","","7"
"1 Strongly disagree","2007","Not Employed","Urban Area","","","","","1"
"1 Strongly disagree","2007","Not Employed","Rural Area","","","","","1"
