"plh0217","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","no migration background","68","0.0144911641362018","0.0116017203054869","0.0173806079669166"
"1 Strongly disagree","2005","Not Employed","direct migration background","11","","",""
"1 Strongly disagree","2005","Not Employed","indirect migration background","3","","",""
"1 Strongly disagree","2005","Employed","no migration background","66","0.00821775810865126","0.00652481608322215","0.00991070013408037"
"1 Strongly disagree","2005","Employed","direct migration background","10","","",""
"1 Strongly disagree","2005","Employed","indirect migration background","5","","",""
"2 on scale 1-7 ","2005","Not Employed","no migration background","156","0.025517985437936","0.021705199141866","0.029330771734006"
"2 on scale 1-7 ","2005","Not Employed","direct migration background","31","0.0309924865521405","0.0202300598978674","0.0417549132064136"
"2 on scale 1-7 ","2005","Not Employed","indirect migration background","7","","",""
"2 on scale 1-7 ","2005","Employed","no migration background","234","0.0209222853058009","0.0182383602293868","0.0236062103822149"
"2 on scale 1-7 ","2005","Employed","direct migration background","29","","",""
"2 on scale 1-7 ","2005","Employed","indirect migration background","11","","",""
"3 on scale 1-7 ","2005","Not Employed","no migration background","309","0.048195173413834","0.0430166245032675","0.0533737223244005"
"3 on scale 1-7 ","2005","Not Employed","direct migration background","63","0.0604915114135439","0.0456862529382349","0.0752967698888528"
"3 on scale 1-7 ","2005","Not Employed","indirect migration background","13","","",""
"3 on scale 1-7 ","2005","Employed","no migration background","571","0.0546887975263726","0.0504250268861822","0.058952568166563"
"3 on scale 1-7 ","2005","Employed","direct migration background","85","0.0653573041595629","0.0522265732391478","0.078488035079978"
"3 on scale 1-7 ","2005","Employed","indirect migration background","29","","",""
"4 on scale 1-7","2005","Not Employed","no migration background","783","0.115883285964428","0.108144059437909","0.123622512490947"
"4 on scale 1-7","2005","Not Employed","direct migration background","130","0.121389702069557","0.101107855678664","0.141671548460451"
"4 on scale 1-7","2005","Not Employed","indirect migration background","53","0.122099182109834","0.0840217173192388","0.16017664690043"
"4 on scale 1-7","2005","Employed","no migration background","1396","0.123523986660629","0.117353734499899","0.129694238821359"
"4 on scale 1-7","2005","Employed","direct migration background","174","0.149886574767747","0.130922186714633","0.168850962820861"
"4 on scale 1-7","2005","Employed","indirect migration background","79","0.110274461202824","0.0840010011586058","0.136547921247042"
"5 on scale 1-7","2005","Not Employed","no migration background","1365","0.199888342430815","0.190218900941599","0.209557783920031"
"5 on scale 1-7","2005","Not Employed","direct migration background","176","0.17151067432688","0.148100348532391","0.19492100012137"
"5 on scale 1-7","2005","Not Employed","indirect migration background","62","0.234977937831541","0.185667433435486","0.284288442227597"
"5 on scale 1-7","2005","Employed","no migration background","2329","0.211410044768104","0.203753273477432","0.219066816058776"
"5 on scale 1-7","2005","Employed","direct migration background","290","0.211505202378709","0.189809237376565","0.233201167380853"
"5 on scale 1-7","2005","Employed","indirect migration background","112","0.202306494955795","0.168610777292827","0.236002212618764"
"6 on scale 1-7","2005","Not Employed","no migration background","2131","0.307122699031835","0.295969062644453","0.318276335419217"
"6 on scale 1-7","2005","Not Employed","direct migration background","272","0.264982379448833","0.237574477315448","0.292390281582218"
"6 on scale 1-7","2005","Not Employed","indirect migration background","71","0.207243194429497","0.160102166374372","0.254384222484622"
"6 on scale 1-7","2005","Employed","no migration background","3779","0.339230521080612","0.33035222360583","0.348108818555394"
"6 on scale 1-7","2005","Employed","direct migration background","390","0.245635826635561","0.222766392930135","0.268505260340987"
"6 on scale 1-7","2005","Employed","indirect migration background","196","0.370993250857378","0.330473904876217","0.411512596838538"
"7 Strongly agree","2005","Not Employed","no migration background","1759","0.288901349584951","0.27794232074223","0.299860378427671"
"7 Strongly agree","2005","Not Employed","direct migration background","313","0.335479716404673","0.30615690033097","0.364802532478375"
"7 Strongly agree","2005","Not Employed","indirect migration background","75","0.357303191633264","0.301570445793826","0.413035937472702"
"7 Strongly agree","2005","Employed","no migration background","2549","0.242006606549831","0.233974978894272","0.25003823420539"
"7 Strongly agree","2005","Employed","direct migration background","383","0.30292153923399","0.27850832638043","0.327334752087549"
"7 Strongly agree","2005","Employed","indirect migration background","114","0.219751229462367","0.1850188951248","0.254483563799935"
"1 Strongly disagree","2006","Not Employed","no migration background","","","",""
"1 Strongly disagree","2006","Not Employed","direct migration background","","","",""
"1 Strongly disagree","2006","Not Employed","indirect migration background","","","",""
"1 Strongly disagree","2006","Employed","no migration background","","","",""
"1 Strongly disagree","2006","Employed","direct migration background","","","",""
"1 Strongly disagree","2006","Employed","indirect migration background","","","",""
"2 on scale 1-7 ","2006","Not Employed","no migration background","","","",""
"2 on scale 1-7 ","2006","Not Employed","direct migration background","","","",""
"2 on scale 1-7 ","2006","Not Employed","indirect migration background","","","",""
"2 on scale 1-7 ","2006","Employed","no migration background","","","",""
"2 on scale 1-7 ","2006","Employed","direct migration background","","","",""
"2 on scale 1-7 ","2006","Employed","indirect migration background","","","",""
"3 on scale 1-7 ","2006","Not Employed","no migration background","","","",""
"3 on scale 1-7 ","2006","Not Employed","direct migration background","","","",""
"3 on scale 1-7 ","2006","Not Employed","indirect migration background","","","",""
"3 on scale 1-7 ","2006","Employed","no migration background","","","",""
"3 on scale 1-7 ","2006","Employed","direct migration background","","","",""
"3 on scale 1-7 ","2006","Employed","indirect migration background","","","",""
"4 on scale 1-7","2006","Not Employed","no migration background","","","",""
"4 on scale 1-7","2006","Not Employed","direct migration background","","","",""
