"plh0217","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","West Germany","33","0.00788802290818087","0.00513448586689612","0.0106415599494656"
"1 Strongly disagree","2005","16-34 y.","East Germany","5","","",""
"1 Strongly disagree","2005","35-65 y.","West Germany","61","0.0086758280429277","0.00674499139207406","0.0106066646937813"
"1 Strongly disagree","2005","35-65 y.","East Germany","21","","",""
"1 Strongly disagree","2005","66 and older","West Germany","32","0.017383401907473","0.0125528153731357","0.0222139884418103"
"1 Strongly disagree","2005","66 and older","East Germany","11","","",""
"2 on scale 1-7 ","2005","16-34 y.","West Germany","68","0.0205397413673826","0.016124876751928","0.0249546059828372"
"2 on scale 1-7 ","2005","16-34 y.","East Germany","23","","",""
"2 on scale 1-7 ","2005","35-65 y.","West Germany","220","0.0257225741928811","0.0224266231480799","0.0290185252376823"
"2 on scale 1-7 ","2005","35-65 y.","East Germany","58","0.0193755039392736","0.0142039126471177","0.0245470952314295"
"2 on scale 1-7 ","2005","66 and older","West Germany","76","0.0255958515940948","0.0197587831376651","0.0314329200505246"
"2 on scale 1-7 ","2005","66 and older","East Germany","23","","",""
"3 on scale 1-7 ","2005","16-34 y.","West Germany","180","0.0474184869754719","0.040803158462991","0.0540338154879528"
"3 on scale 1-7 ","2005","16-34 y.","East Germany","73","0.0605464501562882","0.047819506693616","0.0732733936189605"
"3 on scale 1-7 ","2005","35-65 y.","West Germany","493","0.0552016985059503","0.0504469451844129","0.0599564518274877"
"3 on scale 1-7 ","2005","35-65 y.","East Germany","134","0.0555963883150433","0.0469993585053667","0.0641934181247199"
"3 on scale 1-7 ","2005","66 and older","West Germany","140","0.0556073641882839","0.047137374459114","0.0640773539174538"
"3 on scale 1-7 ","2005","66 and older","East Germany","50","0.0479127434866496","0.0344371366941585","0.0613883502791408"
"4 on scale 1-7","2005","16-34 y.","West Germany","529","0.12484379555674","0.114555278897291","0.135132312216188"
"4 on scale 1-7","2005","16-34 y.","East Germany","207","0.15646029275136","0.137073902507763","0.175846682994957"
"4 on scale 1-7","2005","35-65 y.","West Germany","1110","0.123920171244856","0.117060156310794","0.130780186178919"
"4 on scale 1-7","2005","35-65 y.","East Germany","362","0.143071430496192","0.129934463948521","0.156208397043863"
"4 on scale 1-7","2005","66 and older","West Germany","297","0.0996655982748492","0.0885938808187316","0.110737315730967"
"4 on scale 1-7","2005","66 and older","East Germany","110","0.107116619545448","0.0876042400810884","0.126628999009808"
"5 on scale 1-7","2005","16-34 y.","West Germany","931","0.23393139391358","0.220754756906862","0.247108030920298"
"5 on scale 1-7","2005","16-34 y.","East Germany","298","0.231064352407015","0.208571031019952","0.253557673794079"
"5 on scale 1-7","2005","35-65 y.","West Germany","1815","0.197376397029231","0.189089617392887","0.205663176665576"
"5 on scale 1-7","2005","35-65 y.","East Germany","538","0.190009764485286","0.175290904476366","0.204728624494206"
"5 on scale 1-7","2005","66 and older","West Germany","565","0.195954174363004","0.181283229212844","0.210625119513164"
"5 on scale 1-7","2005","66 and older","East Germany","187","0.19361784876537","0.168687544279917","0.218548153250823"
"6 on scale 1-7","2005","16-34 y.","West Germany","1284","0.312399544996422","0.297973417396672","0.326825672596172"
"6 on scale 1-7","2005","16-34 y.","East Germany","461","0.324529111621678","0.299544519444709","0.349513703798646"
"6 on scale 1-7","2005","35-65 y.","West Germany","2984","0.326857693068842","0.317091731359686","0.336623654777999"
"6 on scale 1-7","2005","35-65 y.","East Germany","933","0.328677086379476","0.311053399308894","0.346300773450059"
"6 on scale 1-7","2005","66 and older","West Germany","854","0.285648232291264","0.268952238862362","0.302344225720167"
"6 on scale 1-7","2005","66 and older","East Germany","323","0.321407951536771","0.291942226898199","0.350873676175343"
"7 Strongly agree","2005","16-34 y.","West Germany","940","0.252979014282223","0.239447850698882","0.266510177865563"
"7 Strongly agree","2005","16-34 y.","East Germany","282","0.210242548798757","0.18849805566446","0.231987041933055"
"7 Strongly agree","2005","35-65 y.","West Germany","2179","0.262245637915311","0.25308781486552","0.271403460965102"
"7 Strongly agree","2005","35-65 y.","East Germany","683","0.251115612378487","0.234845499394042","0.267385725362931"
