"plh0217","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Full Time","Male","35","0.00918803240003938","0.00662894956796523","0.0117471152321135","1"
"1 Strongly disagree","2005","Full Time","Female","18","","","","1"
"1 Strongly disagree","2005","Part Time","Male","5","","","","1"
"1 Strongly disagree","2005","Part Time","Female","23","","","","1"
"1 Strongly disagree","2005","Not Working","Male","28","","","","1"
"1 Strongly disagree","2005","Not Working","Female","54","0.016782517837574","0.0131089237650744","0.0204561119100735","1"
"2 on scale 1-7 ","2005","Part Time","Male","33","0.0264720355809248","0.0180205245944947","0.0349235465673548","2"
"2 on scale 1-7 ","2005","Full Time","Male","130","0.0267999216879513","0.0224683521325413","0.0311314912433613","2"
"2 on scale 1-7 ","2005","Not Working","Female","113","0.0227218734127053","0.0184603098726031","0.0269834369528074","2"
"2 on scale 1-7 ","2005","Full Time","Female","59","0.0153960176980676","0.0107320138481434","0.0200600215479919","2"
"2 on scale 1-7 ","2005","Part Time","Female","52","0.0140102148801096","0.0100757444075174","0.0179446853527019","2"
"2 on scale 1-7 ","2005","Not Working","Male","81","0.0313212875841391","0.0252423605855599","0.0374002145827182","2"
"3 on scale 1-7 ","2005","Not Working","Male","177","0.0630682286750565","0.0545846997213748","0.0715517576287382","3"
"3 on scale 1-7 ","2005","Full Time","Male","316","0.0643009269535825","0.0577220134130522","0.0708798404941128","3"
"3 on scale 1-7 ","2005","Part Time","Female","154","0.0420730294712611","0.0353526193504686","0.0487934395920537","3"
"3 on scale 1-7 ","2005","Part Time","Male","79","0.0718024898647743","0.0582113329180272","0.0853936468115214","3"
"3 on scale 1-7 ","2005","Full Time","Female","136","0.0469658989735228","0.0389515279240408","0.0549802700230047","3"
"3 on scale 1-7 ","2005","Not Working","Female","208","0.041515980130414","0.0358112133179438","0.0472207469428842","3"
"4 on scale 1-7","2005","Not Working","Female","533","0.106815875923787","0.0979825102027487","0.115649241644825","4"
"4 on scale 1-7","2005","Full Time","Female","346","0.129859080267034","0.117125372962535","0.142592787571533","4"
"4 on scale 1-7","2005","Part Time","Male","188","0.134006231329943","0.116071851795807","0.151940610864078","4"
"4 on scale 1-7","2005","Not Working","Male","433","0.132113668015132","0.120296251409187","0.143931084621077","4"
"4 on scale 1-7","2005","Full Time","Male","725","0.133182114493406","0.124069052025359","0.142295176961454","4"
"4 on scale 1-7","2005","Part Time","Female","390","0.108459816508143","0.0980502515816919","0.118869381434595","4"
"5 on scale 1-7","2005","Not Working","Female","855","0.17992637007527","0.168941077107659","0.190911663042882","5"
"5 on scale 1-7","2005","Part Time","Female","717","0.200440356790536","0.187039094703682","0.213841618877389","5"
"5 on scale 1-7","2005","Not Working","Male","748","0.223400780239124","0.208864340098568","0.237937220379679","5"
"5 on scale 1-7","2005","Full Time","Male","1164","0.216014913406588","0.204977349506561","0.227052477306616","5"
"5 on scale 1-7","2005","Full Time","Female","548","0.211465130609131","0.19599643337079","0.226933827847472","5"
"5 on scale 1-7","2005","Part Time","Male","302","0.215109354824451","0.193477154244179","0.236741555404724","5"
"6 on scale 1-7","2005","Not Working","Female","1520","0.305448365970928","0.292276145755577","0.318620586186278","6"
"6 on scale 1-7","2005","Part Time","Male","456","0.318994163256589","0.294456496655062","0.343531829858115","6"
"6 on scale 1-7","2005","Not Working","Male","954","0.287709368964553","0.27191061394802","0.303508123981087","6"
"6 on scale 1-7","2005","Full Time","Male","1847","0.33211674699414","0.319484717613301","0.344748776374979","6"
"6 on scale 1-7","2005","Part Time","Female","1162","0.325994854269897","0.310303346978745","0.34168636156105","6"
"6 on scale 1-7","2005","Full Time","Female","900","0.33059359013153","0.312773247369857","0.348413932893203","6"
"7 Strongly agree","2005","Not Working","Female","1414","0.326789016649322","0.313375361617728","0.340202671680915","7"
"7 Strongly agree","2005","Not Working","Male","733","0.252022447612713","0.23687005756501","0.267174837660416","7"
"7 Strongly agree","2005","Part Time","Male","323","0.228761040360412","0.206647820320988","0.250874260399836","7"
"7 Strongly agree","2005","Part Time","Female","930","0.302851980768136","0.287470243375683","0.318233718160589","7"
"7 Strongly agree","2005","Full Time","Male","1123","0.218397344064292","0.207315956302665","0.229478731825919","7"
"7 Strongly agree","2005","Full Time","Female","670","0.256504618415486","0.23996175677201","0.273047480058962","7"
"1 Strongly disagree","2006","Full Time","Female","","","","","1"
"1 Strongly disagree","2006","Part Time","Male","","","","","1"
"1 Strongly disagree","2006","Part Time","Female","","","","","1"
"1 Strongly disagree","2006","Not Working","Male","","","","","1"
"1 Strongly disagree","2006","Not Working","Female","","","","","1"
"1 Strongly disagree","2006","Full Time","Male","","","","","1"
"2 on scale 1-7 ","2006","Full Time","Male","","","","","2"
"2 on scale 1-7 ","2006","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2006","Part Time","Female","","","","","2"
"2 on scale 1-7 ","2006","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2006","Full Time","Female","","","","","2"
"2 on scale 1-7 ","2006","Not Working","Male","","","","","2"
"3 on scale 1-7 ","2006","Not Working","Female","","","","","3"
"3 on scale 1-7 ","2006","Not Working","Male","","","","","3"
"3 on scale 1-7 ","2006","Part Time","Female","","","","","3"
"3 on scale 1-7 ","2006","Part Time","Male","","","","","3"
"3 on scale 1-7 ","2006","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2006","Full Time","Male","","","","","3"
"4 on scale 1-7","2006","Full Time","Female","","","","","4"
"4 on scale 1-7","2006","Full Time","Male","","","","","4"
"4 on scale 1-7","2006","Not Working","Female","","","","","4"
"4 on scale 1-7","2006","Not Working","Male","","","","","4"
"4 on scale 1-7","2006","Part Time","Female","","","","","4"
"4 on scale 1-7","2006","Part Time","Male","","","","","4"
"5 on scale 1-7","2006","Not Working","Female","","","","","5"
"5 on scale 1-7","2006","Not Working","Male","","","","","5"
"5 on scale 1-7","2006","Part Time","Male","","","","","5"
"5 on scale 1-7","2006","Part Time","Female","","","","","5"
"5 on scale 1-7","2006","Full Time","Male","","","","","5"
"5 on scale 1-7","2006","Full Time","Female","","","","","5"
"6 on scale 1-7","2006","Not Working","Female","","","","","6"
"6 on scale 1-7","2006","Part Time","Male","","","","","6"
"6 on scale 1-7","2006","Not Working","Male","","","","","6"
"6 on scale 1-7","2006","Part Time","Female","","","","","6"
"6 on scale 1-7","2006","Full Time","Female","","","","","6"
"6 on scale 1-7","2006","Full Time","Male","","","","","6"
"7 Strongly agree","2006","Not Working","Female","","","","","7"
"7 Strongly agree","2006","Part Time","Male","","","","","7"
"7 Strongly agree","2006","Part Time","Female","","","","","7"
"7 Strongly agree","2006","Not Working","Male","","","","","7"
"7 Strongly agree","2006","Full Time","Male","","","","","7"
"7 Strongly agree","2006","Full Time","Female","","","","","7"
"1 Strongly disagree","2007","Full Time","Male","","","","","1"
"1 Strongly disagree","2007","Full Time","Female","","","","","1"
"1 Strongly disagree","2007","Part Time","Male","","","","","1"
"1 Strongly disagree","2007","Part Time","Female","","","","","1"
"1 Strongly disagree","2007","Not Working","Male","","","","","1"
"1 Strongly disagree","2007","Not Working","Female","","","","","1"
"2 on scale 1-7 ","2007","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2007","Not Working","Male","","","","","2"
"2 on scale 1-7 ","2007","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2007","Full Time","Male","","","","","2"
"2 on scale 1-7 ","2007","Full Time","Female","","","","","2"
"2 on scale 1-7 ","2007","Part Time","Female","","","","","2"
"3 on scale 1-7 ","2007","Part Time","Male","","","","","3"
"3 on scale 1-7 ","2007","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2007","Not Working","Female","","","","","3"
"3 on scale 1-7 ","2007","Full Time","Male","","","","","3"
"3 on scale 1-7 ","2007","Part Time","Female","","","","","3"
"3 on scale 1-7 ","2007","Not Working","Male","","","","","3"
"4 on scale 1-7","2007","Full Time","Male","","","","","4"
"4 on scale 1-7","2007","Full Time","Female","","","","","4"
"4 on scale 1-7","2007","Not Working","Female","","","","","4"
"4 on scale 1-7","2007","Not Working","Male","","","","","4"
"4 on scale 1-7","2007","Part Time","Male","","","","","4"
"4 on scale 1-7","2007","Part Time","Female","","","","","4"
"5 on scale 1-7","2007","Not Working","Female","","","","","5"
"5 on scale 1-7","2007","Not Working","Male","","","","","5"
"5 on scale 1-7","2007","Part Time","Male","","","","","5"
"5 on scale 1-7","2007","Part Time","Female","","","","","5"
"5 on scale 1-7","2007","Full Time","Male","","","","","5"
"5 on scale 1-7","2007","Full Time","Female","","","","","5"
"6 on scale 1-7","2007","Not Working","Female","","","","","6"
"6 on scale 1-7","2007","Not Working","Male","","","","","6"
"6 on scale 1-7","2007","Part Time","Female","","","","","6"
"6 on scale 1-7","2007","Full Time","Male","","","","","6"
"6 on scale 1-7","2007","Part Time","Male","","","","","6"
"6 on scale 1-7","2007","Full Time","Female","","","","","6"
"7 Strongly agree","2007","Not Working","Female","","","","","7"
"7 Strongly agree","2007","Full Time","Male","","","","","7"
"7 Strongly agree","2007","Full Time","Female","","","","","7"
"7 Strongly agree","2007","Part Time","Male","","","","","7"
"7 Strongly agree","2007","Part Time","Female","","","","","7"
"7 Strongly agree","2007","Not Working","Male","","","","","7"
"1 Strongly disagree","2008","Full Time","Female","","","","","1"
"1 Strongly disagree","2008","Part Time","Male","","","","","1"
"1 Strongly disagree","2008","Part Time","Female","","","","","1"
"1 Strongly disagree","2008","Not Working","Male","","","","","1"
"1 Strongly disagree","2008","Not Working","Female","","","","","1"
"1 Strongly disagree","2008","Full Time","Male","","","","","1"
"2 on scale 1-7 ","2008","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2008","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2008","Full Time","Female","","","","","2"
"2 on scale 1-7 ","2008","Not Working","Male","","","","","2"
"2 on scale 1-7 ","2008","Part Time","Female","","","","","2"
"2 on scale 1-7 ","2008","Full Time","Male","","","","","2"
"3 on scale 1-7 ","2008","Part Time","Male","","","","","3"
"3 on scale 1-7 ","2008","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2008","Not Working","Female","","","","","3"
"3 on scale 1-7 ","2008","Full Time","Male","","","","","3"
"3 on scale 1-7 ","2008","Part Time","Female","","","","","3"
"3 on scale 1-7 ","2008","Not Working","Male","","","","","3"
"4 on scale 1-7","2008","Not Working","Female","","","","","4"
"4 on scale 1-7","2008","Part Time","Male","","","","","4"
"4 on scale 1-7","2008","Not Working","Male","","","","","4"
"4 on scale 1-7","2008","Part Time","Female","","","","","4"
"4 on scale 1-7","2008","Full Time","Female","","","","","4"
"4 on scale 1-7","2008","Full Time","Male","","","","","4"
"5 on scale 1-7","2008","Not Working","Female","","","","","5"
"5 on scale 1-7","2008","Not Working","Male","","","","","5"
"5 on scale 1-7","2008","Part Time","Male","","","","","5"
"5 on scale 1-7","2008","Part Time","Female","","","","","5"
"5 on scale 1-7","2008","Full Time","Female","","","","","5"
"5 on scale 1-7","2008","Full Time","Male","","","","","5"
"6 on scale 1-7","2008","Not Working","Female","","","","","6"
"6 on scale 1-7","2008","Not Working","Male","","","","","6"
"6 on scale 1-7","2008","Part Time","Male","","","","","6"
"6 on scale 1-7","2008","Part Time","Female","","","","","6"
"6 on scale 1-7","2008","Full Time","Female","","","","","6"
"6 on scale 1-7","2008","Full Time","Male","","","","","6"
"7 Strongly agree","2008","Not Working","Female","","","","","7"
"7 Strongly agree","2008","Full Time","Male","","","","","7"
"7 Strongly agree","2008","Part Time","Male","","","","","7"
"7 Strongly agree","2008","Part Time","Female","","","","","7"
"7 Strongly agree","2008","Not Working","Male","","","","","7"
"7 Strongly agree","2008","Full Time","Female","","","","","7"
"1 Strongly disagree","2009","Full Time","Female","20","","","","1"
"1 Strongly disagree","2009","Part Time","Male","12","","","","1"
"1 Strongly disagree","2009","Part Time","Female","24","","","","1"
"1 Strongly disagree","2009","Not Working","Male","29","","","","1"
"1 Strongly disagree","2009","Not Working","Female","39","0.013867708560132","0.0102213067843487","0.0175141103359153","1"
"1 Strongly disagree","2009","Full Time","Male","36","0.0110597790060347","0.00802996562342316","0.0140895923886461","1"
"2 on scale 1-7 ","2009","Not Working","Female","101","0.02700248214302","0.021948283740569","0.0320566805454709","2"
"2 on scale 1-7 ","2009","Part Time","Female","83","0.0313540082701648","0.0251641098841149","0.0375439066562147","2"
"2 on scale 1-7 ","2009","Part Time","Male","37","0.0353666787978555","0.0247785527123421","0.0459548048833688","2"
"2 on scale 1-7 ","2009","Not Working","Male","83","0.0325260091195993","0.026007594301195","0.0390444239380035","2"
"2 on scale 1-7 ","2009","Full Time","Male","134","0.0365039063306499","0.031070748958706","0.0419370637025939","2"
"2 on scale 1-7 ","2009","Full Time","Female","58","0.0276413598582112","0.021096015337271","0.0341867043791514","2"
"3 on scale 1-7 ","2009","Part Time","Male","77","0.0804001001780909","0.0648128829458212","0.0959873174103607","3"
