"plh0217","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","in school","West Germany","","","",""
"1 Strongly disagree","2005","in school","East Germany","","","",""
"1 Strongly disagree","2005","inadequately","West Germany","","","",""
"1 Strongly disagree","2005","inadequately","East Germany","","","",""
"1 Strongly disagree","2005","general elemantary","West Germany","","","",""
"1 Strongly disagree","2005","general elemantary","East Germany","","","",""
"1 Strongly disagree","2005","middle vocational","West Germany","61","0.0103163596267182","0.00804673995480046","0.0125859792986359"
"1 Strongly disagree","2005","middle vocational","East Germany","","","",""
"1 Strongly disagree","2005","vocational + Abi","West Germany","","","",""
"1 Strongly disagree","2005","vocational + Abi","East Germany","","","",""
"1 Strongly disagree","2005","higher vocational","West Germany","","","",""
"1 Strongly disagree","2005","higher vocational","East Germany","","","",""
"1 Strongly disagree","2005","higher education","West Germany","","","",""
"1 Strongly disagree","2005","higher education","East Germany","","","",""
"2 on scale 1-7 ","2005","in school","West Germany","","","",""
"2 on scale 1-7 ","2005","in school","East Germany","","","",""
"2 on scale 1-7 ","2005","inadequately","West Germany","","","",""
"2 on scale 1-7 ","2005","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2005","general elemantary","West Germany","44","0.0232619936272369","0.0167480581121931","0.0297759291422808"
"2 on scale 1-7 ","2005","general elemantary","East Germany","","","",""
"2 on scale 1-7 ","2005","middle vocational","West Germany","182","0.0236541848453669","0.020240703903235","0.0270676657874988"
"2 on scale 1-7 ","2005","middle vocational","East Germany","67","0.0231345211674903","0.0173825882234199","0.0288864541115607"
"2 on scale 1-7 ","2005","vocational + Abi","West Germany","","","",""
"2 on scale 1-7 ","2005","vocational + Abi","East Germany","","","",""
"2 on scale 1-7 ","2005","higher vocational","West Germany","","","",""
"2 on scale 1-7 ","2005","higher vocational","East Germany","","","",""
"2 on scale 1-7 ","2005","higher education","West Germany","68","0.0253360466408059","0.0196255601613768","0.031046533120235"
"2 on scale 1-7 ","2005","higher education","East Germany","","","",""
"3 on scale 1-7 ","2005","in school","West Germany","","","",""
"3 on scale 1-7 ","2005","in school","East Germany","","","",""
"3 on scale 1-7 ","2005","inadequately","West Germany","","","",""
"3 on scale 1-7 ","2005","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2005","general elemantary","West Germany","99","0.0467047621411093","0.0375862235749982","0.0558233007072203"
"3 on scale 1-7 ","2005","general elemantary","East Germany","","","",""
"3 on scale 1-7 ","2005","middle vocational","West Germany","409","0.0548638977346151","0.049749056470162","0.0599787389990683"
"3 on scale 1-7 ","2005","middle vocational","East Germany","140","0.0593877051260751","0.0503445543266105","0.0684308559255397"
"3 on scale 1-7 ","2005","vocational + Abi","West Germany","48","0.0538377417061221","0.0396563811695223","0.0680191022427219"
"3 on scale 1-7 ","2005","vocational + Abi","East Germany","","","",""
"3 on scale 1-7 ","2005","higher vocational","West Germany","54","0.0510971641260614","0.0382924998445905","0.0639018284075322"
"3 on scale 1-7 ","2005","higher vocational","East Germany","","","",""
"3 on scale 1-7 ","2005","higher education","West Germany","162","0.062169417250255","0.0533948274257788","0.0709440070747312"
"3 on scale 1-7 ","2005","higher education","East Germany","56","0.0432463505379926","0.0319925030848279","0.0545001979911574"
"4 on scale 1-7","2005","in school","West Germany","56","0.117085007839432","0.0889591146737342","0.14521090100513"
"4 on scale 1-7","2005","in school","East Germany","","","",""
"4 on scale 1-7","2005","inadequately","West Germany","32","0.109850271323844","0.0686230511104667","0.15107749153722"
"4 on scale 1-7","2005","inadequately","East Germany","","","",""
"4 on scale 1-7","2005","general elemantary","West Germany","256","0.114001401355248","0.10026722696341","0.127735575747086"
"4 on scale 1-7","2005","general elemantary","East Germany","46","0.148042909959168","0.110458849480141","0.185626970438195"
"4 on scale 1-7","2005","middle vocational","West Germany","966","0.123157501278578","0.115776200803506","0.13053880175365"
"4 on scale 1-7","2005","middle vocational","East Germany","338","0.134533056369777","0.121477183203052","0.147588929536503"
"4 on scale 1-7","2005","vocational + Abi","West Germany","120","0.116317384136891","0.0961726221731156","0.136462146100667"
"4 on scale 1-7","2005","vocational + Abi","East Germany","","","",""
"4 on scale 1-7","2005","higher vocational","West Germany","127","0.125573444143551","0.106303986220083","0.144842902067018"
"4 on scale 1-7","2005","higher vocational","East Germany","48","0.106013454049151","0.0766062979512576","0.135420610147044"
"4 on scale 1-7","2005","higher education","West Germany","341","0.105341820283458","0.0941859049858693","0.116497735581047"
"4 on scale 1-7","2005","higher education","East Germany","176","0.146096402678442","0.126555239518187","0.165637565838696"
"5 on scale 1-7","2005","in school","West Germany","132","0.245802806915103","0.208138315518904","0.283467298311303"
"5 on scale 1-7","2005","in school","East Germany","","","",""
"5 on scale 1-7","2005","inadequately","West Germany","52","0.243060487374475","0.186509560885016","0.299611413863935"
"5 on scale 1-7","2005","inadequately","East Germany","","","",""
"5 on scale 1-7","2005","general elemantary","West Germany","405","0.198331967880444","0.181100408199356","0.215563527561531"
"5 on scale 1-7","2005","general elemantary","East Germany","65","0.19513662211326","0.153196324691967","0.237076919534554"
"5 on scale 1-7","2005","middle vocational","West Germany","1604","0.204868663900545","0.195803015802859","0.213934311998231"
"5 on scale 1-7","2005","middle vocational","East Germany","547","0.202067715566988","0.186703950413916","0.21743148072006"
"5 on scale 1-7","2005","vocational + Abi","West Germany","206","0.207136222066862","0.181672670048632","0.232599774085091"
"5 on scale 1-7","2005","vocational + Abi","East Germany","","","",""
"5 on scale 1-7","2005","higher vocational","West Germany","231","0.189243240067937","0.166465302299496","0.212021177836378"
"5 on scale 1-7","2005","higher vocational","East Germany","98","0.232246797036016","0.191910806335858","0.272582787736174"
"5 on scale 1-7","2005","higher education","West Germany","639","0.216476133569547","0.201510077893583","0.231442189245511"
"5 on scale 1-7","2005","higher education","East Germany","239","0.193383473991463","0.17153256718434","0.215234380798586"
"6 on scale 1-7","2005","in school","West Germany","164","0.318186259040283","0.277441681656375","0.35893083642419"
"6 on scale 1-7","2005","in school","East Germany","57","0.356004738385736","0.278601585940324","0.433407890831149"
"6 on scale 1-7","2005","inadequately","West Germany","37","0.175068588702596","0.124965443435691","0.225171733969502"
"6 on scale 1-7","2005","inadequately","East Germany","","","",""
"6 on scale 1-7","2005","general elemantary","West Germany","638","0.289444460269586","0.269846422920385","0.309042497618788"
"6 on scale 1-7","2005","general elemantary","East Germany","104","0.297891018539807","0.249492507608045","0.34628952947157"
"6 on scale 1-7","2005","middle vocational","West Germany","2376","0.303114479242551","0.292791008849938","0.313437949635164"
"6 on scale 1-7","2005","middle vocational","East Germany","866","0.31837185493358","0.300547769020043","0.336195940847117"
"6 on scale 1-7","2005","vocational + Abi","West Germany","341","0.330221043684929","0.300670886665209","0.35977120070465"
"6 on scale 1-7","2005","vocational + Abi","East Germany","61","0.370470091808599","0.296103933960579","0.444836249656619"
"6 on scale 1-7","2005","higher vocational","West Germany","406","0.357095598227607","0.32923282287614","0.384958373579073"
"6 on scale 1-7","2005","higher vocational","East Germany","149","0.34981705484204","0.304261082632877","0.395373027051203"
"6 on scale 1-7","2005","higher education","West Germany","1093","0.370551422691698","0.353001282052892","0.388101563330503"
"6 on scale 1-7","2005","higher education","East Germany","454","0.337661982107451","0.311497800623574","0.363826163591327"
"7 Strongly agree","2005","in school","West Germany","122","0.276361276419334","0.237241557393608","0.315480995445061"
"7 Strongly agree","2005","in school","East Germany","39","0.289408194547809","0.216099593306889","0.36271679578873"
"7 Strongly agree","2005","inadequately","West Germany","71","0.328411992298016","0.266494561968249","0.390329422627782"
"7 Strongly agree","2005","inadequately","East Germany","","","",""
"7 Strongly agree","2005","general elemantary","West Germany","597","0.315129873226894","0.295053750395648","0.335205996058139"
"7 Strongly agree","2005","general elemantary","East Germany","97","0.272736329981275","0.225604047303822","0.319868612658727"
"7 Strongly agree","2005","middle vocational","West Germany","2016","0.280024913371625","0.26993938338607","0.290110443357181"
"7 Strongly agree","2005","middle vocational","East Germany","648","0.253003401552984","0.236369709081733","0.269637094024235"
"7 Strongly agree","2005","vocational + Abi","West Germany","234","0.264729901405852","0.237008408035628","0.292451394776076"
"7 Strongly agree","2005","vocational + Abi","East Germany","37","0.212980627931377","0.149935236348689","0.276026019514064"
"7 Strongly agree","2005","higher vocational","West Germany","279","0.242335147291042","0.217417576575793","0.26725271800629"
"7 Strongly agree","2005","higher vocational","East Germany","91","0.212357319096107","0.173290749222171","0.251423888970043"
"7 Strongly agree","2005","higher education","West Germany","594","0.215226026830782","0.200291346873972","0.230160706787592"
"7 Strongly agree","2005","higher education","East Germany","299","0.2541382997519","0.230050871083407","0.278225728420394"
"1 Strongly disagree","2006","in school","West Germany","","","",""
"1 Strongly disagree","2006","in school","East Germany","","","",""
"1 Strongly disagree","2006","inadequately","West Germany","","","",""
"1 Strongly disagree","2006","inadequately","East Germany","","","",""
"1 Strongly disagree","2006","general elemantary","West Germany","","","",""
"1 Strongly disagree","2006","general elemantary","East Germany","","","",""
"1 Strongly disagree","2006","middle vocational","West Germany","","","",""
"1 Strongly disagree","2006","middle vocational","East Germany","","","",""
"1 Strongly disagree","2006","vocational + Abi","West Germany","","","",""
"1 Strongly disagree","2006","vocational + Abi","East Germany","","","",""
"1 Strongly disagree","2006","higher vocational","West Germany","","","",""
"1 Strongly disagree","2006","higher vocational","East Germany","","","",""
"1 Strongly disagree","2006","higher education","West Germany","","","",""
"1 Strongly disagree","2006","higher education","East Germany","","","",""
"2 on scale 1-7 ","2006","in school","West Germany","","","",""
"2 on scale 1-7 ","2006","in school","East Germany","","","",""
"2 on scale 1-7 ","2006","inadequately","West Germany","","","",""
"2 on scale 1-7 ","2006","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2006","general elemantary","West Germany","","","",""
"2 on scale 1-7 ","2006","general elemantary","East Germany","","","",""
"2 on scale 1-7 ","2006","middle vocational","West Germany","","","",""
"2 on scale 1-7 ","2006","middle vocational","East Germany","","","",""
"2 on scale 1-7 ","2006","vocational + Abi","West Germany","","","",""
"2 on scale 1-7 ","2006","vocational + Abi","East Germany","","","",""
"2 on scale 1-7 ","2006","higher vocational","West Germany","","","",""
"2 on scale 1-7 ","2006","higher vocational","East Germany","","","",""
"2 on scale 1-7 ","2006","higher education","West Germany","","","",""
"2 on scale 1-7 ","2006","higher education","East Germany","","","",""
"3 on scale 1-7 ","2006","in school","West Germany","","","",""
"3 on scale 1-7 ","2006","in school","East Germany","","","",""
"3 on scale 1-7 ","2006","inadequately","West Germany","","","",""
"3 on scale 1-7 ","2006","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2006","general elemantary","West Germany","","","",""
"3 on scale 1-7 ","2006","general elemantary","East Germany","","","",""
"3 on scale 1-7 ","2006","middle vocational","West Germany","","","",""
"3 on scale 1-7 ","2006","middle vocational","East Germany","","","",""
"3 on scale 1-7 ","2006","vocational + Abi","West Germany","","","",""
"3 on scale 1-7 ","2006","vocational + Abi","East Germany","","","",""
"3 on scale 1-7 ","2006","higher vocational","West Germany","","","",""
"3 on scale 1-7 ","2006","higher vocational","East Germany","","","",""
"3 on scale 1-7 ","2006","higher education","West Germany","","","",""
"3 on scale 1-7 ","2006","higher education","East Germany","","","",""
"4 on scale 1-7","2006","in school","West Germany","","","",""
"4 on scale 1-7","2006","in school","East Germany","","","",""
"4 on scale 1-7","2006","inadequately","West Germany","","","",""
"4 on scale 1-7","2006","inadequately","East Germany","","","",""
"4 on scale 1-7","2006","general elemantary","West Germany","","","",""
"4 on scale 1-7","2006","general elemantary","East Germany","","","",""
"4 on scale 1-7","2006","middle vocational","West Germany","","","",""
"4 on scale 1-7","2006","middle vocational","East Germany","","","",""
"4 on scale 1-7","2006","vocational + Abi","West Germany","","","",""
"4 on scale 1-7","2006","vocational + Abi","East Germany","","","",""
"4 on scale 1-7","2006","higher vocational","West Germany","","","",""
"4 on scale 1-7","2006","higher vocational","East Germany","","","",""
"4 on scale 1-7","2006","higher education","West Germany","","","",""
