"plh0217","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","Full Time","14","","","","1"
"1 Strongly disagree","2005","16-34 y.","Part Time","10","","","","1"
"1 Strongly disagree","2005","16-34 y.","Not Working","14","","","","1"
"1 Strongly disagree","2005","35-65 y.","Full Time","39","0.01003569979463","0.00748954577776611","0.012581853811494","1"
"1 Strongly disagree","2005","35-65 y.","Part Time","17","","","","1"
"1 Strongly disagree","2005","35-65 y.","Not Working","26","","","","1"
"1 Strongly disagree","2005","66 and older","Full Time","","","","","1"
"1 Strongly disagree","2005","66 and older","Part Time","1","","","","1"
"1 Strongly disagree","2005","66 and older","Not Working","42","0.0175971231583097","0.0132725982345334","0.021921648082086","1"
"2 on scale 1-7 ","2005","35-65 y.","Not Working","66","0.0268064803765695","0.0206971241600586","0.0329158365930804","2"
"2 on scale 1-7 ","2005","16-34 y.","Full Time","36","0.021323130297552","0.015132820367201","0.027513440227903","2"
"2 on scale 1-7 ","2005","16-34 y.","Not Working","34","0.0276778477821016","0.0196770540118329","0.0356786415523703","2"
"2 on scale 1-7 ","2005","35-65 y.","Full Time","153","0.0240102681866554","0.0200998590144596","0.0279206773588511","2"
"2 on scale 1-7 ","2005","35-65 y.","Part Time","59","0.0236604183728563","0.01823880938577","0.0290820273599426","2"
"2 on scale 1-7 ","2005","66 and older","Full Time","","","","","2"
"2 on scale 1-7 ","2005","66 and older","Part Time","5","","","","2"
"2 on scale 1-7 ","2005","66 and older","Not Working","94","0.0251792107377476","0.0200262574866371","0.0303321639888581","2"
"2 on scale 1-7 ","2005","16-34 y.","Part Time","21","","","","2"
"3 on scale 1-7 ","2005","16-34 y.","Part Time","76","0.0457363828202784","0.0355221619953423","0.0559506036452145","3"
"3 on scale 1-7 ","2005","16-34 y.","Full Time","99","0.0541215569606339","0.0444260604197926","0.0638170535014752","3"
"3 on scale 1-7 ","2005","35-65 y.","Not Working","136","0.0509006474699201","0.0425869649093284","0.0592143300305117","3"
"3 on scale 1-7 ","2005","66 and older","Full Time","4","","","","3"
"3 on scale 1-7 ","2005","16-34 y.","Not Working","78","0.0482390844824849","0.0377888679503004","0.0586893010146694","3"
"3 on scale 1-7 ","2005","35-65 y.","Full Time","349","0.0604937153145641","0.0544038730070623","0.0665835576220658","3"
"3 on scale 1-7 ","2005","35-65 y.","Part Time","142","0.0491624927034261","0.0414501444079592","0.0568748409988931","3"
"3 on scale 1-7 ","2005","66 and older","Part Time","15","","","","3"
"3 on scale 1-7 ","2005","66 and older","Not Working","171","0.0500961545886769","0.0429212724227814","0.0572710367545724","3"
"4 on scale 1-7","2005","16-34 y.","Part Time","198","0.12031933560169","0.10441299095169","0.13622568025169","4"
