"plh0217","year","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Male","68","0.008922049574146","0.00706785271216681","0.0107762464361252","1"
"1 Strongly disagree","2005","Female","95","0.0118889722493688","0.00984501864123199","0.0139329258575056","1"
"2 on scale 1-7 ","2005","Female","224","0.0184460574067246","0.0159085643159527","0.0209835504974966","2"
"2 on scale 1-7 ","2005","Male","244","0.028234618217601","0.0249684293788327","0.0315008070563693","2"
"3 on scale 1-7 ","2005","Male","572","0.0650250824326799","0.0601631372879167","0.0698870275774431","3"
"3 on scale 1-7 ","2005","Female","498","0.0429464869660805","0.0391232788669098","0.0467696950652511","3"
"4 on scale 1-7","2005","Female","1269","0.112654110885807","0.106691781049964","0.118616440721651","4"
"4 on scale 1-7","2005","Male","1346","0.132955426557817","0.126260537805642","0.139650315309993","4"
"5 on scale 1-7","2005","Male","2214","0.218302893596183","0.210157377296857","0.226448409895509","5"
"5 on scale 1-7","2005","Female","2120","0.193313772578428","0.185866800528599","0.200760744628257","5"
"6 on scale 1-7","2005","Female","3582","0.317360281781061","0.308582837772785","0.326137725789337","6"
"6 on scale 1-7","2005","Male","3257","0.31556649944684","0.3064025920031","0.324730406890581","6"
"7 Strongly agree","2005","Female","3014","0.30339031813253","0.29472086673241","0.31205976953265","7"
"7 Strongly agree","2005","Male","2179","0.230993430174732","0.222682790407575","0.239304069941889","7"
"1 Strongly disagree","2006","Male","","","","","1"
"1 Strongly disagree","2006","Female","","","","","1"
"2 on scale 1-7 ","2006","Male","","","","","2"
"2 on scale 1-7 ","2006","Female","","","","","2"
"3 on scale 1-7 ","2006","Female","","","","","3"
"3 on scale 1-7 ","2006","Male","","","","","3"
"4 on scale 1-7","2006","Male","","","","","4"
"4 on scale 1-7","2006","Female","","","","","4"
"5 on scale 1-7","2006","Female","","","","","5"
"5 on scale 1-7","2006","Male","","","","","5"
"6 on scale 1-7","2006","Female","","","","","6"
"6 on scale 1-7","2006","Male","","","","","6"
"7 Strongly agree","2006","Female","","","","","7"
"7 Strongly agree","2006","Male","","","","","7"
"1 Strongly disagree","2007","Male","","","","","1"
"1 Strongly disagree","2007","Female","","","","","1"
"2 on scale 1-7 ","2007","Female","","","","","2"
"2 on scale 1-7 ","2007","Male","","","","","2"
"3 on scale 1-7 ","2007","Male","","","","","3"
"3 on scale 1-7 ","2007","Female","","","","","3"
"4 on scale 1-7","2007","Female","","","","","4"
"4 on scale 1-7","2007","Male","","","","","4"
"5 on scale 1-7","2007","Female","","","","","5"
"5 on scale 1-7","2007","Male","","","","","5"
"6 on scale 1-7","2007","Female","","","","","6"
"6 on scale 1-7","2007","Male","","","","","6"
"7 Strongly agree","2007","Male","","","","","7"
"7 Strongly agree","2007","Female","","","","","7"
"1 Strongly disagree","2008","Male","","","","","1"
"1 Strongly disagree","2008","Female","","","","","1"
"2 on scale 1-7 ","2008","Male","","","","","2"
"2 on scale 1-7 ","2008","Female","","","","","2"
"3 on scale 1-7 ","2008","Female","","","","","3"
"3 on scale 1-7 ","2008","Male","","","","","3"
"4 on scale 1-7","2008","Male","","","","","4"
"4 on scale 1-7","2008","Female","","","","","4"
"5 on scale 1-7","2008","Female","","","","","5"
"5 on scale 1-7","2008","Male","","","","","5"
"6 on scale 1-7","2008","Female","","","","","6"
"6 on scale 1-7","2008","Male","","","","","6"
"7 Strongly agree","2008","Male","","","","","7"
"7 Strongly agree","2008","Female","","","","","7"
"1 Strongly disagree","2009","Male","77","0.0111614861891358","0.00893996770461861","0.0133830046736529","1"
"1 Strongly disagree","2009","Female","83","0.0101709071349477","0.00814319847708575","0.0121986157928096","1"
"2 on scale 1-7 ","2009","Female","242","0.0285473360367848","0.0251819164405978","0.0319127556329717","2"
"2 on scale 1-7 ","2009","Male","254","0.0350647485489116","0.0311750971339131","0.0389543999639101","2"
