"plh0217","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","Male","1","","",""
"1 Strongly disagree","2005","(0) in school","Female","2","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","Male","2","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","Female","2","","",""
"1 Strongly disagree","2005","(1b) general elementary school","Male","4","","",""
"1 Strongly disagree","2005","(1b) general elementary school","Female","18","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","Male","31","0.0123887379778775","0.00847850431565504","0.0162989716401"
"1 Strongly disagree","2005","(1c) basic vocational qualification","Female","21","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","Male","1","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","Female","3","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","Male","13","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","Female","22","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","Male","1","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","Female","2","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","Male","4","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","Female","7","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","Male","3","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","Female","7","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","Male","4","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","Female","7","","",""
"2 on scale 1-7 ","2005","(0) in school","Male","4","","",""
"2 on scale 1-7 ","2005","(0) in school","Female","4","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","Male","9","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","Female","2","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","Male","13","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","Female","26","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","Male","85","0.0269584760870388","0.0212330275454064","0.0326839246286712"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","Female","64","0.0242803266936651","0.0183967341112173","0.030163919276113"
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","Male","8","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","Female","3","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","Male","53","0.0239202787865178","0.0173170444675831","0.0305235131054525"
"2 on scale 1-7 ","2005","(2a) intermediate vocational","Female","60","0.0209862464843174","0.015617249620455","0.0263552433481798"
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","Male","6","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","Female","9","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Male","12","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Female","12","","",""
"2 on scale 1-7 ","2005","(3a) lower tertiary education","Male","18","","",""
"2 on scale 1-7 ","2005","(3a) lower tertiary education","Female","20","","",""
"2 on scale 1-7 ","2005","(3b) higher tertiary education","Male","30","0.0309569157061612","0.0219641962630914","0.0399496351492309"
"2 on scale 1-7 ","2005","(3b) higher tertiary education","Female","22","","",""
"3 on scale 1-7 ","2005","(0) in school","Male","8","","",""
"3 on scale 1-7 ","2005","(0) in school","Female","15","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","Male","6","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","Female","12","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","Male","29","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","Female","62","0.0479947602524923","0.0362983835925195","0.0596911369124651"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","Male","191","0.0674749163000329","0.0586074897879875","0.0763423428120784"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","Female","110","0.0423643724677344","0.0346650353752024","0.0500637095602664"
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","Male","16","","",""
