"plh0217","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","no migration background","Male","59","0.00998598119644403","0.00785549241990181","0.0121164699729863","1"
"1 Strongly disagree","2005","no migration background","Female","75","0.0114824612984012","0.00929686493166271","0.0136680576651398","1"
"1 Strongly disagree","2005","direct migration background","Male","6","","","","1"
"1 Strongly disagree","2005","direct migration background","Female","15","","","","1"
"1 Strongly disagree","2005","indirect migration background","Male","3","","","","1"
"1 Strongly disagree","2005","indirect migration background","Female","5","","","","1"
"2 on scale 1-7 ","2005","direct migration background","Male","35","0.0356472510976391","0.0247350263532607","0.0465594758420174","2"
"2 on scale 1-7 ","2005","no migration background","Male","196","0.0256621537851302","0.022273988844515","0.0290503187257455","2"
"2 on scale 1-7 ","2005","indirect migration background","Female","5","","","","2"
"2 on scale 1-7 ","2005","no migration background","Female","194","0.0200533461592497","0.0171775710675915","0.0229291212509078","2"
"2 on scale 1-7 ","2005","direct migration background","Female","25","","","","2"
"2 on scale 1-7 ","2005","indirect migration background","Male","13","","","","2"
"3 on scale 1-7 ","2005","indirect migration background","Male","18","","","","3"
"3 on scale 1-7 ","2005","no migration background","Male","472","0.0639989628605698","0.0587546590929775","0.0692432666281621","3"
"3 on scale 1-7 ","2005","direct migration background","Female","66","0.0516095290719187","0.0393351554898264","0.0638839026540109","3"
"3 on scale 1-7 ","2005","direct migration background","Male","82","0.0765497005196773","0.0609016287558446","0.09219777228351","3"
"3 on scale 1-7 ","2005","no migration background","Female","408","0.0407640243773116","0.0367074305001367","0.0448206182544865","3"
"3 on scale 1-7 ","2005","indirect migration background","Female","24","","","","3"
"4 on scale 1-7","2005","indirect migration background","Female","65","0.102661804875358","0.0738396919105381","0.131483917840177","4"
"4 on scale 1-7","2005","no migration background","Female","1057","0.112236283752009","0.105760749423797","0.118711818080221","4"
"4 on scale 1-7","2005","direct migration background","Male","157","0.160626447558957","0.139015764913695","0.182237130204218","4"
"4 on scale 1-7","2005","indirect migration background","Male","67","0.125505835551867","0.0932009783230199","0.157810692780713","4"
"4 on scale 1-7","2005","no migration background","Male","1122","0.12909435581372","0.121909759246359","0.136278952381082","4"
"4 on scale 1-7","2005","direct migration background","Female","147","0.118005505986129","0.100106666596099","0.135904345376159","4"
"5 on scale 1-7","2005","indirect migration background","Female","78","0.189234505052024","0.152038946520072","0.226430063583977","5"
"5 on scale 1-7","2005","direct migration background","Female","242","0.187355086283368","0.165706778544358","0.209003394022378","5"
"5 on scale 1-7","2005","indirect migration background","Male","96","0.23631371003667","0.194889010722401","0.27773840935094","5"
"5 on scale 1-7","2005","no migration background","Male","1894","0.21972910276821","0.21085693588707","0.22860126964935","5"
"5 on scale 1-7","2005","no migration background","Female","1800","0.19446529165303","0.186345900692214","0.202584682613847","5"
"5 on scale 1-7","2005","direct migration background","Male","224","0.203369273676475","0.179679903555705","0.227058643797246","5"
"6 on scale 1-7","2005","indirect migration background","Female","143","0.328464404847728","0.283865728784474","0.373063080910981","6"
"6 on scale 1-7","2005","direct migration background","Male","319","0.242225842261017","0.217010640325475","0.26744104419656","6"
"6 on scale 1-7","2005","indirect migration background","Male","124","0.310156585556508","0.265051742783288","0.355261428329729","6"
"6 on scale 1-7","2005","no migration background","Male","2814","0.326982348826585","0.316930670348559","0.33703402730461","6"
"6 on scale 1-7","2005","direct migration background","Female","343","0.26383590263072","0.239384990676307","0.288286814585132","6"
"6 on scale 1-7","2005","no migration background","Female","3096","0.325548938411563","0.315936277154933","0.335161599668193","6"
"7 Strongly agree","2005","indirect migration background","Female","106","0.309811225937384","0.265899974716437","0.353722477158332","7"
"7 Strongly agree","2005","indirect migration background","Male","83","0.215733785525879","0.175624193577074","0.255843377474685","7"
"7 Strongly agree","2005","direct migration background","Male","286","0.278063712146229","0.251694089676998","0.30443333461546","7"
"7 Strongly agree","2005","direct migration background","Female","410","0.350515320922653","0.324043808404204","0.376986833441102","7"
"7 Strongly agree","2005","no migration background","Male","1810","0.224547094749341","0.215605918816634","0.233488270682047","7"
"7 Strongly agree","2005","no migration background","Female","2498","0.295449654348435","0.286090038274786","0.304809270422084","7"
"1 Strongly disagree","2006","no migration background","Female","","","","","1"
"1 Strongly disagree","2006","direct migration background","Male","","","","","1"
"1 Strongly disagree","2006","direct migration background","Female","","","","","1"
"1 Strongly disagree","2006","indirect migration background","Male","","","","","1"
"1 Strongly disagree","2006","indirect migration background","Female","","","","","1"
"1 Strongly disagree","2006","no migration background","Male","","","","","1"
"2 on scale 1-7 ","2006","no migration background","Male","","","","","2"
"2 on scale 1-7 ","2006","direct migration background","Male","","","","","2"
"2 on scale 1-7 ","2006","direct migration background","Female","","","","","2"
"2 on scale 1-7 ","2006","indirect migration background","Female","","","","","2"
"2 on scale 1-7 ","2006","no migration background","Female","","","","","2"
"2 on scale 1-7 ","2006","indirect migration background","Male","","","","","2"
"3 on scale 1-7 ","2006","indirect migration background","Female","","","","","3"
"3 on scale 1-7 ","2006","indirect migration background","Male","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","Female","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","Male","","","","","3"
"3 on scale 1-7 ","2006","no migration background","Female","","","","","3"
"3 on scale 1-7 ","2006","no migration background","Male","","","","","3"
"4 on scale 1-7","2006","no migration background","Female","","","","","4"
"4 on scale 1-7","2006","no migration background","Male","","","","","4"
"4 on scale 1-7","2006","indirect migration background","Female","","","","","4"
"4 on scale 1-7","2006","indirect migration background","Male","","","","","4"
"4 on scale 1-7","2006","direct migration background","Female","","","","","4"
"4 on scale 1-7","2006","direct migration background","Male","","","","","4"
"5 on scale 1-7","2006","indirect migration background","Female","","","","","5"
"5 on scale 1-7","2006","indirect migration background","Male","","","","","5"
"5 on scale 1-7","2006","direct migration background","Male","","","","","5"
"5 on scale 1-7","2006","direct migration background","Female","","","","","5"
"5 on scale 1-7","2006","no migration background","Male","","","","","5"
"5 on scale 1-7","2006","no migration background","Female","","","","","5"
"6 on scale 1-7","2006","indirect migration background","Female","","","","","6"
"6 on scale 1-7","2006","direct migration background","Male","","","","","6"
"6 on scale 1-7","2006","indirect migration background","Male","","","","","6"
"6 on scale 1-7","2006","direct migration background","Female","","","","","6"
"6 on scale 1-7","2006","no migration background","Female","","","","","6"
"6 on scale 1-7","2006","no migration background","Male","","","","","6"
"7 Strongly agree","2006","indirect migration background","Female","","","","","7"
"7 Strongly agree","2006","direct migration background","Male","","","","","7"
"7 Strongly agree","2006","direct migration background","Female","","","","","7"
"7 Strongly agree","2006","indirect migration background","Male","","","","","7"
"7 Strongly agree","2006","no migration background","Male","","","","","7"
"7 Strongly agree","2006","no migration background","Female","","","","","7"
"1 Strongly disagree","2007","no migration background","Male","","","","","1"
"1 Strongly disagree","2007","no migration background","Female","","","","","1"
"1 Strongly disagree","2007","direct migration background","Male","","","","","1"
"1 Strongly disagree","2007","direct migration background","Female","","","","","1"
"1 Strongly disagree","2007","indirect migration background","Male","","","","","1"
"1 Strongly disagree","2007","indirect migration background","Female","","","","","1"
"2 on scale 1-7 ","2007","indirect migration background","Female","","","","","2"
"2 on scale 1-7 ","2007","indirect migration background","Male","","","","","2"
"2 on scale 1-7 ","2007","direct migration background","Male","","","","","2"
"2 on scale 1-7 ","2007","no migration background","Male","","","","","2"
"2 on scale 1-7 ","2007","no migration background","Female","","","","","2"
"2 on scale 1-7 ","2007","direct migration background","Female","","","","","2"
"3 on scale 1-7 ","2007","direct migration background","Male","","","","","3"
"3 on scale 1-7 ","2007","no migration background","Female","","","","","3"
"3 on scale 1-7 ","2007","indirect migration background","Female","","","","","3"
"3 on scale 1-7 ","2007","no migration background","Male","","","","","3"
"3 on scale 1-7 ","2007","direct migration background","Female","","","","","3"
"3 on scale 1-7 ","2007","indirect migration background","Male","","","","","3"
"4 on scale 1-7","2007","no migration background","Male","","","","","4"
"4 on scale 1-7","2007","no migration background","Female","","","","","4"
"4 on scale 1-7","2007","indirect migration background","Female","","","","","4"
"4 on scale 1-7","2007","indirect migration background","Male","","","","","4"
"4 on scale 1-7","2007","direct migration background","Male","","","","","4"
"4 on scale 1-7","2007","direct migration background","Female","","","","","4"
"5 on scale 1-7","2007","indirect migration background","Female","","","","","5"
"5 on scale 1-7","2007","indirect migration background","Male","","","","","5"
"5 on scale 1-7","2007","direct migration background","Male","","","","","5"
"5 on scale 1-7","2007","direct migration background","Female","","","","","5"
"5 on scale 1-7","2007","no migration background","Male","","","","","5"
"5 on scale 1-7","2007","no migration background","Female","","","","","5"
"6 on scale 1-7","2007","indirect migration background","Female","","","","","6"
"6 on scale 1-7","2007","indirect migration background","Male","","","","","6"
