"plh0217","year","education","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","no migration background","59","0.0123105874738271","0.00957202043023548","0.0150491545174188"
"1 Strongly disagree","2005","lower secondary degree","direct migration background","","","",""
"1 Strongly disagree","2005","lower secondary degree","indirect migration background","","","",""
"1 Strongly disagree","2005","secondary school degree","no migration background","39","0.0107402879539509","0.00803380272578873","0.013446773182113"
"1 Strongly disagree","2005","secondary school degree","direct migration background","","","",""
"1 Strongly disagree","2005","secondary school degree","indirect migration background","","","",""
"1 Strongly disagree","2005","college entrance qualification","no migration background","","","",""
"1 Strongly disagree","2005","college entrance qualification","direct migration background","","","",""
"1 Strongly disagree","2005","college entrance qualification","indirect migration background","","","",""
"1 Strongly disagree","2005","Other degree","no migration background","","","",""
"1 Strongly disagree","2005","Other degree","direct migration background","","","",""
"1 Strongly disagree","2005","Other degree","indirect migration background","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","no migration background","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","direct migration background","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","indirect migration background","","","",""
"2 on scale 1-7 ","2005","lower secondary degree","no migration background","152","0.0251128301720991","0.0212268659627029","0.0289987943814953"
"2 on scale 1-7 ","2005","lower secondary degree","direct migration background","","","",""
"2 on scale 1-7 ","2005","lower secondary degree","indirect migration background","","","",""
"2 on scale 1-7 ","2005","secondary school degree","no migration background","132","0.0215159408411607","0.017706163580615","0.0253257181017064"
"2 on scale 1-7 ","2005","secondary school degree","direct migration background","","","",""
"2 on scale 1-7 ","2005","secondary school degree","indirect migration background","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","no migration background","89","0.017396107049172","0.0136697993831245","0.0211224147152195"
"2 on scale 1-7 ","2005","college entrance qualification","direct migration background","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","indirect migration background","","","",""
"2 on scale 1-7 ","2005","Other degree","no migration background","","","",""
"2 on scale 1-7 ","2005","Other degree","direct migration background","","","",""
"2 on scale 1-7 ","2005","Other degree","indirect migration background","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","no migration background","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","direct migration background","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","indirect migration background","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","no migration background","309","0.052805152245087","0.0472508232275657","0.0583594812626083"
"3 on scale 1-7 ","2005","lower secondary degree","direct migration background","40","0.0487237496940699","0.0314540572099474","0.0659934421781925"
"3 on scale 1-7 ","2005","lower secondary degree","indirect migration background","","","",""
"3 on scale 1-7 ","2005","secondary school degree","no migration background","277","0.0503978188729527","0.0446537550128734","0.0561418827330319"
"3 on scale 1-7 ","2005","secondary school degree","direct migration background","","","",""
"3 on scale 1-7 ","2005","secondary school degree","indirect migration background","","","",""
