"plh0217","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","in school","","","",""
"1 Strongly disagree","2005","Full Time","inadequately","2","","",""
"1 Strongly disagree","2005","Full Time","general elemantary","6","","",""
"1 Strongly disagree","2005","Full Time","middle vocational","23","","",""
"1 Strongly disagree","2005","Full Time","vocational + Abi","2","","",""
"1 Strongly disagree","2005","Full Time","higher vocational","10","","",""
"1 Strongly disagree","2005","Full Time","higher education","10","","",""
"1 Strongly disagree","2005","Part Time","in school","","","",""
"1 Strongly disagree","2005","Part Time","inadequately","","","",""
"1 Strongly disagree","2005","Part Time","general elemantary","2","","",""
"1 Strongly disagree","2005","Part Time","middle vocational","13","","",""
"1 Strongly disagree","2005","Part Time","vocational + Abi","1","","",""
"1 Strongly disagree","2005","Part Time","higher vocational","1","","",""
"1 Strongly disagree","2005","Part Time","higher education","6","","",""
"1 Strongly disagree","2005","Not Working","in school","3","","",""
"1 Strongly disagree","2005","Not Working","inadequately","3","","",""
"1 Strongly disagree","2005","Not Working","general elemantary","16","","",""
"1 Strongly disagree","2005","Not Working","middle vocational","43","0.0148938436487066","0.011106831244526","0.0186808560528873"
"1 Strongly disagree","2005","Not Working","vocational + Abi","5","","",""
"1 Strongly disagree","2005","Not Working","higher vocational","4","","",""
"1 Strongly disagree","2005","Not Working","higher education","5","","",""
"2 on scale 1-7 ","2005","Full Time","in school","","","",""
"2 on scale 1-7 ","2005","Full Time","inadequately","3","","",""
"2 on scale 1-7 ","2005","Full Time","general elemantary","7","","",""
"2 on scale 1-7 ","2005","Full Time","middle vocational","96","0.0217632071372062","0.0171270920874238","0.0263993221869885"
"2 on scale 1-7 ","2005","Full Time","vocational + Abi","8","","",""
"2 on scale 1-7 ","2005","Full Time","higher vocational","21","","",""
"2 on scale 1-7 ","2005","Full Time","higher education","52","0.0216711839082253","0.0156332236763277","0.0277091441401229"
"2 on scale 1-7 ","2005","Part Time","in school","2","","",""
"2 on scale 1-7 ","2005","Part Time","inadequately","2","","",""
"2 on scale 1-7 ","2005","Part Time","general elemantary","5","","",""
"2 on scale 1-7 ","2005","Part Time","middle vocational","45","0.0211168023580094","0.0154843544892026","0.0267492502268162"
"2 on scale 1-7 ","2005","Part Time","vocational + Abi","5","","",""
"2 on scale 1-7 ","2005","Part Time","higher vocational","7","","",""
"2 on scale 1-7 ","2005","Part Time","higher education","17","","",""
"2 on scale 1-7 ","2005","Not Working","in school","6","","",""
"2 on scale 1-7 ","2005","Not Working","inadequately","6","","",""
"2 on scale 1-7 ","2005","Not Working","general elemantary","37","0.0290726308553942","0.020097080252149","0.0380481814586395"
"2 on scale 1-7 ","2005","Not Working","middle vocational","108","0.0265950175239025","0.0215646613226039","0.0316253737252012"
"2 on scale 1-7 ","2005","Not Working","vocational + Abi","6","","",""
"2 on scale 1-7 ","2005","Not Working","higher vocational","6","","",""
"2 on scale 1-7 ","2005","Not Working","higher education","21","","",""
"3 on scale 1-7 ","2005","Full Time","in school","","","",""
"3 on scale 1-7 ","2005","Full Time","inadequately","2","","",""
"3 on scale 1-7 ","2005","Full Time","general elemantary","21","","",""
"3 on scale 1-7 ","2005","Full Time","middle vocational","224","0.0597237823482801","0.0521941783112451","0.067253386385315"
"3 on scale 1-7 ","2005","Full Time","vocational + Abi","22","","",""
"3 on scale 1-7 ","2005","Full Time","higher vocational","46","0.0694602637391431","0.0515147218225505","0.0874058056557358"
"3 on scale 1-7 ","2005","Full Time","higher education","134","0.0701548449653404","0.0595637549912171","0.0807459349394637"
"3 on scale 1-7 ","2005","Part Time","in school","3","","",""
"3 on scale 1-7 ","2005","Part Time","inadequately","2","","",""
"3 on scale 1-7 ","2005","Part Time","general elemantary","28","","",""
"3 on scale 1-7 ","2005","Part Time","middle vocational","129","0.0546132655184322","0.0457115955044376","0.0635149355324268"
"3 on scale 1-7 ","2005","Part Time","vocational + Abi","18","","",""
"3 on scale 1-7 ","2005","Part Time","higher vocational","10","","",""
"3 on scale 1-7 ","2005","Part Time","higher education","38","0.0417897801879058","0.0289357684197066","0.054643791956105"
"3 on scale 1-7 ","2005","Not Working","in school","20","","",""
"3 on scale 1-7 ","2005","Not Working","inadequately","9","","",""
"3 on scale 1-7 ","2005","Not Working","general elemantary","70","0.0455966092768111","0.0344521802701654","0.0567410382834569"
"3 on scale 1-7 ","2005","Not Working","middle vocational","196","0.0526972981440083","0.0457119126449897","0.0596826836430269"
"3 on scale 1-7 ","2005","Not Working","vocational + Abi","13","","",""
"3 on scale 1-7 ","2005","Not Working","higher vocational","23","","",""
"3 on scale 1-7 ","2005","Not Working","higher education","46","0.0483679746788544","0.0350640792490749","0.0616718701086339"
"4 on scale 1-7","2005","Full Time","in school","1","","",""
"4 on scale 1-7","2005","Full Time","inadequately","8","","",""
"4 on scale 1-7","2005","Full Time","general elemantary","86","0.132431826156563","0.104231794928118","0.160631857385009"
"4 on scale 1-7","2005","Full Time","middle vocational","550","0.144610744819083","0.133435605728114","0.155785883910052"
"4 on scale 1-7","2005","Full Time","vocational + Abi","74","0.148670658113381","0.118353974742779","0.178987341483982"
"4 on scale 1-7","2005","Full Time","higher vocational","86","0.118058610266621","0.0952819734095588","0.140835247123683"
"4 on scale 1-7","2005","Full Time","higher education","249","0.0949997140529097","0.0828408776833123","0.107158550422507"
"4 on scale 1-7","2005","Part Time","in school","8","","",""
"4 on scale 1-7","2005","Part Time","inadequately","5","","",""
"4 on scale 1-7","2005","Part Time","general elemantary","57","0.125706879292306","0.0966194144526218","0.15479434413199"
"4 on scale 1-7","2005","Part Time","middle vocational","289","0.115763389076227","0.103229451460785","0.128297326691669"
"4 on scale 1-7","2005","Part Time","vocational + Abi","37","0.0960026898312987","0.0638256991309257","0.128179680531672"
"4 on scale 1-7","2005","Part Time","higher vocational","37","0.117879154579318","0.0831925653000518","0.152565743858584"
"4 on scale 1-7","2005","Part Time","higher education","132","0.129937377844093","0.108339277447366","0.151535478240819"
"4 on scale 1-7","2005","Not Working","in school","68","0.133524768299371","0.105098114575935","0.161951422022807"
"4 on scale 1-7","2005","Not Working","inadequately","23","","",""
"4 on scale 1-7","2005","Not Working","general elemantary","159","0.10868121090933","0.0920540030432329","0.125308418775427"
"4 on scale 1-7","2005","Not Working","middle vocational","465","0.112870462108667","0.102977291757807","0.122763632459528"
"4 on scale 1-7","2005","Not Working","vocational + Abi","36","0.100722121895319","0.0657196827491869","0.135724561041451"
"4 on scale 1-7","2005","Not Working","higher vocational","52","0.128692648966521","0.0978903789364291","0.159494918996612"
"4 on scale 1-7","2005","Not Working","higher education","136","0.139079779028247","0.117622295038733","0.160537263017762"
"5 on scale 1-7","2005","Full Time","in school","","","",""
"5 on scale 1-7","2005","Full Time","inadequately","13","","",""
"5 on scale 1-7","2005","Full Time","general elemantary","123","0.21660505394785","0.182334093561213","0.250876014334488"
"5 on scale 1-7","2005","Full Time","middle vocational","807","0.205492258153261","0.192653661365993","0.21833085494053"
"5 on scale 1-7","2005","Full Time","vocational + Abi","121","0.258111059927205","0.220821006078851","0.29540111377556"
"5 on scale 1-7","2005","Full Time","higher vocational","167","0.230172510446767","0.200459658646483","0.259885362247052"
"5 on scale 1-7","2005","Full Time","higher education","471","0.219343617458771","0.202184341256742","0.2365028936608"
"5 on scale 1-7","2005","Part Time","in school","24","","",""
"5 on scale 1-7","2005","Part Time","inadequately","11","","",""
"5 on scale 1-7","2005","Part Time","general elemantary","97","0.210478933746534","0.174711811673211","0.246246055819857"
"5 on scale 1-7","2005","Part Time","middle vocational","523","0.210085829078839","0.194126817191895","0.226044840965783"
"5 on scale 1-7","2005","Part Time","vocational + Abi","69","0.190262346097695","0.147390839431691","0.233133852763699"
"5 on scale 1-7","2005","Part Time","higher vocational","80","0.204263707884127","0.160896722092778","0.247630693675475"
"5 on scale 1-7","2005","Part Time","higher education","196","0.187629026035017","0.162550589287953","0.21270746278208"
"5 on scale 1-7","2005","Not Working","in school","132","0.236147621321996","0.200652942428026","0.271642300215966"
"5 on scale 1-7","2005","Not Working","inadequately","31","0.220529411729624","0.154400291773084","0.286658531686164"
"5 on scale 1-7","2005","Not Working","general elemantary","250","0.18569409337378","0.164920176070457","0.206468010677102"
"5 on scale 1-7","2005","Not Working","middle vocational","821","0.199960161175803","0.187455285976962","0.212465036374643"
"5 on scale 1-7","2005","Not Working","vocational + Abi","45","0.145204864708647","0.104230660722869","0.186179068694424"
"5 on scale 1-7","2005","Not Working","higher vocational","82","0.145486033702675","0.113052788958823","0.177919278446528"
"5 on scale 1-7","2005","Not Working","higher education","211","0.215294530830958","0.189806564461606","0.24078249720031"
"6 on scale 1-7","2005","Full Time","in school","2","","",""
"6 on scale 1-7","2005","Full Time","inadequately","11","","",""
"6 on scale 1-7","2005","Full Time","general elemantary","169","0.277120688720765","0.239884178535526","0.314357198906004"
"6 on scale 1-7","2005","Full Time","middle vocational","1192","0.316267981023309","0.301492510063072","0.331043451983547"
"6 on scale 1-7","2005","Full Time","vocational + Abi","190","0.320930174248937","0.281148528334082","0.360711820163791"
"6 on scale 1-7","2005","Full Time","higher vocational","278","0.352561260424907","0.318837380212528","0.386285140637286"
"6 on scale 1-7","2005","Full Time","higher education","884","0.389393367242216","0.36917334913205","0.409613385352383"
"6 on scale 1-7","2005","Part Time","in school","42","0.525191478030593","0.425299511656732","0.625083444404453"
"6 on scale 1-7","2005","Part Time","inadequately","6","","",""
"6 on scale 1-7","2005","Part Time","general elemantary","157","0.286807478294103","0.24712521411237","0.326489742475837"
"6 on scale 1-7","2005","Part Time","middle vocational","839","0.310683207405468","0.292553700775545","0.328812714035392"
"6 on scale 1-7","2005","Part Time","vocational + Abi","108","0.342081349714214","0.290264506357681","0.393898193070747"
"6 on scale 1-7","2005","Part Time","higher vocational","117","0.374304001312137","0.322247740110178","0.426360262514096"
"6 on scale 1-7","2005","Part Time","higher education","321","0.360048503268776","0.329214686657675","0.390882319879877"
"6 on scale 1-7","2005","Not Working","in school","177","0.288616575359458","0.250747975167811","0.326485175551105"
"6 on scale 1-7","2005","Not Working","inadequately","25","","",""
"6 on scale 1-7","2005","Not Working","general elemantary","416","0.2970078014566","0.272596848019713","0.321418754893486"
"6 on scale 1-7","2005","Not Working","middle vocational","1211","0.294103810857136","0.279858479344421","0.30834914236985"
"6 on scale 1-7","2005","Not Working","vocational + Abi","104","0.34769801913803","0.292310185650226","0.403085852625835"
"6 on scale 1-7","2005","Not Working","higher vocational","160","0.349079324646955","0.305231680820518","0.392926968473392"
"6 on scale 1-7","2005","Not Working","higher education","342","0.316659574576097","0.287813932143323","0.345505217008872"
"7 Strongly agree","2005","Full Time","in school","","","",""
"7 Strongly agree","2005","Full Time","inadequately","13","","",""
"7 Strongly agree","2005","Full Time","general elemantary","143","0.299340316914972","0.261239194412518","0.337441439417425"
"7 Strongly agree","2005","Full Time","middle vocational","913","0.244212326745862","0.230561641486064","0.25786301200566"
"7 Strongly agree","2005","Full Time","vocational + Abi","112","0.222751749340973","0.187294038556051","0.258209460125895"
"7 Strongly agree","2005","Full Time","higher vocational","163","0.185468250672142","0.158032951621985","0.212903549722298"
"7 Strongly agree","2005","Full Time","higher education","434","0.197017452436758","0.180523987206805","0.21351091766671"
"7 Strongly agree","2005","Part Time","in school","17","","",""
"7 Strongly agree","2005","Part Time","inadequately","10","","",""
"7 Strongly agree","2005","Part Time","general elemantary","153","0.30675505560808","0.26629401591529","0.347216095300871"
"7 Strongly agree","2005","Part Time","middle vocational","665","0.282302052164061","0.264668267379868","0.299935836948255"
"7 Strongly agree","2005","Part Time","vocational + Abi","84","0.304936896186745","0.254652034417759","0.355221757955731"
"7 Strongly agree","2005","Part Time","higher vocational","80","0.255688097929553","0.208762286912687","0.302613908946419"
"7 Strongly agree","2005","Part Time","higher education","221","0.253047650033053","0.225120870677712","0.280974429388394"
"7 Strongly agree","2005","Not Working","in school","144","0.297860497212409","0.25964100567322","0.336079988751597"
"7 Strongly agree","2005","Not Working","inadequately","54","0.415900755849914","0.337287135996729","0.4945143757031"
"7 Strongly agree","2005","Not Working","general elemantary","398","0.31647901153812","0.291632012385271","0.34132601069097"
"7 Strongly agree","2005","Not Working","middle vocational","1086","0.298879406541777","0.284567543430514","0.31319126965304"
"7 Strongly agree","2005","Not Working","vocational + Abi","75","0.270364627016753","0.218709100040815","0.322020153992691"
"7 Strongly agree","2005","Not Working","higher vocational","127","0.302872542239876","0.260605076396557","0.345140008083195"
"7 Strongly agree","2005","Not Working","higher education","238","0.250252722026568","0.223392339037198","0.277113105015938"
"1 Strongly disagree","2006","Full Time","in school","","","",""
"1 Strongly disagree","2006","Full Time","inadequately","","","",""
"1 Strongly disagree","2006","Full Time","general elemantary","","","",""
"1 Strongly disagree","2006","Full Time","middle vocational","","","",""
"1 Strongly disagree","2006","Full Time","vocational + Abi","","","",""
"1 Strongly disagree","2006","Full Time","higher vocational","","","",""
"1 Strongly disagree","2006","Full Time","higher education","","","",""
"1 Strongly disagree","2006","Part Time","in school","","","",""
