"plh0217","year","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Urban Area","101","0.0088384522334786","0.00727933910730078","0.0103975653596564"
"1 Strongly disagree","2005","Rural Area","62","0.0140228144132995","0.0112358298132852","0.0168097990133138"
"2 on scale 1-7 ","2005","Urban Area","324","0.0240629545506067","0.0215102375370044","0.0266156715642091"
"2 on scale 1-7 ","2005","Rural Area","144","0.0212543673260876","0.0178358124769004","0.0246729221752748"
"3 on scale 1-7 ","2005","Urban Area","707","0.052452595350375","0.0487389428752886","0.0561662478254614"
"3 on scale 1-7 ","2005","Rural Area","363","0.0562850204971884","0.0508224081578829","0.0617476328364939"
"4 on scale 1-7","2005","Urban Area","1730","0.119261269466529","0.113862552532861","0.124659986400196"
"4 on scale 1-7","2005","Rural Area","885","0.129643785548835","0.121682046999159","0.137605524098511"
"5 on scale 1-7","2005","Urban Area","2890","0.206044475918023","0.199307021021657","0.212781930814388"
"5 on scale 1-7","2005","Rural Area","1444","0.204045156085878","0.194493231114759","0.213597081056996"
"6 on scale 1-7","2005","Urban Area","4553","0.317132893990921","0.309381031903848","0.324884756077993"
"6 on scale 1-7","2005","Rural Area","2286","0.315069891936217","0.304059313794642","0.326080470077793"
"7 Strongly agree","2005","Urban Area","3539","0.272207358490068","0.264793043094596","0.279621673885539"
"7 Strongly agree","2005","Rural Area","1654","0.259678964192495","0.249286657073136","0.270071271311854"
"1 Strongly disagree","2006","Urban Area","","","",""
"1 Strongly disagree","2006","Rural Area","","","",""
"2 on scale 1-7 ","2006","Urban Area","","","",""
"2 on scale 1-7 ","2006","Rural Area","","","",""
"3 on scale 1-7 ","2006","Urban Area","","","",""
"3 on scale 1-7 ","2006","Rural Area","","","",""
"4 on scale 1-7","2006","Urban Area","","","",""
"4 on scale 1-7","2006","Rural Area","","","",""
"5 on scale 1-7","2006","Urban Area","","","",""
"5 on scale 1-7","2006","Rural Area","","","",""
"6 on scale 1-7","2006","Urban Area","","","",""
"6 on scale 1-7","2006","Rural Area","","","",""
"7 Strongly agree","2006","Urban Area","","","",""
"7 Strongly agree","2006","Rural Area","","","",""
"1 Strongly disagree","2007","Urban Area","","","",""
"1 Strongly disagree","2007","Rural Area","","","",""
"2 on scale 1-7 ","2007","Urban Area","","","",""
"2 on scale 1-7 ","2007","Rural Area","","","",""
"3 on scale 1-7 ","2007","Urban Area","","","",""
"3 on scale 1-7 ","2007","Rural Area","","","",""
"4 on scale 1-7","2007","Urban Area","","","",""
"4 on scale 1-7","2007","Rural Area","","","",""
"5 on scale 1-7","2007","Urban Area","","","",""
"5 on scale 1-7","2007","Rural Area","","","",""
"6 on scale 1-7","2007","Urban Area","","","",""
"6 on scale 1-7","2007","Rural Area","","","",""
"7 Strongly agree","2007","Urban Area","","","",""
"7 Strongly agree","2007","Rural Area","","","",""
"1 Strongly disagree","2008","Urban Area","","","",""
"1 Strongly disagree","2008","Rural Area","","","",""
"2 on scale 1-7 ","2008","Urban Area","","","",""
"2 on scale 1-7 ","2008","Rural Area","","","",""
"3 on scale 1-7 ","2008","Urban Area","","","",""
"3 on scale 1-7 ","2008","Rural Area","","","",""
"4 on scale 1-7","2008","Urban Area","","","",""
"4 on scale 1-7","2008","Rural Area","","","",""
"5 on scale 1-7","2008","Urban Area","","","",""
"5 on scale 1-7","2008","Rural Area","","","",""
"6 on scale 1-7","2008","Urban Area","","","",""
"6 on scale 1-7","2008","Rural Area","","","",""
"7 Strongly agree","2008","Urban Area","","","",""
"7 Strongly agree","2008","Rural Area","","","",""
