"plh0217","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","1-pers.-HH","Urban Area","18","","","","1"
"1 Strongly disagree","2005","1-pers.-HH","Rural Area","14","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","Urban Area","35","0.00871171446016506","0.00607148275624625","0.0113519461640839","1"
"1 Strongly disagree","2005","(Married) couple without C. ","Rural Area","22","","","","1"
"1 Strongly disagree","2005","Single parent ","Urban Area","6","","","","1"
"1 Strongly disagree","2005","Single parent ","Rural Area","3","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","Urban Area","14","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","Rural Area","8","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","Urban Area","13","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","Rural Area","10","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Urban Area","12","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Rural Area","3","","","","1"
"2 on scale 1-7 ","2005","(Married) couple without C. ","Urban Area","120","0.0265372426449203","0.021970802107006","0.0311036831828346","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","Urban Area","66","0.0249291001378004","0.0188670830351273","0.0309911172404735","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","Urban Area","23","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","Rural Area","19","","","","2"
"2 on scale 1-7 ","2005","Single parent ","Rural Area","3","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","Rural Area","15","","","","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","Rural Area","46","0.0212296908537052","0.015277460592553","0.0271819211148575","2"
"2 on scale 1-7 ","2005","1-pers.-HH","Urban Area","52","0.0251771716298051","0.0184510371003579","0.0319033061592523","2"
"2 on scale 1-7 ","2005","Single parent ","Urban Area","15","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","Rural Area","30","0.0298268224035713","0.0200460500040377","0.039607594803105","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","Urban Area","37","0.0157818311145713","0.0106750826649725","0.0208885795641702","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","Rural Area","30","0.0180115502936981","0.0109303450748857","0.0250927555125104","2"
"3 on scale 1-7 ","2005","1-pers.-HH","Rural Area","52","0.0639482985030757","0.0477926441818095","0.0801039528243419","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","Urban Area","261","0.0575260741797169","0.0509106563549692","0.0641414920044645","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","Rural Area","117","0.050816441145065","0.0417477476880346","0.0598851346020955","3"
"3 on scale 1-7 ","2005","Single parent ","Urban Area","29","","","","3"
