"plh0217","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","1-pers.-HH","9","","",""
"1 Strongly disagree","2005","Full Time","(Married) couple without C. ","15","","",""
"1 Strongly disagree","2005","Full Time","Single parent ","3","","",""
"1 Strongly disagree","2005","Full Time","Couple + C. LE 16 ","12","","",""
"1 Strongly disagree","2005","Full Time","Couple + C. GT 16 ","8","","",""
"1 Strongly disagree","2005","Full Time","Couple + C. LE and GT 16","5","","",""
"1 Strongly disagree","2005","Part Time","1-pers.-HH","2","","",""
"1 Strongly disagree","2005","Part Time","(Married) couple without C. ","7","","",""
"1 Strongly disagree","2005","Part Time","Single parent ","2","","",""
"1 Strongly disagree","2005","Part Time","Couple + C. LE 16 ","7","","",""
"1 Strongly disagree","2005","Part Time","Couple + C. GT 16 ","4","","",""
"1 Strongly disagree","2005","Part Time","Couple + C. LE and GT 16","6","","",""
"1 Strongly disagree","2005","Not Working","1-pers.-HH","21","","",""
"1 Strongly disagree","2005","Not Working","(Married) couple without C. ","35","0.012085236970321","0.00845751476950019","0.0157129591711418"
"1 Strongly disagree","2005","Not Working","Single parent ","4","","",""
"1 Strongly disagree","2005","Not Working","Couple + C. LE 16 ","3","","",""
"1 Strongly disagree","2005","Not Working","Couple + C. GT 16 ","11","","",""
"1 Strongly disagree","2005","Not Working","Couple + C. LE and GT 16","4","","",""
"2 on scale 1-7 ","2005","Full Time","1-pers.-HH","27","","",""
"2 on scale 1-7 ","2005","Full Time","(Married) couple without C. ","61","0.0239759108930508","0.0177989013231692","0.0301529204629324"
"2 on scale 1-7 ","2005","Full Time","Single parent ","4","","",""
"2 on scale 1-7 ","2005","Full Time","Couple + C. LE 16 ","41","0.0260668879545491","0.0187707251757937","0.0333630507333044"
"2 on scale 1-7 ","2005","Full Time","Couple + C. GT 16 ","35","0.0183791035513199","0.0117623997555396","0.0249958073471001"
"2 on scale 1-7 ","2005","Full Time","Couple + C. LE and GT 16","17","","",""
"2 on scale 1-7 ","2005","Part Time","1-pers.-HH","9","","",""
"2 on scale 1-7 ","2005","Part Time","(Married) couple without C. ","13","","",""
"2 on scale 1-7 ","2005","Part Time","Single parent ","5","","",""
