"plh0217","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","1-pers.-HH","2","","",""
"1 Strongly disagree","2005","16-34 y.","(Married) couple without C. ","6","","",""
"1 Strongly disagree","2005","16-34 y.","Single parent ","4","","",""
"1 Strongly disagree","2005","16-34 y.","Couple + C. LE 16 ","10","","",""
"1 Strongly disagree","2005","16-34 y.","Couple + C. GT 16 ","8","","",""
"1 Strongly disagree","2005","16-34 y.","Couple + C. LE and GT 16","7","","",""
"1 Strongly disagree","2005","35-65 y.","1-pers.-HH","12","","",""
"1 Strongly disagree","2005","35-65 y.","(Married) couple without C. ","30","0.00889369562984152","0.00587748853497698","0.0119099027247061"
"1 Strongly disagree","2005","35-65 y.","Single parent ","5","","",""
"1 Strongly disagree","2005","35-65 y.","Couple + C. LE 16 ","12","","",""
"1 Strongly disagree","2005","35-65 y.","Couple + C. GT 16 ","14","","",""
"1 Strongly disagree","2005","35-65 y.","Couple + C. LE and GT 16","8","","",""
"1 Strongly disagree","2005","66 and older","1-pers.-HH","18","","",""
"1 Strongly disagree","2005","66 and older","(Married) couple without C. ","21","","",""
"1 Strongly disagree","2005","66 and older","Single parent ","","","",""
"1 Strongly disagree","2005","66 and older","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2005","66 and older","Couple + C. GT 16 ","1","","",""
"1 Strongly disagree","2005","66 and older","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2005","16-34 y.","1-pers.-HH","9","","",""
"2 on scale 1-7 ","2005","16-34 y.","(Married) couple without C. ","17","","",""
"2 on scale 1-7 ","2005","16-34 y.","Single parent ","7","","",""
"2 on scale 1-7 ","2005","16-34 y.","Couple + C. LE 16 ","23","","",""
"2 on scale 1-7 ","2005","16-34 y.","Couple + C. GT 16 ","19","","",""
"2 on scale 1-7 ","2005","16-34 y.","Couple + C. LE and GT 16","13","","",""
"2 on scale 1-7 ","2005","35-65 y.","1-pers.-HH","39","0.0315592118989063","0.0216221779248544","0.0414962458729581"
"2 on scale 1-7 ","2005","35-65 y.","(Married) couple without C. ","85","0.0250856840531596","0.0200616091619068","0.0301097589444124"
"2 on scale 1-7 ","2005","35-65 y.","Single parent ","10","","",""
"2 on scale 1-7 ","2005","35-65 y.","Couple + C. LE 16 ","73","0.0254939107634386","0.019449248866824","0.0315385726600533"
"2 on scale 1-7 ","2005","35-65 y.","Couple + C. GT 16 ","41","0.0173918324155271","0.0118479970744548","0.0229356677565993"
"2 on scale 1-7 ","2005","35-65 y.","Couple + C. LE and GT 16","25","","",""
"2 on scale 1-7 ","2005","66 and older","1-pers.-HH","23","","",""
"2 on scale 1-7 ","2005","66 and older","(Married) couple without C. ","64","0.0292454752791613","0.0224243921726324","0.0360665583856902"
"2 on scale 1-7 ","2005","66 and older","Single parent ","1","","",""
"2 on scale 1-7 ","2005","66 and older","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2005","66 and older","Couple + C. GT 16 ","7","","",""
"2 on scale 1-7 ","2005","66 and older","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2005","16-34 y.","1-pers.-HH","41","0.0619522901440194","0.0440298625262807","0.079874717761758"
"3 on scale 1-7 ","2005","16-34 y.","(Married) couple without C. ","45","0.0670877363233686","0.0511456743538028","0.0830297982929343"
"3 on scale 1-7 ","2005","16-34 y.","Single parent ","32","0.0634989868688517","0.0413582201290865","0.0856397536086168"
"3 on scale 1-7 ","2005","16-34 y.","Couple + C. LE 16 ","44","0.0373419266660312","0.0260707901878005","0.0486130631442618"
"3 on scale 1-7 ","2005","16-34 y.","Couple + C. GT 16 ","58","0.0410323855683733","0.0304154530746669","0.0516493180620796"
"3 on scale 1-7 ","2005","16-34 y.","Couple + C. LE and GT 16","28","","",""
"3 on scale 1-7 ","2005","35-65 y.","1-pers.-HH","75","0.0633281503778244","0.0494845421679069","0.0771717585877419"
"3 on scale 1-7 ","2005","35-65 y.","(Married) couple without C. ","208","0.0503509487158293","0.043325965273439","0.0573759321582196"
"3 on scale 1-7 ","2005","35-65 y.","Single parent ","21","","",""
"3 on scale 1-7 ","2005","35-65 y.","Couple + C. LE 16 ","128","0.0549943997119726","0.0462518536576416","0.0637369457663035"
"3 on scale 1-7 ","2005","35-65 y.","Couple + C. GT 16 ","116","0.0626568041660506","0.0523794599535603","0.0729341483785408"
"3 on scale 1-7 ","2005","35-65 y.","Couple + C. LE and GT 16","62","0.0662246321706635","0.0512896650360601","0.081159599305267"
"3 on scale 1-7 ","2005","66 and older","1-pers.-HH","49","0.0497467258420518","0.0367857654779363","0.0627076862061674"
"3 on scale 1-7 ","2005","66 and older","(Married) couple without C. ","125","0.058262783550253","0.0487801325093864","0.0677454345911195"
"3 on scale 1-7 ","2005","66 and older","Single parent ","1","","",""
"3 on scale 1-7 ","2005","66 and older","Couple + C. LE 16 ","1","","",""
"3 on scale 1-7 ","2005","66 and older","Couple + C. GT 16 ","7","","",""
"3 on scale 1-7 ","2005","66 and older","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2005","16-34 y.","1-pers.-HH","84","0.116627808873816","0.0927646128560032","0.140491004891628"
"4 on scale 1-7","2005","16-34 y.","(Married) couple without C. ","123","0.115017234554662","0.0946865786482908","0.135347890461034"
"4 on scale 1-7","2005","16-34 y.","Single parent ","55","0.128788582427345","0.0983758393327765","0.159201325521914"
