"plh0217","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","no migration background","29","","",""
"1 Strongly disagree","2005","1-pers.-HH","direct migration background","2","","",""
"1 Strongly disagree","2005","1-pers.-HH","indirect migration background","1","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","no migration background","53","0.0102398367552126","0.00773434076748816","0.0127453327429371"
"1 Strongly disagree","2005","(Married) couple without C. ","direct migration background","4","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","indirect migration background","","","",""
"1 Strongly disagree","2005","Single parent ","no migration background","7","","",""
"1 Strongly disagree","2005","Single parent ","direct migration background","1","","",""
"1 Strongly disagree","2005","Single parent ","indirect migration background","1","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","no migration background","15","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","direct migration background","4","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","indirect migration background","3","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","no migration background","16","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","direct migration background","5","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","indirect migration background","2","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","no migration background","11","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","direct migration background","3","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","indirect migration background","1","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","no migration background","61","0.0226667240461552","0.0170084194275674","0.028325028664743"
"2 on scale 1-7 ","2005","1-pers.-HH","direct migration background","8","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","indirect migration background","2","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","no migration background","142","0.0245866971983334","0.0207325646764631","0.0284408297202037"
"2 on scale 1-7 ","2005","(Married) couple without C. ","direct migration background","20","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","indirect migration background","4","","",""
"2 on scale 1-7 ","2005","Single parent ","no migration background","15","","",""
"2 on scale 1-7 ","2005","Single parent ","direct migration background","3","","",""
"2 on scale 1-7 ","2005","Single parent ","indirect migration background","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","no migration background","78","0.0267964242330133","0.0210196816229612","0.0325731668430655"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","direct migration background","14","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","indirect migration background","4","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","no migration background","60","0.0156877864600197","0.0112661037604481","0.0201094691595912"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","direct migration background","6","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","indirect migration background","1","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","no migration background","27","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","direct migration background","5","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","indirect migration background","6","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","no migration background","142","0.0544765032141982","0.0458484785668344","0.063104527861562"
"3 on scale 1-7 ","2005","1-pers.-HH","direct migration background","16","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","indirect migration background","7","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","no migration background","322","0.0511822128440356","0.0456977620023609","0.0566666636857103"
"3 on scale 1-7 ","2005","(Married) couple without C. ","direct migration background","49","0.0818870259367448","0.0615019985098595","0.10227205336363"
"3 on scale 1-7 ","2005","(Married) couple without C. ","indirect migration background","7","","",""
"3 on scale 1-7 ","2005","Single parent ","no migration background","41","0.0383143297115519","0.0257596074032087","0.0508690520198951"
"3 on scale 1-7 ","2005","Single parent ","direct migration background","9","","",""
"3 on scale 1-7 ","2005","Single parent ","indirect migration background","4","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","no migration background","143","0.0529013198678157","0.0448942500274899","0.0609083897081415"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","direct migration background","24","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","indirect migration background","6","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","no migration background","153","0.0559800433487616","0.0478001525533594","0.0641599341441637"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","direct migration background","23","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","indirect migration background","5","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","no migration background","66","0.0567963856929855","0.0441757883122562","0.0694169830737148"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","direct migration background","15","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","indirect migration background","9","","",""
"4 on scale 1-7","2005","1-pers.-HH","no migration background","307","0.116976092228652","0.104757944036871","0.129194240420434"
"4 on scale 1-7","2005","1-pers.-HH","direct migration background","20","","",""
"4 on scale 1-7","2005","1-pers.-HH","indirect migration background","6","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","no migration background","743","0.116957961452756","0.108959843682048","0.124956079223464"
