"plh0217","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","West Germany","Male","52","0.00875921748502774","0.00664475047790566","0.0108736844921498","1"
"1 Strongly disagree","2005","West Germany","Female","74","0.0118296478315679","0.00948649937854548","0.0141727962845903","1"
"1 Strongly disagree","2005","East Germany","Male","16","","","","1"
"1 Strongly disagree","2005","East Germany","Female","21","","","","1"
"2 on scale 1-7 ","2005","West Germany","Female","172","0.0191315271415058","0.0161627459230185","0.0221003083599932","2"
"2 on scale 1-7 ","2005","East Germany","Male","52","0.0205865629938399","0.014929182876705","0.0262439431109749","2"
"2 on scale 1-7 ","2005","East Germany","Female","52","0.0153843058031503","0.0106743018168215","0.0200943097894792","2"
"2 on scale 1-7 ","2005","West Germany","Male","192","0.0300119222077642","0.0261401590628017","0.0338836853527266","2"
"3 on scale 1-7 ","2005","West Germany","Female","389","0.0428722295199338","0.0384821642213356","0.0472622948185321","3"
"3 on scale 1-7 ","2005","East Germany","Male","148","0.0672298431101102","0.0572526408066485","0.0772070454135718","3"
"3 on scale 1-7 ","2005","East Germany","Female","109","0.0432781687942933","0.0354910602922017","0.051065277296385","3"
"3 on scale 1-7 ","2005","West Germany","Male","424","0.0645127260447216","0.058938041253837","0.0700874108356063","3"
"4 on scale 1-7","2005","East Germany","Female","322","0.125435457188277","0.112760250869862","0.138110663506692","4"
"4 on scale 1-7","2005","West Germany","Female","947","0.109792603097301","0.103017278177553","0.116567928017048","4"
"4 on scale 1-7","2005","East Germany","Male","357","0.151072958594566","0.136804766124805","0.165341151064327","4"
"4 on scale 1-7","2005","West Germany","Male","989","0.128745158582662","0.121145103625291","0.136345213540033","4"
"5 on scale 1-7","2005","East Germany","Male","527","0.218414046270177","0.201952559275349","0.234875533265005","5"
"5 on scale 1-7","2005","West Germany","Female","1624","0.195144477407594","0.186555626109152","0.203733328706035","5"
"5 on scale 1-7","2005","West Germany","Male","1687","0.218277063226864","0.208903404113135","0.227650722340592","5"
"5 on scale 1-7","2005","East Germany","Female","496","0.185136659626594","0.170272596280676","0.200000722972512","5"
"6 on scale 1-7","2005","East Germany","Male","814","0.313485152282395","0.295002092711126","0.331968211853664","6"
"6 on scale 1-7","2005","East Germany","Female","903","0.337899096818758","0.319798014170126","0.356000179467389","6"
"6 on scale 1-7","2005","West Germany","Female","2679","0.312762019766542","0.302714506972993","0.32280953256009","6"
"6 on scale 1-7","2005","West Germany","Male","2443","0.316050176213293","0.305499778855898","0.326600573570689","6"
"7 Strongly agree","2005","East Germany","Female","720","0.280712358263471","0.263516216711455","0.297908499815486","7"
"7 Strongly agree","2005","West Germany","Female","2294","0.308467495235557","0.298458073464795","0.318476917006318","7"
"7 Strongly agree","2005","East Germany","Male","506","0.219588691730053","0.203095406464283","0.236081976995824","7"
"7 Strongly agree","2005","West Germany","Male","1673","0.233643736239668","0.224041528350973","0.243245944128362","7"
"1 Strongly disagree","2006","West Germany","Male","","","","","1"
"1 Strongly disagree","2006","West Germany","Female","","","","","1"
"1 Strongly disagree","2006","East Germany","Male","","","","","1"
"1 Strongly disagree","2006","East Germany","Female","","","","","1"
"2 on scale 1-7 ","2006","East Germany","Male","","","","","2"
"2 on scale 1-7 ","2006","West Germany","Female","","","","","2"
"2 on scale 1-7 ","2006","East Germany","Female","","","","","2"
"2 on scale 1-7 ","2006","West Germany","Male","","","","","2"
"3 on scale 1-7 ","2006","West Germany","Female","","","","","3"
"3 on scale 1-7 ","2006","East Germany","Female","","","","","3"
"3 on scale 1-7 ","2006","West Germany","Male","","","","","3"
"3 on scale 1-7 ","2006","East Germany","Male","","","","","3"
"4 on scale 1-7","2006","West Germany","Female","","","","","4"
"4 on scale 1-7","2006","East Germany","Male","","","","","4"
"4 on scale 1-7","2006","East Germany","Female","","","","","4"
"4 on scale 1-7","2006","West Germany","Male","","","","","4"
"5 on scale 1-7","2006","East Germany","Male","","","","","5"
"5 on scale 1-7","2006","West Germany","Female","","","","","5"
"5 on scale 1-7","2006","East Germany","Female","","","","","5"
"5 on scale 1-7","2006","West Germany","Male","","","","","5"
"6 on scale 1-7","2006","East Germany","Male","","","","","6"
"6 on scale 1-7","2006","West Germany","Female","","","","","6"
"6 on scale 1-7","2006","East Germany","Female","","","","","6"
"6 on scale 1-7","2006","West Germany","Male","","","","","6"
"7 Strongly agree","2006","West Germany","Female","","","","","7"
"7 Strongly agree","2006","East Germany","Male","","","","","7"
"7 Strongly agree","2006","East Germany","Female","","","","","7"
"7 Strongly agree","2006","West Germany","Male","","","","","7"
"1 Strongly disagree","2007","West Germany","Male","","","","","1"
"1 Strongly disagree","2007","West Germany","Female","","","","","1"
"1 Strongly disagree","2007","East Germany","Male","","","","","1"
"1 Strongly disagree","2007","East Germany","Female","","","","","1"
"2 on scale 1-7 ","2007","West Germany","Female","","","","","2"
"2 on scale 1-7 ","2007","West Germany","Male","","","","","2"
"2 on scale 1-7 ","2007","East Germany","Male","","","","","2"
