"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","Ostdeutschland, neue Bundeslaender","6.23","7","99","5","6","7","7","7","5.99","6.47","1","7","6","7"
"2005","direct migration background","Westdeutschland, alte Bundeslaender","5.99","6","2263","4","5","7","7","7","5.94","6.04","1","7","6","6"
"2005","indirect migration background","Ostdeutschland, neue Bundeslaender","5.68","5.99","35","4","5","7","7","7","5.3","6.06","3","7","5","6"
"2005","indirect migration background","Westdeutschland, alte Bundeslaender","5.91","6","793","4","5","7","7","7","5.83","5.99","1","7","6","6"
"2005","no migration background","Ostdeutschland, neue Bundeslaender","5.91","6","4908","4","5","7","7","7","5.88","5.94","1","7","6","6"
"2005","no migration background","Westdeutschland, alte Bundeslaender","5.87","6","12584","4","5","7","7","7","5.85","5.89","1","7","6","6"
"2006","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2006","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2006","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2007","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2007","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2007","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2007","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2007","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2007","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2008","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2008","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2008","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2008","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2008","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2008","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2009","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2009","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2009","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2009","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2009","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2009","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2010","direct migration background","Ostdeutschland, neue Bundeslaender","6.36","7","63","5","6","7","7","7","6.05","6.67","1","7","6","7"
"2010","direct migration background","Westdeutschland, alte Bundeslaender","5.97","6","1397","4","5","7","7","7","5.91","6.03","1","7","6","6"
"2010","indirect migration background","Ostdeutschland, neue Bundeslaender","6.13","6","38","5","5","7","7","7","5.74","6.52","2","7","5","6"
"2010","indirect migration background","Westdeutschland, alte Bundeslaender","5.86","6","620","4","5","7","7","7","5.76","5.96","1","7","6","6"
"2010","no migration background","Ostdeutschland, neue Bundeslaender","5.85","6","4027","4","5","7","7","7","5.81","5.89","1","7","6","6"
