"year","regtyp","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Rural Area","Female","5.89","6","3554","4","5","7","7","7","5.85","5.93","1","7","6","6"
"2005","Rural Area","Male","5.94","6","3286","4","5","7","7","7","5.9","5.98","1","7","6","6"
"2005","Urban Area","Female","5.88","6","7243","4","5","7","7","7","5.85","5.91","1","7","6","6"
"2005","Urban Area","Male","5.89","6","6599","4","5","7","7","7","5.86","5.92","1","7","6","6"
"2006","Rural Area","Female","","","","","","","","","","","","","",""
"2006","Rural Area","Male","","","","","","","","","","","","","",""
"2006","Urban Area","Female","","","","","","","","","","","","","",""
"2006","Urban Area","Male","","","","","","","","","","","","","",""
"2007","Rural Area","Female","","","","","","","","","","","","","",""
"2007","Rural Area","Male","","","","","","","","","","","","","",""
"2007","Urban Area","Female","","","","","","","","","","","","","",""
"2007","Urban Area","Male","","","","","","","","","","","","","",""
"2008","Rural Area","Female","","","","","","","","","","","","","",""
"2008","Rural Area","Male","","","","","","","","","","","","","",""
"2008","Urban Area","Female","","","","","","","","","","","","","",""
"2008","Urban Area","Male","","","","","","","","","","","","","",""
"2009","Rural Area","Female","","","","","","","","","","","","","",""
"2009","Rural Area","Male","","","","","","","","","","","","","",""
"2009","Urban Area","Female","","","","","","","","","","","","","",""
"2009","Urban Area","Male","","","","","","","","","","","","","",""
"2010","Rural Area","Female","5.82","6","2918","4","5","7","7","7","5.78","5.86","1","7","6","6"
"2010","Rural Area","Male","5.89","6","2729","4","5","7","7","7","5.85","5.93","1","7","6","6"
"2010","Urban Area","Female","5.86","6","5803","4","5","7","7","7","5.83","5.89","1","7","6","6"
"2010","Urban Area","Male","5.78","6","5210","4","5","7","7","7","5.75","5.81","1","7","6","6"
"2011","Rural Area","Female","","","","","","","","","","","","","",""
"2011","Rural Area","Male","","","","","","","","","","","","","",""
"2011","Urban Area","Female","","","","","","","","","","","","","",""
"2011","Urban Area","Male","","","","","","","","","","","","","",""
"2012","Rural Area","Female","","","","","","","","","","","","","",""
"2012","Rural Area","Male","","","","","","","","","","","","","",""
"2012","Urban Area","Female","","","","","","","","","","","","","",""
"2012","Urban Area","Male","","","","","","","","","","","","","",""
"2013","Rural Area","Female","","","","","","","","","","","","","",""
"2013","Rural Area","Male","","","","","","","","","","","","","",""
"2013","Urban Area","Female","","","","","","","","","","","","","",""
"2013","Urban Area","Male","","","","","","","","","","","","","",""
"2014","Rural Area","Female","","","","","","","","","","","","","",""
"2014","Rural Area","Male","","","","","","","","","","","","","",""
"2014","Urban Area","Female","","","","","","","","","","","","","",""
"2014","Urban Area","Male","","","","","","","","","","","","","",""
"2015","Rural Area","Female","5.89","6","4889","4","5","7","7","7","5.86","5.92","1","7","6","6"
"2015","Rural Area","Male","5.93","6","4246","4","5","7","7","7","5.9","5.96","1","7","6","6"
"2015","Urban Area","Female","5.86","6","9552","4","5","7","7","7","5.84","5.88","1","7","6","6"
"2015","Urban Area","Male","5.89","6","8056","4","5","7","7","7","5.87","5.91","1","7","6","6"
"2016","Rural Area","Female","6.57","7","477","6","6","7","7","7","6.5","6.64","1","7","7","7"
"2016","Rural Area","Male","6.69","7","878","6","7","7","7","7","6.64","6.74","1","7","7","7"
"2016","Urban Area","Female","6.35","7","1193","5","6","7","7","7","6.31","6.39","1","7","7","7"
"2016","Urban Area","Male","6.45","7","1845","5","6","7","7","7","6.42","6.48","1","7","7","7"
"2017","Rural Area","Female","6.83","7","329","6","7","7","7","7","6.75","6.91","1","7","7","7"
"2017","Rural Area","Male","6.78","7","452","6","7","7","7","7","6.72","6.84","1","7","7","7"
"2017","Urban Area","Female","6.74","7","892","6","7","7","7","7","6.7","6.78","2","7","7","7"
"2017","Urban Area","Male","6.69","7","1196","6","7","7","7","7","6.65","6.73","1","7","7","7"
"2018","Rural Area","Female","6.84","7","81","6","7","7","7","7","6.69","6.99","2","7","7","7"
"2018","Rural Area","Male","6.83","7","75","6","7","7","7","7","6.62","7.04","1","7","7","7"
"2018","Urban Area","Female","6.63","7","141","6","7","7","7","7","6.47","6.79","1","7","7","7"
"2018","Urban Area","Male","6.73","7","122","6","7","7","7","7","6.6","6.86","2","7","7","7"
"2019","Rural Area","Female","6.58","7","56","6","7","7","7","7","6.28","6.88","2","7","7","7"
"2019","Rural Area","Male","6.49","7","45","5","7","7","7","7","6.06","6.92","1","7","7","7"
"2019","Urban Area","Female","6.28","7","85","5","6","7","7","7","6","6.56","1","7","7","7"
"2019","Urban Area","Male","6.68","7","87","6","7","7","7","7","6.5","6.86","1","7","7","7"
