"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","16-34 y.","college entrance qualification","5.64","6","1575","4","5","6","7","7","5.58","5.7","1","7","6","6"
"2005","16-34 y.","lower secondary degree","5.93","6","945","4","5","7","7","7","5.85","6.01","1","7","6","6"
"2005","16-34 y.","no degree/no degree yet","5.76","6","691","4","5","7","7","7","5.67","5.85","1","7","6","6"
"2005","16-34 y.","Other degree","5.96","6","157","4","5","7","7","7","5.78","6.14","3","7","6","7"
"2005","16-34 y.","secondary school degree","5.92","6","1612","4","5","7","7","7","5.87","5.97","1","7","6","6"
"2005","35-65 y.","college entrance qualification","5.87","6","3045","4","5","7","7","7","5.83","5.91","1","7","6","6"
"2005","35-65 y.","lower secondary degree","5.96","6","3711","4","5","7","7","7","5.92","6","1","7","6","6"
"2005","35-65 y.","no degree/no degree yet","6.14","6","142","5","6","7","7","7","5.95","6.33","1","7","6","7"
"2005","35-65 y.","Other degree","6.02","6","787","4","5","7","7","7","5.94","6.1","1","7","6","7"
"2005","35-65 y.","secondary school degree","5.91","6","3863","4","5","7","7","7","5.87","5.95","1","7","6","6"
"2005","66 and older","college entrance qualification","5.98","6","566","4","5","7","7","7","5.89","6.07","1","7","6","6"
"2005","66 and older","lower secondary degree","5.84","6","2420","4","5","7","7","7","5.79","5.89","1","7","6","6"
"2005","66 and older","no degree/no degree yet","5.45","6","63","3","4","7","7","7","5.08","5.82","1","7","5","7"
"2005","66 and older","Other degree","5.95","6","176","4","5","7","7","7","5.75","6.15","1","7","6","7"
"2005","66 and older","secondary school degree","5.96","6","542","4","5","7","7","7","5.85","6.07","1","7","6","6"
"2006","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"2006","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"2006","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2006","16-34 y.","Other degree","","","","","","","","","","","","","",""
"2006","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"2006","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"2006","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"2006","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2006","35-65 y.","Other degree","","","","","","","","","","","","","",""
"2006","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"2006","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"2006","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"2006","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"2006","66 and older","Other degree","","","","","","","","","","","","","",""
"2006","66 and older","secondary school degree","","","","","","","","","","","","","",""
"2007","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"2007","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"2007","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","16-34 y.","Other degree","","","","","","","","","","","","","",""
"2007","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"2007","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"2007","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"2007","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","35-65 y.","Other degree","","","","","","","","","","","","","",""
"2007","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"2007","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"2007","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"2007","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","66 and older","Other degree","","","","","","","","","","","","","",""
"2007","66 and older","secondary school degree","","","","","","","","","","","","","",""
"2008","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"2008","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"2008","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2008","16-34 y.","Other degree","","","","","","","","","","","","","",""
"2008","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"2008","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"2008","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"2008","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2008","35-65 y.","Other degree","","","","","","","","","","","","","",""
"2008","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"2008","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"2008","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"2008","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"2008","66 and older","Other degree","","","","","","","","","","","","","",""
"2008","66 and older","secondary school degree","","","","","","","","","","","","","",""
"2009","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"2009","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"2009","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
