"year","pgisced97","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","general elemantary","Rural Area","5.73","6","761","4","5","7","7","7","5.64","5.82","1","7","6","6"
"2005","general elemantary","Urban Area","5.91","6","1637","4","5","7","7","7","5.85","5.97","1","7","6","6"
"2005","higher education","Rural Area","5.94","6","1199","4","5","7","7","7","5.88","6","1","7","6","6"
"2005","higher education","Urban Area","5.86","6","2966","4","5","7","7","7","5.82","5.9","1","7","6","6"
"2005","higher vocational","Rural Area","5.89","6","558","4","5","7","7","7","5.79","5.99","1","7","6","6"
"2005","higher vocational","Urban Area","5.82","6","1001","4","5","7","7","7","5.75","5.89","1","7","6","6"
"2005","in school","Rural Area","5.74","6","199","4","5","7","7","7","5.56","5.92","1","7","6","6"
"2005","in school","Urban Area","5.76","6","449","4","5","7","7","7","5.65","5.87","1","7","6","6"
"2005","inadequately","Rural Area","5.97","6","56","4","5","7","7","7","5.65","6.29","4","7","6","7"
"2005","inadequately","Urban Area","5.98","6","177","4","5","7","7","7","5.79","6.17","1","7","6","7"
"2005","middle vocational","Rural Area","5.98","6","3709","4","5","7","7","7","5.94","6.02","1","7","6","6"
"2005","middle vocational","Urban Area","5.91","6","6536","4","5","7","7","7","5.88","5.94","1","7","6","6"
"2005","vocational + Abi","Rural Area","5.75","6","264","4","5","7","7","7","5.61","5.89","1","7","6","6"
"2005","vocational + Abi","Urban Area","5.79","6","868","4","5","7","7","7","5.71","5.87","1","7","6","6"
"2006","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2006","general elemantary","Urban Area","","","","","","","","","","","","","",""
"2006","higher education","Rural Area","","","","","","","","","","","","","",""
"2006","higher education","Urban Area","","","","","","","","","","","","","",""
"2006","higher vocational","Rural Area","","","","","","","","","","","","","",""
"2006","higher vocational","Urban Area","","","","","","","","","","","","","",""
"2006","in school","Rural Area","","","","","","","","","","","","","",""
"2006","in school","Urban Area","","","","","","","","","","","","","",""
"2006","inadequately","Rural Area","","","","","","","","","","","","","",""
"2006","inadequately","Urban Area","","","","","","","","","","","","","",""
"2006","middle vocational","Rural Area","","","","","","","","","","","","","",""
"2006","middle vocational","Urban Area","","","","","","","","","","","","","",""
"2006","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"2006","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"2007","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2007","general elemantary","Urban Area","","","","","","","","","","","","","",""
"2007","higher education","Rural Area","","","","","","","","","","","","","",""
"2007","higher education","Urban Area","","","","","","","","","","","","","",""
"2007","higher vocational","Rural Area","","","","","","","","","","","","","",""
"2007","higher vocational","Urban Area","","","","","","","","","","","","","",""
"2007","in school","Rural Area","","","","","","","","","","","","","",""
"2007","in school","Urban Area","","","","","","","","","","","","","",""
"2007","inadequately","Rural Area","","","","","","","","","","","","","",""
"2007","inadequately","Urban Area","","","","","","","","","","","","","",""
"2007","middle vocational","Rural Area","","","","","","","","","","","","","",""
"2007","middle vocational","Urban Area","","","","","","","","","","","","","",""
"2007","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"2007","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"2008","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2008","general elemantary","Urban Area","","","","","","","","","","","","","",""
"2008","higher education","Rural Area","","","","","","","","","","","","","",""
"2008","higher education","Urban Area","","","","","","","","","","","","","",""
"2008","higher vocational","Rural Area","","","","","","","","","","","","","",""
"2008","higher vocational","Urban Area","","","","","","","","","","","","","",""
"2008","in school","Rural Area","","","","","","","","","","","","","",""
"2008","in school","Urban Area","","","","","","","","","","","","","",""
"2008","inadequately","Rural Area","","","","","","","","","","","","","",""
"2008","inadequately","Urban Area","","","","","","","","","","","","","",""
"2008","middle vocational","Rural Area","","","","","","","","","","","","","",""
"2008","middle vocational","Urban Area","","","","","","","","","","","","","",""
"2008","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"2008","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"2009","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2009","general elemantary","Urban Area","","","","","","","","","","","","","",""
"2009","higher education","Rural Area","","","","","","","","","","","","","",""
"2009","higher education","Urban Area","","","","","","","","","","","","","",""
"2009","higher vocational","Rural Area","","","","","","","","","","","","","",""
"2009","higher vocational","Urban Area","","","","","","","","","","","","","",""
"2009","in school","Rural Area","","","","","","","","","","","","","",""
"2009","in school","Urban Area","","","","","","","","","","","","","",""
"2009","inadequately","Rural Area","","","","","","","","","","","","","",""
"2009","inadequately","Urban Area","","","","","","","","","","","","","",""
"2009","middle vocational","Rural Area","","","","","","","","","","","","","",""
"2009","middle vocational","Urban Area","","","","","","","","","","","","","",""
"2009","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"2009","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"2010","general elemantary","Rural Area","5.94","6","521","4","5","7","7","7","5.84","6.04","1","7","6","6"
"2010","general elemantary","Urban Area","5.87","6","1098","4","5","7","7","7","5.8","5.94","1","7","6","6"
"2010","higher education","Rural Area","5.89","6","1105","4","5","7","7","7","5.83","5.95","1","7","6","6"
"2010","higher education","Urban Area","5.77","6","2722","4","5","7","7","7","5.73","5.81","1","7","6","6"
"2010","higher vocational","Rural Area","5.85","6","479","4","5","7","7","7","5.74","5.96","1","7","6","6"
"2010","higher vocational","Urban Area","5.94","6","779","4","5","7","7","7","5.86","6.02","1","7","6","6"
"2010","in school","Rural Area","5.66","6","69","4","5","6","7","7","5.39","5.93","2","7","5","6"
"2010","in school","Urban Area","5.61","6","199","4","5","7","7","7","5.43","5.79","1","7","6","6"
"2010","inadequately","Rural Area","5.91","6","32","5","6","7","7","7","5.34","6.48","1","7","6","7"
"2010","inadequately","Urban Area","5.92","6","105","4","5","7","7","7","5.65","6.19","1","7","6","7"
"2010","middle vocational","Rural Area","5.85","6","3107","4","5","7","7","7","5.81","5.89","1","7","6","6"
"2010","middle vocational","Urban Area","5.84","6","5212","4","5","7","7","7","5.81","5.87","1","7","6","6"
"2010","vocational + Abi","Rural Area","5.79","6","245","5","5","7","7","7","5.65","5.93","1","7","6","6"
"2010","vocational + Abi","Urban Area","5.7","6","697","4","5","7","7","7","5.61","5.79","1","7","6","6"
"2011","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2011","general elemantary","Urban Area","","","","","","","","","","","","","",""
"2011","higher education","Rural Area","","","","","","","","","","","","","",""
"2011","higher education","Urban Area","","","","","","","","","","","","","",""
"2011","higher vocational","Rural Area","","","","","","","","","","","","","",""
"2011","higher vocational","Urban Area","","","","","","","","","","","","","",""
"2011","in school","Rural Area","","","","","","","","","","","","","",""
"2011","in school","Urban Area","","","","","","","","","","","","","",""
"2011","inadequately","Rural Area","","","","","","","","","","","","","",""
"2011","inadequately","Urban Area","","","","","","","","","","","","","",""
"2011","middle vocational","Rural Area","","","","","","","","","","","","","",""
"2011","middle vocational","Urban Area","","","","","","","","","","","","","",""
"2011","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"2011","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"2012","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2012","general elemantary","Urban Area","","","","","","","","","","","","","",""
"2012","higher education","Rural Area","","","","","","","","","","","","","",""
"2012","higher education","Urban Area","","","","","","","","","","","","","",""
"2012","higher vocational","Rural Area","","","","","","","","","","","","","",""
"2012","higher vocational","Urban Area","","","","","","","","","","","","","",""
"2012","in school","Rural Area","","","","","","","","","","","","","",""
"2012","in school","Urban Area","","","","","","","","","","","","","",""
"2012","inadequately","Rural Area","","","","","","","","","","","","","",""
"2012","inadequately","Urban Area","","","","","","","","","","","","","",""
"2012","middle vocational","Rural Area","","","","","","","","","","","","","",""
"2012","middle vocational","Urban Area","","","","","","","","","","","","","",""
"2012","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"2012","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"2013","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2013","general elemantary","Urban Area","","","","","","","","","","","","","",""
"2013","higher education","Rural Area","","","","","","","","","","","","","",""
"2013","higher education","Urban Area","","","","","","","","","","","","","",""
"2013","higher vocational","Rural Area","","","","","","","","","","","","","",""
"2013","higher vocational","Urban Area","","","","","","","","","","","","","",""
"2013","in school","Rural Area","","","","","","","","","","","","","",""
"2013","in school","Urban Area","","","","","","","","","","","","","",""
"2013","inadequately","Rural Area","","","","","","","","","","","","","",""
"2013","inadequately","Urban Area","","","","","","","","","","","","","",""
"2013","middle vocational","Rural Area","","","","","","","","","","","","","",""
"2013","middle vocational","Urban Area","","","","","","","","","","","","","",""
"2013","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"2013","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"2014","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2014","general elemantary","Urban Area","","","","","","","","","","","","","",""
"2014","higher education","Rural Area","","","","","","","","","","","","","",""
"2014","higher education","Urban Area","","","","","","","","","","","","","",""
