"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","Rural Area","6.03","6","402","4","5","7","7","7","5.91","6.15","1","7","6","6"
"2005","direct migration background","Urban Area","5.99","6","1960","4","5","7","7","7","5.94","6.04","1","7","6","6"
"2005","indirect migration background","Rural Area","5.65","6","105","4","5","7","7","7","5.41","5.89","1","7","5","6"
"2005","indirect migration background","Urban Area","5.95","6","723","4","5","7","7","7","5.86","6.04","1","7","6","6"
"2005","no migration background","Rural Area","5.91","6","6333","4","5","7","7","7","5.88","5.94","1","7","6","6"
"2005","no migration background","Urban Area","5.86","6","11159","4","5","7","7","7","5.84","5.88","1","7","6","6"
"2006","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2006","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2006","no migration background","Rural Area","","","","","","","","","","","","","",""
"2006","no migration background","Urban Area","","","","","","","","","","","","","",""
"2007","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2007","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2007","no migration background","Rural Area","","","","","","","","","","","","","",""
"2007","no migration background","Urban Area","","","","","","","","","","","","","",""
"2008","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2008","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2008","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2008","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2008","no migration background","Rural Area","","","","","","","","","","","","","",""
"2008","no migration background","Urban Area","","","","","","","","","","","","","",""
"2009","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2009","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2009","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2009","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2009","no migration background","Rural Area","","","","","","","","","","","","","",""
"2009","no migration background","Urban Area","","","","","","","","","","","","","",""
"2010","direct migration background","Rural Area","5.83","6","279","4","5","7","7","7","5.67","5.99","1","7","6","6"
"2010","direct migration background","Urban Area","6.02","6","1181","4","5","7","7","7","5.96","6.08","1","7","6","6"
"2010","indirect migration background","Rural Area","5.61","6","102","4","5","7","7","7","5.36","5.86","2","7","6","6"
"2010","indirect migration background","Urban Area","5.93","6","556","4","5","7","7","7","5.83","6.03","1","7","6","6"
"2010","no migration background","Rural Area","5.86","6","5266","4","5","7","7","7","5.83","5.89","1","7","6","6"
"2010","no migration background","Urban Area","5.78","6","9276","4","5","7","7","7","5.76","5.8","1","7","6","6"
"2011","direct migration background","Rural Area","","","","","","","","","","","","","",""
